Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_fission	clado_fusion	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	gamma	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	total_speciation	turnover
1296	0	-81.0009	-91.1079	10.107	0.004741886	0.01136419	0.1329454	0.001511911	0.00984193	0.00984193	0.00984193	0.00984193	0.00984193	0.00984193	0.00984193	0.00984193	0.00984193	0.00984193	0.00984193	0.00984193	0.00984193	0.00984193	0.00984193	0.00984193	0.00984193	0.00984193	0.00984193	0.00984193	0.00984193	0.00859896	0.132945	0.00474189	0.0113642	0.1490514	0.0660304
1297	1	-79.64941	-89.42388	9.77447	0.008522153	0.0004577193	0.1710743	0.004274806	0.0122256	0.0122256	0.0122256	0.0122256	0.0122256	0.0122256	0.0122256	0.0122256	0.0122256	0.0122256	0.0122256	0.0122256	0.0122256	0.0122256	0.0122256	0.0122256	0.0122256	0.0122256	0.0122256	0.0122256	0.0122256	0.003710871	0.171074	0.00852215	0.000457719	0.1800542	0.06789961
1298	0	-81.75999	-91.79003	10.03004	0.001483269	0.02019298	0.1329454	0.005659399	0.00724416	0.00724416	0.00724416	0.00724416	0.00724416	0.00724416	0.00724416	0.00724416	0.00724416	0.00724416	0.00724416	0.00724416	0.00724416	0.00724416	0.00724416	0.00724416	0.00724416	0.00724416	0.00724416	0.00724416	0.00724416	0.005790942	0.132945	0.00148327	0.020193	0.1546216	0.04685089
1299	1	-85.47501	-94.49314	9.018126	0.01350776	0.0003897549	0.2005364	0.01818354	0.0433946	0.0433946	0.0433946	0.0433946	0.0433946	0.0433946	0.0433946	0.0433946	0.0433946	0.0433946	0.0433946	0.0433946	0.0433946	0.0433946	0.0433946	0.0433946	0.0433946	0.0433946	0.0433946	0.0433946	0.0433946	0.02620488	0.200536	0.0135078	0.000389755	0.2144339	0.202368
1300	0	-81.4078	-91.54157	10.13377	0.0007316794	0.008094781	0.1329454	0.01172855	0.00313823	0.00313823	0.00313823	0.00313823	0.00313823	0.00313823	0.00313823	0.00313823	0.00313823	0.00313823	0.00313823	0.00313823	0.00313823	0.00313823	0.00313823	0.00313823	0.00313823	0.00313823	0.00313823	0.00313823	0.00313823	0.004012095	0.132945	0.000731679	0.00809478	0.1417718	0.02213582
1301	1	-83.70647	-92.81129	9.104816	0.00313645	0.0104764	0.2079679	0.0103527	0.073786	0.073786	0.073786	0.073786	0.073786	0.073786	0.073786	0.073786	0.073786	0.073786	0.073786	0.073786	0.073786	0.073786	0.073786	0.073786	0.073786	0.073786	0.073786	0.073786	0.073786	0.01721137	0.207968	0.00313645	0.0104764	0.2215807	0.3329984
1302	0	-87.6983	-97.23411	9.535806	0.02584616	0.04771171	0.1266921	0.004255248	0.0402865	0.0402865	0.0402865	0.0402865	0.0402865	0.0402865	0.0402865	0.0402865	0.0402865	0.0402865	0.0402865	0.0402865	0.0402865	0.0402865	0.0402865	0.0402865	0.0402865	0.0402865	0.0402865	0.0402865	0.0402865	0.004550882	0.126692	0.0258462	0.0477117	0.20025	0.2011808
1303	1	-82.58385	-91.90929	9.325442	0.007029579	0.005324892	0.1940405	0.008054637	0.0317043	0.0317043	0.0317043	0.0317043	0.0317043	0.0317043	0.0317043	0.0317043	0.0317043	0.0317043	0.0317043	0.0317043	0.0317043	0.0317043	0.0317043	0.0317043	0.0317043	0.0317043	0.0317043	0.0317043	0.0317043	0.0147757	0.19404	0.00702958	0.00532489	0.2063949	0.15361
1304	0	-81.69867	-91.81161	10.11294	0.01693185	0.003325707	0.1266921	0.003829595	0.0205046	0.0205046	0.0205046	0.0205046	0.0205046	0.0205046	0.0205046	0.0205046	0.0205046	0.0205046	0.0205046	0.0205046	0.0205046	0.0205046	0.0205046	0.0205046	0.0205046	0.0205046	0.0205046	0.0205046	0.0205046	0.008085886	0.126692	0.0169318	0.00332571	0.1469497	0.1395352
1305	1	-84.11406	-93.39479	9.280735	0.001449438	0.002968963	0.1940405	0.008159737	0.0896686	0.0896686	0.0896686	0.0896686	0.0896686	0.0896686	0.0896686	0.0896686	0.0896686	0.0896686	0.0896686	0.0896686	0.0896686	0.0896686	0.0896686	0.0896686	0.0896686	0.0896686	0.0896686	0.0896686	0.0896686	0.02819745	0.19404	0.00144944	0.00296896	0.1984589	0.4518246
1306	0	-80.3095	-90.59609	10.28659	0.005944328	0.002256838	0.1266921	0.004170942	0.0039619	0.0039619	0.0039619	0.0039619	0.0039619	0.0039619	0.0039619	0.0039619	0.0039619	0.0039619	0.0039619	0.0039619	0.0039619	0.0039619	0.0039619	0.0039619	0.0039619	0.0039619	0.0039619	0.0039619	0.0039619	0.004137443	0.126692	0.00594433	0.00225684	0.1348933	0.02937064
1307	1	-78.47817	-88.29731	9.819148	0.000121778	0.000179795	0.1697374	0.001589836	0.00755505	0.00755505	0.00755505	0.00755505	0.00755505	0.00755505	0.00755505	0.00755505	0.00755505	0.00755505	0.00755505	0.00755505	0.00755505	0.00755505	0.00755505	0.00755505	0.00755505	0.00755505	0.00755505	0.00755505	0.00755505	0.01335666	0.169737	0.000121778	0.000179795	0.170039	0.0444313
1308	0	-85.98386	-96.03485	10.051	0.004214381	0.007218938	0.1412839	0.00276326	0.0684311	0.0684311	0.0684311	0.0684311	0.0684311	0.0684311	0.0684311	0.0684311	0.0684311	0.0684311	0.0684311	0.0684311	0.0684311	0.0684311	0.0684311	0.0684311	0.0684311	0.0684311	0.0684311	0.0684311	0.0684311	0.008764643	0.141284	0.00421438	0.00721894	0.1527173	0.4480903
1309	1	-83.58088	-93.50979	9.928906	0.01069539	0.02019535	0.1351653	0.002303119	0.0380351	0.0380351	0.0380351	0.0380351	0.0380351	0.0380351	0.0380351	0.0380351	0.0380351	0.0380351	0.0380351	0.0380351	0.0380351	0.0380351	0.0380351	0.0380351	0.0380351	0.0380351	0.0380351	0.0380351	0.0380351	0.006212657	0.135165	0.0106954	0.0201954	0.166056	0.2290498
1310	0	-87.94454	-96.63365	8.689116	0.03981318	0.002401151	0.219182	0.01678706	0.149325	0.149325	0.149325	0.149325	0.149325	0.149325	0.149325	0.149325	0.149325	0.149325	0.149325	0.149325	0.149325	0.149325	0.149325	0.149325	0.149325	0.149325	0.149325	0.149325	0.149325	0.00691238	0.219182	0.0398132	0.00240115	0.2613963	0.5712573
1311	1	-80.33598	-90.43493	10.09895	0.006633714	0.002248216	0.1351653	0.006681069	0.00534135	0.00534135	0.00534135	0.00534135	0.00534135	0.00534135	0.00534135	0.00534135	0.00534135	0.00534135	0.00534135	0.00534135	0.00534135	0.00534135	0.00534135	0.00534135	0.00534135	0.00534135	0.00534135	0.00534135	0.00534135	0.009944889	0.135165	0.00663371	0.00224822	0.1440472	0.03708052
1312	0	-82.95897	-92.20237	9.2434	0.0005087761	0.01098483	0.2086171	0.009770497	0.0559125	0.0559125	0.0559125	0.0559125	0.0559125	0.0559125	0.0559125	0.0559125	0.0559125	0.0559125	0.0559125	0.0559125	0.0559125	0.0559125	0.0559125	0.0559125	0.0559125	0.0559125	0.0559125	0.0559125	0.0559125	0.005612681	0.208617	0.000508776	0.0109848	0.2201107	0.2540198
1313	1	-81.83306	-91.75417	9.921109	0.01712773	0.002602297	0.1351653	0.006206635	0.0062961	0.0062961	0.0062961	0.0062961	0.0062961	0.0062961	0.0062961	0.0062961	0.0062961	0.0062961	0.0062961	0.0062961	0.0062961	0.0062961	0.0062961	0.0062961	0.0062961	0.0062961	0.0062961	0.0062961	0.0062961	0.01582456	0.135165	0.0171277	0.0026023	0.1548953	0.04064743
1314	0	-81.54466	-90.52843	8.983776	0.0003487737	0.0001168953	0.2336821	0.008076329	0.0831418	0.0831418	0.0831418	0.0831418	0.0831418	0.0831418	0.0831418	0.0831418	0.0831418	0.0831418	0.0831418	0.0831418	0.0831418	0.0831418	0.0831418	0.0831418	0.0831418	0.0831418	0.0831418	0.0831418	0.0831418	0.01725114	0.233682	0.000348774	0.000116895	0.2341478	0.3550824
1315	1	-81.35462	-90.92427	9.56965	0.006273088	0.003444007	0.1717966	0.004835463	0.0207342	0.0207342	0.0207342	0.0207342	0.0207342	0.0207342	0.0207342	0.0207342	0.0207342	0.0207342	0.0207342	0.0207342	0.0207342	0.0207342	0.0207342	0.0207342	0.0207342	0.0207342	0.0207342	0.0207342	0.0207342	0.02196667	0.171797	0.00627309	0.00344401	0.1815137	0.1142292
1316	0	-81.01433	-90.0226	9.008276	0.004466787	0.0003718401	0.2336821	0.004584813	0.0830819	0.0830819	0.0830819	0.0830819	0.0830819	0.0830819	0.0830819	0.0830819	0.0830819	0.0830819	0.0830819	0.0830819	0.0830819	0.0830819	0.0830819	0.0830819	0.0830819	0.0830819	0.0830819	0.0830819	0.0830819	0.01330254	0.233682	0.00446679	0.00037184	0.2385208	0.3483216
1317	1	-84.26782	-93.65596	9.388136	0.01271792	0.007859954	0.1717966	0.01361529	0.047113	0.047113	0.047113	0.047113	0.047113	0.047113	0.047113	0.047113	0.047113	0.047113	0.047113	0.047113	0.047113	0.047113	0.047113	0.047113	0.047113	0.047113	0.047113	0.047113	0.047113	0.01894472	0.171797	0.0127179	0.00785995	0.1923745	0.2449027
1318	0	-82.61171	-92.21574	9.604035	0.001293654	0.01314951	0.1608252	0.00333123	0.0223156	0.0223156	0.0223156	0.0223156	0.0223156	0.0223156	0.0223156	0.0223156	0.0223156	0.0223156	0.0223156	0.0223156	0.0223156	0.0223156	0.0223156	0.0223156	0.0223156	0.0223156	0.0223156	0.0223156	0.0223156	0.02715918	0.160825	0.00129365	0.0131495	0.1752684	0.1273224
1319	1	-87.3672	-96.10064	8.733441	0.0005559308	0.007295822	0.2113738	0.01716055	0.0871294	0.0871294	0.0871294	0.0871294	0.0871294	0.0871294	0.0871294	0.0871294	0.0871294	0.0871294	0.0871294	0.0871294	0.0871294	0.0871294	0.0871294	0.0871294	0.0871294	0.0871294	0.0871294	0.0871294	0.0871294	0.05022855	0.211374	0.000555931	0.00729582	0.2192256	0.3974418
1320	0	-87.27632	-96.23367	8.957347	0.001270601	0.02039691	0.2110721	0.001289736	0.0240663	0.0240663	0.0240663	0.0240663	0.0240663	0.0240663	0.0240663	0.0240663	0.0240663	0.0240663	0.0240663	0.0240663	0.0240663	0.0240663	0.0240663	0.0240663	0.0240663	0.0240663	0.0240663	0.0240663	0.0240663	0.02828761	0.211072	0.0012706	0.0203969	0.2327396	0.1034044
1321	1	-84.38035	-93.35625	8.9759	0.003520647	0.01258607	0.2113738	0.002716528	0.0660374	0.0660374	0.0660374	0.0660374	0.0660374	0.0660374	0.0660374	0.0660374	0.0660374	0.0660374	0.0660374	0.0660374	0.0660374	0.0660374	0.0660374	0.0660374	0.0660374	0.0660374	0.0660374	0.0660374	0.0660374	0.0310067	0.211374	0.00352065	0.0125861	0.2274805	0.290299
1322	0	-84.9033	-92.5186	7.615299	0.005242782	0.001075563	0.361859	0.001615502	0.288206	0.288206	0.288206	0.288206	0.288206	0.288206	0.288206	0.288206	0.288206	0.288206	0.288206	0.288206	0.288206	0.288206	0.288206	0.288206	0.288206	0.288206	0.288206	0.288206	0.288206	0.007614988	0.361859	0.00524278	0.00107556	0.3681774	0.7827911
1323	1	-83.79676	-93.44322	9.646454	0.01630729	0.006934413	0.1469462	0.01059311	0.00672884	0.00672884	0.00672884	0.00672884	0.00672884	0.00672884	0.00672884	0.00672884	0.00672884	0.00672884	0.00672884	0.00672884	0.00672884	0.00672884	0.00672884	0.00672884	0.00672884	0.00672884	0.00672884	0.00672884	0.00672884	0.02145283	0.146946	0.0163073	0.00693441	0.1701879	0.03953771
1324	0	-83.35706	-92.29301	8.935943	0.001346161	0.01197313	0.2438425	0.0009469602	0.146825	0.146825	0.146825	0.146825	0.146825	0.146825	0.146825	0.146825	0.146825	0.146825	0.146825	0.146825	0.146825	0.146825	0.146825	0.146825	0.146825	0.146825	0.146825	0.146825	0.146825	0.002901942	0.243842	0.00134616	0.0119731	0.2571618	0.5709424
1325	1	-82.32314	-92.15305	9.829912	0.01147201	0.01109446	0.1469462	0.009064275	0.00712595	0.00712595	0.00712595	0.00712595	0.00712595	0.00712595	0.00712595	0.00712595	0.00712595	0.00712595	0.00712595	0.00712595	0.00712595	0.00712595	0.00712595	0.00712595	0.00712595	0.00712595	0.00712595	0.00712595	0.00712595	0.005406318	0.146946	0.011472	0.0110945	0.1695127	0.04203783
1326	0	-84.83871	-93.3097	8.470996	0.001373237	0.001031923	0.2960767	0.00240159	0.170416	0.170416	0.170416	0.170416	0.170416	0.170416	0.170416	0.170416	0.170416	0.170416	0.170416	0.170416	0.170416	0.170416	0.170416	0.170416	0.170416	0.170416	0.170416	0.170416	0.170416	0.0007906068	0.296077	0.00137324	0.00103192	0.2984819	0.5709424
1327	1	-81.28763	-91.13235	9.84472	0.01834784	0.003350432	0.1469462	0.008126917	0.00471983	0.00471983	0.00471983	0.00471983	0.00471983	0.00471983	0.00471983	0.00471983	0.00471983	0.00471983	0.00471983	0.00471983	0.00471983	0.00471983	0.00471983	0.00471983	0.00471983	0.00471983	0.00471983	0.00471983	0.00471983	0.005853655	0.146946	0.0183478	0.00335043	0.1686445	0.02798684
1328	0	-81.62145	-89.99017	8.368717	0.01148466	0.0005416715	0.2960767	0.001280385	0.182055	0.182055	0.182055	0.182055	0.182055	0.182055	0.182055	0.182055	0.182055	0.182055	0.182055	0.182055	0.182055	0.182055	0.182055	0.182055	0.182055	0.182055	0.182055	0.182055	0.182055	0.001160754	0.296077	0.0114847	0.000541671	0.308103	0.5908898
1329	1	-82.20674	-92.02817	9.821436	0.01350521	0.003069705	0.1542838	0.01291522	0.0342399	0.0342399	0.0342399	0.0342399	0.0342399	0.0342399	0.0342399	0.0342399	0.0342399	0.0342399	0.0342399	0.0342399	0.0342399	0.0342399	0.0342399	0.0342399	0.0342399	0.0342399	0.0342399	0.0342399	0.0342399	0.0008670929	0.154284	0.0135052	0.00306971	0.1708587	0.2003992
1330	0	-88.30124	-94.98047	6.679231	0.030324	0.01094346	0.4133679	0.002531078	0.336057	0.336057	0.336057	0.336057	0.336057	0.336057	0.336057	0.336057	0.336057	0.336057	0.336057	0.336057	0.336057	0.336057	0.336057	0.336057	0.336057	0.336057	0.336057	0.336057	0.336057	0.001646681	0.413368	0.030324	0.0109435	0.4546354	0.7391791
1331	1	-82.8996	-92.6476	9.748001	0.01109923	0.01142179	0.1542838	0.01243321	0.0281075	0.0281075	0.0281075	0.0281075	0.0281075	0.0281075	0.0281075	0.0281075	0.0281075	0.0281075	0.0281075	0.0281075	0.0281075	0.0281075	0.0281075	0.0281075	0.0281075	0.0281075	0.0281075	0.0281075	0.0281075	0.001907341	0.154284	0.0110992	0.0114218	0.1768048	0.1589749
1332	0	-86.6131	-94.21437	7.601275	0.03261402	0.005639334	0.3344051	0.002038174	0.262507	0.262507	0.262507	0.262507	0.262507	0.262507	0.262507	0.262507	0.262507	0.262507	0.262507	0.262507	0.262507	0.262507	0.262507	0.262507	0.262507	0.262507	0.262507	0.262507	0.262507	0.003481277	0.334405	0.032614	0.00563933	0.3726584	0.7044175
1333	1	-82.15856	-91.9912	9.832637	0.001798795	0.004624492	0.1542838	0.01978284	0.00608881	0.00608881	0.00608881	0.00608881	0.00608881	0.00608881	0.00608881	0.00608881	0.00608881	0.00608881	0.00608881	0.00608881	0.00608881	0.00608881	0.00608881	0.00608881	0.00608881	0.00608881	0.00608881	0.00608881	0.00608881	0.004463645	0.154284	0.00179879	0.00462449	0.1607071	0.03788765
1334	0	-85.65387	-93.39479	7.740919	0.0005636994	0.01509408	0.3407759	0.007578183	0.217743	0.217743	0.217743	0.217743	0.217743	0.217743	0.217743	0.217743	0.217743	0.217743	0.217743	0.217743	0.217743	0.217743	0.217743	0.217743	0.217743	0.217743	0.217743	0.217743	0.217743	0.002491298	0.340776	0.000563699	0.0150941	0.3564337	0.610893
1335	1	-79.4987	-89.42429	9.925588	0.007587485	0.001001777	0.1542838	0.004767605	0.0158775	0.0158775	0.0158775	0.0158775	0.0158775	0.0158775	0.0158775	0.0158775	0.0158775	0.0158775	0.0158775	0.0158775	0.0158775	0.0158775	0.0158775	0.0158775	0.0158775	0.0158775	0.0158775	0.0158775	0.0158775	0.007712147	0.154284	0.00758748	0.00100178	0.1628731	0.0974839
1336	0	-86.27885	-94.03389	7.755031	0.002854218	0.007848363	0.3407759	0.006387924	0.185273	0.185273	0.185273	0.185273	0.185273	0.185273	0.185273	0.185273	0.185273	0.185273	0.185273	0.185273	0.185273	0.185273	0.185273	0.185273	0.185273	0.185273	0.185273	0.185273	0.185273	0.007924943	0.340776	0.00285422	0.00784836	0.3514785	0.5271261
1337	1	-81.31142	-91.6132	10.30178	0.01647387	0.001814135	0.1112262	0.0008039572	0.00100195	0.00100195	0.00100195	0.00100195	0.00100195	0.00100195	0.00100195	0.00100195	0.00100195	0.00100195	0.00100195	0.00100195	0.00100195	0.00100195	0.00100195	0.00100195	0.00100195	0.00100195	0.00100195	0.00100195	0.00100195	0.01212364	0.111226	0.0164739	0.00181414	0.1295142	0.007736206
1338	0	-82.38826	-91.84327	9.455003	0.009890828	0.004314123	0.1779086	0.0009337482	0.055059	0.055059	0.055059	0.055059	0.055059	0.055059	0.055059	0.055059	0.055059	0.055059	0.055059	0.055059	0.055059	0.055059	0.055059	0.055059	0.055059	0.055059	0.055059	0.055059	0.055059	0.02523748	0.177909	0.00989083	0.00431412	0.1921135	0.2865962
1339	1	-79.49652	-89.64051	10.144	0.004770265	0.004009127	0.1421283	0.0004974168	0.00908047	0.00908047	0.00908047	0.00908047	0.00908047	0.00908047	0.00908047	0.00908047	0.00908047	0.00908047	0.00908047	0.00908047	0.00908047	0.00908047	0.00908047	0.00908047	0.00908047	0.00908047	0.00908047	0.00908047	0.00908047	0.003795572	0.142128	0.00477027	0.00400913	0.1509077	0.06017236
1340	0	-82.57836	-92.15931	9.580949	0.0003988706	0.006903042	0.1627847	0.0009199955	0.0231153	0.0231153	0.0231153	0.0231153	0.0231153	0.0231153	0.0231153	0.0231153	0.0231153	0.0231153	0.0231153	0.0231153	0.0231153	0.0231153	0.0231153	0.0231153	0.0231153	0.0231153	0.0231153	0.0231153	0.0231153	0.03779198	0.162785	0.000398871	0.00690304	0.1700867	0.1359031
1341	1	-82.52548	-92.16446	9.638981	0.03322575	0.007257148	0.1567181	0.0004774238	0.03174	0.03174	0.03174	0.03174	0.03174	0.03174	0.03174	0.03174	0.03174	0.03174	0.03174	0.03174	0.03174	0.03174	0.03174	0.03174	0.03174	0.03174	0.03174	0.03174	0.03174	0.001490557	0.156718	0.0332257	0.00725715	0.197201	0.1609524
1342	0	-79.61398	-89.23397	9.619991	0.004676599	0.001310181	0.1802628	0.0004504006	0.0503996	0.0503996	0.0503996	0.0503996	0.0503996	0.0503996	0.0503996	0.0503996	0.0503996	0.0503996	0.0503996	0.0503996	0.0503996	0.0503996	0.0503996	0.0503996	0.0503996	0.0503996	0.0503996	0.0503996	0.0503996	0.01591346	0.180263	0.0046766	0.00131018	0.1862496	0.2706027
1343	1	-80.04336	-89.59033	9.546969	0.01660975	0.00149607	0.1858776	0.001175755	0.0312931	0.0312931	0.0312931	0.0312931	0.0312931	0.0312931	0.0312931	0.0312931	0.0312931	0.0312931	0.0312931	0.0312931	0.0312931	0.0312931	0.0312931	0.0312931	0.0312931	0.0312931	0.0312931	0.0312931	0.0312931	0.002253753	0.185878	0.0166097	0.00149607	0.2039834	0.1534099
1344	0	-87.38561	-95.97367	8.588056	0.01009323	0.01491764	0.2375209	0.0002353234	0.160159	0.160159	0.160159	0.160159	0.160159	0.160159	0.160159	0.160159	0.160159	0.160159	0.160159	0.160159	0.160159	0.160159	0.160159	0.160159	0.160159	0.160159	0.160159	0.160159	0.160159	0.03227442	0.237521	0.0100932	0.0149176	0.2625318	0.6100569
1345	1	-79.80725	-89.83391	10.02666	0.0144743	0.002222733	0.1437076	0.001325005	0.0278694	0.0278694	0.0278694	0.0278694	0.0278694	0.0278694	0.0278694	0.0278694	0.0278694	0.0278694	0.0278694	0.0278694	0.0278694	0.0278694	0.0278694	0.0278694	0.0278694	0.0278694	0.0278694	0.0278694	0.0278694	0.003864131	0.143708	0.0144743	0.00222273	0.1604046	0.1737443
1346	0	-83.5035	-92.27095	8.767448	0.010684	0.008642497	0.2375209	0.000656169	0.111174	0.111174	0.111174	0.111174	0.111174	0.111174	0.111174	0.111174	0.111174	0.111174	0.111174	0.111174	0.111174	0.111174	0.111174	0.111174	0.111174	0.111174	0.111174	0.111174	0.111174	0.02040099	0.237521	0.010684	0.0086425	0.2568474	0.4328404
1347	1	-81.00208	-90.96208	9.960005	0.003985682	0.02081104	0.1437076	0.0007286527	0.0072668	0.0072668	0.0072668	0.0072668	0.0072668	0.0072668	0.0072668	0.0072668	0.0072668	0.0072668	0.0072668	0.0072668	0.0072668	0.0072668	0.0072668	0.0072668	0.0072668	0.0072668	0.0072668	0.0072668	0.0072668	0.00188344	0.143708	0.00398568	0.020811	0.1685043	0.04312531
1348	0	-81.65938	-90.55073	8.891355	0.01746683	0.0007872579	0.2375209	0.002400088	0.120944	0.120944	0.120944	0.120944	0.120944	0.120944	0.120944	0.120944	0.120944	0.120944	0.120944	0.120944	0.120944	0.120944	0.120944	0.120944	0.120944	0.120944	0.120944	0.120944	0.120944	0.007490085	0.237521	0.0174668	0.000787258	0.255775	0.4728514
1349	1	-83.15822	-92.74726	9.589048	0.005331095	0.02720742	0.1647861	0.001055439	0.032728	0.032728	0.032728	0.032728	0.032728	0.032728	0.032728	0.032728	0.032728	0.032728	0.032728	0.032728	0.032728	0.032728	0.032728	0.032728	0.032728	0.032728	0.032728	0.032728	0.032728	0.005764656	0.164786	0.0053311	0.0272074	0.1973246	0.1658585
1350	0	-80.44432	-89.72774	9.283426	0.003708711	0.003543646	0.2114931	0.001553387	0.0811296	0.0811296	0.0811296	0.0811296	0.0811296	0.0811296	0.0811296	0.0811296	0.0811296	0.0811296	0.0811296	0.0811296	0.0811296	0.0811296	0.0811296	0.0811296	0.0811296	0.0811296	0.0811296	0.0811296	0.0811296	0.01138514	0.211493	0.00370871	0.00354365	0.2187454	0.3708857
1351	1	-86.11007	-95.46291	9.352838	0.04215797	0.01124628	0.1639476	0.00295919	0.0868832	0.0868832	0.0868832	0.0868832	0.0868832	0.0868832	0.0868832	0.0868832	0.0868832	0.0868832	0.0868832	0.0868832	0.0868832	0.0868832	0.0868832	0.0868832	0.0868832	0.0868832	0.0868832	0.0868832	0.0868832	0.004628353	0.163948	0.042158	0.0112463	0.2173519	0.3997351
1352	0	-80.40934	-89.65815	9.248804	0.0005851772	0.002690088	0.2114931	0.0006277959	0.0527673	0.0527673	0.0527673	0.0527673	0.0527673	0.0527673	0.0527673	0.0527673	0.0527673	0.0527673	0.0527673	0.0527673	0.0527673	0.0527673	0.0527673	0.0527673	0.0527673	0.0527673	0.0527673	0.0527673	0.0527673	0.02031122	0.211493	0.000585177	0.00269009	0.2147683	0.2456939
1353	1	-80.73697	-90.61807	9.881098	0.001480063	0.003464883	0.1639476	0.005753259	0.00939527	0.00939527	0.00939527	0.00939527	0.00939527	0.00939527	0.00939527	0.00939527	0.00939527	0.00939527	0.00939527	0.00939527	0.00939527	0.00939527	0.00939527	0.00939527	0.00939527	0.00939527	0.00939527	0.00939527	0.00939527	0.004306398	0.163948	0.00148006	0.00346488	0.1688926	0.0556287
1354	0	-80.85576	-90.14578	9.290021	0.003939852	0.003231833	0.2114931	0.001158651	0.0977478	0.0977478	0.0977478	0.0977478	0.0977478	0.0977478	0.0977478	0.0977478	0.0977478	0.0977478	0.0977478	0.0977478	0.0977478	0.0977478	0.0977478	0.0977478	0.0977478	0.0977478	0.0977478	0.0977478	0.0977478	0.0112124	0.211493	0.00393985	0.00323183	0.2186648	0.4470213
1355	1	-83.04757	-92.71483	9.667266	0.03612598	0.001098838	0.1528387	0.00511863	0.00494144	0.00494144	0.00494144	0.00494144	0.00494144	0.00494144	0.00494144	0.00494144	0.00494144	0.00494144	0.00494144	0.00494144	0.00494144	0.00494144	0.00494144	0.00494144	0.00494144	0.00494144	0.00494144	0.00494144	0.00494144	0.002165505	0.152839	0.036126	0.00109884	0.1900636	0.02599887
1356	0	-82.56946	-91.7935	9.224034	0.0105562	0.0006068049	0.2036003	0.007053739	0.0939026	0.0939026	0.0939026	0.0939026	0.0939026	0.0939026	0.0939026	0.0939026	0.0939026	0.0939026	0.0939026	0.0939026	0.0939026	0.0939026	0.0939026	0.0939026	0.0939026	0.0939026	0.0939026	0.0939026	0.0939026	0.01636811	0.2036	0.0105562	0.000606805	0.2147633	0.4372379
1357	1	-80.49232	-90.44402	9.951702	0.02498766	0.001795261	0.1404997	0.003993962	0.0151863	0.0151863	0.0151863	0.0151863	0.0151863	0.0151863	0.0151863	0.0151863	0.0151863	0.0151863	0.0151863	0.0151863	0.0151863	0.0151863	0.0151863	0.0151863	0.0151863	0.0151863	0.0151863	0.0151863	0.0151863	0.0008424718	0.1405	0.0249877	0.00179526	0.1672826	0.09078257
1358	0	-89.66358	-98.20754	8.543956	0.005089482	0.04946153	0.2082479	0.00457052	0.123069	0.123069	0.123069	0.123069	0.123069	0.123069	0.123069	0.123069	0.123069	0.123069	0.123069	0.123069	0.123069	0.123069	0.123069	0.123069	0.123069	0.123069	0.123069	0.123069	0.123069	0.03204442	0.208248	0.00508948	0.0494615	0.2627989	0.4683009
1359	1	-78.87685	-88.95686	10.08	0.00930837	0.0001665739	0.1404997	0.001360853	0.00872744	0.00872744	0.00872744	0.00872744	0.00872744	0.00872744	0.00872744	0.00872744	0.00872744	0.00872744	0.00872744	0.00872744	0.00872744	0.00872744	0.00872744	0.00872744	0.00872744	0.00872744	0.00872744	0.00872744	0.00872744	0.01039605	0.1405	0.00930837	0.000166574	0.1499746	0.05819277
1360	0	-81.42801	-90.72576	9.297744	0.002180249	0.001067818	0.2082479	0.006213515	0.0905555	0.0905555	0.0905555	0.0905555	0.0905555	0.0905555	0.0905555	0.0905555	0.0905555	0.0905555	0.0905555	0.0905555	0.0905555	0.0905555	0.0905555	0.0905555	0.0905555	0.0905555	0.0905555	0.0905555	0.0905555	0.01356571	0.208248	0.00218025	0.00106782	0.211496	0.4281665
1361	1	-78.69749	-88.81774	10.12026	0.009753879	0.001552625	0.1404997	0.0005484905	0.010148	0.010148	0.010148	0.010148	0.010148	0.010148	0.010148	0.010148	0.010148	0.010148	0.010148	0.010148	0.010148	0.010148	0.010148	0.010148	0.010148	0.010148	0.010148	0.010148	0.010148	0.005092886	0.1405	0.00975388	0.00155262	0.1518062	0.06684853
1362	0	-80.9075	-90.21319	9.305687	0.006386042	0.004503352	0.2082479	0.001654362	0.0504442	0.0504442	0.0504442	0.0504442	0.0504442	0.0504442	0.0504442	0.0504442	0.0504442	0.0504442	0.0504442	0.0504442	0.0504442	0.0504442	0.0504442	0.0504442	0.0504442	0.0504442	0.0504442	0.0504442	0.0504442	0.008610812	0.208248	0.00638604	0.00450335	0.2191373	0.2301945
1363	1	-79.57648	-89.60908	10.0326	0.01405188	0.002025498	0.1404997	0.001117797	0.0149396	0.0149396	0.0149396	0.0149396	0.0149396	0.0149396	0.0149396	0.0149396	0.0149396	0.0149396	0.0149396	0.0149396	0.0149396	0.0149396	0.0149396	0.0149396	0.0149396	0.0149396	0.0149396	0.0149396	0.0149396	0.00784535	0.1405	0.0140519	0.0020255	0.1565771	0.09541346
