Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	gamma	speciation_rates[1]	total_speciation	turnover
558	0	-39.0033	-44.41754	5.414246	0.07861062	0.02040799	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.00024549	0.0004484127	0.0786106	0.07861062	0.003122865
559	1	-39.06312	-44.54205	5.478939	0.07460025	0.01324775	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	6.29923e-05	0.01339257	0.0746003	0.07460025	0.0008443984
560	0	-38.73818	-43.85355	5.115372	0.08165015	0.04108535	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0132885	0.0003715891	0.0816502	0.08165015	0.1627487
561	1	-40.8843	-46.15456	5.27026	0.07542101	0.0167631	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.0262789	0.02823738	0.075421	0.07542101	0.3484294
562	0	-40.11621	-44.79894	4.682733	0.08165015	0.08437464	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0198806	0.0003462145	0.0816502	0.08165015	0.2434853
563	1	-39.28499	-44.30399	5.018999	0.07542101	0.05169756	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.0107306	0.01842908	0.075421	0.07542101	0.142276
564	0	-39.41047	-44.39346	4.982997	0.08165015	0.05441745	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0204288	0.0002770164	0.0816502	0.08165015	0.2501996
565	1	-38.9798	-44.0398	5.060007	0.07542101	0.03490932	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.00568104	0.03111648	0.075421	0.07542101	0.07532432
566	0	-39.6368	-44.62761	4.990808	0.08654303	0.03814554	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0281653	0.0008182987	0.086543	0.08654303	0.3254491
567	1	-39.47333	-44.29958	4.826255	0.0799406	0.02134024	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.00972279	0.05425174	0.0799406	0.0799406	0.1216252
568	0	-42.90606	-46.08423	3.178167	0.1231307	0.1066915	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.0423368	0.001747465	0.123131	0.1231307	0.3438359
569	1	-42.44828	-45.98337	3.535088	0.1158154	0.06136291	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.0597118	0.03373509	0.115815	0.1158154	0.5155778
570	0	-38.47708	-43.6453	5.16822	0.0758492	0.04827741	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.00302344	0.005618805	0.0758492	0.0758492	0.03986126
571	1	-41.86012	-45.78554	3.925427	0.1158154	0.02076547	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.0609347	0.03529868	0.115815	0.1158154	0.5261363
572	0	-39.29485	-44.53465	5.239801	0.07449367	0.04976332	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.0162485	0.001116428	0.0744937	0.07449367	0.218119
573	1	-40.08214	-44.50751	4.425372	0.09206045	0.06523203	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.0109805	0.01341758	0.0920605	0.09206045	0.1192751
574	0	-39.97264	-45.33679	5.364153	0.07449367	0.03765354	0.02336	0.02336	0.02336	0.02336	0.02336	0.02336	0.02336	0.02336	0.02336	0.02336	0.02336	0.02336	0.02336	0.02336	0.02336	0.02336	0.02336	0.02336	0.02336	0.02336	0.02336	0.02336	0.02336	0.02336	0.02336	0.0007910218	0.0744937	0.07449367	0.3135837
575	1	-40.02058	-44.45611	4.435538	0.09206045	0.06230241	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.0139377	0.01533065	0.0920605	0.09206045	0.151397
576	0	-40.52093	-45.06034	4.539415	0.09064347	0.07110549	0.032965	0.032965	0.032965	0.032965	0.032965	0.032965	0.032965	0.032965	0.032965	0.032965	0.032965	0.032965	0.032965	0.032965	0.032965	0.032965	0.032965	0.032965	0.032965	0.032965	0.032965	0.032965	0.032965	0.032965	0.032965	0.0004692682	0.0906435	0.09064347	0.3636777
577	1	-39.63417	-44.94072	5.306552	0.06250646	0.0576924	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.00452374	0.02313765	0.0625065	0.06250646	0.07237228
578	0	-40.68431	-45.09953	4.415226	0.09668874	0.06389722	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.0394676	0.001625837	0.0966887	0.09668874	0.4081921
579	1	-39.41089	-44.44602	5.035133	0.07215467	0.05912673	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.00868142	0.01936634	0.0721547	0.07215467	0.1203168
580	0	-41.50885	-45.37997	3.871116	0.09668874	0.115292	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.0293879	0.004642071	0.0966887	0.09668874	0.3039428
581	1	-42.41509	-46.00538	3.590295	0.07215467	0.1907387	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.00251264	0.03223821	0.0721547	0.07215467	0.034823
582	0	-40.97787	-45.11686	4.13899	0.09696701	0.08834865	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.0335248	0.003947822	0.096967	0.09696701	0.3457336
583	1	-40.71359	-44.91094	4.197355	0.08281464	0.1096308	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.00539515	0.02006994	0.0828146	0.08281464	0.06514727
584	0	-39.69838	-44.35593	4.657551	0.08894709	0.06373667	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.00110769	0.001207515	0.0889471	0.08894709	0.01245338
585	1	-40.6261	-44.89479	4.26869	0.07596523	0.1391446	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.000182615	0.004350127	0.0759652	0.07596523	0.00240393
586	0	-39.69064	-44.61599	4.925341	0.07262843	0.08361474	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.00973029	0.004409976	0.0726284	0.07262843	0.1339736
587	1	-40.79881	-45.06172	4.262917	0.07596523	0.1379767	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.00534409	0.006095319	0.0759652	0.07596523	0.07034909
588	0	-38.85834	-43.94139	5.083048	0.07262843	0.06783186	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.00353315	0.004422251	0.0726284	0.07262843	0.04864697
589	1	-41.07823	-45.89376	4.815529	0.07596523	0.07599653	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.0244587	0.01281424	0.0759652	0.07596523	0.3219718
590	0	-40.71071	-44.95638	4.245663	0.0896355	0.09358324	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.0031566	0.01044641	0.0896355	0.0896355	0.03521594
591	1	-40.10241	-45.21484	5.112438	0.07596523	0.03121032	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.0210245	0.02790954	0.0759652	0.07596523	0.2767645
592	0	-42.52123	-46.6709	4.149665	0.09097762	0.07477464	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.0425446	0.03475418	0.0909776	0.09097762	0.4676377
593	1	-41.94877	-45.9971	4.048328	0.0873888	0.0392378	0.03021	0.03021	0.03021	0.03021	0.03021	0.03021	0.03021	0.03021	0.03021	0.03021	0.03021	0.03021	0.03021	0.03021	0.03021	0.03021	0.03021	0.03021	0.03021	0.03021	0.03021	0.03021	0.03021	0.03021	0.03021	0.09138986	0.0873888	0.0873888	0.3456961
594	0	-40.76353	-45.05604	4.292509	0.07968818	0.07333858	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.05639919	0.0796882	0.07968818	0.142634
595	1	-41.01309	-45.15236	4.139276	0.09775189	0.01813894	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.0334846	0.07173081	0.0977519	0.09775189	0.342547
596	0	-39.21775	-44.20922	4.991472	0.07915774	0.02878257	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0109688	0.0326796	0.0791577	0.07915774	0.1385695
597	1	-42.23332	-46.14305	3.909734	0.09863497	0.02090258	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.0017153	0.08922327	0.098635	0.09863497	0.01739034
598	0	-40.0122	-44.62576	4.613565	0.09362191	0.03893209	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.00473352	0.01612743	0.0936219	0.09362191	0.05055991
599	1	-40.16796	-44.61805	4.45009	0.08349154	0.03276347	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.000172774	0.06959552	0.0834915	0.08349154	0.002069353
600	0	-41.40308	-45.80788	4.4048	0.09362191	0.0386601	0.04141	0.04141	0.04141	0.04141	0.04141	0.04141	0.04141	0.04141	0.04141	0.04141	0.04141	0.04141	0.04141	0.04141	0.04141	0.04141	0.04141	0.04141	0.04141	0.04141	0.04141	0.04141	0.04141	0.04141	0.04141	0.03727589	0.0936219	0.09362191	0.4423106
601	1	-45.21811	-48.66914	3.451034	0.06317147	0.04457131	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.0144736	0.2197787	0.0631715	0.06317147	0.2291155
602	0	-40.45582	-44.71635	4.260522	0.09241195	0.07163666	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.0150766	0.02242407	0.0924119	0.09241195	0.1631453
603	1	-42.25632	-45.77783	3.52151	0.09274122	0.1410521	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.0145712	0.02590378	0.0927412	0.09274122	0.1571171
604	0	-40.32795	-45.05669	4.728738	0.07354658	0.0480608	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.0120745	0.05681894	0.0735466	0.07354658	0.1641746
605	1	-39.9945	-44.62566	4.631166	0.07380863	0.0621338	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.00435927	0.05170251	0.0738086	0.07380863	0.05906185
606	0	-39.60086	-44.79257	5.191711	0.07433075	0.0332603	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.0161143	0.02292626	0.0743308	0.07433075	0.2167923
607	1	-44.54601	-47.42812	2.882109	0.1398836	0.06279136	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.0980567	0.02406719	0.139884	0.1398836	0.700988
608	0	-38.45034	-43.83993	5.389588	0.07433075	0.03282703	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.0067723	0.003571775	0.0743308	0.07433075	0.09111035
609	1	-42.96939	-45.90614	2.93675	0.1398836	0.07255202	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.0767098	0.008842373	0.139884	0.1398836	0.548383
610	0	-38.75327	-44.20061	5.447348	0.07433075	0.01852221	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.00345257	0.01210062	0.0743308	0.07433075	0.04644872
611	1	-39.23955	-44.13645	4.896892	0.08892474	0.02901007	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.0121796	0.01206827	0.0889247	0.08892474	0.1369654
612	0	-38.39412	-43.67277	5.278654	0.07272791	0.03983166	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.00126189	0.01255787	0.0727279	0.07272791	0.01735078
613	1	-39.19016	-44.09927	4.909116	0.0824862	0.02423795	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.00141471	0.0352902	0.0824862	0.0824862	0.01715084
614	0	-40.21236	-44.71047	4.49811	0.07272791	0.117141	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.000625899	0.01330285	0.0727279	0.07272791	0.008606034
615	1	-39.58322	-44.4655	4.882282	0.07080546	0.07127535	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.00402745	0.02662518	0.0708055	0.07080546	0.05688055
616	0	-41.05816	-45.62364	4.565475	0.06866325	0.1072732	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.00914949	0.02885323	0.0686632	0.06866325	0.1332517
617	1	-41.71954	-46.13524	4.415697	0.06684824	0.07269334	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.00958362	0.08395639	0.0668482	0.06684824	0.1433638
618	0	-40.54228	-44.81293	4.270652	0.08149742	0.1056654	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.00201125	0.02073022	0.0814974	0.08149742	0.02467872
619	1	-40.79598	-44.9695	4.173512	0.07934317	0.1037583	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.00193115	0.03893329	0.0793432	0.07934317	0.02433918
620	0	-40.2455	-44.66349	4.417989	0.08647653	0.06187222	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.00181364	0.03457663	0.0864765	0.08647653	0.02097265
621	1	-41.43226	-45.33587	3.903612	0.08419066	0.08543381	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.00219444	0.06943691	0.0841907	0.08419066	0.02606517
622	0	-41.66895	-46.2567	4.587751	0.06468776	0.1111559	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.00955329	0.03488953	0.0646878	0.06468776	0.1476831
623	1	-41.62113	-46.03966	4.418533	0.06297784	0.1205515	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.00376635	0.04764016	0.0629778	0.06297784	0.05980434
