Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	gamma	speciation_rates[1]	total_speciation	turnover
4482	0	-46.63843	-48.28275	1.644325	0.08959769	0.08339644	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.0249959	0.2808825	0.0895977	0.08959769	0.2789798
4483	1	-41.60574	-45.39013	3.784393	0.09817371	0.02947759	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.0199928	0.09459163	0.0981737	0.09817371	0.2036473
4484	0	-47.22728	-49.10226	1.874975	0.06136744	0.1057828	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.00204639	0.321685	0.0613674	0.06136744	0.03334653
4485	1	-41.0004	-45.30923	4.308823	0.06748152	0.01599754	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.000181385	0.1494048	0.0674815	0.06748152	0.002687918
4486	0	-44.00792	-46.75667	2.748746	0.07606392	0.1619684	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.00698915	0.1332192	0.0760639	0.07606392	0.09188527
4487	1	-41.08633	-46.20027	5.113937	0.06748152	0.01950943	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.0177368	0.06538143	0.0674815	0.06748152	0.2628388
4488	0	-42.50093	-46.13529	3.634365	0.06761125	0.09609102	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.00114411	0.1363607	0.0676112	0.06761125	0.01692195
4489	1	-39.27634	-44.29968	5.023337	0.07996288	0.005023334	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.00855709	0.05079235	0.0799629	0.07996288	0.1070133
4490	0	-41.35446	-45.27386	3.919401	0.08614179	0.08856763	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.00863501	0.05876278	0.0861418	0.08614179	0.1002418
4491	1	-40.92057	-45.34265	4.422078	0.1018787	0.008483591	0.04052	0.04052	0.04052	0.04052	0.04052	0.04052	0.04052	0.04052	0.04052	0.04052	0.04052	0.04052	0.04052	0.04052	0.04052	0.04052	0.04052	0.04052	0.04052	0.04052	0.04052	0.04052	0.04052	0.04052	0.04052	0.04049706	0.101879	0.1018787	0.3977279
4492	0	-39.83935	-44.50452	4.665177	0.08583185	0.06280343	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.0206157	0.01089639	0.0858319	0.08583185	0.2401867
4493	1	-41.30796	-47.16982	5.861857	0.0567436	0.01453186	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.0120523	0.02837536	0.0567436	0.0567436	0.2123992
4494	0	-39.29167	-44.04192	4.750252	0.08583185	0.058743	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.00571182	0.006449313	0.0858319	0.08583185	0.06654664
4495	1	-40.7266	-46.27235	5.545753	0.0567436	0.04830229	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.00806779	0.02621529	0.0567436	0.0567436	0.1421797
4496	0	-43.40948	-47.10263	3.693151	0.1250552	0.04577435	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.0853796	0.005286012	0.125055	0.1250552	0.6827352
4497	1	-42.102	-47.384	5.282002	0.0567436	0.02213913	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.0120207	0.07875352	0.0567436	0.0567436	0.211843
4498	0	-38.86757	-44.11827	5.250696	0.07878433	0.02466245	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.00993485	0.01201819	0.0787843	0.07878433	0.1261019
4499	1	-43.68678	-48.24042	4.553643	0.05173961	0.01232956	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.00451343	0.176688	0.0517396	0.05173961	0.08723364
4500	0	-39.7596	-44.44507	4.685471	0.07878433	0.07324916	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.00970565	0.01995399	0.0787843	0.07878433	0.1231926
4501	1	-41.92515	-45.66031	3.735154	0.08794967	0.02573899	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.0020679	0.1344924	0.0879497	0.08794967	0.02351235
4502	0	-38.76289	-43.77501	5.012128	0.08320918	0.04190547	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.00229082	0.005112441	0.0832092	0.08320918	0.02753085
4503	1	-40.69776	-45.3912	4.693438	0.06844487	0.05941436	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.00833326	0.06458306	0.0684449	0.06844487	0.1217514
4504	0	-40.28934	-44.65404	4.364707	0.08320918	0.1089062	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.00419654	0.002853818	0.0832092	0.08320918	0.05043357
4505	1	-39.40292	-44.18329	4.78037	0.08461295	0.03783355	0.012176	0.012176	0.012176	0.012176	0.012176	0.012176	0.012176	0.012176	0.012176	0.012176	0.012176	0.012176	0.012176	0.012176	0.012176	0.012176	0.012176	0.012176	0.012176	0.012176	0.012176	0.012176	0.012176	0.012176	0.012176	0.02807114	0.084613	0.08461295	0.1439025
4506	0	-39.36528	-44.11177	4.746484	0.08320918	0.07221695	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.0107142	0.00136544	0.0832092	0.08320918	0.1287622
4507	1	-40.74116	-44.9517	4.210539	0.1131571	0.02687926	0.043548	0.043548	0.043548	0.043548	0.043548	0.043548	0.043548	0.043548	0.043548	0.043548	0.043548	0.043548	0.043548	0.043548	0.043548	0.043548	0.043548	0.043548	0.043548	0.043548	0.043548	0.043548	0.043548	0.043548	0.043548	0.008795643	0.113157	0.1131571	0.3848452
4508	0	-38.76107	-43.7495	4.988422	0.08320918	0.04895989	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.00885393	0.0004286497	0.0832092	0.08320918	0.1064057
4509	1	-39.85417	-44.67628	4.822103	0.09422608	0.02688441	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.0306205	0.005475294	0.0942261	0.09422608	0.3249684
4510	0	-38.93566	-43.84911	4.913449	0.08684806	0.04522354	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.00590563	0.0005441976	0.0868481	0.08684806	0.0679996
4511	1	-41.67489	-46.58069	4.905797	0.09386846	0.008641069	0.037945	0.037945	0.037945	0.037945	0.037945	0.037945	0.037945	0.037945	0.037945	0.037945	0.037945	0.037945	0.037945	0.037945	0.037945	0.037945	0.037945	0.037945	0.037945	0.037945	0.037945	0.037945	0.037945	0.037945	0.037945	0.01644192	0.0938685	0.09386846	0.404236
4512	0	-38.9511	-44.01704	5.065936	0.08684806	0.03000242	0.014263	0.014263	0.014263	0.014263	0.014263	0.014263	0.014263	0.014263	0.014263	0.014263	0.014263	0.014263	0.014263	0.014263	0.014263	0.014263	0.014263	0.014263	0.014263	0.014263	0.014263	0.014263	0.014263	0.014263	0.014263	0.0005165865	0.0868481	0.08684806	0.1642293
4513	1	-40.13178	-45.80477	5.672988	0.05374795	0.01372945	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.00139541	0.05721746	0.053748	0.05374795	0.02596209
4514	0	-39.61376	-44.39823	4.784463	0.08684806	0.05773289	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0236353	0.0009334333	0.0868481	0.08684806	0.2721455
4515	1	-41.07557	-45.66888	4.593308	0.06565559	0.03146699	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.00600215	0.1110657	0.0656556	0.06565559	0.09141875
4516	0	-40.88644	-46.01429	5.127856	0.06928434	0.0741095	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.0198958	0.003881152	0.0692843	0.06928434	0.2871618
4517	1	-42.85699	-46.84703	3.99004	0.06565559	0.0694877	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.00970935	0.1333717	0.0656556	0.06565559	0.147883
4518	0	-42.72812	-46.23477	3.506648	0.1123975	0.1025329	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.0579558	0.005852065	0.112397	0.1123975	0.5156331
4519	1	-41.44539	-45.67014	4.224744	0.08235429	0.05308499	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.0226375	0.07528334	0.0823543	0.08235429	0.2748797
4520	0	-44.9509	-47.52508	2.574178	0.1123975	0.1983021	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.0271029	0.00332987	0.112397	0.1123975	0.2411345
4521	1	-42.81082	-46.50621	3.695397	0.08235429	0.1182065	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.0242281	0.06309658	0.0823543	0.08235429	0.2941932
4522	0	-42.25523	-45.95422	3.698994	0.1123975	0.07669575	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0581809	0.0124546	0.112397	0.1123975	0.5176357
4523	1	-42.74246	-46.2957	3.553236	0.08235429	0.1180061	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.0196511	0.07751313	0.0823543	0.08235429	0.2386161
4524	0	-41.15958	-45.17877	4.019188	0.1123975	0.04971378	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.0535303	0.007417164	0.112397	0.1123975	0.4762588
4525	1	-39.92413	-44.8091	4.884974	0.08235429	0.04200239	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.0233085	0.02034299	0.0823543	0.08235429	0.283027
4526	0	-40.70258	-45.15896	4.456373	0.09231603	0.06672618	0.034692	0.034692	0.034692	0.034692	0.034692	0.034692	0.034692	0.034692	0.034692	0.034692	0.034692	0.034692	0.034692	0.034692	0.034692	0.034692	0.034692	0.034692	0.034692	0.034692	0.034692	0.034692	0.034692	0.034692	0.034692	0.008042488	0.092316	0.09231603	0.375796
4527	1	-40.05442	-44.48285	4.42843	0.1001	0.03931158	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.0234082	0.01446861	0.1001	0.1001	0.2338483
4528	0	-40.15191	-44.63226	4.480349	0.1041207	0.03076392	0.036255	0.036255	0.036255	0.036255	0.036255	0.036255	0.036255	0.036255	0.036255	0.036255	0.036255	0.036255	0.036255	0.036255	0.036255	0.036255	0.036255	0.036255	0.036255	0.036255	0.036255	0.036255	0.036255	0.036255	0.036255	0.005539461	0.104121	0.1041207	0.3482013
4529	1	-40.40898	-44.7298	4.320815	0.0927394	0.05669882	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.00999309	0.03033207	0.0927394	0.0927394	0.1077545
4530	0	-42.3937	-46.6046	4.210893	0.1041207	0.03392362	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.0591624	0.02932532	0.104121	0.1041207	0.5682097
4531	1	-41.678	-45.55643	3.878435	0.09831722	0.03885312	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.0356116	0.07537345	0.0983172	0.09831722	0.3622114
4532	0	-38.60954	-43.83853	5.228993	0.07033578	0.05155089	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.00153313	0.01311358	0.0703358	0.07033578	0.02179729
4533	1	-42.96875	-47.40157	4.432821	0.07879493	0.05619763	0.034473	0.034473	0.034473	0.034473	0.034473	0.034473	0.034473	0.034473	0.034473	0.034473	0.034473	0.034473	0.034473	0.034473	0.034473	0.034473	0.034473	0.034473	0.034473	0.034473	0.034473	0.034473	0.034473	0.034473	0.034473	0.06223815	0.0787949	0.07879493	0.4375028
4534	0	-39.25554	-44.39725	5.141708	0.07033578	0.06490624	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.00785072	0.008486649	0.0703358	0.07033578	0.1116177
4535	1	-42.66018	-46.4713	3.811123	0.07879493	0.07909309	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.0209081	0.1015125	0.0787949	0.07879493	0.265348
4536	0	-38.93281	-44.34169	5.40888	0.06710392	0.0417581	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.00602965	0.01479219	0.0671039	0.06710392	0.08985543
4537	1	-40.1142	-44.55417	4.439971	0.09186606	0.02829037	0.015444	0.015444	0.015444	0.015444	0.015444	0.015444	0.015444	0.015444	0.015444	0.015444	0.015444	0.015444	0.015444	0.015444	0.015444	0.015444	0.015444	0.015444	0.015444	0.015444	0.015444	0.015444	0.015444	0.015444	0.015444	0.04949329	0.0918661	0.09186606	0.1681138
4538	0	-40.35929	-44.83656	4.477276	0.07118652	0.1273979	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.000635287	0.009838977	0.0711865	0.07118652	0.008924264
4539	1	-43.45336	-46.15997	2.706602	0.146463	0.0409812	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.0774073	0.04332542	0.146463	0.146463	0.5285109
4540	0	-41.38099	-45.5349	4.153908	0.07118652	0.1227281	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.00515204	0.04684554	0.0711865	0.07118652	0.07237382
4541	1	-39.35516	-44.18701	4.831842	0.08698052	0.02726295	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.0115661	0.02626079	0.0869805	0.08698052	0.1329729
4542	0	-43.76773	-46.76695	2.999217	0.1066701	0.1290377	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.0187566	0.04758943	0.10667	0.1066701	0.1758372
4543	1	-40.4395	-44.85039	4.41089	0.08698052	0.08169025	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.0214672	0.01392868	0.0869805	0.08698052	0.2468041
4544	0	-41.13848	-46.39624	5.257755	0.06812393	0.04856587	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.0215923	0.01998044	0.0681239	0.06812393	0.3169559
4545	1	-39.4181	-44.22404	4.805937	0.07931934	0.04118507	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.00796877	0.0383369	0.0793193	0.07931934	0.1004644
4546	0	-40.07528	-44.56854	4.49326	0.09303439	0.02170322	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.0210651	0.04718185	0.0930344	0.09303439	0.2264232
4547	1	-45.78146	-47.90182	2.12036	0.168966	0.051692	0.130929	0.130929	0.130929	0.130929	0.130929	0.130929	0.130929	0.130929	0.130929	0.130929	0.130929	0.130929	0.130929	0.130929	0.130929	0.130929	0.130929	0.130929	0.130929	0.130929	0.130929	0.130929	0.130929	0.130929	0.130929	0.02248385	0.168966	0.168966	0.7748818
4548	0	-39.5906	-44.88352	5.292926	0.0717919	0.02245262	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.0135728	0.03136957	0.0717919	0.0717919	0.189057
