Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	extinction[27]	extinction[28]	extinction[29]	extinction[30]	extinction[31]	extinction[32]	extinction[33]	extinction[34]	extinction[35]	extinction[36]	extinction[37]	extinction[38]	extinction[39]	extinction[40]	gamma	speciation_rates[1]	total_speciation	turnover
4177	1	-103.8653	-109.4397	5.574354	0.02044599	0.09473661	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.00067259	0.04084178	0.020446	0.02044599	0.03289592
4178	0	-105.0708	-104.5597	-0.5110733	0.06588287	0.08790837	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.0560021	0.1075993	0.0658829	0.06588287	0.8500256
4179	1	-105.4205	-108.7166	3.296053	0.03770717	0.06503911	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.00388164	0.08995473	0.0377072	0.03770717	0.1029416
4180	0	-104.3072	-106.8003	2.493042	0.03828436	0.1043667	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.0262892	0.1239591	0.0382844	0.03828436	0.6866825
4181	1	-103.5334	-105.8931	2.359686	0.04105859	0.1194008	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.0181932	0.08876407	0.0410586	0.04105859	0.4431028
4182	0	-104.7076	-108.1836	3.476007	0.04140377	0.06422721	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.0278245	0.02813778	0.0414038	0.04140377	0.6720281
4183	1	-104.0629	-106.0137	1.950814	0.04105859	0.1072773	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.0186071	0.1417748	0.0410586	0.04105859	0.4531832
4184	0	-103.1672	-105.8924	2.725203	0.04140377	0.06869193	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.0231667	0.09875342	0.0414038	0.04140377	0.5595321
4185	1	-104.5551	-108.0537	3.498645	0.02985494	0.100346	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.00119562	0.1291979	0.0298549	0.02985494	0.04004774
4186	0	-105.3226	-108.8397	3.517123	0.02335858	0.1465924	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.00795937	0.1595419	0.0233586	0.02335858	0.340747
4187	1	-107.0136	-105.1827	-1.830867	0.06795457	0.1274893	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.0428207	0.1749837	0.0679546	0.06795457	0.6301373
4188	0	-105.0588	-108.5306	3.471835	0.02262685	0.1555663	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.00249658	0.163932	0.0226268	0.02262685	0.1103371
4189	1	-105.4446	-104.3413	-1.103294	0.06444246	0.1486786	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.0415751	0.123443	0.0644425	0.06444246	0.6451504
4190	0	-103.9682	-108.4361	4.467976	0.02230437	0.0986574	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.0012873	0.1251203	0.0223044	0.02230437	0.05771507
4191	1	-108.8474	-104.107	-4.74038	0.08236902	0.2405233	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.1788583	0.082369	0.08236902	0.7463646
4192	0	-104.6108	-108.7336	4.122846	0.02230437	0.1640289	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.00323436	0.09426191	0.0223044	0.02230437	0.1450103
4193	1	-105.8165	-103.1625	-2.654006	0.08236902	0.1226835	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.0614773	0.08806061	0.082369	0.08236902	0.7463646
4194	0	-103.432	-108.0053	4.573297	0.02509411	0.07896687	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.00574928	0.100595	0.0250941	0.02509411	0.2291089
4195	1	-105.8389	-102.9777	-2.861238	0.08236902	0.09907014	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.0644101	0.1323971	0.082369	0.08236902	0.7819698
4196	0	-103.4117	-108.1145	4.702774	0.02509411	0.1143988	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.00346061	0.05221542	0.0250941	0.02509411	0.1379053
4197	1	-108.2204	-106.7849	-1.435489	0.05046188	0.2822676	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.0312749	0.1918776	0.0504619	0.05046188	0.6197721
4198	0	-110.2183	-111.0456	0.8272299	0.04802987	0.113922	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.0457234	0.1633159	0.0480299	0.04802987	0.9519791
4199	1	-103.4802	-106.1042	2.623994	0.04396031	0.07887093	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.06782716	0.0439603	0.04396031	0.4711116
4200	0	-104.6661	-107.604	2.937928	0.04319938	0.03586072	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.0282541	0.08863154	0.0431994	0.04319938	0.6540394
4201	1	-104.4968	-107.0035	2.506669	0.04857081	0.03200205	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.0297487	0.07076043	0.0485708	0.04857081	0.61248
4202	0	-103.7509	-106.5019	2.750993	0.04347824	0.08923155	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.0182567	0.05058728	0.0434782	0.04347824	0.4199041
4203	1	-104.2476	-106.683	2.435371	0.04857081	0.06886814	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.0360438	0.04102414	0.0485708	0.04857081	0.7420866
4204	0	-103.2152	-105.9716	2.756355	0.04347824	0.06302998	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.0257389	0.07625269	0.0434782	0.04347824	0.5919959
4205	1	-103.9392	-105.5339	1.594783	0.05147223	0.05968861	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.0295761	0.09923024	0.0514722	0.05147223	0.574603
4206	0	-104.7314	-106.4555	1.724085	0.05318459	0.08135582	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.0261026	0.04395753	0.0531846	0.05318459	0.4907919
4207	1	-104.1783	-104.5129	0.3345389	0.05374993	0.1293045	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.0379899	0.1281374	0.0537499	0.05374993	0.7067907
4208	0	-103.5292	-106.397	2.867846	0.04432022	0.08748489	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.0248944	0.03048243	0.0443202	0.04432022	0.5616947
4209	1	-104.4835	-104.6112	0.1277123	0.06430114	0.1057886	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0417634	0.0449386	0.0643011	0.06430114	0.6494962
4210	0	-103.5613	-107.8117	4.250367	0.02632748	0.08240639	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.00767753	0.1145566	0.0263275	0.02632748	0.2916167
4211	1	-105.3734	-104.5589	-0.8145786	0.06430114	0.1328099	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.0541119	0.1121464	0.0643011	0.06430114	0.8415392
4212	0	-105.1603	-108.6444	3.484116	0.0248152	0.1770967	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.00939674	0.1147509	0.0248152	0.0248152	0.3786688
4213	1	-103.8103	-104.088	0.2777557	0.06019737	0.1080411	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.0418252	0.07723155	0.0601974	0.06019737	0.6948004
4214	0	-105.6188	-105.6897	0.07087598	0.05164744	0.1403631	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.0262178	0.168831	0.0516474	0.05164744	0.5076306
4215	1	-103.2384	-106.805	3.566561	0.03315656	0.1225698	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.0113541	0.06031804	0.0331566	0.03315656	0.3424389
4216	0	-104.1914	-104.0429	-0.1485135	0.06517308	0.0953542	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.0450095	0.07246765	0.0651731	0.06517308	0.6906144
4217	1	-106.3414	-109.4961	3.154702	0.03315656	0.1240251	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.0253762	0.1000486	0.0331566	0.03315656	0.7653432
4218	0	-103.6833	-104.6542	0.9709193	0.05826592	0.0794908	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.0419134	0.05978621	0.0582659	0.05826592	0.7193464
4219	1	-104.8076	-109.3194	4.511756	0.01929781	0.1381016	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.00128194	0.1175999	0.0192978	0.01929781	0.06642953
4220	0	-104.0101	-104.4473	0.437212	0.05543484	0.1174094	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.0409364	0.1094212	0.0554348	0.05543484	0.7384592
4221	1	-106.1687	-103.9179	-2.250846	0.07170756	0.1878133	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.0553539	0.1113433	0.0717076	0.07170756	0.7719397
