Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	extinction[27]	extinction[28]	extinction[29]	extinction[30]	extinction[31]	extinction[32]	extinction[33]	extinction[34]	extinction[35]	extinction[36]	extinction[37]	extinction[38]	extinction[39]	extinction[40]	gamma	speciation_rates[1]	total_speciation	turnover
488	0	-103.9643	-108.8476	4.883297	0.0289787	0.05235601	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.0102229	0.04930251	0.0289787	0.0289787	0.3527722
489	1	-104.441	-109.9767	5.53562	0.02264575	0.07114299	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.00694155	0.04174845	0.0226458	0.02264575	0.3065276
490	0	-104.3878	-109.2768	4.888991	0.0289787	0.03353115	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.00716965	0.06755795	0.0289787	0.0289787	0.2474109
491	1	-106.738	-108.8529	2.114982	0.04893263	0.1160817	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.0195199	0.02148082	0.0489326	0.04893263	0.3989131
492	0	-104.4119	-106.5177	2.105843	0.04053331	0.1303424	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.0285953	0.109549	0.0405333	0.04053331	0.7054761
493	1	-104.791	-103.7589	-1.032042	0.06904862	0.110418	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.0481317	0.09896281	0.0690486	0.06904862	0.6970696
494	0	-104.751	-109.5028	4.751717	0.03108897	0.06303323	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.015378	0.02630361	0.031089	0.03108897	0.4946463
495	1	-103.7987	-105.0565	1.257784	0.05159806	0.1287411	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.0299381	0.06235833	0.0515981	0.05159806	0.5802177
496	0	-106.6171	-109.0556	2.438472	0.05190964	0.03235069	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.0394603	0.03691788	0.0519096	0.05190964	0.7601737
497	1	-103.5349	-104.9525	1.417542	0.05159806	0.1217749	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.0325213	0.05334875	0.0515981	0.05159806	0.6302809
498	0	-104.4897	-103.7119	-0.7777574	0.07211589	0.1032344	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.0554455	0.04368307	0.0721159	0.07211589	0.7688394
499	1	-105.872	-105.9557	0.08374766	0.06690266	0.09795048	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.0580518	0.02576202	0.0669027	0.06690266	0.8677052
500	0	-103.7602	-106.1748	2.414593	0.04277217	0.07787911	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.0178913	0.1041049	0.0427722	0.04277217	0.4182929
501	1	-104.878	-104.2189	-0.6591495	0.07254146	0.05804243	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.0594523	0.07187587	0.0725415	0.07254146	0.8195625
502	0	-104.092	-108.6982	4.606132	0.02516937	0.1290458	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.00698645	0.04632377	0.0251694	0.02516937	0.2775775
503	1	-104.3437	-107.1216	2.777932	0.04268718	0.1067524	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.0146366	0.03992394	0.0426872	0.04268718	0.3428815
504	0	-104.7779	-109.3631	4.585226	0.02516937	0.08461508	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.013008	0.0928451	0.0251694	0.02516937	0.5168175
505	1	-103.6818	-108.4282	4.746421	0.02387064	0.1177207	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.00685321	0.05930108	0.0238706	0.02387064	0.2870977
506	0	-103.8973	-107.8539	3.956564	0.02516937	0.1203177	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.00632114	0.1200087	0.0251694	0.02516937	0.2511443
507	1	-105.0162	-108.5358	3.519543	0.03674558	0.09855553	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.00409826	0.04569964	0.0367456	0.03674558	0.1115308
508	0	-104.1574	-106.4911	2.333721	0.04256829	0.1112002	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.0152025	0.08133272	0.0425683	0.04256829	0.3571312
509	1	-103.178	-107.4683	4.290327	0.0295897	0.1081356	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.00919206	0.04544268	0.0295897	0.0295897	0.3106508
510	0	-108.2726	-108.9317	0.6591274	0.04256829	0.1973228	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.00672845	0.1626694	0.0425683	0.04256829	0.1580625
511	1	-105.276	-108.852	3.575943	0.0295897	0.1374828	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.0189835	0.08753394	0.0295897	0.0295897	0.6415562
512	0	-107.2589	-108.0062	0.747328	0.04468699	0.1640141	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.0373499	0.1615765	0.044687	0.04468699	0.8358114
513	1	-103.8283	-106.2586	2.430271	0.0361227	0.1544497	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.01629	0.1062535	0.0361227	0.0361227	0.4509642
514	0	-103.2461	-105.3386	2.092466	0.04468699	0.08393159	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.0259917	0.1071452	0.044687	0.04468699	0.5816396
515	1	-105.1433	-108.3245	3.181189	0.0361227	0.1118101	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.00298333	0.07380129	0.0361227	0.0361227	0.08258869
516	0	-103.5219	-108.2717	4.74976	0.02836337	0.05557853	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.00793721	0.06686335	0.0283634	0.02836337	0.2798401
517	1	-103.7714	-108.8656	5.094247	0.026182	0.07733243	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.00375334	0.03699904	0.026182	0.026182	0.1433557
518	0	-104.961	-104.4965	-0.4644899	0.06678254	0.123052	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.0563505	0.05693463	0.0667825	0.06678254	0.843791
519	1	-106.893	-109.4089	2.515959	0.04830612	0.09244607	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.0170457	0.01258341	0.0483061	0.04830612	0.3528676
520	0	-103.5983	-107.3598	3.761403	0.03355905	0.08767111	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.00761713	0.07087281	0.033559	0.03355905	0.2269769
521	1	-103.2452	-104.9839	1.738768	0.04830612	0.103621	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.0307702	0.07912758	0.0483061	0.04830612	0.6369839
522	0	-104.9521	-108.2126	3.260489	0.03355905	0.1171818	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.00174175	0.09145359	0.033559	0.03355905	0.05190118
523	1	-103.3936	-105.5266	2.132994	0.04830612	0.05790122	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.0310634	0.08542478	0.0483061	0.04830612	0.6430529
524	0	-105.6991	-109.9922	4.293116	0.0303117	0.07458349	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.021443	0.06999833	0.0303117	0.0303117	0.707417
525	1	-108.3802	-106.4767	-1.903508	0.08344997	0.04128534	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.0784148	0.08135745	0.08345	0.08344997	0.9396624
526	0	-103.6503	-107.349	3.698717	0.03039719	0.1063655	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.0153298	0.09662398	0.0303972	0.03039719	0.504317
527	1	-105.2932	-102.9319	-2.361236	0.08368533	0.1063625	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.0699999	0.05921126	0.0836853	0.08368533	0.8364653
528	0	-103.4003	-107.7036	4.303352	0.02682279	0.1249569	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.00776432	0.06072699	0.0268228	0.02682279	0.2894674
529	1	-103.5878	-107.9316	4.343767	0.03186253	0.08527002	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.016117	0.03552165	0.0318625	0.03186253	0.505828
530	0	-103.0148	-106.7717	3.756908	0.03351342	0.08764626	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.0141564	0.07189813	0.0335134	0.03351342	0.4224099
531	1	-104.21	-106.254	2.043946	0.03981027	0.1493321	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.0154008	0.1054791	0.0398103	0.03981027	0.3868545
532	0	-103.6427	-106.5404	2.897759	0.03351342	0.1295146	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.0153465	0.1159447	0.0335134	0.03351342	0.4579201
533	1	-103.5944	-106.1241	2.529758	0.03813966	0.09551211	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.0182391	0.1308893	0.0381397	0.03813966	0.4782186
