Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_fission	clado_fusion	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	gamma	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	total_speciation	turnover
1069	1	-48.25707	-59.35394	11.09687	0.009495188	0.008432088	0.1008667	0.001616414	0.0293498	0.0293498	0.0293498	0.0293498	0.0293498	0.0293498	0.0293498	0.0293498	0.0293498	0.0293498	0.0293498	0.0293498	0.0293498	0.0293498	0.0293498	0.0293498	0.0293498	0.0293498	0.0293498	0.0293498	0.0293498	0.0002709572	0.100867	0.00949519	0.00843209	0.118794	0.2470644
1070	0	-43.97378	-56.12766	12.15389	0.0003367469	0.0007113041	0.08625035	0.004762618	0.00252997	0.00252997	0.00252997	0.00252997	0.00252997	0.00252997	0.00252997	0.00252997	0.00252997	0.00252997	0.00252997	0.00252997	0.00252997	0.00252997	0.00252997	0.00252997	0.00252997	0.00252997	0.00252997	0.00252997	0.00252997	0.001436151	0.0862504	0.000336747	0.000711304	0.0872984	0.02898076
1071	1	-47.80315	-59.07955	11.27641	0.009571807	0.0016539	0.1008667	0.006789452	0.0160269	0.0160269	0.0160269	0.0160269	0.0160269	0.0160269	0.0160269	0.0160269	0.0160269	0.0160269	0.0160269	0.0160269	0.0160269	0.0160269	0.0160269	0.0160269	0.0160269	0.0160269	0.0160269	0.0160269	0.0160269	0.0005528817	0.100867	0.00957181	0.0016539	0.1120924	0.1429797
1072	0	-45.24318	-57.29951	12.05632	0.002936252	0.001503681	0.08625035	0.002394238	0.0138329	0.0138329	0.0138329	0.0138329	0.0138329	0.0138329	0.0138329	0.0138329	0.0138329	0.0138329	0.0138329	0.0138329	0.0138329	0.0138329	0.0138329	0.0138329	0.0138329	0.0138329	0.0138329	0.0138329	0.0138329	0.001713245	0.0862504	0.00293625	0.00150368	0.09069029	0.1525293
1073	1	-47.9218	-58.43704	10.51524	0.00273768	0.004024189	0.1278741	0.004504521	0.0220561	0.0220561	0.0220561	0.0220561	0.0220561	0.0220561	0.0220561	0.0220561	0.0220561	0.0220561	0.0220561	0.0220561	0.0220561	0.0220561	0.0220561	0.0220561	0.0220561	0.0220561	0.0220561	0.0220561	0.0220561	0.000210515	0.127874	0.00273768	0.00402419	0.134636	0.1638199
1074	0	-48.00792	-59.05327	11.04535	0.003206559	0.005273261	0.1105543	0.001857034	0.051156	0.051156	0.051156	0.051156	0.051156	0.051156	0.051156	0.051156	0.051156	0.051156	0.051156	0.051156	0.051156	0.051156	0.051156	0.051156	0.051156	0.051156	0.051156	0.051156	0.051156	0.004343633	0.110554	0.00320656	0.00527326	0.1190342	0.4297587
1075	1	-45.9449	-57.71127	11.76636	0.00159966	0.005852573	0.0914012	0.003442473	0.0233887	0.0233887	0.0233887	0.0233887	0.0233887	0.0233887	0.0233887	0.0233887	0.0233887	0.0233887	0.0233887	0.0233887	0.0233887	0.0233887	0.0233887	0.0233887	0.0233887	0.0233887	0.0233887	0.0233887	0.0233887	0.001147603	0.0914012	0.00159966	0.00585257	0.09885343	0.2365994
1076	0	-48.88882	-59.63764	10.74881	0.002039029	0.01163631	0.113735	0.002380312	0.0234639	0.0234639	0.0234639	0.0234639	0.0234639	0.0234639	0.0234639	0.0234639	0.0234639	0.0234639	0.0234639	0.0234639	0.0234639	0.0234639	0.0234639	0.0234639	0.0234639	0.0234639	0.0234639	0.0234639	0.0234639	0.004216351	0.113735	0.00203903	0.0116363	0.1274104	0.1841599
1077	1	-49.2027	-61.0496	11.8469	0.01455241	0.004073109	0.07613599	0.008712196	0.00126011	0.00126011	0.00126011	0.00126011	0.00126011	0.00126011	0.00126011	0.00126011	0.00126011	0.00126011	0.00126011	0.00126011	0.00126011	0.00126011	0.00126011	0.00126011	0.00126011	0.00126011	0.00126011	0.00126011	0.00126011	0.00211656	0.076136	0.0145524	0.00407311	0.09476151	0.0132977
1078	0	-46.80997	-57.93321	11.12324	0.004361272	0.005061595	0.107888	0.002909843	0.0225617	0.0225617	0.0225617	0.0225617	0.0225617	0.0225617	0.0225617	0.0225617	0.0225617	0.0225617	0.0225617	0.0225617	0.0225617	0.0225617	0.0225617	0.0225617	0.0225617	0.0225617	0.0225617	0.0225617	0.0225617	0.001521713	0.107888	0.00436127	0.0050616	0.1173109	0.1923238
1079	1	-45.27287	-56.82821	11.55534	0.001893432	0.002004264	0.1006733	0.003643241	0.0139792	0.0139792	0.0139792	0.0139792	0.0139792	0.0139792	0.0139792	0.0139792	0.0139792	0.0139792	0.0139792	0.0139792	0.0139792	0.0139792	0.0139792	0.0139792	0.0139792	0.0139792	0.0139792	0.0139792	0.0139792	0.002078245	0.100673	0.00189343	0.00200426	0.104571	0.1336817
1080	0	-45.02934	-57.75163	12.72229	0.001672296	7.277592e-05	0.06950095	0.003812141	0.00215772	0.00215772	0.00215772	0.00215772	0.00215772	0.00215772	0.00215772	0.00215772	0.00215772	0.00215772	0.00215772	0.00215772	0.00215772	0.00215772	0.00215772	0.00215772	0.00215772	0.00215772	0.00215772	0.00215772	0.00215772	0.001616489	0.069501	0.0016723	7.27759e-05	0.07124602	0.03028546
1081	1	-47.63557	-57.69589	10.06032	0.003202148	0.002046362	0.1425078	0.001996665	0.069372	0.069372	0.069372	0.069372	0.069372	0.069372	0.069372	0.069372	0.069372	0.069372	0.069372	0.069372	0.069372	0.069372	0.069372	0.069372	0.069372	0.069372	0.069372	0.069372	0.069372	0.002381824	0.142508	0.00320215	0.00204636	0.1477563	0.469503
1082	0	-45.94602	-57.25954	11.31352	0.001546938	0.001359311	0.1089096	0.002142811	0.039921	0.039921	0.039921	0.039921	0.039921	0.039921	0.039921	0.039921	0.039921	0.039921	0.039921	0.039921	0.039921	0.039921	0.039921	0.039921	0.039921	0.039921	0.039921	0.039921	0.039921	0.002454217	0.10891	0.00154694	0.00135931	0.1118158	0.357025
1083	1	-48.24154	-58.22261	9.981075	0.0007501589	0.005769657	0.1425078	0.005354222	0.0707696	0.0707696	0.0707696	0.0707696	0.0707696	0.0707696	0.0707696	0.0707696	0.0707696	0.0707696	0.0707696	0.0707696	0.0707696	0.0707696	0.0707696	0.0707696	0.0707696	0.0707696	0.0707696	0.0707696	0.0707696	0.002508483	0.142508	0.000750159	0.00576966	0.1490276	0.4748757
1084	0	-47.53408	-58.53619	11.00211	0.002800235	0.008911665	0.1089096	0.001276232	0.032787	0.032787	0.032787	0.032787	0.032787	0.032787	0.032787	0.032787	0.032787	0.032787	0.032787	0.032787	0.032787	0.032787	0.032787	0.032787	0.032787	0.032787	0.032787	0.032787	0.032787	0.003704766	0.10891	0.00280023	0.00891167	0.1206215	0.2718177
1085	1	-48.81709	-60.46818	11.65109	0.00761024	0.003363013	0.09002701	0.00214766	0.0281058	0.0281058	0.0281058	0.0281058	0.0281058	0.0281058	0.0281058	0.0281058	0.0281058	0.0281058	0.0281058	0.0281058	0.0281058	0.0281058	0.0281058	0.0281058	0.0281058	0.0281058	0.0281058	0.0281058	0.0281058	0.006470672	0.090027	0.00761024	0.00336301	0.1010003	0.2782744
1086	0	-49.46971	-60.94266	11.47295	0.00474433	0.0004223899	0.09760394	0.007070759	0.023611	0.023611	0.023611	0.023611	0.023611	0.023611	0.023611	0.023611	0.023611	0.023611	0.023611	0.023611	0.023611	0.023611	0.023611	0.023611	0.023611	0.023611	0.023611	0.023611	0.023611	0.01317817	0.0976039	0.00474433	0.00042239	0.1027707	0.2297445
1087	1	-49.00749	-60.43522	11.42773	0.007999192	0.009164756	0.09002701	0.004837363	0.0120588	0.0120588	0.0120588	0.0120588	0.0120588	0.0120588	0.0120588	0.0120588	0.0120588	0.0120588	0.0120588	0.0120588	0.0120588	0.0120588	0.0120588	0.0120588	0.0120588	0.0120588	0.0120588	0.0120588	0.0120588	0.004493409	0.090027	0.00799919	0.00916476	0.107191	0.1124982
1088	0	-51.40627	-62.07041	10.66413	0.003299299	0.02291319	0.1032812	0.002504876	0.0428691	0.0428691	0.0428691	0.0428691	0.0428691	0.0428691	0.0428691	0.0428691	0.0428691	0.0428691	0.0428691	0.0428691	0.0428691	0.0428691	0.0428691	0.0428691	0.0428691	0.0428691	0.0428691	0.0428691	0.0428691	0.005283129	0.103281	0.0032993	0.0229132	0.1294937	0.3310515
1089	1	-50.15501	-61.47724	11.32223	0.009260559	0.0102075	0.09002701	0.007184481	0.00321662	0.00321662	0.00321662	0.00321662	0.00321662	0.00321662	0.00321662	0.00321662	0.00321662	0.00321662	0.00321662	0.00321662	0.00321662	0.00321662	0.00321662	0.00321662	0.00321662	0.00321662	0.00321662	0.00321662	0.00321662	0.004648023	0.090027	0.00926056	0.0102075	0.1094951	0.02937687
1090	0	-50.10437	-61.19137	11.08701	0.006117353	0.006172135	0.1032812	0.00159643	0.0157897	0.0157897	0.0157897	0.0157897	0.0157897	0.0157897	0.0157897	0.0157897	0.0157897	0.0157897	0.0157897	0.0157897	0.0157897	0.0157897	0.0157897	0.0157897	0.0157897	0.0157897	0.0157897	0.0157897	0.0157897	0.01253655	0.103281	0.00611735	0.00617213	0.1155707	0.1366237
1091	1	-48.39558	-60.43155	12.03597	0.01081536	0.001177077	0.0777261	0.0052097	0.00917931	0.00917931	0.00917931	0.00917931	0.00917931	0.00917931	0.00917931	0.00917931	0.00917931	0.00917931	0.00917931	0.00917931	0.00917931	0.00917931	0.00917931	0.00917931	0.00917931	0.00917931	0.00917931	0.00917931	0.00917931	0.004327717	0.0777261	0.0108154	0.00117708	0.08971854	0.1023123
1092	0	-47.33848	-59.90982	12.57134	0.004316212	0.003454436	0.06715702	0.002349284	0.00520983	0.00520983	0.00520983	0.00520983	0.00520983	0.00520983	0.00520983	0.00520983	0.00520983	0.00520983	0.00520983	0.00520983	0.00520983	0.00520983	0.00520983	0.00520983	0.00520983	0.00520983	0.00520983	0.00520983	0.00520983	0.005314275	0.067157	0.00431621	0.00345444	0.07492766	0.06953149
1093	1	-50.88253	-61.70326	10.82073	0.001416349	0.004119275	0.1134059	0.01252922	0.026195	0.026195	0.026195	0.026195	0.026195	0.026195	0.026195	0.026195	0.026195	0.026195	0.026195	0.026195	0.026195	0.026195	0.026195	0.026195	0.026195	0.026195	0.026195	0.026195	0.026195	0.01645732	0.113406	0.00141635	0.00411928	0.1189415	0.2202343
1094	0	-47.23509	-59.57057	12.33548	0.0002021434	0.00474131	0.07731677	0.001821387	0.0245732	0.0245732	0.0245732	0.0245732	0.0245732	0.0245732	0.0245732	0.0245732	0.0245732	0.0245732	0.0245732	0.0245732	0.0245732	0.0245732	0.0245732	0.0245732	0.0245732	0.0245732	0.0245732	0.0245732	0.0245732	0.00381661	0.0773168	0.000202143	0.00474131	0.08226023	0.2987256
1095	1	-54.99021	-65.43065	10.44044	0.00741973	0.002650211	0.1134059	0.01366905	0.0538534	0.0538534	0.0538534	0.0538534	0.0538534	0.0538534	0.0538534	0.0538534	0.0538534	0.0538534	0.0538534	0.0538534	0.0538534	0.0538534	0.0538534	0.0538534	0.0538534	0.0538534	0.0538534	0.0538534	0.0538534	0.03750838	0.113406	0.00741973	0.00265021	0.1234758	0.4361455
1096	0	-46.42571	-58.42877	12.00305	0.003967179	0.005693834	0.08227225	0.0008900196	0.00959164	0.00959164	0.00959164	0.00959164	0.00959164	0.00959164	0.00959164	0.00959164	0.00959164	0.00959164	0.00959164	0.00959164	0.00959164	0.00959164	0.00959164	0.00959164	0.00959164	0.00959164	0.00959164	0.00959164	0.00959164	0.004202786	0.0822723	0.00396718	0.00569383	0.09193326	0.1043327
1097	1	-60.00249	-71.45622	11.45373	0.007137094	0.02600282	0.0370029	0.005579473	0.002539	0.002539	0.002539	0.002539	0.002539	0.002539	0.002539	0.002539	0.002539	0.002539	0.002539	0.002539	0.002539	0.002539	0.002539	0.002539	0.002539	0.002539	0.002539	0.002539	0.002539	0.1305587	0.0370029	0.00713709	0.0260028	0.07014281	0.03619761
1098	0	-45.74214	-57.91108	12.16893	0.002322325	0.002659734	0.08227225	0.0005393549	0.0099463	0.0099463	0.0099463	0.0099463	0.0099463	0.0099463	0.0099463	0.0099463	0.0099463	0.0099463	0.0099463	0.0099463	0.0099463	0.0099463	0.0099463	0.0099463	0.0099463	0.0099463	0.0099463	0.0099463	0.0099463	0.004309096	0.0822723	0.00232233	0.00265973	0.08725431	0.1139921
1099	1	-60.00224	-70.72547	10.72322	0.01488568	0.0551821	0.03124781	0.003037876	0.0333382	0.0333382	0.0333382	0.0333382	0.0333382	0.0333382	0.0333382	0.0333382	0.0333382	0.0333382	0.0333382	0.0333382	0.0333382	0.0333382	0.0333382	0.0333382	0.0333382	0.0333382	0.0333382	0.0333382	0.0333382	0.09726576	0.0312478	0.0148857	0.0551821	0.1013156	0.3290531
1100	0	-46.55594	-58.18977	11.63383	0.003320761	0.001185811	0.09867426	0.0001873877	0.0312649	0.0312649	0.0312649	0.0312649	0.0312649	0.0312649	0.0312649	0.0312649	0.0312649	0.0312649	0.0312649	0.0312649	0.0312649	0.0312649	0.0312649	0.0312649	0.0312649	0.0312649	0.0312649	0.0312649	0.0312649	0.002540891	0.0986743	0.00332076	0.00118581	0.1031808	0.3030103
1101	1	-62.28785	-71.90924	9.621389	0.1013737	0.04760371	0.00527917	0.008320631	0.0380842	0.0380842	0.0380842	0.0380842	0.0380842	0.0380842	0.0380842	0.0380842	0.0380842	0.0380842	0.0380842	0.0380842	0.0380842	0.0380842	0.0380842	0.0380842	0.0380842	0.0380842	0.0380842	0.0380842	0.0380842	0.01724617	0.00527917	0.101374	0.0476037	0.1542565	0.2468885
1102	0	-47.88109	-58.7944	10.91332	0.003265552	0.01313157	0.1078234	0.0002295437	0.0263448	0.0263448	0.0263448	0.0263448	0.0263448	0.0263448	0.0263448	0.0263448	0.0263448	0.0263448	0.0263448	0.0263448	0.0263448	0.0263448	0.0263448	0.0263448	0.0263448	0.0263448	0.0263448	0.0263448	0.0263448	0.001059016	0.107823	0.00326555	0.0131316	0.1242205	0.212081
1103	1	-56.75161	-68.17973	11.42812	0.02444874	0.05946185	0.01777257	0.01417984	0.0188876	0.0188876	0.0188876	0.0188876	0.0188876	0.0188876	0.0188876	0.0188876	0.0188876	0.0188876	0.0188876	0.0188876	0.0188876	0.0188876	0.0188876	0.0188876	0.0188876	0.0188876	0.0188876	0.0188876	0.0188876	0.01435015	0.0177726	0.0244487	0.0594619	0.1016832	0.1857495
1104	0	-48.1203	-59.04212	10.92182	0.002306567	0.0136041	0.1078234	0.0008436422	0.0199851	0.0199851	0.0199851	0.0199851	0.0199851	0.0199851	0.0199851	0.0199851	0.0199851	0.0199851	0.0199851	0.0199851	0.0199851	0.0199851	0.0199851	0.0199851	0.0199851	0.0199851	0.0199851	0.0199851	0.0199851	0.001293359	0.107823	0.00230657	0.0136041	0.1237341	0.161517
1105	1	-58.36229	-69.6342	11.27191	0.02843473	0.0211414	0.0437511	0.04406098	0.0289707	0.0289707	0.0289707	0.0289707	0.0289707	0.0289707	0.0289707	0.0289707	0.0289707	0.0289707	0.0289707	0.0289707	0.0289707	0.0289707	0.0289707	0.0289707	0.0289707	0.0289707	0.0289707	0.0289707	0.0289707	0.02927711	0.0437511	0.0284347	0.0211414	0.09332723	0.3104207
1106	0	-44.41551	-56.74464	12.32913	0.001163476	0.002679582	0.0795079	0.0008830529	0.00754569	0.00754569	0.00754569	0.00754569	0.00754569	0.00754569	0.00754569	0.00754569	0.00754569	0.00754569	0.00754569	0.00754569	0.00754569	0.00754569	0.00754569	0.00754569	0.00754569	0.00754569	0.00754569	0.00754569	0.00754569	0.001580246	0.0795079	0.00116348	0.00267958	0.08335095	0.09052915
1107	1	-55.87869	-67.38209	11.5034	0.01465305	0.03020575	0.04589804	0.01109608	0.00300606	0.00300606	0.00300606	0.00300606	0.00300606	0.00300606	0.00300606	0.00300606	0.00300606	0.00300606	0.00300606	0.00300606	0.00300606	0.00300606	0.00300606	0.00300606	0.00300606	0.00300606	0.00300606	0.00300606	0.00300606	0.0480712	0.045898	0.014653	0.0302057	0.09075684	0.03312209
1108	0	-50.76171	-62.47073	11.70902	0.01002117	0.009907911	0.0795079	0.0003430843	0.0329366	0.0329366	0.0329366	0.0329366	0.0329366	0.0329366	0.0329366	0.0329366	0.0329366	0.0329366	0.0329366	0.0329366	0.0329366	0.0329366	0.0329366	0.0329366	0.0329366	0.0329366	0.0329366	0.0329366	0.0329366	0.007942766	0.0795079	0.0100212	0.00990791	0.09943698	0.3312312
1109	1	-57.90149	-69.16415	11.26266	0.01064801	0.009861799	0.06399794	0.006408019	0.013668	0.013668	0.013668	0.013668	0.013668	0.013668	0.013668	0.013668	0.013668	0.013668	0.013668	0.013668	0.013668	0.013668	0.013668	0.013668	0.013668	0.013668	0.013668	0.013668	0.013668	0.09866125	0.0639979	0.010648	0.0098618	0.08450775	0.1617365
1110	0	-46.21655	-58.28094	12.06438	0.001202322	0.009907911	0.07893461	0.0008398172	0.000530518	0.000530518	0.000530518	0.000530518	0.000530518	0.000530518	0.000530518	0.000530518	0.000530518	0.000530518	0.000530518	0.000530518	0.000530518	0.000530518	0.000530518	0.000530518	0.000530518	0.000530518	0.000530518	0.000530518	0.000530518	0.004716177	0.0789346	0.00120232	0.00990791	0.09004485	0.005891711
1111	1	-59.58768	-69.89598	10.3083	0.0204679	0.01182809	0.07280407	0.01660887	0.0292754	0.0292754	0.0292754	0.0292754	0.0292754	0.0292754	0.0292754	0.0292754	0.0292754	0.0292754	0.0292754	0.0292754	0.0292754	0.0292754	0.0292754	0.0292754	0.0292754	0.0292754	0.0292754	0.0292754	0.0292754	0.1119682	0.0728041	0.0204679	0.0118281	0.1051	0.2785479
1112	0	-45.89674	-58.25834	12.36159	0.0001675474	0.001566202	0.07893461	0.0008152783	0.00180079	0.00180079	0.00180079	0.00180079	0.00180079	0.00180079	0.00180079	0.00180079	0.00180079	0.00180079	0.00180079	0.00180079	0.00180079	0.00180079	0.00180079	0.00180079	0.00180079	0.00180079	0.00180079	0.00180079	0.00180079	0.007771374	0.0789346	0.000167547	0.0015662	0.08066836	0.02232337
1113	1	-54.41453	-65.67561	11.26108	0.0204679	0.008110396	0.07280407	0.03070298	0.0121319	0.0121319	0.0121319	0.0121319	0.0121319	0.0121319	0.0121319	0.0121319	0.0121319	0.0121319	0.0121319	0.0121319	0.0121319	0.0121319	0.0121319	0.0121319	0.0121319	0.0121319	0.0121319	0.0121319	0.0121319	0.01558227	0.0728041	0.0204679	0.0081104	0.1013824	0.1196647
1114	0	-47.6006	-59.92906	12.32846	0.0009837502	0.00200137	0.07893461	0.0008429968	0.0215241	0.0215241	0.0215241	0.0215241	0.0215241	0.0215241	0.0215241	0.0215241	0.0215241	0.0215241	0.0215241	0.0215241	0.0215241	0.0215241	0.0215241	0.0215241	0.0215241	0.0215241	0.0215241	0.0215241	0.0215241	0.006686094	0.0789346	0.00098375	0.00200137	0.08191973	0.2627461
1115	1	-54.1844	-65.30713	11.12273	0.01251643	0.005541687	0.08677302	0.03891147	0.0257372	0.0257372	0.0257372	0.0257372	0.0257372	0.0257372	0.0257372	0.0257372	0.0257372	0.0257372	0.0257372	0.0257372	0.0257372	0.0257372	0.0257372	0.0257372	0.0257372	0.0257372	0.0257372	0.0257372	0.0257372	0.009162093	0.086773	0.0125164	0.00554169	0.1048311	0.2455115
1116	0	-47.79086	-59.77169	11.98084	0.001826864	0.009893736	0.07893461	0.002346561	0.000693054	0.000693054	0.000693054	0.000693054	0.000693054	0.000693054	0.000693054	0.000693054	0.000693054	0.000693054	0.000693054	0.000693054	0.000693054	0.000693054	0.000693054	0.000693054	0.000693054	0.000693054	0.000693054	0.000693054	0.000693054	0.009432167	0.0789346	0.00182686	0.00989374	0.09065521	0.007644946
1117	1	-53.14467	-65.59962	12.45494	0.001698919	0.0138689	0.05472289	0.03121356	0.00214492	0.00214492	0.00214492	0.00214492	0.00214492	0.00214492	0.00214492	0.00214492	0.00214492	0.00214492	0.00214492	0.00214492	0.00214492	0.00214492	0.00214492	0.00214492	0.00214492	0.00214492	0.00214492	0.00214492	0.00214492	0.004286748	0.0547229	0.00169892	0.0138689	0.07029071	0.030515
1118	0	-48.78924	-61.01495	12.22571	0.0009982749	0.01018988	0.0723291	0.007734912	0.0141271	0.0141271	0.0141271	0.0141271	0.0141271	0.0141271	0.0141271	0.0141271	0.0141271	0.0141271	0.0141271	0.0141271	0.0141271	0.0141271	0.0141271	0.0141271	0.0141271	0.0141271	0.0141271	0.0141271	0.0141271	0.004489361	0.0723291	0.000998275	0.0101899	0.08351725	0.1691514
1119	1	-55.6649	-67.31086	11.64596	0.03284889	0.002615337	0.05472289	0.03466871	0.0204754	0.0204754	0.0204754	0.0204754	0.0204754	0.0204754	0.0204754	0.0204754	0.0204754	0.0204754	0.0204754	0.0204754	0.0204754	0.0204754	0.0204754	0.0204754	0.0204754	0.0204754	0.0204754	0.0204754	0.0204754	0.01223236	0.0547229	0.0328489	0.00261534	0.09018711	0.2270325
1120	0	-49.10465	-61.45553	12.35088	0.004370417	0.002205421	0.0723291	0.004011759	0.00936985	0.00936985	0.00936985	0.00936985	0.00936985	0.00936985	0.00936985	0.00936985	0.00936985	0.00936985	0.00936985	0.00936985	0.00936985	0.00936985	0.00936985	0.00936985	0.00936985	0.00936985	0.00936985	0.00936985	0.00936985	0.01180582	0.0723291	0.00437042	0.00220542	0.07890494	0.1187486
1121	1	-59.35751	-69.74561	10.3881	0.03826572	0.01840904	0.05191356	0.04012667	0.0303113	0.0303113	0.0303113	0.0303113	0.0303113	0.0303113	0.0303113	0.0303113	0.0303113	0.0303113	0.0303113	0.0303113	0.0303113	0.0303113	0.0303113	0.0303113	0.0303113	0.0303113	0.0303113	0.0303113	0.0303113	0.0682865	0.0519136	0.0382657	0.018409	0.1085883	0.2791396
1122	0	-53.68753	-65.08873	11.4012	0.01072713	0.01641755	0.0723291	0.01435853	0.0100752	0.0100752	0.0100752	0.0100752	0.0100752	0.0100752	0.0100752	0.0100752	0.0100752	0.0100752	0.0100752	0.0100752	0.0100752	0.0100752	0.0100752	0.0100752	0.0100752	0.0100752	0.0100752	0.0100752	0.0100752	0.02458066	0.0723291	0.0107271	0.0164175	0.09947378	0.1012855
1123	1	-60.04468	-69.80607	9.76139	0.02002933	0.04828102	0.07498712	0.007225086	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294	0.04262111	0.0749871	0.0200293	0.048281	0.1432975	0.1907182
1124	0	-61.53113	-69.6792	8.148071	0.03061826	0.02974502	0.1202627	0.03787821	0.113234	0.113234	0.113234	0.113234	0.113234	0.113234	0.113234	0.113234	0.113234	0.113234	0.113234	0.113234	0.113234	0.113234	0.113234	0.113234	0.113234	0.113234	0.113234	0.113234	0.113234	0.04291303	0.120263	0.0306183	0.029745	0.180626	0.6268988
1125	1	-52.34402	-64.3914	12.04738	0.00510313	0.002193505	0.07498712	0.01326833	0.0179798	0.0179798	0.0179798	0.0179798	0.0179798	0.0179798	0.0179798	0.0179798	0.0179798	0.0179798	0.0179798	0.0179798	0.0179798	0.0179798	0.0179798	0.0179798	0.0179798	0.0179798	0.0179798	0.0179798	0.0179798	0.02109738	0.0749871	0.00510313	0.0021935	0.08228376	0.2185092
1126	0	-54.55359	-65.72874	11.17515	0.006219791	0.004553267	0.08781508	0.01991291	0.0149696	0.0149696	0.0149696	0.0149696	0.0149696	0.0149696	0.0149696	0.0149696	0.0149696	0.0149696	0.0149696	0.0149696	0.0149696	0.0149696	0.0149696	0.0149696	0.0149696	0.0149696	0.0149696	0.0149696	0.0149696	0.04472508	0.0878151	0.00621979	0.00455327	0.09858814	0.1518399
1127	1	-49.31345	-61.35861	12.04515	0.008324884	0.003466353	0.07498712	0.009012222	0.00161163	0.00161163	0.00161163	0.00161163	0.00161163	0.00161163	0.00161163	0.00161163	0.00161163	0.00161163	0.00161163	0.00161163	0.00161163	0.00161163	0.00161163	0.00161163	0.00161163	0.00161163	0.00161163	0.00161163	0.00161163	0.009876474	0.0749871	0.00832488	0.00346635	0.08677836	0.01857175
1128	0	-53.18583	-64.43466	11.24883	0.004979053	0.009783723	0.08781508	0.01000259	0.0096258	0.0096258	0.0096258	0.0096258	0.0096258	0.0096258	0.0096258	0.0096258	0.0096258	0.0096258	0.0096258	0.0096258	0.0096258	0.0096258	0.0096258	0.0096258	0.0096258	0.0096258	0.0096258	0.0096258	0.0096258	0.03333174	0.0878151	0.00497905	0.00978372	0.1025779	0.09383899
1129	1	-52.63044	-63.09285	10.46241	0.005358541	0.002767585	0.1196907	0.01258244	0.0474231	0.0474231	0.0474231	0.0474231	0.0474231	0.0474231	0.0474231	0.0474231	0.0474231	0.0474231	0.0474231	0.0474231	0.0474231	0.0474231	0.0474231	0.0474231	0.0474231	0.0474231	0.0474231	0.0474231	0.0474231	0.02123481	0.119691	0.00535854	0.00276759	0.1278169	0.3710235
1130	0	-49.33935	-62.20372	12.86436	0.002615032	0.002267445	0.05859624	0.009406402	0.000779479	0.000779479	0.000779479	0.000779479	0.000779479	0.000779479	0.000779479	0.000779479	0.000779479	0.000779479	0.000779479	0.000779479	0.000779479	0.000779479	0.000779479	0.000779479	0.000779479	0.000779479	0.000779479	0.000779479	0.000779479	0.008946004	0.0585962	0.00261503	0.00226745	0.06347872	0.01227937
1131	1	-51.5904	-62.16258	10.57218	0.001959593	0.003450197	0.1196907	0.02245268	0.0399126	0.0399126	0.0399126	0.0399126	0.0399126	0.0399126	0.0399126	0.0399126	0.0399126	0.0399126	0.0399126	0.0399126	0.0399126	0.0399126	0.0399126	0.0399126	0.0399126	0.0399126	0.0399126	0.0399126	0.0399126	0.009875639	0.119691	0.00195959	0.0034502	0.1251005	0.319044
1132	0	-49.25138	-61.70209	12.45071	0.008205044	0.01180707	0.05816288	0.004702783	0.00149824	0.00149824	0.00149824	0.00149824	0.00149824	0.00149824	0.00149824	0.00149824	0.00149824	0.00149824	0.00149824	0.00149824	0.00149824	0.00149824	0.00149824	0.00149824	0.00149824	0.00149824	0.00149824	0.00149824	0.00149824	0.003681073	0.0581629	0.00820504	0.0118071	0.078175	0.01916523
1133	1	-58.09061	-68.29428	10.20366	0.000409147	0.03557812	0.09053384	0.01560194	0.0625739	0.0625739	0.0625739	0.0625739	0.0625739	0.0625739	0.0625739	0.0625739	0.0625739	0.0625739	0.0625739	0.0625739	0.0625739	0.0625739	0.0625739	0.0625739	0.0625739	0.0625739	0.0625739	0.0625739	0.0625739	0.04861614	0.0905338	0.000409147	0.0355781	0.1265211	0.4945725
1134	0	-46.57289	-57.549	10.9761	0.003347055	0.004173969	0.114117	0.002153084	0.0376758	0.0376758	0.0376758	0.0376758	0.0376758	0.0376758	0.0376758	0.0376758	0.0376758	0.0376758	0.0376758	0.0376758	0.0376758	0.0376758	0.0376758	0.0376758	0.0376758	0.0376758	0.0376758	0.0376758	0.0376758	0.00187727	0.114117	0.00334706	0.00417397	0.1216381	0.3097366
1135	1	-52.49361	-63.85823	11.36462	7.344534e-05	0.005279883	0.0922425	0.0309163	0.00911119	0.00911119	0.00911119	0.00911119	0.00911119	0.00911119	0.00911119	0.00911119	0.00911119	0.00911119	0.00911119	0.00911119	0.00911119	0.00911119	0.00911119	0.00911119	0.00911119	0.00911119	0.00911119	0.00911119	0.00911119	0.01824101	0.0922425	7.34453e-05	0.00527988	0.09759583	0.09335634
