Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	gamma	speciation_rates[1]	total_speciation	turnover
1572	0	-134.8281	-134.4779	-0.3502026	0.1327504	0.06421515	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.0660828	0.08005103	0.13275	0.1327504	0.4977972
1573	1	-133.8617	-136.8579	2.996161	0.08410726	0.03764965	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.016169	0.04878111	0.0841073	0.08410726	0.1922428
1574	0	-135.1322	-135.0153	-0.1169832	0.1327504	0.05884103	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.0500973	0.06210322	0.13275	0.1327504	0.3773795
1575	1	-134.9315	-137.2606	2.329114	0.08410726	0.04986573	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.0167583	0.1032697	0.0841073	0.08410726	0.199249
1576	0	-134.921	-134.4016	-0.5193945	0.1462612	0.06304922	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.0673071	0.02125389	0.146261	0.1462612	0.4601841
1577	1	-136.3562	-140.2783	3.922127	0.0689341	0.05386275	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0187662	0.0263135	0.0689341	0.0689341	0.2722337
1578	0	-134.6146	-133.9429	-0.6716413	0.1462612	0.05919835	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.0841481	0.04032945	0.146261	0.1462612	0.5753275
1579	1	-134.2626	-137.7477	3.485107	0.0689341	0.09884817	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.00370131	0.02503	0.0689341	0.0689341	0.05369342
1580	0	-135.0466	-134.134	-0.9126077	0.1462612	0.05033858	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.0722634	0.07328585	0.146261	0.1462612	0.4940707
1581	1	-135.4663	-138.9231	3.456781	0.0689341	0.03130805	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.0030201	0.09540271	0.0689341	0.0689341	0.04381137
1582	0	-136.1436	-134.7048	-1.438719	0.152773	0.04079061	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.0949394	0.09838994	0.152773	0.152773	0.6214408
1583	1	-135.3819	-139.5112	4.129235	0.0689341	0.0116742	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.00127027	0.04779118	0.0689341	0.0689341	0.01842731
1584	0	-133.8092	-136.2578	2.448552	0.08678052	0.05449361	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.00905719	0.07148601	0.0867805	0.08678052	0.1043689
1585	1	-136.4252	-139.8137	3.388513	0.07200316	0.02004505	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.00692264	0.0960282	0.0720032	0.07200316	0.09614353
1586	0	-135.6748	-137.3001	1.625309	0.08678052	0.1392499	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.00331725	0.06905407	0.0867805	0.08678052	0.03822575
1587	1	-133.618	-136.4179	2.799905	0.08812275	0.04342235	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.014934	0.03978412	0.0881227	0.08812275	0.1694681
1588	0	-133.8738	-136.2868	2.413062	0.08678052	0.07680478	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.00505708	0.05272385	0.0867805	0.08678052	0.05827439
1589	1	-133.642	-136.327	2.684978	0.08812275	0.0381325	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.00992176	0.05656673	0.0881227	0.08812275	0.1125902
1590	0	-136.0656	-137.5349	1.469369	0.08678052	0.1194561	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.00317926	0.1044418	0.0867805	0.08678052	0.03663569
1591	1	-134.0101	-136.4272	2.417189	0.08812275	0.04143752	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.0195245	0.08004061	0.0881227	0.08812275	0.22156
1592	0	-134.9035	-136.7297	1.826196	0.0908622	0.062379	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.00696608	0.1026097	0.0908622	0.0908622	0.07666646
1593	1	-134.789	-136.6585	1.869489	0.09226755	0.0521848	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.00922674	0.1004776	0.0922676	0.09226755	0.09999986
1594	0	-133.7342	-136.232	2.497869	0.0908622	0.05666674	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.04115468	0.0908622	0.0908622	0.2723905
1595	1	-134.3519	-136.246	1.894086	0.09226755	0.07324061	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.023942	0.07696206	0.0922676	0.09226755	0.2594848
1596	0	-134.4854	-136.6601	2.17465	0.0908622	0.03679311	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.0128487	0.09335021	0.0908622	0.0908622	0.1414089
1597	1	-134.6163	-136.6584	2.042151	0.08677473	0.122315	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.00487227	0.04433779	0.0867747	0.08677473	0.05614851
1598	0	-134.2204	-136.4468	2.226413	0.0908622	0.05045959	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.026845	0.07450747	0.0908622	0.0908622	0.2954475
1599	1	-136.7776	-138.4826	1.704941	0.08677473	0.06477818	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.0206973	0.1355955	0.0867747	0.08677473	0.2385172
1600	0	-134.8701	-136.4468	1.576633	0.09683076	0.05600243	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.0134557	0.09997885	0.0968308	0.09683076	0.1389611
1601	1	-134.0917	-136.3693	2.277622	0.08677473	0.06355342	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.0140343	0.07955222	0.0867747	0.08677473	0.1617331
1602	0	-135.2877	-136.5701	1.282334	0.09683076	0.09823375	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.0320247	0.08717739	0.0968308	0.09683076	0.3307288
1603	1	-135.3857	-137.0573	1.671546	0.08677473	0.08931107	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.00790658	0.1144022	0.0867747	0.08677473	0.09111619
1604	0	-134.0453	-135.9014	1.856103	0.09683076	0.04322114	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.0238844	0.08481309	0.0968308	0.09683076	0.2466615
1605	1	-134.0514	-136.3969	2.345489	0.08677473	0.05253562	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.015482	0.08378328	0.0867747	0.08677473	0.1784164
1606	0	-134.0368	-136.315	2.278235	0.09683076	0.02082295	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.026086	0.06499806	0.0968308	0.09683076	0.2693982
1607	1	-134.7201	-135.2086	0.4884151	0.1255455	0.02860021	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.0461909	0.07280348	0.125545	0.1255455	0.3679217
1608	0	-133.7077	-134.9651	1.257484	0.1116171	0.07031926	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.0440994	0.03343614	0.111617	0.1116171	0.3950957
1609	1	-134.9909	-134.9614	-0.02948872	0.1255455	0.05969526	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0500128	0.0934988	0.125545	0.1255455	0.3983639
1610	0	-134.1787	-135.3186	1.139944	0.1116171	0.1042082	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.0307437	0.01130124	0.111617	0.1116171	0.2754391
1611	1	-134.5061	-135.1853	0.6791929	0.1255455	0.03797391	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.0472339	0.044352	0.125545	0.1255455	0.3762293
1612	0	-134.2818	-135.4109	1.129078	0.1116171	0.1037294	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.0513739	0.01286663	0.111617	0.1116171	0.4602695
1613	1	-133.942	-134.4692	0.5272181	0.1255455	0.06599487	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.0530657	0.03152851	0.125545	0.1255455	0.4226811
1614	0	-134.7614	-134.677	-0.08443591	0.1378885	0.0709044	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.0560829	0.01754686	0.137889	0.1378885	0.4067265
1615	1	-134.3143	-134.5279	0.2136348	0.1255455	0.07367317	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.0560689	0.05520855	0.125545	0.1255455	0.446602
1616	0	-134.4838	-134.0353	-0.4484521	0.1378885	0.0859494	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.067595	0.03890348	0.137889	0.1378885	0.4902146
1617	1	-134.3619	-134.6128	0.2508604	0.1255455	0.08739898	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.0636218	0.03776018	0.125545	0.1255455	0.5067628
1618	0	-135.5447	-135.3681	-0.1765497	0.1378885	0.04475198	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.0875074	0.05291065	0.137889	0.1378885	0.6346243
1619	1	-135.1495	-136.3511	1.201565	0.09735771	0.1011374	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.0213649	0.08935213	0.0973577	0.09735771	0.2194472
1620	0	-138.3651	-138.2888	-0.07623803	0.1367215	0.01961766	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.037569	0.07465503	0.136721	0.1367215	0.2747851
1621	1	-134.0015	-136.116	2.114493	0.09653367	0.04962341	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.0331047	0.05426246	0.0965337	0.09653367	0.3429342
1622	0	-135.8231	-137.793	1.969868	0.09594225	0.04121208	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0454467	0.0805017	0.0959423	0.09594225	0.4736876
1623	1	-136.265	-138.1105	1.845578	0.09154432	0.05509008	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.0383022	0.1040788	0.0915443	0.09154432	0.4184002
1624	0	-134.5837	-137.1559	2.572143	0.09467109	0.01741781	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.0292202	0.05130194	0.0946711	0.09467109	0.3086498
1625	1	-134.664	-136.5696	1.905544	0.09154432	0.07559527	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.0275653	0.07757701	0.0915443	0.09154432	0.3011137
1626	0	-134.7895	-137.2648	2.475216	0.09471693	0.02004761	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.0353772	0.05810395	0.0947169	0.09471693	0.3735041
1627	1	-137.8082	-139.8867	2.078482	0.09158865	0.0513687	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.0496385	0.08425759	0.0915887	0.09158865	0.5419723
1628	0	-134.2294	-136.3277	2.098381	0.09471693	0.05054526	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.0326681	0.06528981	0.0947169	0.09471693	0.3449026
1629	1	-133.5019	-135.9895	2.487553	0.09158865	0.05664066	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.0204019	0.03807847	0.0915887	0.09158865	0.2227559
1630	0	-134.8287	-136.3171	1.48844	0.09471693	0.09120393	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.0236657	0.08562527	0.0947169	0.09471693	0.2498573
1631	1	-133.7336	-136.1566	2.422938	0.09158865	0.08240845	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.00490961	0.01877226	0.0915887	0.09158865	0.05360496
1632	0	-135.202	-136.9999	1.797838	0.09420061	0.1037835	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.00181296	0.0450439	0.0942006	0.09420061	0.01924574
1633	1	-133.5967	-135.8084	2.211646	0.09639567	0.0475225	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.021781	0.04743328	0.0963957	0.09639567	0.2259539
1634	0	-135.0606	-136.5696	1.509014	0.09420061	0.1340446	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.0251354	0.04366529	0.0942006	0.09420061	0.2668289
1635	1	-134.4415	-136.7024	2.260951	0.1014044	0.03776132	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.0346837	0.02376237	0.101404	0.1014044	0.3420337
1636	0	-133.2736	-135.6455	2.371889	0.09420061	0.0745886	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.0167313	0.01683381	0.0942006	0.09420061	0.1776132
