Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	gamma	speciation_rates[1]	total_speciation	turnover
1900	0	-134.8453	-133.6435	-1.201786	0.1523538	0.07621203	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.0893432	0.04166029	0.152354	0.1523538	0.586419
1901	1	-134.8518	-135.8723	1.020426	0.1033972	0.07457296	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.0321488	0.09966289	0.103397	0.1033972	0.3109254
1902	0	-135.1539	-133.9986	-1.155306	0.1523538	0.05562731	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.0773638	0.05759697	0.152354	0.1523538	0.5077901
1903	1	-135.7951	-134.4659	-1.329235	0.1435767	0.1148855	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0771228	0.0656777	0.143577	0.1435767	0.5371544
1904	0	-134.406	-137.8219	3.415872	0.06927368	0.04708845	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.00152832	0.08178089	0.0692737	0.06927368	0.022062
1905	1	-137.3453	-135.6957	-1.64955	0.1435767	0.0891436	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.0904577	0.1234511	0.143577	0.1435767	0.6300306
1906	0	-135.1451	-139.0764	3.93131	0.06927368	0.0115415	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.00311503	0.06578399	0.0692737	0.06927368	0.04496708
1907	1	-139.1769	-138.0022	-1.174684	0.1370081	0.05832174	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.0826552	0.1441647	0.137008	0.1370081	0.6032871
1908	0	-134.9177	-138.2356	3.317903	0.07698754	0.02384655	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.016777	0.07092444	0.0769875	0.07698754	0.2179187
1909	1	-135.6269	-137.4871	1.860186	0.1061489	0.005076121	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.0327875	0.06952545	0.106149	0.1061489	0.3088823
1910	0	-134.1244	-137.3542	3.229821	0.07477668	0.05004802	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.0080919	0.06611192	0.0747767	0.07477668	0.1082143
1911	1	-135.1989	-136.9252	1.726259	0.1061489	0.02304243	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.0520663	0.06495188	0.106149	0.1061489	0.4905028
1912	0	-137.8857	-139.1696	1.283851	0.07477668	0.1440527	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.00116796	0.1667042	0.0747767	0.07477668	0.01561929
1913	1	-133.5674	-135.1613	1.593895	0.1061489	0.06780537	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.0323584	0.03342535	0.106149	0.1061489	0.3048393
1914	0	-135.1694	-137.3296	2.160219	0.0823644	0.07364419	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.0157665	0.1062984	0.0823644	0.0823644	0.1914242
1915	1	-137.1579	-135.6508	-1.507059	0.1353609	0.1488056	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.0655956	0.09629121	0.135361	0.1353609	0.484598
1916	0	-133.8579	-135.523	1.66515	0.1013471	0.05826858	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.0308433	0.06316106	0.101347	0.1013471	0.3043333
1917	1	-133.8432	-134.7411	0.8978162	0.1233795	0.06381933	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.0544883	0.008969313	0.12338	0.1233795	0.4416318
1918	0	-134.5335	-135.0066	0.4731214	0.1219295	0.03767858	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.051944	0.08583121	0.121929	0.1219295	0.4260172
1919	1	-134.3021	-136.9962	2.694081	0.09420456	0.04782486	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.0116015	0.01135586	0.0942046	0.09420456	0.123152
1920	0	-133.9725	-135.3165	1.343998	0.1115053	0.03137524	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.0378549	0.06436504	0.111505	0.1115053	0.3394895
1921	1	-133.5224	-135.3295	1.807135	0.103021	0.08621477	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.0381845	0.01149111	0.103021	0.103021	0.3706475
1922	0	-134.269	-135.6459	1.376854	0.1115053	0.04663702	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.028541	0.04581763	0.111505	0.1115053	0.2559606
1923	1	-134.0772	-135.1858	1.108568	0.110989	0.04551842	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.0416259	0.07670245	0.110989	0.110989	0.3750451
1924	0	-133.6346	-136.2661	2.63157	0.08540648	0.06416092	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.0134965	0.05133585	0.0854065	0.08540648	0.1580261
1925	1	-136.4219	-135.8199	-0.6019808	0.1230929	0.1326219	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.0489419	0.09177742	0.123093	0.1230929	0.397601
1926	0	-134.6807	-136.7871	2.106354	0.08540648	0.06736821	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.00435547	0.1006502	0.0854065	0.08540648	0.0509969
1927	1	-134.3877	-134.9038	0.5161799	0.1230929	0.05403219	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0445574	0.0585511	0.123093	0.1230929	0.3619821
1928	0	-134.34	-135.5292	1.189241	0.1076914	0.06750711	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.0269381	0.06541153	0.107691	0.1076914	0.250142
1929	1	-135.4502	-135.3364	-0.1138596	0.1230929	0.1037985	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.0446727	0.07178872	0.123093	0.1230929	0.3629182
1930	0	-134.9348	-134.7439	-0.1908272	0.1420578	0.05456807	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.0631611	0.02079718	0.142058	0.1420578	0.4446155
1931	1	-135.4173	-135.2362	-0.1810951	0.1230929	0.1270057	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.0580909	0.05530513	0.123093	0.1230929	0.4719274
1932	0	-135.6824	-134.5516	-1.130793	0.1420578	0.1293214	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.0766916	0.04004043	0.142058	0.1420578	0.5398616
1933	1	-136.3182	-135.8602	-0.4580032	0.1272808	0.1320984	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.0725639	0.05407259	0.127281	0.1272808	0.5701092
1934	0	-135.8664	-139.181	3.31461	0.08427786	0.02518827	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.0248679	0.02842683	0.0842779	0.08427786	0.2950699
1935	1	-135.9967	-135.194	-0.8027334	0.1447379	0.05116627	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.0591304	0.07013896	0.144738	0.1447379	0.4085341
1936	0	-133.7615	-136.7449	2.983385	0.08427786	0.04599485	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	6.1677e-06	0.04074279	0.0842779	0.08427786	7.318289e-05
1937	1	-137.7117	-136.488	-1.22373	0.1447379	0.04174435	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.084155	0.1216605	0.144738	0.1447379	0.5814306
1938	0	-136.58	-139.6781	3.098065	0.0741337	0.03101978	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.0149544	0.1019746	0.0741337	0.0741337	0.2017226
1939	1	-135.7797	-134.4312	-1.348484	0.1447379	0.08653086	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.0789603	0.08934943	0.144738	0.1447379	0.5455397
1940	0	-136.0036	-136.9253	0.9216985	0.1095392	0.04035463	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.0272166	0.1088034	0.109539	0.1095392	0.2484645
1941	1	-134.7877	-135.9612	1.173437	0.1100383	0.04481261	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.0236014	0.07633152	0.110038	0.1100383	0.2144839
1942	0	-138.611	-138.9931	0.3820468	0.1055066	0.07155001	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.0461766	0.1545207	0.105507	0.1055066	0.4376658
1943	1	-136.5247	-134.0966	-2.428108	0.1625915	0.07314104	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.0953628	0.1091068	0.162591	0.1625915	0.5865176
1944	0	-137.1181	-137.4772	0.3591693	0.1151985	0.1095734	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.06363383	0.115198	0.1151985	0.1661396
1945	1	-136.6282	-134.1313	-2.496911	0.1625915	0.1041406	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.0946628	0.08498748	0.162591	0.1625915	0.5822124
1946	0	-135.8655	-137.5419	1.67636	0.0834512	0.1487821	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.00413815	0.07336212	0.0834512	0.0834512	0.04958763
1947	1	-134.906	-135.4153	0.5092751	0.1126622	0.1193722	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.0441269	0.053257	0.112662	0.1126622	0.391674
1948	0	-135.9911	-137.6429	1.65182	0.0834512	0.09258299	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.00266371	0.1320152	0.0834512	0.0834512	0.0319194
1949	1	-135.4441	-136.1395	0.6954596	0.1055809	0.1042363	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.0273506	0.09006989	0.105581	0.1055809	0.2590484
1950	0	-134.0756	-136.605	2.52932	0.0834512	0.0654069	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.000673382	0.07144122	0.0834512	0.0834512	0.008069176
1951	1	-136.2063	-136.9616	0.755333	0.1055809	0.06814329	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.0193423	0.1201756	0.105581	0.1055809	0.183199
1952	0	-133.5378	-136.4682	2.930369	0.0834512	0.06247681	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.000158845	0.03426647	0.0834512	0.0834512	0.001903452
1953	1	-135.1513	-135.7098	0.5584617	0.1156828	0.06356829	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.0318285	0.08695354	0.115683	0.1156828	0.2751356
1954	0	-134.7697	-138.0439	3.274229	0.0834512	0.04075353	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0.02160374	0.0834512	0.0834512	0.2589706
1955	1	-133.9693	-135.012	1.042698	0.1156828	0.05716165	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.0385996	0.04493656	0.115683	0.1156828	0.3336679
1956	0	-133.4881	-136.7942	3.306113	0.07786706	0.05947861	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.00616787	0.03146648	0.0778671	0.07786706	0.07921023
1957	1	-136.4606	-134.584	-1.876584	0.1718254	0.04901856	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.0911335	0.02553201	0.171825	0.1718254	0.5303847
1958	0	-133.4499	-136.6269	3.177027	0.07786706	0.07106921	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.00551803	0.03278447	0.0778671	0.07786706	0.07086475
1959	1	-138.2824	-135.4847	-2.797746	0.1603277	0.09330625	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.0823695	0.1387876	0.160328	0.1603277	0.5137573
1960	0	-133.6695	-136.5832	2.913707	0.07786706	0.09484407	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.00253355	0.03534159	0.0778671	0.07786706	0.03253682
1961	1	-137.9977	-135.0692	-2.928516	0.1603277	0.1241503	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.100989	0.1210204	0.160328	0.1603277	0.6298934
1962	0	-136.8409	-140.0529	3.212031	0.07534448	0.08119724	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.03351066	0.0753445	0.07534448	0.3858901
1963	1	-135.6912	-135.1342	-0.5570267	0.1310904	0.07368212	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.0714682	0.1007126	0.13109	0.1310904	0.5451828
1964	0	-134.2077	-136.8614	2.653621	0.08870021	0.05558735	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.02835	0.03896151	0.0887002	0.08870021	0.3196162
