Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	gamma	speciation_rates[1]	total_speciation	turnover
180	0	-99.46499	-104.9526	5.487611	0.1175661	0.0121754	0.0375118	0.0375118	0.0375118	0.0375118	0.0375118	0.0375118	0.0375118	0.0375118	0.0375118	0.0375118	0.0375118	0.0375118	0.0375118	0.0375118	0.0375118	0.0375118	0.0375118	0.0375118	0.0375118	0.0375118	0.0375118	0.0375118	0.0375118	0.002036989	0.117566	0.1175661	0.3190702
181	1	-95.17187	-100.5535	5.381638	0.1295948	0.007755355	0.00652005	0.00652005	0.00652005	0.00652005	0.00652005	0.00652005	0.00652005	0.00652005	0.00652005	0.00652005	0.00652005	0.00652005	0.00652005	0.00652005	0.00652005	0.00652005	0.00652005	0.00652005	0.00652005	0.00652005	0.00652005	0.00652005	0.00652005	0.001068434	0.129595	0.1295948	0.05031106
182	0	-95.28322	-100.8251	5.541848	0.1175661	0.006826188	0.00363392	0.00363392	0.00363392	0.00363392	0.00363392	0.00363392	0.00363392	0.00363392	0.00363392	0.00363392	0.00363392	0.00363392	0.00363392	0.00363392	0.00363392	0.00363392	0.00363392	0.00363392	0.00363392	0.00363392	0.00363392	0.00363392	0.00363392	0.001962484	0.117566	0.1175661	0.03090961
183	1	-97.13548	-102.9864	5.850954	0.09681565	0.004510312	0.00531031	0.00531031	0.00531031	0.00531031	0.00531031	0.00531031	0.00531031	0.00531031	0.00531031	0.00531031	0.00531031	0.00531031	0.00531031	0.00531031	0.00531031	0.00531031	0.00531031	0.00531031	0.00531031	0.00531031	0.00531031	0.00531031	0.00531031	0.0009448618	0.0968157	0.09681565	0.05484974
184	0	-95.81341	-101.2744	5.460949	0.1219951	0.007557435	0.00768428	0.00768428	0.00768428	0.00768428	0.00768428	0.00768428	0.00768428	0.00768428	0.00768428	0.00768428	0.00768428	0.00768428	0.00768428	0.00768428	0.00768428	0.00768428	0.00768428	0.00768428	0.00768428	0.00768428	0.00768428	0.00768428	0.00768428	0.003435201	0.121995	0.1219951	0.06298848
185	1	-95.65562	-100.7928	5.137136	0.1515287	0.002839381	0.0306022	0.0306022	0.0306022	0.0306022	0.0306022	0.0306022	0.0306022	0.0306022	0.0306022	0.0306022	0.0306022	0.0306022	0.0306022	0.0306022	0.0306022	0.0306022	0.0306022	0.0306022	0.0306022	0.0306022	0.0306022	0.0306022	0.0306022	0.001284739	0.151529	0.1515287	0.2019567
186	0	-97.34914	-102.598	5.248878	0.1427299	0.001198711	0.0233755	0.0233755	0.0233755	0.0233755	0.0233755	0.0233755	0.0233755	0.0233755	0.0233755	0.0233755	0.0233755	0.0233755	0.0233755	0.0233755	0.0233755	0.0233755	0.0233755	0.0233755	0.0233755	0.0233755	0.0233755	0.0233755	0.0233755	0.003444659	0.14273	0.1427299	0.1637744
187	1	-96.81653	-101.9636	5.147106	0.1515287	0.001246956	0.0362095	0.0362095	0.0362095	0.0362095	0.0362095	0.0362095	0.0362095	0.0362095	0.0362095	0.0362095	0.0362095	0.0362095	0.0362095	0.0362095	0.0362095	0.0362095	0.0362095	0.0362095	0.0362095	0.0362095	0.0362095	0.0362095	0.0362095	0.001880196	0.151529	0.1515287	0.2389611
188	0	-97.46574	-102.1947	4.728955	0.1823999	0.001300836	0.074443	0.074443	0.074443	0.074443	0.074443	0.074443	0.074443	0.074443	0.074443	0.074443	0.074443	0.074443	0.074443	0.074443	0.074443	0.074443	0.074443	0.074443	0.074443	0.074443	0.074443	0.074443	0.074443	0.002614087	0.1824	0.1823999	0.4081308
189	1	-99.08319	-104.2295	5.146289	0.1515287	0.0006822145	0.0124556	0.0124556	0.0124556	0.0124556	0.0124556	0.0124556	0.0124556	0.0124556	0.0124556	0.0124556	0.0124556	0.0124556	0.0124556	0.0124556	0.0124556	0.0124556	0.0124556	0.0124556	0.0124556	0.0124556	0.0124556	0.0124556	0.0124556	0.002526649	0.151529	0.1515287	0.08219988
190	0	-97.62918	-103.1141	5.484949	0.1227384	0.002039003	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.019139	0.005565764	0.122738	0.1227384	0.155933
191	1	-99.89591	-104.4703	4.574425	0.1939569	0.0004587013	0.0959902	0.0959902	0.0959902	0.0959902	0.0959902	0.0959902	0.0959902	0.0959902	0.0959902	0.0959902	0.0959902	0.0959902	0.0959902	0.0959902	0.0959902	0.0959902	0.0959902	0.0959902	0.0959902	0.0959902	0.0959902	0.0959902	0.0959902	0.003550106	0.193957	0.1939569	0.494905
192	0	-96.91529	-102.4268	5.511556	0.1227384	0.002023588	0.0222715	0.0222715	0.0222715	0.0222715	0.0222715	0.0222715	0.0222715	0.0222715	0.0222715	0.0222715	0.0222715	0.0222715	0.0222715	0.0222715	0.0222715	0.0222715	0.0222715	0.0222715	0.0222715	0.0222715	0.0222715	0.0222715	0.0222715	0.002920434	0.122738	0.1227384	0.1814551
193	1	-96.88485	-101.8569	4.972092	0.1641999	0.001989951	0.0700135	0.0700135	0.0700135	0.0700135	0.0700135	0.0700135	0.0700135	0.0700135	0.0700135	0.0700135	0.0700135	0.0700135	0.0700135	0.0700135	0.0700135	0.0700135	0.0700135	0.0700135	0.0700135	0.0700135	0.0700135	0.0700135	0.0700135	0.001798728	0.1642	0.1641999	0.4263917
194	0	-97.44757	-102.466	5.018456	0.1575238	0.004410029	0.016766	0.016766	0.016766	0.016766	0.016766	0.016766	0.016766	0.016766	0.016766	0.016766	0.016766	0.016766	0.016766	0.016766	0.016766	0.016766	0.016766	0.016766	0.016766	0.016766	0.016766	0.016766	0.016766	0.003614715	0.157524	0.1575238	0.1064347
195	1	-97.61393	-102.5828	4.968824	0.1641999	0.001326916	0.0375386	0.0375386	0.0375386	0.0375386	0.0375386	0.0375386	0.0375386	0.0375386	0.0375386	0.0375386	0.0375386	0.0375386	0.0375386	0.0375386	0.0375386	0.0375386	0.0375386	0.0375386	0.0375386	0.0375386	0.0375386	0.0375386	0.0375386	0.002788589	0.1642	0.1641999	0.2286154
196	0	-95.61903	-100.4924	4.873372	0.1696819	0.005123693	0.065737	0.065737	0.065737	0.065737	0.065737	0.065737	0.065737	0.065737	0.065737	0.065737	0.065737	0.065737	0.065737	0.065737	0.065737	0.065737	0.065737	0.065737	0.065737	0.065737	0.065737	0.065737	0.065737	0.00125153	0.169682	0.1696819	0.3874128
197	1	-96.83295	-101.7446	4.911653	0.1641999	0.006783416	0.0723226	0.0723226	0.0723226	0.0723226	0.0723226	0.0723226	0.0723226	0.0723226	0.0723226	0.0723226	0.0723226	0.0723226	0.0723226	0.0723226	0.0723226	0.0723226	0.0723226	0.0723226	0.0723226	0.0723226	0.0723226	0.0723226	0.0723226	0.003049203	0.1642	0.1641999	0.4404544
198	0	-98.73108	-103.5134	4.782341	0.1696819	0.009604932	0.0862885	0.0862885	0.0862885	0.0862885	0.0862885	0.0862885	0.0862885	0.0862885	0.0862885	0.0862885	0.0862885	0.0862885	0.0862885	0.0862885	0.0862885	0.0862885	0.0862885	0.0862885	0.0862885	0.0862885	0.0862885	0.0862885	0.0862885	0.005873352	0.169682	0.1696819	0.5085308
199	1	-96.65958	-101.5913	4.931681	0.1641999	0.005228327	0.0727478	0.0727478	0.0727478	0.0727478	0.0727478	0.0727478	0.0727478	0.0727478	0.0727478	0.0727478	0.0727478	0.0727478	0.0727478	0.0727478	0.0727478	0.0727478	0.0727478	0.0727478	0.0727478	0.0727478	0.0727478	0.0727478	0.0727478	0.002601432	0.1642	0.1641999	0.4430438
200	0	-98.13395	-103.0328	4.898859	0.159419	0.008829842	0.0348236	0.0348236	0.0348236	0.0348236	0.0348236	0.0348236	0.0348236	0.0348236	0.0348236	0.0348236	0.0348236	0.0348236	0.0348236	0.0348236	0.0348236	0.0348236	0.0348236	0.0348236	0.0348236	0.0348236	0.0348236	0.0348236	0.0348236	0.008635971	0.159419	0.159419	0.2184408
201	1	-97.43602	-102.4566	5.020548	0.1507986	0.009536302	0.0353836	0.0353836	0.0353836	0.0353836	0.0353836	0.0353836	0.0353836	0.0353836	0.0353836	0.0353836	0.0353836	0.0353836	0.0353836	0.0353836	0.0353836	0.0353836	0.0353836	0.0353836	0.0353836	0.0353836	0.0353836	0.0353836	0.0353836	0.007216957	0.150799	0.1507986	0.2346415
202	0	-99.2679	-103.8933	4.625355	0.1754026	0.01719028	0.052511	0.052511	0.052511	0.052511	0.052511	0.052511	0.052511	0.052511	0.052511	0.052511	0.052511	0.052511	0.052511	0.052511	0.052511	0.052511	0.052511	0.052511	0.052511	0.052511	0.052511	0.052511	0.052511	0.006383946	0.175403	0.1754026	0.2993744
203	1	-98.17651	-103.1574	4.980903	0.1507986	0.0158613	0.026257	0.026257	0.026257	0.026257	0.026257	0.026257	0.026257	0.026257	0.026257	0.026257	0.026257	0.026257	0.026257	0.026257	0.026257	0.026257	0.026257	0.026257	0.026257	0.026257	0.026257	0.026257	0.026257	0.004856507	0.150799	0.1507986	0.1741199
204	0	-99.47361	-104.1301	4.656457	0.1754026	0.01328317	0.090158	0.090158	0.090158	0.090158	0.090158	0.090158	0.090158	0.090158	0.090158	0.090158	0.090158	0.090158	0.090158	0.090158	0.090158	0.090158	0.090158	0.090158	0.090158	0.090158	0.090158	0.090158	0.090158	0.007180902	0.175403	0.1754026	0.5140063
205	1	-98.96096	-103.9026	4.941666	0.1507986	0.01937711	0.0309427	0.0309427	0.0309427	0.0309427	0.0309427	0.0309427	0.0309427	0.0309427	0.0309427	0.0309427	0.0309427	0.0309427	0.0309427	0.0309427	0.0309427	0.0309427	0.0309427	0.0309427	0.0309427	0.0309427	0.0309427	0.0309427	0.0309427	0.005264387	0.150799	0.1507986	0.2051924
206	0	-97.87883	-102.5824	4.703601	0.1754026	0.009982785	0.0811295	0.0811295	0.0811295	0.0811295	0.0811295	0.0811295	0.0811295	0.0811295	0.0811295	0.0811295	0.0811295	0.0811295	0.0811295	0.0811295	0.0811295	0.0811295	0.0811295	0.0811295	0.0811295	0.0811295	0.0811295	0.0811295	0.0811295	0.005766867	0.175403	0.1754026	0.4625333
207	1	-97.21807	-102.2985	5.08045	0.1507986	0.005318935	0.0179217	0.0179217	0.0179217	0.0179217	0.0179217	0.0179217	0.0179217	0.0179217	0.0179217	0.0179217	0.0179217	0.0179217	0.0179217	0.0179217	0.0179217	0.0179217	0.0179217	0.0179217	0.0179217	0.0179217	0.0179217	0.0179217	0.0179217	0.005444119	0.150799	0.1507986	0.118845
208	0	-97.64276	-102.3846	4.74188	0.1754026	0.006508362	0.0845699	0.0845699	0.0845699	0.0845699	0.0845699	0.0845699	0.0845699	0.0845699	0.0845699	0.0845699	0.0845699	0.0845699	0.0845699	0.0845699	0.0845699	0.0845699	0.0845699	0.0845699	0.0845699	0.0845699	0.0845699	0.0845699	0.0845699	0.005413389	0.175403	0.1754026	0.4821473
209	1	-95.23507	-100.6724	5.437322	0.1267885	0.00502489	0.00226079	0.00226079	0.00226079	0.00226079	0.00226079	0.00226079	0.00226079	0.00226079	0.00226079	0.00226079	0.00226079	0.00226079	0.00226079	0.00226079	0.00226079	0.00226079	0.00226079	0.00226079	0.00226079	0.00226079	0.00226079	0.00226079	0.00226079	0.001960013	0.126789	0.1267885	0.01783121
210	0	-96.80468	-101.7335	4.928852	0.1613744	0.006575406	0.0549448	0.0549448	0.0549448	0.0549448	0.0549448	0.0549448	0.0549448	0.0549448	0.0549448	0.0549448	0.0549448	0.0549448	0.0549448	0.0549448	0.0549448	0.0549448	0.0549448	0.0549448	0.0549448	0.0549448	0.0549448	0.0549448	0.0549448	0.005292393	0.161374	0.1613744	0.3404805
211	1	-96.72686	-102.1858	5.45893	0.1267885	0.001524172	0.00474441	0.00474441	0.00474441	0.00474441	0.00474441	0.00474441	0.00474441	0.00474441	0.00474441	0.00474441	0.00474441	0.00474441	0.00474441	0.00474441	0.00474441	0.00474441	0.00474441	0.00474441	0.00474441	0.00474441	0.00474441	0.00474441	0.00474441	0.003299923	0.126789	0.1267885	0.03741988
212	0	-97.04022	-101.9373	4.897049	0.1613744	0.01045029	0.0435969	0.0435969	0.0435969	0.0435969	0.0435969	0.0435969	0.0435969	0.0435969	0.0435969	0.0435969	0.0435969	0.0435969	0.0435969	0.0435969	0.0435969	0.0435969	0.0435969	0.0435969	0.0435969	0.0435969	0.0435969	0.0435969	0.0435969	0.0045978	0.161374	0.1613744	0.2701601
213	1	-96.09541	-101.5038	5.408435	0.1249359	0.008042922	0.00780105	0.00780105	0.00780105	0.00780105	0.00780105	0.00780105	0.00780105	0.00780105	0.00780105	0.00780105	0.00780105	0.00780105	0.00780105	0.00780105	0.00780105	0.00780105	0.00780105	0.00780105	0.00780105	0.00780105	0.00780105	0.00780105	0.00780105	0.004292737	0.124936	0.1249359	0.06244041
214	0	-98.20936	-103.1166	4.907259	0.1613744	0.007152951	0.0253483	0.0253483	0.0253483	0.0253483	0.0253483	0.0253483	0.0253483	0.0253483	0.0253483	0.0253483	0.0253483	0.0253483	0.0253483	0.0253483	0.0253483	0.0253483	0.0253483	0.0253483	0.0253483	0.0253483	0.0253483	0.0253483	0.0253483	0.006874158	0.161374	0.1613744	0.1570773
215	1	-98.29896	-103.6839	5.384955	0.1249359	0.007361605	0.0316907	0.0316907	0.0316907	0.0316907	0.0316907	0.0316907	0.0316907	0.0316907	0.0316907	0.0316907	0.0316907	0.0316907	0.0316907	0.0316907	0.0316907	0.0316907	0.0316907	0.0316907	0.0316907	0.0316907	0.0316907	0.0316907	0.0316907	0.007322134	0.124936	0.1249359	0.2536555
216	0	-98.01667	-103.7333	5.716661	0.09945247	0.01062846	0.00208581	0.00208581	0.00208581	0.00208581	0.00208581	0.00208581	0.00208581	0.00208581	0.00208581	0.00208581	0.00208581	0.00208581	0.00208581	0.00208581	0.00208581	0.00208581	0.00208581	0.00208581	0.00208581	0.00208581	0.00208581	0.00208581	0.00208581	0.00475172	0.0994525	0.09945247	0.02097296
217	1	-96.37935	-101.8523	5.47296	0.1191434	0.01024455	0.0106923	0.0106923	0.0106923	0.0106923	0.0106923	0.0106923	0.0106923	0.0106923	0.0106923	0.0106923	0.0106923	0.0106923	0.0106923	0.0106923	0.0106923	0.0106923	0.0106923	0.0106923	0.0106923	0.0106923	0.0106923	0.0106923	0.0106923	0.003336759	0.119143	0.1191434	0.08974311
218	0	-98.43199	-104.12	5.687968	0.09945247	0.01263451	0.000590072	0.000590072	0.000590072	0.000590072	0.000590072	0.000590072	0.000590072	0.000590072	0.000590072	0.000590072	0.000590072	0.000590072	0.000590072	0.000590072	0.000590072	0.000590072	0.000590072	0.000590072	0.000590072	0.000590072	0.000590072	0.000590072	0.000590072	0.005614986	0.0994525	0.09945247	0.005933206
219	1	-100.1484	-105.4924	5.34401	0.1232268	0.00418218	0.00288015	0.00288015	0.00288015	0.00288015	0.00288015	0.00288015	0.00288015	0.00288015	0.00288015	0.00288015	0.00288015	0.00288015	0.00288015	0.00288015	0.00288015	0.00288015	0.00288015	0.00288015	0.00288015	0.00288015	0.00288015	0.00288015	0.00288015	0.01686732	0.123227	0.1232268	0.02337271
220	0	-97.96996	-103.6943	5.724365	0.09945247	0.01073262	0.00352376	0.00352376	0.00352376	0.00352376	0.00352376	0.00352376	0.00352376	0.00352376	0.00352376	0.00352376	0.00352376	0.00352376	0.00352376	0.00352376	0.00352376	0.00352376	0.00352376	0.00352376	0.00352376	0.00352376	0.00352376	0.00352376	0.00352376	0.003877142	0.0994525	0.09945247	0.03543159
221	1	-101.3117	-106.3762	5.064499	0.1309985	0.02103377	0.0165294	0.0165294	0.0165294	0.0165294	0.0165294	0.0165294	0.0165294	0.0165294	0.0165294	0.0165294	0.0165294	0.0165294	0.0165294	0.0165294	0.0165294	0.0165294	0.0165294	0.0165294	0.0165294	0.0165294	0.0165294	0.0165294	0.0165294	0.01763837	0.130999	0.1309985	0.1261798
222	0	-95.59012	-100.9794	5.389267	0.1283563	0.006761411	0.00826801	0.00826801	0.00826801	0.00826801	0.00826801	0.00826801	0.00826801	0.00826801	0.00826801	0.00826801	0.00826801	0.00826801	0.00826801	0.00826801	0.00826801	0.00826801	0.00826801	0.00826801	0.00826801	0.00826801	0.00826801	0.00826801	0.00826801	0.002945437	0.128356	0.1283563	0.06441456
223	1	-97.82928	-103.1255	5.296208	0.1309985	0.005896594	0.00361232	0.00361232	0.00361232	0.00361232	0.00361232	0.00361232	0.00361232	0.00361232	0.00361232	0.00361232	0.00361232	0.00361232	0.00361232	0.00361232	0.00361232	0.00361232	0.00361232	0.00361232	0.00361232	0.00361232	0.00361232	0.00361232	0.00361232	0.009604666	0.130999	0.1309985	0.02757531
224	0	-96.6402	-101.9969	5.356743	0.1283563	0.008567299	0.024269	0.024269	0.024269	0.024269	0.024269	0.024269	0.024269	0.024269	0.024269	0.024269	0.024269	0.024269	0.024269	0.024269	0.024269	0.024269	0.024269	0.024269	0.024269	0.024269	0.024269	0.024269	0.024269	0.004391945	0.128356	0.1283563	0.1890751
225	1	-95.50798	-100.8636	5.355578	0.1309985	0.007172274	0.0157406	0.0157406	0.0157406	0.0157406	0.0157406	0.0157406	0.0157406	0.0157406	0.0157406	0.0157406	0.0157406	0.0157406	0.0157406	0.0157406	0.0157406	0.0157406	0.0157406	0.0157406	0.0157406	0.0157406	0.0157406	0.0157406	0.0157406	0.002391991	0.130999	0.1309985	0.1201583
226	0	-96.77974	-102.2053	5.425521	0.1283563	0.00463289	0.0392299	0.0392299	0.0392299	0.0392299	0.0392299	0.0392299	0.0392299	0.0392299	0.0392299	0.0392299	0.0392299	0.0392299	0.0392299	0.0392299	0.0392299	0.0392299	0.0392299	0.0392299	0.0392299	0.0392299	0.0392299	0.0392299	0.0392299	0.001448593	0.128356	0.1283563	0.305633
227	1	-95.91197	-101.2433	5.33135	0.1340594	0.00508714	0.0298575	0.0298575	0.0298575	0.0298575	0.0298575	0.0298575	0.0298575	0.0298575	0.0298575	0.0298575	0.0298575	0.0298575	0.0298575	0.0298575	0.0298575	0.0298575	0.0298575	0.0298575	0.0298575	0.0298575	0.0298575	0.0298575	0.0298575	0.002832035	0.134059	0.1340594	0.2227182
228	0	-95.09677	-100.677	5.580278	0.1184764	0.003392883	0.0114122	0.0114122	0.0114122	0.0114122	0.0114122	0.0114122	0.0114122	0.0114122	0.0114122	0.0114122	0.0114122	0.0114122	0.0114122	0.0114122	0.0114122	0.0114122	0.0114122	0.0114122	0.0114122	0.0114122	0.0114122	0.0114122	0.0114122	0.0003431061	0.118476	0.1184764	0.09632466
229	1	-95.32011	-100.8095	5.489407	0.1237406	0.003721359	0.00641356	0.00641356	0.00641356	0.00641356	0.00641356	0.00641356	0.00641356	0.00641356	0.00641356	0.00641356	0.00641356	0.00641356	0.00641356	0.00641356	0.00641356	0.00641356	0.00641356	0.00641356	0.00641356	0.00641356	0.00641356	0.00641356	0.00641356	0.002105706	0.123741	0.1237406	0.05183068
230	0	-95.36285	-100.7545	5.391651	0.1295075	0.007487601	0.025988	0.025988	0.025988	0.025988	0.025988	0.025988	0.025988	0.025988	0.025988	0.025988	0.025988	0.025988	0.025988	0.025988	0.025988	0.025988	0.025988	0.025988	0.025988	0.025988	0.025988	0.025988	0.025988	0.0004508254	0.129508	0.1295075	0.2006681
231	1	-95.15363	-100.6139	5.460313	0.1237406	0.007244555	0.00663025	0.00663025	0.00663025	0.00663025	0.00663025	0.00663025	0.00663025	0.00663025	0.00663025	0.00663025	0.00663025	0.00663025	0.00663025	0.00663025	0.00663025	0.00663025	0.00663025	0.00663025	0.00663025	0.00663025	0.00663025	0.00663025	0.00663025	0.001491945	0.123741	0.1237406	0.05358184
232	0	-98.99088	-103.9901	4.999265	0.1548909	0.01262866	0.000626343	0.000626343	0.000626343	0.000626343	0.000626343	0.000626343	0.000626343	0.000626343	0.000626343	0.000626343	0.000626343	0.000626343	0.000626343	0.000626343	0.000626343	0.000626343	0.000626343	0.000626343	0.000626343	0.000626343	0.000626343	0.000626343	0.000626343	0.0008143427	0.154891	0.1548909	0.004043767
233	1	-97.71103	-102.713	5.001972	0.1504176	0.01737887	0.0361891	0.0361891	0.0361891	0.0361891	0.0361891	0.0361891	0.0361891	0.0361891	0.0361891	0.0361891	0.0361891	0.0361891	0.0361891	0.0361891	0.0361891	0.0361891	0.0361891	0.0361891	0.0361891	0.0361891	0.0361891	0.0361891	0.0361891	0.001738253	0.150418	0.1504176	0.2405911
234	0	-95.89101	-100.9227	5.031662	0.1548909	0.009533865	0.0295718	0.0295718	0.0295718	0.0295718	0.0295718	0.0295718	0.0295718	0.0295718	0.0295718	0.0295718	0.0295718	0.0295718	0.0295718	0.0295718	0.0295718	0.0295718	0.0295718	0.0295718	0.0295718	0.0295718	0.0295718	0.0295718	0.0295718	0.0006693744	0.154891	0.1548909	0.1909203
235	1	-96.83027	-101.8767	5.046396	0.1504176	0.01357018	0.0242512	0.0242512	0.0242512	0.0242512	0.0242512	0.0242512	0.0242512	0.0242512	0.0242512	0.0242512	0.0242512	0.0242512	0.0242512	0.0242512	0.0242512	0.0242512	0.0242512	0.0242512	0.0242512	0.0242512	0.0242512	0.0242512	0.0242512	0.001104571	0.150418	0.1504176	0.1612259
236	0	-94.85545	-100.1782	5.322768	0.1374852	0.003903706	0.0230521	0.0230521	0.0230521	0.0230521	0.0230521	0.0230521	0.0230521	0.0230521	0.0230521	0.0230521	0.0230521	0.0230521	0.0230521	0.0230521	0.0230521	0.0230521	0.0230521	0.0230521	0.0230521	0.0230521	0.0230521	0.0230521	0.0230521	0.0003208775	0.137485	0.1374852	0.1676695
237	1	-95.20962	-100.3349	5.125294	0.1504176	0.0064337	0.0456575	0.0456575	0.0456575	0.0456575	0.0456575	0.0456575	0.0456575	0.0456575	0.0456575	0.0456575	0.0456575	0.0456575	0.0456575	0.0456575	0.0456575	0.0456575	0.0456575	0.0456575	0.0456575	0.0456575	0.0456575	0.0456575	0.0456575	0.0003512127	0.150418	0.1504176	0.3035384
238	0	-95.51754	-101.1387	5.621148	0.1111877	0.009060461	0.00550833	0.00550833	0.00550833	0.00550833	0.00550833	0.00550833	0.00550833	0.00550833	0.00550833	0.00550833	0.00550833	0.00550833	0.00550833	0.00550833	0.00550833	0.00550833	0.00550833	0.00550833	0.00550833	0.00550833	0.00550833	0.00550833	0.00550833	0.0002750507	0.111188	0.1111877	0.04954079
239	1	-95.03561	-100.1726	5.136959	0.1504176	0.005346954	0.0429663	0.0429663	0.0429663	0.0429663	0.0429663	0.0429663	0.0429663	0.0429663	0.0429663	0.0429663	0.0429663	0.0429663	0.0429663	0.0429663	0.0429663	0.0429663	0.0429663	0.0429663	0.0429663	0.0429663	0.0429663	0.0429663	0.0429663	0.0002714794	0.150418	0.1504176	0.2856468
240	0	-96.21923	-101.9462	5.726949	0.1086173	0.001927946	0.00848733	0.00848733	0.00848733	0.00848733	0.00848733	0.00848733	0.00848733	0.00848733	0.00848733	0.00848733	0.00848733	0.00848733	0.00848733	0.00848733	0.00848733	0.00848733	0.00848733	0.00848733	0.00848733	0.00848733	0.00848733	0.00848733	0.00848733	0.0002434395	0.108617	0.1086173	0.07813974
241	1	-97.17648	-102.1772	5.00068	0.1568086	0.0104188	0.0143635	0.0143635	0.0143635	0.0143635	0.0143635	0.0143635	0.0143635	0.0143635	0.0143635	0.0143635	0.0143635	0.0143635	0.0143635	0.0143635	0.0143635	0.0143635	0.0143635	0.0143635	0.0143635	0.0143635	0.0143635	0.0143635	0.0143635	0.0003341618	0.156809	0.1568086	0.09159875
242	0	-98.55156	-103.0303	4.478698	0.2014606	0.002469105	0.0590898	0.0590898	0.0590898	0.0590898	0.0590898	0.0590898	0.0590898	0.0590898	0.0590898	0.0590898	0.0590898	0.0590898	0.0590898	0.0590898	0.0590898	0.0590898	0.0590898	0.0590898	0.0590898	0.0590898	0.0590898	0.0590898	0.0590898	0.001140228	0.201461	0.2014606	0.2933068
243	1	-96.24684	-101.2771	5.030254	0.1531835	0.01225234	0.0310452	0.0310452	0.0310452	0.0310452	0.0310452	0.0310452	0.0310452	0.0310452	0.0310452	0.0310452	0.0310452	0.0310452	0.0310452	0.0310452	0.0310452	0.0310452	0.0310452	0.0310452	0.0310452	0.0310452	0.0310452	0.0310452	0.0310452	0.0003607624	0.153184	0.1531835	0.2026665
244	0	-96.6084	-101.8218	5.213373	0.1469988	0.00125401	0.0388783	0.0388783	0.0388783	0.0388783	0.0388783	0.0388783	0.0388783	0.0388783	0.0388783	0.0388783	0.0388783	0.0388783	0.0388783	0.0388783	0.0388783	0.0388783	0.0388783	0.0388783	0.0388783	0.0388783	0.0388783	0.0388783	0.0388783	0.001266632	0.146999	0.1469988	0.2644802
245	1	-97.5314	-102.568	5.036575	0.1531835	0.01053143	0.0675482	0.0675482	0.0675482	0.0675482	0.0675482	0.0675482	0.0675482	0.0675482	0.0675482	0.0675482	0.0675482	0.0675482	0.0675482	0.0675482	0.0675482	0.0675482	0.0675482	0.0675482	0.0675482	0.0675482	0.0675482	0.0675482	0.0675482	0.001449615	0.153184	0.1531835	0.4409624
246	0	-98.55035	-103.5813	5.030959	0.1469988	0.01912994	0.0161897	0.0161897	0.0161897	0.0161897	0.0161897	0.0161897	0.0161897	0.0161897	0.0161897	0.0161897	0.0161897	0.0161897	0.0161897	0.0161897	0.0161897	0.0161897	0.0161897	0.0161897	0.0161897	0.0161897	0.0161897	0.0161897	0.0161897	0.001632041	0.146999	0.1469988	0.1101348
247	1	-97.45507	-102.7277	5.272654	0.1337169	0.01293523	0.0408133	0.0408133	0.0408133	0.0408133	0.0408133	0.0408133	0.0408133	0.0408133	0.0408133	0.0408133	0.0408133	0.0408133	0.0408133	0.0408133	0.0408133	0.0408133	0.0408133	0.0408133	0.0408133	0.0408133	0.0408133	0.0408133	0.0408133	0.001308774	0.133717	0.1337169	0.3052221
248	0	-95.63846	-100.488	4.849517	0.1714667	0.005084677	0.0667924	0.0667924	0.0667924	0.0667924	0.0667924	0.0667924	0.0667924	0.0667924	0.0667924	0.0667924	0.0667924	0.0667924	0.0667924	0.0667924	0.0667924	0.0667924	0.0667924	0.0667924	0.0667924	0.0667924	0.0667924	0.0667924	0.0667924	0.001304186	0.171467	0.1714667	0.389536
249	1	-96.74134	-101.9947	5.253374	0.1337169	0.01452254	0.0134558	0.0134558	0.0134558	0.0134558	0.0134558	0.0134558	0.0134558	0.0134558	0.0134558	0.0134558	0.0134558	0.0134558	0.0134558	0.0134558	0.0134558	0.0134558	0.0134558	0.0134558	0.0134558	0.0134558	0.0134558	0.0134558	0.0134558	0.001649421	0.133717	0.1337169	0.1006292
250	0	-96.01	-100.9639	4.953866	0.161356	0.008207217	0.062854	0.062854	0.062854	0.062854	0.062854	0.062854	0.062854	0.062854	0.062854	0.062854	0.062854	0.062854	0.062854	0.062854	0.062854	0.062854	0.062854	0.062854	0.062854	0.062854	0.062854	0.062854	0.062854	0.001183667	0.161356	0.161356	0.389536
251	1	-96.66787	-101.9964	5.328528	0.1337169	0.006875131	0.0425476	0.0425476	0.0425476	0.0425476	0.0425476	0.0425476	0.0425476	0.0425476	0.0425476	0.0425476	0.0425476	0.0425476	0.0425476	0.0425476	0.0425476	0.0425476	0.0425476	0.0425476	0.0425476	0.0425476	0.0425476	0.0425476	0.0425476	0.001781462	0.133717	0.1337169	0.3181914
