Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	gamma	speciation_rates[1]	total_speciation	turnover
3211	1	-101.8315	-107.4438	5.612282	0.1064088	0.003103357	0.0185042	0.0185042	0.0185042	0.0185042	0.0185042	0.0185042	0.0185042	0.0185042	0.0185042	0.0185042	0.0185042	0.0185042	0.0185042	0.0185042	0.0185042	0.0185042	0.0185042	0.0185042	0.0185042	0.0185042	0.0185042	0.0185042	0.0185042	0.01346985	0.106409	0.1064088	0.173897
3212	0	-98.37348	-103.2007	4.827221	0.1619591	0.01527183	0.0573697	0.0573697	0.0573697	0.0573697	0.0573697	0.0573697	0.0573697	0.0573697	0.0573697	0.0573697	0.0573697	0.0573697	0.0573697	0.0573697	0.0573697	0.0573697	0.0573697	0.0573697	0.0573697	0.0573697	0.0573697	0.0573697	0.0573697	0.005981954	0.161959	0.1619591	0.3542234
3213	1	-100.5331	-106.1196	5.586473	0.1064088	0.004990152	0.0100426	0.0100426	0.0100426	0.0100426	0.0100426	0.0100426	0.0100426	0.0100426	0.0100426	0.0100426	0.0100426	0.0100426	0.0100426	0.0100426	0.0100426	0.0100426	0.0100426	0.0100426	0.0100426	0.0100426	0.0100426	0.0100426	0.0100426	0.01416388	0.106409	0.1064088	0.09437768
3214	0	-96.56918	-101.3851	4.815964	0.1703828	0.006949408	0.0603536	0.0603536	0.0603536	0.0603536	0.0603536	0.0603536	0.0603536	0.0603536	0.0603536	0.0603536	0.0603536	0.0603536	0.0603536	0.0603536	0.0603536	0.0603536	0.0603536	0.0603536	0.0603536	0.0603536	0.0603536	0.0603536	0.0603536	0.004235121	0.170383	0.1703828	0.3542234
3215	1	-97.12685	-102.4123	5.285479	0.1315065	0.009250248	0.0217696	0.0217696	0.0217696	0.0217696	0.0217696	0.0217696	0.0217696	0.0217696	0.0217696	0.0217696	0.0217696	0.0217696	0.0217696	0.0217696	0.0217696	0.0217696	0.0217696	0.0217696	0.0217696	0.0217696	0.0217696	0.0217696	0.0217696	0.006648824	0.131506	0.1315065	0.1655403
3216	0	-96.87649	-101.7113	4.834816	0.1703828	0.004260247	0.0639945	0.0639945	0.0639945	0.0639945	0.0639945	0.0639945	0.0639945	0.0639945	0.0639945	0.0639945	0.0639945	0.0639945	0.0639945	0.0639945	0.0639945	0.0639945	0.0639945	0.0639945	0.0639945	0.0639945	0.0639945	0.0639945	0.0639945	0.005039054	0.170383	0.1703828	0.3755927
3217	1	-99.28855	-104.3195	5.030965	0.1449837	0.009485745	0.0255282	0.0255282	0.0255282	0.0255282	0.0255282	0.0255282	0.0255282	0.0255282	0.0255282	0.0255282	0.0255282	0.0255282	0.0255282	0.0255282	0.0255282	0.0255282	0.0255282	0.0255282	0.0255282	0.0255282	0.0255282	0.0255282	0.0255282	0.01395371	0.144984	0.1449837	0.1760761
3218	0	-96.71725	-101.5445	4.827256	0.1703828	0.005521807	0.0675093	0.0675093	0.0675093	0.0675093	0.0675093	0.0675093	0.0675093	0.0675093	0.0675093	0.0675093	0.0675093	0.0675093	0.0675093	0.0675093	0.0675093	0.0675093	0.0675093	0.0675093	0.0675093	0.0675093	0.0675093	0.0675093	0.0675093	0.004533522	0.170383	0.1703828	0.3962215
3219	1	-100.8761	-105.8098	4.933678	0.1449837	0.0156477	0.0383229	0.0383229	0.0383229	0.0383229	0.0383229	0.0383229	0.0383229	0.0383229	0.0383229	0.0383229	0.0383229	0.0383229	0.0383229	0.0383229	0.0383229	0.0383229	0.0383229	0.0383229	0.0383229	0.0383229	0.0383229	0.0383229	0.0383229	0.01752044	0.144984	0.1449837	0.2643258
3220	0	-97.82662	-102.6113	4.784641	0.1711955	0.00575859	0.0727188	0.0727188	0.0727188	0.0727188	0.0727188	0.0727188	0.0727188	0.0727188	0.0727188	0.0727188	0.0727188	0.0727188	0.0727188	0.0727188	0.0727188	0.0727188	0.0727188	0.0727188	0.0727188	0.0727188	0.0727188	0.0727188	0.0727188	0.007478198	0.171196	0.1711955	0.4247705
3221	1	-101.6372	-106.5467	4.909534	0.1449837	0.01378193	0.0356957	0.0356957	0.0356957	0.0356957	0.0356957	0.0356957	0.0356957	0.0356957	0.0356957	0.0356957	0.0356957	0.0356957	0.0356957	0.0356957	0.0356957	0.0356957	0.0356957	0.0356957	0.0356957	0.0356957	0.0356957	0.0356957	0.0356957	0.02180063	0.144984	0.1449837	0.2462052
3222	0	-97.32131	-102.0852	4.763868	0.1711955	0.009529396	0.0620379	0.0620379	0.0620379	0.0620379	0.0620379	0.0620379	0.0620379	0.0620379	0.0620379	0.0620379	0.0620379	0.0620379	0.0620379	0.0620379	0.0620379	0.0620379	0.0620379	0.0620379	0.0620379	0.0620379	0.0620379	0.0620379	0.0620379	0.005784663	0.171196	0.1711955	0.3623805
3223	1	-99.91934	-104.9042	4.984849	0.1449837	0.02143904	0.043375	0.043375	0.043375	0.043375	0.043375	0.043375	0.043375	0.043375	0.043375	0.043375	0.043375	0.043375	0.043375	0.043375	0.043375	0.043375	0.043375	0.043375	0.043375	0.043375	0.043375	0.043375	0.043375	0.00661202	0.144984	0.1449837	0.2991716
3224	0	-100.2509	-104.8793	4.628346	0.1711955	0.02023454	0.0721322	0.0721322	0.0721322	0.0721322	0.0721322	0.0721322	0.0721322	0.0721322	0.0721322	0.0721322	0.0721322	0.0721322	0.0721322	0.0721322	0.0721322	0.0721322	0.0721322	0.0721322	0.0721322	0.0721322	0.0721322	0.0721322	0.0721322	0.008631663	0.171196	0.1711955	0.4213437
3225	1	-98.34463	-103.4193	5.074639	0.1449837	0.01245562	0.00910856	0.00910856	0.00910856	0.00910856	0.00910856	0.00910856	0.00910856	0.00910856	0.00910856	0.00910856	0.00910856	0.00910856	0.00910856	0.00910856	0.00910856	0.00910856	0.00910856	0.00910856	0.00910856	0.00910856	0.00910856	0.00910856	0.00910856	0.00661644	0.144984	0.1449837	0.06282468
3226	0	-98.8126	-103.5111	4.698551	0.1711955	0.01466355	0.0725951	0.0725951	0.0725951	0.0725951	0.0725951	0.0725951	0.0725951	0.0725951	0.0725951	0.0725951	0.0725951	0.0725951	0.0725951	0.0725951	0.0725951	0.0725951	0.0725951	0.0725951	0.0725951	0.0725951	0.0725951	0.0725951	0.0725951	0.007182232	0.171196	0.1711955	0.424048
3227	1	-99.341	-104.3574	5.016422	0.1449837	0.01346734	0.0429898	0.0429898	0.0429898	0.0429898	0.0429898	0.0429898	0.0429898	0.0429898	0.0429898	0.0429898	0.0429898	0.0429898	0.0429898	0.0429898	0.0429898	0.0429898	0.0429898	0.0429898	0.0429898	0.0429898	0.0429898	0.0429898	0.0429898	0.01142637	0.144984	0.1449837	0.2965147
3228	0	-99.43308	-103.784	4.350905	0.196213	0.01468665	0.0806765	0.0806765	0.0806765	0.0806765	0.0806765	0.0806765	0.0806765	0.0806765	0.0806765	0.0806765	0.0806765	0.0806765	0.0806765	0.0806765	0.0806765	0.0806765	0.0806765	0.0806765	0.0806765	0.0806765	0.0806765	0.0806765	0.0806765	0.008675949	0.196213	0.196213	0.4111678
3229	1	-98.18249	-103.2474	5.064948	0.1449837	0.01676649	0.0144832	0.0144832	0.0144832	0.0144832	0.0144832	0.0144832	0.0144832	0.0144832	0.0144832	0.0144832	0.0144832	0.0144832	0.0144832	0.0144832	0.0144832	0.0144832	0.0144832	0.0144832	0.0144832	0.0144832	0.0144832	0.0144832	0.0144832	0.003274658	0.144984	0.1449837	0.09989568
3230	0	-98.43632	-102.4416	4.005288	0.2275112	0.009894791	0.127498	0.127498	0.127498	0.127498	0.127498	0.127498	0.127498	0.127498	0.127498	0.127498	0.127498	0.127498	0.127498	0.127498	0.127498	0.127498	0.127498	0.127498	0.127498	0.127498	0.127498	0.127498	0.127498	0.006434709	0.227511	0.2275112	0.5604035
3231	1	-97.67235	-102.8074	5.135046	0.1449837	0.01013033	0.0569989	0.0569989	0.0569989	0.0569989	0.0569989	0.0569989	0.0569989	0.0569989	0.0569989	0.0569989	0.0569989	0.0569989	0.0569989	0.0569989	0.0569989	0.0569989	0.0569989	0.0569989	0.0569989	0.0569989	0.0569989	0.0569989	0.0569989	0.002900979	0.144984	0.1449837	0.3931397
3232	0	-98.23003	-102.2725	4.042466	0.22452	0.01305446	0.127371	0.127371	0.127371	0.127371	0.127371	0.127371	0.127371	0.127371	0.127371	0.127371	0.127371	0.127371	0.127371	0.127371	0.127371	0.127371	0.127371	0.127371	0.127371	0.127371	0.127371	0.127371	0.127371	0.003532519	0.22452	0.22452	0.5673048
3233	1	-96.85135	-101.9817	5.130361	0.1449837	0.009947813	0.0131157	0.0131157	0.0131157	0.0131157	0.0131157	0.0131157	0.0131157	0.0131157	0.0131157	0.0131157	0.0131157	0.0131157	0.0131157	0.0131157	0.0131157	0.0131157	0.0131157	0.0131157	0.0131157	0.0131157	0.0131157	0.0131157	0.0131157	0.003552047	0.144984	0.1449837	0.09046359
3234	0	-98.7221	-102.7414	4.019275	0.22452	0.01542222	0.119424	0.119424	0.119424	0.119424	0.119424	0.119424	0.119424	0.119424	0.119424	0.119424	0.119424	0.119424	0.119424	0.119424	0.119424	0.119424	0.119424	0.119424	0.119424	0.119424	0.119424	0.119424	0.119424	0.003483811	0.22452	0.22452	0.5319101
3235	1	-98.14634	-103.2038	5.057447	0.1449837	0.01231301	0.0351519	0.0351519	0.0351519	0.0351519	0.0351519	0.0351519	0.0351519	0.0351519	0.0351519	0.0351519	0.0351519	0.0351519	0.0351519	0.0351519	0.0351519	0.0351519	0.0351519	0.0351519	0.0351519	0.0351519	0.0351519	0.0351519	0.0351519	0.008478195	0.144984	0.1449837	0.242454
3236	0	-97.68259	-101.9002	4.217612	0.2188098	0.004950801	0.0881858	0.0881858	0.0881858	0.0881858	0.0881858	0.0881858	0.0881858	0.0881858	0.0881858	0.0881858	0.0881858	0.0881858	0.0881858	0.0881858	0.0881858	0.0881858	0.0881858	0.0881858	0.0881858	0.0881858	0.0881858	0.0881858	0.0881858	0.001710237	0.21881	0.2188098	0.4030249
3237	1	-95.89114	-101.0643	5.173178	0.1449837	0.005863817	0.0268716	0.0268716	0.0268716	0.0268716	0.0268716	0.0268716	0.0268716	0.0268716	0.0268716	0.0268716	0.0268716	0.0268716	0.0268716	0.0268716	0.0268716	0.0268716	0.0268716	0.0268716	0.0268716	0.0268716	0.0268716	0.0268716	0.0268716	0.003354285	0.144984	0.1449837	0.1853423
3238	0	-98.50656	-101.7068	3.200257	0.2904895	0.0119941	0.190424	0.190424	0.190424	0.190424	0.190424	0.190424	0.190424	0.190424	0.190424	0.190424	0.190424	0.190424	0.190424	0.190424	0.190424	0.190424	0.190424	0.190424	0.190424	0.190424	0.190424	0.190424	0.190424	0.001141269	0.290489	0.2904895	0.6555282
3239	1	-96.97842	-102.0222	5.043763	0.1498079	0.01395711	0.0263171	0.0263171	0.0263171	0.0263171	0.0263171	0.0263171	0.0263171	0.0263171	0.0263171	0.0263171	0.0263171	0.0263171	0.0263171	0.0263171	0.0263171	0.0263171	0.0263171	0.0263171	0.0263171	0.0263171	0.0263171	0.0263171	0.0263171	0.001791342	0.149808	0.1498079	0.1756724
3240	0	-99.58041	-102.9321	3.351644	0.2767529	0.01192407	0.162297	0.162297	0.162297	0.162297	0.162297	0.162297	0.162297	0.162297	0.162297	0.162297	0.162297	0.162297	0.162297	0.162297	0.162297	0.162297	0.162297	0.162297	0.162297	0.162297	0.162297	0.162297	0.162297	0.004328283	0.276753	0.2767529	0.5864328
3241	1	-95.70172	-100.8456	5.14391	0.1498079	0.003683541	0.0419251	0.0419251	0.0419251	0.0419251	0.0419251	0.0419251	0.0419251	0.0419251	0.0419251	0.0419251	0.0419251	0.0419251	0.0419251	0.0419251	0.0419251	0.0419251	0.0419251	0.0419251	0.0419251	0.0419251	0.0419251	0.0419251	0.0419251	0.002050143	0.149808	0.1498079	0.2798591
3242	0	-97.03629	-101.8175	4.781198	0.1718428	0.007362261	0.0551207	0.0551207	0.0551207	0.0551207	0.0551207	0.0551207	0.0551207	0.0551207	0.0551207	0.0551207	0.0551207	0.0551207	0.0551207	0.0551207	0.0551207	0.0551207	0.0551207	0.0551207	0.0551207	0.0551207	0.0551207	0.0551207	0.0551207	0.005358616	0.171843	0.1718428	0.3207626
3243	1	-96.34942	-101.3038	4.954365	0.1617515	0.006273709	0.065639	0.065639	0.065639	0.065639	0.065639	0.065639	0.065639	0.065639	0.065639	0.065639	0.065639	0.065639	0.065639	0.065639	0.065639	0.065639	0.065639	0.065639	0.065639	0.065639	0.065639	0.065639	0.065639	0.002541619	0.161752	0.1617515	0.4058015
3244	0	-96.16098	-100.9706	4.809648	0.1718428	0.007089563	0.0629236	0.0629236	0.0629236	0.0629236	0.0629236	0.0629236	0.0629236	0.0629236	0.0629236	0.0629236	0.0629236	0.0629236	0.0629236	0.0629236	0.0629236	0.0629236	0.0629236	0.0629236	0.0629236	0.0629236	0.0629236	0.0629236	0.0629236	0.002786314	0.171843	0.1718428	0.3661698
3245	1	-96.71007	-101.6215	4.911386	0.1617515	0.009855979	0.0392235	0.0392235	0.0392235	0.0392235	0.0392235	0.0392235	0.0392235	0.0392235	0.0392235	0.0392235	0.0392235	0.0392235	0.0392235	0.0392235	0.0392235	0.0392235	0.0392235	0.0392235	0.0392235	0.0392235	0.0392235	0.0392235	0.0392235	0.003257197	0.161752	0.1617515	0.2424922
3246	0	-96.45918	-101.2916	4.83239	0.1718428	0.004324229	0.051056	0.051056	0.051056	0.051056	0.051056	0.051056	0.051056	0.051056	0.051056	0.051056	0.051056	0.051056	0.051056	0.051056	0.051056	0.051056	0.051056	0.051056	0.051056	0.051056	0.051056	0.051056	0.051056	0.003277463	0.171843	0.1718428	0.2971089
3247	1	-96.9959	-101.8193	4.823365	0.1685704	0.008064872	0.0676879	0.0676879	0.0676879	0.0676879	0.0676879	0.0676879	0.0676879	0.0676879	0.0676879	0.0676879	0.0676879	0.0676879	0.0676879	0.0676879	0.0676879	0.0676879	0.0676879	0.0676879	0.0676879	0.0676879	0.0676879	0.0676879	0.0676879	0.004788287	0.16857	0.1685704	0.401541
3248	0	-97.49016	-102.4975	5.007336	0.1545173	0.01127429	0.0660057	0.0660057	0.0660057	0.0660057	0.0660057	0.0660057	0.0660057	0.0660057	0.0660057	0.0660057	0.0660057	0.0660057	0.0660057	0.0660057	0.0660057	0.0660057	0.0660057	0.0660057	0.0660057	0.0660057	0.0660057	0.0660057	0.0660057	0.001857992	0.154517	0.1545173	0.4271734
3249	1	-96.094	-101.1635	5.069508	0.1515749	0.008676862	0.0482907	0.0482907	0.0482907	0.0482907	0.0482907	0.0482907	0.0482907	0.0482907	0.0482907	0.0482907	0.0482907	0.0482907	0.0482907	0.0482907	0.0482907	0.0482907	0.0482907	0.0482907	0.0482907	0.0482907	0.0482907	0.0482907	0.0482907	0.002148786	0.151575	0.1515749	0.3185933
3250	0	-96.73947	-101.6713	4.93178	0.1653268	0.002852801	0.0645718	0.0645718	0.0645718	0.0645718	0.0645718	0.0645718	0.0645718	0.0645718	0.0645718	0.0645718	0.0645718	0.0645718	0.0645718	0.0645718	0.0645718	0.0645718	0.0645718	0.0645718	0.0645718	0.0645718	0.0645718	0.0645718	0.0645718	0.003469514	0.165327	0.1653268	0.3905707
3251	1	-98.39828	-102.9958	4.597526	0.1925838	0.00180165	0.114633	0.114633	0.114633	0.114633	0.114633	0.114633	0.114633	0.114633	0.114633	0.114633	0.114633	0.114633	0.114633	0.114633	0.114633	0.114633	0.114633	0.114633	0.114633	0.114633	0.114633	0.114633	0.114633	0.001721822	0.192584	0.1925838	0.5952359
3252	0	-97.12576	-102.0346	4.908847	0.1653268	0.003295101	0.0468476	0.0468476	0.0468476	0.0468476	0.0468476	0.0468476	0.0468476	0.0468476	0.0468476	0.0468476	0.0468476	0.0468476	0.0468476	0.0468476	0.0468476	0.0468476	0.0468476	0.0468476	0.0468476	0.0468476	0.0468476	0.0468476	0.0468476	0.005320491	0.165327	0.1653268	0.2833634
3253	1	-97.99989	-102.5095	4.509609	0.1925838	0.006295651	0.103356	0.103356	0.103356	0.103356	0.103356	0.103356	0.103356	0.103356	0.103356	0.103356	0.103356	0.103356	0.103356	0.103356	0.103356	0.103356	0.103356	0.103356	0.103356	0.103356	0.103356	0.103356	0.103356	0.006019618	0.192584	0.1925838	0.5366811
3254	0	-97.43604	-102.2709	4.834908	0.1693226	0.00421389	0.0503683	0.0503683	0.0503683	0.0503683	0.0503683	0.0503683	0.0503683	0.0503683	0.0503683	0.0503683	0.0503683	0.0503683	0.0503683	0.0503683	0.0503683	0.0503683	0.0503683	0.0503683	0.0503683	0.0503683	0.0503683	0.0503683	0.0503683	0.006485284	0.169323	0.1693226	0.2974698
3255	1	-97.70411	-102.0789	4.374773	0.2023838	0.007020268	0.106823	0.106823	0.106823	0.106823	0.106823	0.106823	0.106823	0.106823	0.106823	0.106823	0.106823	0.106823	0.106823	0.106823	0.106823	0.106823	0.106823	0.106823	0.106823	0.106823	0.106823	0.106823	0.106823	0.005754648	0.202384	0.2023838	0.5278252
3256	0	-100.5973	-105.267	4.669724	0.1693226	0.009798381	0.0609943	0.0609943	0.0609943	0.0609943	0.0609943	0.0609943	0.0609943	0.0609943	0.0609943	0.0609943	0.0609943	0.0609943	0.0609943	0.0609943	0.0609943	0.0609943	0.0609943	0.0609943	0.0609943	0.0609943	0.0609943	0.0609943	0.0609943	0.01741917	0.169323	0.1693226	0.3602254
3257	1	-100.8437	-104.5122	3.668471	0.2502799	0.009129476	0.173912	0.173912	0.173912	0.173912	0.173912	0.173912	0.173912	0.173912	0.173912	0.173912	0.173912	0.173912	0.173912	0.173912	0.173912	0.173912	0.173912	0.173912	0.173912	0.173912	0.173912	0.173912	0.173912	0.01062237	0.25028	0.2502799	0.6948711
3258	0	-101.4096	-106.104	4.694398	0.1693226	0.005399826	0.0665978	0.0665978	0.0665978	0.0665978	0.0665978	0.0665978	0.0665978	0.0665978	0.0665978	0.0665978	0.0665978	0.0665978	0.0665978	0.0665978	0.0665978	0.0665978	0.0665978	0.0665978	0.0665978	0.0665978	0.0665978	0.0665978	0.0665978	0.0193503	0.169323	0.1693226	0.3933188
3259	1	-102.6232	-106.2321	3.608886	0.2529062	0.003842836	0.155144	0.155144	0.155144	0.155144	0.155144	0.155144	0.155144	0.155144	0.155144	0.155144	0.155144	0.155144	0.155144	0.155144	0.155144	0.155144	0.155144	0.155144	0.155144	0.155144	0.155144	0.155144	0.155144	0.01837724	0.252906	0.2529062	0.613445
3260	0	-104.7744	-109.3102	4.53576	0.179722	0.002292854	0.103444	0.103444	0.103444	0.103444	0.103444	0.103444	0.103444	0.103444	0.103444	0.103444	0.103444	0.103444	0.103444	0.103444	0.103444	0.103444	0.103444	0.103444	0.103444	0.103444	0.103444	0.103444	0.103444	0.02450043	0.179722	0.179722	0.5755787
3261	1	-104.4256	-108.2484	3.822865	0.2327617	0.002099812	0.109941	0.109941	0.109941	0.109941	0.109941	0.109941	0.109941	0.109941	0.109941	0.109941	0.109941	0.109941	0.109941	0.109941	0.109941	0.109941	0.109941	0.109941	0.109941	0.109941	0.109941	0.109941	0.109941	0.02549401	0.232762	0.2327617	0.4723342
3262	0	-97.11046	-101.8611	4.750644	0.179722	0.002096485	0.0621765	0.0621765	0.0621765	0.0621765	0.0621765	0.0621765	0.0621765	0.0621765	0.0621765	0.0621765	0.0621765	0.0621765	0.0621765	0.0621765	0.0621765	0.0621765	0.0621765	0.0621765	0.0621765	0.0621765	0.0621765	0.0621765	0.0621765	0.003208362	0.179722	0.179722	0.3459591
3263	1	-97.3453	-101.8354	4.490133	0.1970524	0.003419232	0.0907405	0.0907405	0.0907405	0.0907405	0.0907405	0.0907405	0.0907405	0.0907405	0.0907405	0.0907405	0.0907405	0.0907405	0.0907405	0.0907405	0.0907405	0.0907405	0.0907405	0.0907405	0.0907405	0.0907405	0.0907405	0.0907405	0.0907405	0.004904929	0.197052	0.1970524	0.460489
3264	0	-98.45502	-103.7835	5.328443	0.1336378	0.001397729	0.0207371	0.0207371	0.0207371	0.0207371	0.0207371	0.0207371	0.0207371	0.0207371	0.0207371	0.0207371	0.0207371	0.0207371	0.0207371	0.0207371	0.0207371	0.0207371	0.0207371	0.0207371	0.0207371	0.0207371	0.0207371	0.0207371	0.0207371	0.007372432	0.133638	0.1336378	0.1551741
3265	1	-97.72389	-102.1903	4.466446	0.1970524	0.004371744	0.096579	0.096579	0.096579	0.096579	0.096579	0.096579	0.096579	0.096579	0.096579	0.096579	0.096579	0.096579	0.096579	0.096579	0.096579	0.096579	0.096579	0.096579	0.096579	0.096579	0.096579	0.096579	0.096579	0.006321061	0.197052	0.1970524	0.4901185
3266	0	-100.6427	-105.8562	5.21352	0.1237874	0.02662614	0.0111385	0.0111385	0.0111385	0.0111385	0.0111385	0.0111385	0.0111385	0.0111385	0.0111385	0.0111385	0.0111385	0.0111385	0.0111385	0.0111385	0.0111385	0.0111385	0.0111385	0.0111385	0.0111385	0.0111385	0.0111385	0.0111385	0.0111385	0.006727423	0.123787	0.1237874	0.08998116
3267	1	-98.381	-102.9645	4.58347	0.1825276	0.009613359	0.0678614	0.0678614	0.0678614	0.0678614	0.0678614	0.0678614	0.0678614	0.0678614	0.0678614	0.0678614	0.0678614	0.0678614	0.0678614	0.0678614	0.0678614	0.0678614	0.0678614	0.0678614	0.0678614	0.0678614	0.0678614	0.0678614	0.0678614	0.008680284	0.182528	0.1825276	0.3717872
3268	0	-98.34456	-103.2376	4.893044	0.1605442	0.008117886	0.0299918	0.0299918	0.0299918	0.0299918	0.0299918	0.0299918	0.0299918	0.0299918	0.0299918	0.0299918	0.0299918	0.0299918	0.0299918	0.0299918	0.0299918	0.0299918	0.0299918	0.0299918	0.0299918	0.0299918	0.0299918	0.0299918	0.0299918	0.008434009	0.160544	0.1605442	0.1868135
3269	1	-103.0938	-107.5672	4.47339	0.1757532	0.02654215	0.0914197	0.0914197	0.0914197	0.0914197	0.0914197	0.0914197	0.0914197	0.0914197	0.0914197	0.0914197	0.0914197	0.0914197	0.0914197	0.0914197	0.0914197	0.0914197	0.0914197	0.0914197	0.0914197	0.0914197	0.0914197	0.0914197	0.0914197	0.01176268	0.175753	0.1757532	0.5201597
3270	0	-97.45547	-102.3858	4.930305	0.1605442	0.005268431	0.0467356	0.0467356	0.0467356	0.0467356	0.0467356	0.0467356	0.0467356	0.0467356	0.0467356	0.0467356	0.0467356	0.0467356	0.0467356	0.0467356	0.0467356	0.0467356	0.0467356	0.0467356	0.0467356	0.0467356	0.0467356	0.0467356	0.0467356	0.007557359	0.160544	0.1605442	0.2911072
3271	1	-100.0379	-104.3843	4.346439	0.1979052	0.01134025	0.113406	0.113406	0.113406	0.113406	0.113406	0.113406	0.113406	0.113406	0.113406	0.113406	0.113406	0.113406	0.113406	0.113406	0.113406	0.113406	0.113406	0.113406	0.113406	0.113406	0.113406	0.113406	0.113406	0.01022002	0.197905	0.1979052	0.5730342
3272	0	-98.10897	-103.5121	5.403145	0.1255169	0.006954041	0.0368355	0.0368355	0.0368355	0.0368355	0.0368355	0.0368355	0.0368355	0.0368355	0.0368355	0.0368355	0.0368355	0.0368355	0.0368355	0.0368355	0.0368355	0.0368355	0.0368355	0.0368355	0.0368355	0.0368355	0.0368355	0.0368355	0.0368355	0.005138541	0.125517	0.1255169	0.2934704
3273	1	-96.67005	-101.1335	4.463482	0.1979052	0.006645638	0.0953581	0.0953581	0.0953581	0.0953581	0.0953581	0.0953581	0.0953581	0.0953581	0.0953581	0.0953581	0.0953581	0.0953581	0.0953581	0.0953581	0.0953581	0.0953581	0.0953581	0.0953581	0.0953581	0.0953581	0.0953581	0.0953581	0.0953581	0.003210362	0.197905	0.1979052	0.4818375
3274	0	-96.02457	-101.4439	5.419362	0.1255169	0.005956918	0.00235059	0.00235059	0.00235059	0.00235059	0.00235059	0.00235059	0.00235059	0.00235059	0.00235059	0.00235059	0.00235059	0.00235059	0.00235059	0.00235059	0.00235059	0.00235059	0.00235059	0.00235059	0.00235059	0.00235059	0.00235059	0.00235059	0.00235059	0.004513891	0.125517	0.1255169	0.01872725
3275	1	-95.84858	-100.9827	5.134082	0.1488526	0.006410431	0.0497146	0.0497146	0.0497146	0.0497146	0.0497146	0.0497146	0.0497146	0.0497146	0.0497146	0.0497146	0.0497146	0.0497146	0.0497146	0.0497146	0.0497146	0.0497146	0.0497146	0.0497146	0.0497146	0.0497146	0.0497146	0.0497146	0.0497146	0.001575588	0.148853	0.1488526	0.3339856
3276	0	-95.73635	-101.2531	5.516717	0.1171866	0.009322036	0.00219713	0.00219713	0.00219713	0.00219713	0.00219713	0.00219713	0.00219713	0.00219713	0.00219713	0.00219713	0.00219713	0.00219713	0.00219713	0.00219713	0.00219713	0.00219713	0.00219713	0.00219713	0.00219713	0.00219713	0.00219713	0.00219713	0.00219713	0.002484164	0.117187	0.1171866	0.01874896
3277	1	-95.51148	-100.7868	5.275291	0.1406307	0.003897808	0.00837635	0.00837635	0.00837635	0.00837635	0.00837635	0.00837635	0.00837635	0.00837635	0.00837635	0.00837635	0.00837635	0.00837635	0.00837635	0.00837635	0.00837635	0.00837635	0.00837635	0.00837635	0.00837635	0.00837635	0.00837635	0.00837635	0.00837635	0.0008941429	0.140631	0.1406307	0.05956275
3278	0	-97.70819	-103.1581	5.44994	0.1171866	0.01634243	0.0130382	0.0130382	0.0130382	0.0130382	0.0130382	0.0130382	0.0130382	0.0130382	0.0130382	0.0130382	0.0130382	0.0130382	0.0130382	0.0130382	0.0130382	0.0130382	0.0130382	0.0130382	0.0130382	0.0130382	0.0130382	0.0130382	0.0130382	0.002141457	0.117187	0.1171866	0.1112598
3279	1	-95.16907	-100.7869	5.617794	0.1151868	0.004019851	0.0104529	0.0104529	0.0104529	0.0104529	0.0104529	0.0104529	0.0104529	0.0104529	0.0104529	0.0104529	0.0104529	0.0104529	0.0104529	0.0104529	0.0104529	0.0104529	0.0104529	0.0104529	0.0104529	0.0104529	0.0104529	0.0104529	0.0104529	0.00033635	0.115187	0.1151868	0.09074702
3280	0	-96.0534	-101.2984	5.245055	0.1378877	0.009313996	0.0326412	0.0326412	0.0326412	0.0326412	0.0326412	0.0326412	0.0326412	0.0326412	0.0326412	0.0326412	0.0326412	0.0326412	0.0326412	0.0326412	0.0326412	0.0326412	0.0326412	0.0326412	0.0326412	0.0326412	0.0326412	0.0326412	0.0326412	0.002147004	0.137888	0.1378877	0.2367232
3281	1	-95.62224	-100.9091	5.286855	0.1349683	0.01049132	0.0225375	0.0225375	0.0225375	0.0225375	0.0225375	0.0225375	0.0225375	0.0225375	0.0225375	0.0225375	0.0225375	0.0225375	0.0225375	0.0225375	0.0225375	0.0225375	0.0225375	0.0225375	0.0225375	0.0225375	0.0225375	0.0225375	0.0225375	0.0006695028	0.134968	0.1349683	0.166984
3282	0	-96.1072	-101.4472	5.339995	0.1317847	0.005507543	0.0107352	0.0107352	0.0107352	0.0107352	0.0107352	0.0107352	0.0107352	0.0107352	0.0107352	0.0107352	0.0107352	0.0107352	0.0107352	0.0107352	0.0107352	0.0107352	0.0107352	0.0107352	0.0107352	0.0107352	0.0107352	0.0107352	0.0107352	0.004570158	0.131785	0.1317847	0.08146005
