Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	gamma	speciation_rates[1]	total_speciation	turnover
183	1	-90.02873	-94.66522	4.636487	0.15771	0.004622751	0.0275419	0.0275419	0.0275419	0.0275419	0.0275419	0.0275419	0.0275419	0.0275419	0.0275419	0.0275419	0.0275419	0.0275419	0.0275419	0.0275419	0.0275419	0.0275419	0.0275419	0.0275419	0.0275419	0.0275419	0.0275419	0.0557386	0.15771	0.15771	0.1746364
184	0	-84.32735	-89.02995	4.702602	0.1962337	0.001582013	0.0535138	0.0535138	0.0535138	0.0535138	0.0535138	0.0535138	0.0535138	0.0535138	0.0535138	0.0535138	0.0535138	0.0535138	0.0535138	0.0535138	0.0535138	0.0535138	0.0535138	0.0535138	0.0535138	0.0535138	0.0535138	0.008207522	0.196234	0.1962337	0.2727046
185	1	-85.59498	-90.62443	5.029448	0.170037	0.002940435	0.0212549	0.0212549	0.0212549	0.0212549	0.0212549	0.0212549	0.0212549	0.0212549	0.0212549	0.0212549	0.0212549	0.0212549	0.0212549	0.0212549	0.0212549	0.0212549	0.0212549	0.0212549	0.0212549	0.0212549	0.0212549	0.004058177	0.170037	0.170037	0.1250017
186	0	-85.16742	-89.70135	4.533935	0.1962337	0.000607643	0.0625316	0.0625316	0.0625316	0.0625316	0.0625316	0.0625316	0.0625316	0.0625316	0.0625316	0.0625316	0.0625316	0.0625316	0.0625316	0.0625316	0.0625316	0.0625316	0.0625316	0.0625316	0.0625316	0.0625316	0.0625316	0.02604859	0.196234	0.1962337	0.3186588
187	1	-83.39474	-88.35253	4.957793	0.170037	0.001680173	0.021638	0.021638	0.021638	0.021638	0.021638	0.021638	0.021638	0.021638	0.021638	0.021638	0.021638	0.021638	0.021638	0.021638	0.021638	0.021638	0.021638	0.021638	0.021638	0.021638	0.021638	0.012484	0.170037	0.170037	0.1272549
188	0	-85.92429	-89.96743	4.043138	0.2388641	0.0008997971	0.0995205	0.0995205	0.0995205	0.0995205	0.0995205	0.0995205	0.0995205	0.0995205	0.0995205	0.0995205	0.0995205	0.0995205	0.0995205	0.0995205	0.0995205	0.0995205	0.0995205	0.0995205	0.0995205	0.0995205	0.0995205	0.02618948	0.238864	0.2388641	0.4166408
189	1	-84.87495	-89.30985	4.434897	0.2069763	0.001794713	0.0531817	0.0531817	0.0531817	0.0531817	0.0531817	0.0531817	0.0531817	0.0531817	0.0531817	0.0531817	0.0531817	0.0531817	0.0531817	0.0531817	0.0531817	0.0531817	0.0531817	0.0531817	0.0531817	0.0531817	0.0531817	0.02250658	0.206976	0.2069763	0.2569457
190	0	-85.08264	-89.9065	4.823867	0.1777182	0.003753761	0.0560981	0.0560981	0.0560981	0.0560981	0.0560981	0.0560981	0.0560981	0.0560981	0.0560981	0.0560981	0.0560981	0.0560981	0.0560981	0.0560981	0.0560981	0.0560981	0.0560981	0.0560981	0.0560981	0.0560981	0.0560981	0.01503769	0.177718	0.1777182	0.3156574
191	1	-86.30686	-90.45876	4.151901	0.2368138	0.00674906	0.0758004	0.0758004	0.0758004	0.0758004	0.0758004	0.0758004	0.0758004	0.0758004	0.0758004	0.0758004	0.0758004	0.0758004	0.0758004	0.0758004	0.0758004	0.0758004	0.0758004	0.0758004	0.0758004	0.0758004	0.0758004	0.01180352	0.236814	0.2368138	0.3200844
192	0	-84.61566	-89.45	4.83434	0.1777182	0.005657155	0.0347871	0.0347871	0.0347871	0.0347871	0.0347871	0.0347871	0.0347871	0.0347871	0.0347871	0.0347871	0.0347871	0.0347871	0.0347871	0.0347871	0.0347871	0.0347871	0.0347871	0.0347871	0.0347871	0.0347871	0.0347871	0.01208703	0.177718	0.1777182	0.1957429
193	1	-86.69993	-90.84302	4.143097	0.2368138	0.005777216	0.0590212	0.0590212	0.0590212	0.0590212	0.0590212	0.0590212	0.0590212	0.0590212	0.0590212	0.0590212	0.0590212	0.0590212	0.0590212	0.0590212	0.0590212	0.0590212	0.0590212	0.0590212	0.0590212	0.0590212	0.0590212	0.01365575	0.236814	0.2368138	0.2492304
194	0	-85.36583	-90.22385	4.858025	0.1777182	0.007555601	0.0233133	0.0233133	0.0233133	0.0233133	0.0233133	0.0233133	0.0233133	0.0233133	0.0233133	0.0233133	0.0233133	0.0233133	0.0233133	0.0233133	0.0233133	0.0233133	0.0233133	0.0233133	0.0233133	0.0233133	0.0233133	0.00782005	0.177718	0.1777182	0.1311814
195	1	-86.04173	-90.20228	4.160553	0.2368138	0.006280081	0.101739	0.101739	0.101739	0.101739	0.101739	0.101739	0.101739	0.101739	0.101739	0.101739	0.101739	0.101739	0.101739	0.101739	0.101739	0.101739	0.101739	0.101739	0.101739	0.101739	0.101739	0.01140734	0.236814	0.2368138	0.4296144
196	0	-87.96072	-91.50512	3.54439	0.2850213	0.008183348	0.123602	0.123602	0.123602	0.123602	0.123602	0.123602	0.123602	0.123602	0.123602	0.123602	0.123602	0.123602	0.123602	0.123602	0.123602	0.123602	0.123602	0.123602	0.123602	0.123602	0.123602	0.01610945	0.285021	0.2850213	0.4336571
197	1	-90.67709	-94.51386	3.836762	0.2368138	0.03139281	0.0985503	0.0985503	0.0985503	0.0985503	0.0985503	0.0985503	0.0985503	0.0985503	0.0985503	0.0985503	0.0985503	0.0985503	0.0985503	0.0985503	0.0985503	0.0985503	0.0985503	0.0985503	0.0985503	0.0985503	0.0985503	0.01867369	0.236814	0.2368138	0.416151
198	0	-92.0721	-95.36728	3.295179	0.2850213	0.04137156	0.159964	0.159964	0.159964	0.159964	0.159964	0.159964	0.159964	0.159964	0.159964	0.159964	0.159964	0.159964	0.159964	0.159964	0.159964	0.159964	0.159964	0.159964	0.159964	0.159964	0.159964	0.007842384	0.285021	0.2850213	0.5612368
199	1	-89.45056	-93.45589	4.005332	0.2368138	0.02620219	0.0782402	0.0782402	0.0782402	0.0782402	0.0782402	0.0782402	0.0782402	0.0782402	0.0782402	0.0782402	0.0782402	0.0782402	0.0782402	0.0782402	0.0782402	0.0782402	0.0782402	0.0782402	0.0782402	0.0782402	0.0782402	0.007007284	0.236814	0.2368138	0.3303868
200	0	-89.8717	-93.30722	3.435527	0.2850213	0.0163019	0.120791	0.120791	0.120791	0.120791	0.120791	0.120791	0.120791	0.120791	0.120791	0.120791	0.120791	0.120791	0.120791	0.120791	0.120791	0.120791	0.120791	0.120791	0.120791	0.120791	0.120791	0.01887726	0.285021	0.2850213	0.4237976
201	1	-89.13599	-93.09014	3.954148	0.2368138	0.02001387	0.11121	0.11121	0.11121	0.11121	0.11121	0.11121	0.11121	0.11121	0.11121	0.11121	0.11121	0.11121	0.11121	0.11121	0.11121	0.11121	0.11121	0.11121	0.11121	0.11121	0.11121	0.01831402	0.236814	0.2368138	0.4696108
202	0	-89.54094	-93.60851	4.067575	0.2408261	0.01524716	0.136502	0.136502	0.136502	0.136502	0.136502	0.136502	0.136502	0.136502	0.136502	0.136502	0.136502	0.136502	0.136502	0.136502	0.136502	0.136502	0.136502	0.136502	0.136502	0.136502	0.136502	0.007159442	0.240826	0.2408261	0.5668054
203	1	-87.27056	-91.71413	4.443571	0.2000936	0.01024875	0.0824085	0.0824085	0.0824085	0.0824085	0.0824085	0.0824085	0.0824085	0.0824085	0.0824085	0.0824085	0.0824085	0.0824085	0.0824085	0.0824085	0.0824085	0.0824085	0.0824085	0.0824085	0.0824085	0.0824085	0.0824085	0.0210392	0.200094	0.2000936	0.4118498
204	0	-87.25003	-91.92143	4.671397	0.1962568	0.007965946	0.0143891	0.0143891	0.0143891	0.0143891	0.0143891	0.0143891	0.0143891	0.0143891	0.0143891	0.0143891	0.0143891	0.0143891	0.0143891	0.0143891	0.0143891	0.0143891	0.0143891	0.0143891	0.0143891	0.0143891	0.0143891	0.004917595	0.196257	0.1962568	0.07331765
205	1	-84.80582	-89.45372	4.647899	0.1933391	0.005042039	0.0267266	0.0267266	0.0267266	0.0267266	0.0267266	0.0267266	0.0267266	0.0267266	0.0267266	0.0267266	0.0267266	0.0267266	0.0267266	0.0267266	0.0267266	0.0267266	0.0267266	0.0267266	0.0267266	0.0267266	0.0267266	0.01352081	0.193339	0.1933391	0.1382368
206	0	-85.48245	-90.33115	4.848699	0.1782129	0.007712856	0.0335415	0.0335415	0.0335415	0.0335415	0.0335415	0.0335415	0.0335415	0.0335415	0.0335415	0.0335415	0.0335415	0.0335415	0.0335415	0.0335415	0.0335415	0.0335415	0.0335415	0.0335415	0.0335415	0.0335415	0.0335415	0.008030981	0.178213	0.1782129	0.1882101
207	1	-86.29734	-90.50422	4.206884	0.2214755	0.003324399	0.0600621	0.0600621	0.0600621	0.0600621	0.0600621	0.0600621	0.0600621	0.0600621	0.0600621	0.0600621	0.0600621	0.0600621	0.0600621	0.0600621	0.0600621	0.0600621	0.0600621	0.0600621	0.0600621	0.0600621	0.0600621	0.02723288	0.221475	0.2214755	0.271191
208	0	-84.45511	-89.35473	4.899622	0.1782129	0.003264769	0.022854	0.022854	0.022854	0.022854	0.022854	0.022854	0.022854	0.022854	0.022854	0.022854	0.022854	0.022854	0.022854	0.022854	0.022854	0.022854	0.022854	0.022854	0.022854	0.022854	0.022854	0.00738672	0.178213	0.1782129	0.1282399
209	1	-85.61968	-89.99166	4.371979	0.2214755	0.002944998	0.0434412	0.0434412	0.0434412	0.0434412	0.0434412	0.0434412	0.0434412	0.0434412	0.0434412	0.0434412	0.0434412	0.0434412	0.0434412	0.0434412	0.0434412	0.0434412	0.0434412	0.0434412	0.0434412	0.0434412	0.0434412	0.01110279	0.221475	0.2214755	0.1961445
210	0	-83.94156	-88.57399	4.632423	0.2002722	0.001226909	0.0480651	0.0480651	0.0480651	0.0480651	0.0480651	0.0480651	0.0480651	0.0480651	0.0480651	0.0480651	0.0480651	0.0480651	0.0480651	0.0480651	0.0480651	0.0480651	0.0480651	0.0480651	0.0480651	0.0480651	0.0480651	0.01097207	0.200272	0.2002722	0.2399988
211	1	-85.74874	-89.98476	4.236024	0.2214755	0.003695569	0.0774556	0.0774556	0.0774556	0.0774556	0.0774556	0.0774556	0.0774556	0.0774556	0.0774556	0.0774556	0.0774556	0.0774556	0.0774556	0.0774556	0.0774556	0.0774556	0.0774556	0.0774556	0.0774556	0.0774556	0.0774556	0.02394773	0.221475	0.2214755	0.3497253
212	0	-87.14391	-91.40068	4.256767	0.2289956	0.0006985698	0.137131	0.137131	0.137131	0.137131	0.137131	0.137131	0.137131	0.137131	0.137131	0.137131	0.137131	0.137131	0.137131	0.137131	0.137131	0.137131	0.137131	0.137131	0.137131	0.137131	0.137131	0.0162889	0.228996	0.2289956	0.5988359
213	1	-84.51728	-88.8443	4.327015	0.2214755	0.001015509	0.0709172	0.0709172	0.0709172	0.0709172	0.0709172	0.0709172	0.0709172	0.0709172	0.0709172	0.0709172	0.0709172	0.0709172	0.0709172	0.0709172	0.0709172	0.0709172	0.0709172	0.0709172	0.0709172	0.0709172	0.0709172	0.01752867	0.221475	0.2214755	0.3202035
214	0	-86.03649	-90.31977	4.283286	0.2346259	0.0004124674	0.0531174	0.0531174	0.0531174	0.0531174	0.0531174	0.0531174	0.0531174	0.0531174	0.0531174	0.0531174	0.0531174	0.0531174	0.0531174	0.0531174	0.0531174	0.0531174	0.0531174	0.0531174	0.0531174	0.0531174	0.0531174	0.007498334	0.234626	0.2346259	0.2263918
215	1	-83.51078	-88.36958	4.858795	0.1759116	0.0007919105	0.0056207	0.0056207	0.0056207	0.0056207	0.0056207	0.0056207	0.0056207	0.0056207	0.0056207	0.0056207	0.0056207	0.0056207	0.0056207	0.0056207	0.0056207	0.0056207	0.0056207	0.0056207	0.0056207	0.0056207	0.0056207	0.01656842	0.175912	0.1759116	0.03195185
216	0	-85.83905	-90.08111	4.24206	0.2346259	0.001010796	0.0514031	0.0514031	0.0514031	0.0514031	0.0514031	0.0514031	0.0514031	0.0514031	0.0514031	0.0514031	0.0514031	0.0514031	0.0514031	0.0514031	0.0514031	0.0514031	0.0514031	0.0514031	0.0514031	0.0514031	0.0514031	0.01102253	0.234626	0.2346259	0.2190852
217	1	-85.17167	-89.9987	4.82703	0.1759116	0.001048508	0.0600591	0.0600591	0.0600591	0.0600591	0.0600591	0.0600591	0.0600591	0.0600591	0.0600591	0.0600591	0.0600591	0.0600591	0.0600591	0.0600591	0.0600591	0.0600591	0.0600591	0.0600591	0.0600591	0.0600591	0.0600591	0.0194883	0.175912	0.1759116	0.3414163
218	0	-83.70947	-88.67191	4.962444	0.1673917	0.001056458	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.01566117	0.167392	0.1673917	0.1991141
219	1	-84.76668	-89.61268	4.845999	0.1759116	0.001523319	0.0558364	0.0558364	0.0558364	0.0558364	0.0558364	0.0558364	0.0558364	0.0558364	0.0558364	0.0558364	0.0558364	0.0558364	0.0558364	0.0558364	0.0558364	0.0558364	0.0558364	0.0558364	0.0558364	0.0558364	0.0558364	0.01711657	0.175912	0.1759116	0.3174118
220	0	-84.27009	-89.02996	4.759872	0.182684	0.002504529	0.0474308	0.0474308	0.0474308	0.0474308	0.0474308	0.0474308	0.0474308	0.0474308	0.0474308	0.0474308	0.0474308	0.0474308	0.0474308	0.0474308	0.0474308	0.0474308	0.0474308	0.0474308	0.0474308	0.0474308	0.0474308	0.01701995	0.182684	0.182684	0.2596332
221	1	-84.60031	-89.4301	4.829792	0.1759116	0.004401589	0.0420419	0.0420419	0.0420419	0.0420419	0.0420419	0.0420419	0.0420419	0.0420419	0.0420419	0.0420419	0.0420419	0.0420419	0.0420419	0.0420419	0.0420419	0.0420419	0.0420419	0.0420419	0.0420419	0.0420419	0.0420419	0.01585903	0.175912	0.1759116	0.2389947
222	0	-85.56885	-90.92519	5.356337	0.1255488	0.002597998	0.00530457	0.00530457	0.00530457	0.00530457	0.00530457	0.00530457	0.00530457	0.00530457	0.00530457	0.00530457	0.00530457	0.00530457	0.00530457	0.00530457	0.00530457	0.00530457	0.00530457	0.00530457	0.00530457	0.00530457	0.00530457	0.02247842	0.125549	0.1255488	0.04225109
223	1	-84.96805	-89.50328	4.535225	0.1997303	0.004438377	0.061759	0.061759	0.061759	0.061759	0.061759	0.061759	0.061759	0.061759	0.061759	0.061759	0.061759	0.061759	0.061759	0.061759	0.061759	0.061759	0.061759	0.061759	0.061759	0.061759	0.061759	0.01809877	0.19973	0.1997303	0.3092121
224	0	-85.20437	-90.65347	5.449105	0.1255488	0.001325934	0.010881	0.010881	0.010881	0.010881	0.010881	0.010881	0.010881	0.010881	0.010881	0.010881	0.010881	0.010881	0.010881	0.010881	0.010881	0.010881	0.010881	0.010881	0.010881	0.010881	0.010881	0.01447371	0.125549	0.1255488	0.08666728
225	1	-85.49144	-89.89273	4.40129	0.2132091	0.004257771	0.0394951	0.0394951	0.0394951	0.0394951	0.0394951	0.0394951	0.0394951	0.0394951	0.0394951	0.0394951	0.0394951	0.0394951	0.0394951	0.0394951	0.0394951	0.0394951	0.0394951	0.0394951	0.0394951	0.0394951	0.0394951	0.01629179	0.213209	0.2132091	0.1852411
226	0	-87.05355	-91.56022	4.506671	0.2027298	0.006304112	0.0975278	0.0975278	0.0975278	0.0975278	0.0975278	0.0975278	0.0975278	0.0975278	0.0975278	0.0975278	0.0975278	0.0975278	0.0975278	0.0975278	0.0975278	0.0975278	0.0975278	0.0975278	0.0975278	0.0975278	0.0975278	0.01566562	0.20273	0.2027298	0.4810729
227	1	-84.96687	-89.32118	4.354314	0.2209667	0.003463832	0.0834277	0.0834277	0.0834277	0.0834277	0.0834277	0.0834277	0.0834277	0.0834277	0.0834277	0.0834277	0.0834277	0.0834277	0.0834277	0.0834277	0.0834277	0.0834277	0.0834277	0.0834277	0.0834277	0.0834277	0.0834277	0.01293102	0.220967	0.2209667	0.3775577
228	0	-85.93697	-90.17614	4.239162	0.2237263	0.006035849	0.092157	0.092157	0.092157	0.092157	0.092157	0.092157	0.092157	0.092157	0.092157	0.092157	0.092157	0.092157	0.092157	0.092157	0.092157	0.092157	0.092157	0.092157	0.092157	0.092157	0.092157	0.0187251	0.223726	0.2237263	0.4119183
229	1	-87.50531	-92.09979	4.594476	0.196735	0.01472684	0.0643022	0.0643022	0.0643022	0.0643022	0.0643022	0.0643022	0.0643022	0.0643022	0.0643022	0.0643022	0.0643022	0.0643022	0.0643022	0.0643022	0.0643022	0.0643022	0.0643022	0.0643022	0.0643022	0.0643022	0.0643022	0.005303189	0.196735	0.196735	0.3268467
230	0	-88.20021	-92.50368	4.303471	0.2226059	0.005858473	0.130281	0.130281	0.130281	0.130281	0.130281	0.130281	0.130281	0.130281	0.130281	0.130281	0.130281	0.130281	0.130281	0.130281	0.130281	0.130281	0.130281	0.130281	0.130281	0.130281	0.130281	0.01375006	0.222606	0.2226059	0.5852539
231	1	-88.07461	-92.56787	4.493253	0.196735	0.0263536	0.0464638	0.0464638	0.0464638	0.0464638	0.0464638	0.0464638	0.0464638	0.0464638	0.0464638	0.0464638	0.0464638	0.0464638	0.0464638	0.0464638	0.0464638	0.0464638	0.0464638	0.0464638	0.0464638	0.0464638	0.0464638	0.00379873	0.196735	0.196735	0.2361746
232	0	-88.77642	-91.81206	3.035641	0.3315967	0.009548088	0.20735	0.20735	0.20735	0.20735	0.20735	0.20735	0.20735	0.20735	0.20735	0.20735	0.20735	0.20735	0.20735	0.20735	0.20735	0.20735	0.20735	0.20735	0.20735	0.20735	0.20735	0.01247122	0.331597	0.3315967	0.6253082
233	1	-87.10332	-92.24041	5.13709	0.1604961	0.006353079	0.0301108	0.0301108	0.0301108	0.0301108	0.0301108	0.0301108	0.0301108	0.0301108	0.0301108	0.0301108	0.0301108	0.0301108	0.0301108	0.0301108	0.0301108	0.0301108	0.0301108	0.0301108	0.0301108	0.0301108	0.0301108	0.000768744	0.160496	0.1604961	0.1876109
234	0	-88.37288	-91.88283	3.509948	0.2898706	0.004556585	0.196083	0.196083	0.196083	0.196083	0.196083	0.196083	0.196083	0.196083	0.196083	0.196083	0.196083	0.196083	0.196083	0.196083	0.196083	0.196083	0.196083	0.196083	0.196083	0.196083	0.196083	0.01764678	0.289871	0.2898706	0.6764501
235	1	-86.47258	-91.61141	5.138835	0.1604961	0.005819305	0.00648043	0.00648043	0.00648043	0.00648043	0.00648043	0.00648043	0.00648043	0.00648043	0.00648043	0.00648043	0.00648043	0.00648043	0.00648043	0.00648043	0.00648043	0.00648043	0.00648043	0.00648043	0.00648043	0.00648043	0.00648043	0.001127991	0.160496	0.1604961	0.04037749
236	0	-85.80831	-89.67895	3.870643	0.2633917	0.003335606	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.01301409	0.263392	0.2633917	0.4641796
237	1	-87.64523	-92.37693	4.731703	0.1970794	0.005243135	0.0268064	0.0268064	0.0268064	0.0268064	0.0268064	0.0268064	0.0268064	0.0268064	0.0268064	0.0268064	0.0268064	0.0268064	0.0268064	0.0268064	0.0268064	0.0268064	0.0268064	0.0268064	0.0268064	0.0268064	0.0268064	0.0006712607	0.197079	0.1970794	0.1360182
238	0	-87.46122	-91.19668	3.735456	0.2633917	0.009343159	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.122261	0.02052517	0.263392	0.2633917	0.4641796
239	1	-86.87261	-91.51554	4.64293	0.1970794	0.01338366	0.0479359	0.0479359	0.0479359	0.0479359	0.0479359	0.0479359	0.0479359	0.0479359	0.0479359	0.0479359	0.0479359	0.0479359	0.0479359	0.0479359	0.0479359	0.0479359	0.0479359	0.0479359	0.0479359	0.0479359	0.0479359	0.001408008	0.197079	0.1970794	0.2432315
240	0	-87.04114	-90.84513	3.803984	0.2633917	0.007141599	0.104383	0.104383	0.104383	0.104383	0.104383	0.104383	0.104383	0.104383	0.104383	0.104383	0.104383	0.104383	0.104383	0.104383	0.104383	0.104383	0.104383	0.104383	0.104383	0.104383	0.104383	0.01587391	0.263392	0.2633917	0.3963043
241	1	-87.16864	-91.77373	4.605086	0.1970794	0.01683461	0.0348338	0.0348338	0.0348338	0.0348338	0.0348338	0.0348338	0.0348338	0.0348338	0.0348338	0.0348338	0.0348338	0.0348338	0.0348338	0.0348338	0.0348338	0.0348338	0.0348338	0.0348338	0.0348338	0.0348338	0.0348338	0.001741482	0.197079	0.1970794	0.1767503
242	0	-90.11808	-93.55877	3.440697	0.2720091	0.008748878	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.04076178	0.272009	0.2720091	0.4965575
243	1	-88.42357	-92.64862	4.225041	0.2239081	0.02076679	0.0886991	0.0886991	0.0886991	0.0886991	0.0886991	0.0886991	0.0886991	0.0886991	0.0886991	0.0886991	0.0886991	0.0886991	0.0886991	0.0886991	0.0886991	0.0886991	0.0886991	0.0886991	0.0886991	0.0886991	0.0886991	0.005198866	0.223908	0.2239081	0.3961409
244	0	-86.74972	-90.54447	3.794758	0.2720091	0.005207441	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.135068	0.008897141	0.272009	0.2720091	0.4965575
245	1	-88.31656	-92.35456	4.038003	0.245774	0.01606781	0.104981	0.104981	0.104981	0.104981	0.104981	0.104981	0.104981	0.104981	0.104981	0.104981	0.104981	0.104981	0.104981	0.104981	0.104981	0.104981	0.104981	0.104981	0.104981	0.104981	0.104981	0.003649846	0.245774	0.245774	0.4271455
246	0	-87.13856	-91.02508	3.886515	0.259986	0.008615063	0.120235	0.120235	0.120235	0.120235	0.120235	0.120235	0.120235	0.120235	0.120235	0.120235	0.120235	0.120235	0.120235	0.120235	0.120235	0.120235	0.120235	0.120235	0.120235	0.120235	0.120235	0.01003369	0.259986	0.259986	0.4624663
247	1	-90.11883	-94.11528	3.996456	0.2349105	0.03297005	0.0636074	0.0636074	0.0636074	0.0636074	0.0636074	0.0636074	0.0636074	0.0636074	0.0636074	0.0636074	0.0636074	0.0636074	0.0636074	0.0636074	0.0636074	0.0636074	0.0636074	0.0636074	0.0636074	0.0636074	0.0636074	0.00329889	0.234911	0.2349105	0.2707729
248	0	-87.0444	-91.7615	4.717105	0.1918193	0.007637559	0.0701771	0.0701771	0.0701771	0.0701771	0.0701771	0.0701771	0.0701771	0.0701771	0.0701771	0.0701771	0.0701771	0.0701771	0.0701771	0.0701771	0.0701771	0.0701771	0.0701771	0.0701771	0.0701771	0.0701771	0.0701771	0.005739047	0.191819	0.1918193	0.3658501
249	1	-88.22655	-93.21595	4.9894	0.1733184	0.006823089	0.0601255	0.0601255	0.0601255	0.0601255	0.0601255	0.0601255	0.0601255	0.0601255	0.0601255	0.0601255	0.0601255	0.0601255	0.0601255	0.0601255	0.0601255	0.0601255	0.0601255	0.0601255	0.0601255	0.0601255	0.0601255	0.0004358406	0.173318	0.1733184	0.346908
250	0	-88.1763	-92.70222	4.525922	0.1918193	0.02254833	0.0259563	0.0259563	0.0259563	0.0259563	0.0259563	0.0259563	0.0259563	0.0259563	0.0259563	0.0259563	0.0259563	0.0259563	0.0259563	0.0259563	0.0259563	0.0259563	0.0259563	0.0259563	0.0259563	0.0259563	0.0259563	0.009946616	0.191819	0.1918193	0.1353162
251	1	-87.3829	-92.31517	4.932267	0.1733184	0.008498477	0.0525809	0.0525809	0.0525809	0.0525809	0.0525809	0.0525809	0.0525809	0.0525809	0.0525809	0.0525809	0.0525809	0.0525809	0.0525809	0.0525809	0.0525809	0.0525809	0.0525809	0.0525809	0.0525809	0.0525809	0.0525809	0.004473701	0.173318	0.1733184	0.3033772
252	0	-89.83758	-94.25932	4.421738	0.1918193	0.02950064	0.0680388	0.0680388	0.0680388	0.0680388	0.0680388	0.0680388	0.0680388	0.0680388	0.0680388	0.0680388	0.0680388	0.0680388	0.0680388	0.0680388	0.0680388	0.0680388	0.0680388	0.0680388	0.0680388	0.0680388	0.0680388	0.01341264	0.191819	0.1918193	0.3547025
253	1	-86.95068	-91.95612	5.005438	0.156398	0.02078406	0.011509	0.011509	0.011509	0.011509	0.011509	0.011509	0.011509	0.011509	0.011509	0.011509	0.011509	0.011509	0.011509	0.011509	0.011509	0.011509	0.011509	0.011509	0.011509	0.011509	0.011509	0.004179473	0.156398	0.156398	0.07358772
254	0	-90.29912	-94.61264	4.313517	0.1918193	0.04099337	0.042237	0.042237	0.042237	0.042237	0.042237	0.042237	0.042237	0.042237	0.042237	0.042237	0.042237	0.042237	0.042237	0.042237	0.042237	0.042237	0.042237	0.042237	0.042237	0.042237	0.042237	0.01274202	0.191819	0.1918193	0.2201915
255	1	-87.63323	-92.59269	4.959462	0.156398	0.02261592	0.0193928	0.0193928	0.0193928	0.0193928	0.0193928	0.0193928	0.0193928	0.0193928	0.0193928	0.0193928	0.0193928	0.0193928	0.0193928	0.0193928	0.0193928	0.0193928	0.0193928	0.0193928	0.0193928	0.0193928	0.0193928	0.006945166	0.156398	0.156398	0.1239964
256	0	-87.88482	-92.42729	4.542473	0.1918193	0.01541389	0.0723746	0.0723746	0.0723746	0.0723746	0.0723746	0.0723746	0.0723746	0.0723746	0.0723746	0.0723746	0.0723746	0.0723746	0.0723746	0.0723746	0.0723746	0.0723746	0.0723746	0.0723746	0.0723746	0.0723746	0.0723746	0.0154259	0.191819	0.1918193	0.3773065
257	1	-84.41761	-89.35949	4.941881	0.1617846	0.006297028	0.000290047	0.000290047	0.000290047	0.000290047	0.000290047	0.000290047	0.000290047	0.000290047	0.000290047	0.000290047	0.000290047	0.000290047	0.000290047	0.000290047	0.000290047	0.000290047	0.000290047	0.000290047	0.000290047	0.000290047	0.000290047	0.01887528	0.161785	0.1617846	0.001792798
258	0	-85.78705	-90.78071	4.993653	0.1553574	0.0122152	0.0146419	0.0146419	0.0146419	0.0146419	0.0146419	0.0146419	0.0146419	0.0146419	0.0146419	0.0146419	0.0146419	0.0146419	0.0146419	0.0146419	0.0146419	0.0146419	0.0146419	0.0146419	0.0146419	0.0146419	0.0146419	0.01511419	0.155357	0.1553574	0.09424662
259	1	-86.26442	-90.91971	4.655296	0.1806754	0.009617199	0.00236585	0.00236585	0.00236585	0.00236585	0.00236585	0.00236585	0.00236585	0.00236585	0.00236585	0.00236585	0.00236585	0.00236585	0.00236585	0.00236585	0.00236585	0.00236585	0.00236585	0.00236585	0.00236585	0.00236585	0.00236585	0.02265692	0.180675	0.1806754	0.01309447
260	0	-83.33102	-88.42138	5.090358	0.1605921	0.001812884	0.00805281	0.00805281	0.00805281	0.00805281	0.00805281	0.00805281	0.00805281	0.00805281	0.00805281	0.00805281	0.00805281	0.00805281	0.00805281	0.00805281	0.00805281	0.00805281	0.00805281	0.00805281	0.00805281	0.00805281	0.00805281	0.00987258	0.160592	0.1605921	0.05014453
