Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_fission	clado_fusion	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	gamma	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	total_speciation	turnover
1479	3	-25.18161	-40.31879	15.13718	0.0002632031	0.001070321	0.02943681	0.00365019	0.00900871	0.00900871	0.00900871	0.00900871	0.00900871	0.00900871	0.00900871	0.00900871	0.00900871	0.00900871	0.00900871	0.00900871	0.00900871	0.00900871	0.00900871	0.00900871	0.00900871	0.00900871	0.0001564117	0.0294368	0.000263203	0.00107032	0.03077033	0.2927726
1480	0	-31.66181	-45.89951	14.2377	0.00913511	0.002508254	0.02894163	0.01221005	0.00819737	0.00819737	0.00819737	0.00819737	0.00819737	0.00819737	0.00819737	0.00819737	0.00819737	0.00819737	0.00819737	0.00819737	0.00819737	0.00819737	0.00819737	0.00819737	0.00819737	0.00819737	0.01451304	0.0289416	0.00913511	0.00250825	0.040585	0.2019803
1481	1	-35.06514	-49.4337	14.36855	0.00109861	0.01648317	0.01405226	0.02102515	0.0111029	0.0111029	0.0111029	0.0111029	0.0111029	0.0111029	0.0111029	0.0111029	0.0111029	0.0111029	0.0111029	0.0111029	0.0111029	0.0111029	0.0111029	0.0111029	0.0111029	0.0111029	0.05374532	0.0140523	0.00109861	0.0164832	0.03163405	0.3509803
1482	2	-28.80885	-44.0161	15.20725	0.0006333388	0.00106322	0.02553494	0.009349994	0.0018361	0.0018361	0.0018361	0.0018361	0.0018361	0.0018361	0.0018361	0.0018361	0.0018361	0.0018361	0.0018361	0.0018361	0.0018361	0.0018361	0.0018361	0.0018361	0.0018361	0.0018361	0.01161873	0.0255349	0.000633339	0.00106322	0.0272315	0.06742571
1483	3	-28.5435	-44.09097	15.54747	0.0004824426	0.003743845	0.02036931	0.004695061	0.00863141	0.00863141	0.00863141	0.00863141	0.00863141	0.00863141	0.00863141	0.00863141	0.00863141	0.00863141	0.00863141	0.00863141	0.00863141	0.00863141	0.00863141	0.00863141	0.00863141	0.00863141	0.000254473	0.0203693	0.000482443	0.00374384	0.0245956	0.3509331
1484	0	-30.01563	-44.88627	14.87064	0.002080407	0.0004143866	0.02894163	0.008655859	0.0065482	0.0065482	0.0065482	0.0065482	0.0065482	0.0065482	0.0065482	0.0065482	0.0065482	0.0065482	0.0065482	0.0065482	0.0065482	0.0065482	0.0065482	0.0065482	0.0065482	0.0065482	0.01725578	0.0289416	0.00208041	0.000414387	0.03143643	0.2082998
1485	1	-35.28347	-48.94791	13.66444	0.005936055	0.001851002	0.025709	0.07364869	0.0041217	0.0041217	0.0041217	0.0041217	0.0041217	0.0041217	0.0041217	0.0041217	0.0041217	0.0041217	0.0041217	0.0041217	0.0041217	0.0041217	0.0041217	0.0041217	0.0041217	0.0041217	0.05881618	0.025709	0.00593606	0.001851	0.03349606	0.1230504
1486	2	-33.34496	-46.35453	13.00957	0.005392152	0.01007958	0.04470074	0.01152417	0.0302227	0.0302227	0.0302227	0.0302227	0.0302227	0.0302227	0.0302227	0.0302227	0.0302227	0.0302227	0.0302227	0.0302227	0.0302227	0.0302227	0.0302227	0.0302227	0.0302227	0.0302227	0.004235979	0.0447007	0.00539215	0.0100796	0.06017247	0.5022681
1487	3	-30.33235	-44.45687	14.12452	0.009039539	0.001019247	0.03444081	0.01111902	0.0174791	0.0174791	0.0174791	0.0174791	0.0174791	0.0174791	0.0174791	0.0174791	0.0174791	0.0174791	0.0174791	0.0174791	0.0174791	0.0174791	0.0174791	0.0174791	0.0174791	0.0174791	0.0001870056	0.0344408	0.00903954	0.00101925	0.0444996	0.3927913
1488	0	-30.06275	-44.48027	14.41752	0.005119592	0.006380173	0.02894163	0.006693522	0.014854	0.014854	0.014854	0.014854	0.014854	0.014854	0.014854	0.014854	0.014854	0.014854	0.014854	0.014854	0.014854	0.014854	0.014854	0.014854	0.014854	0.014854	0.003028978	0.0289416	0.00511959	0.00638017	0.0404414	0.367297
1489	1	-37.28625	-50.61692	13.33067	0.005557583	0.0009162451	0.02243709	0.1275267	0.00601174	0.00601174	0.00601174	0.00601174	0.00601174	0.00601174	0.00601174	0.00601174	0.00601174	0.00601174	0.00601174	0.00601174	0.00601174	0.00601174	0.00601174	0.00601174	0.00601174	0.00601174	0.06962978	0.0224371	0.00555758	0.000916245	0.02891092	0.2079401
1490	2	-28.53991	-43.60262	15.06271	0.005560953	0.0009846912	0.02417872	0.005272885	0.00501484	0.00501484	0.00501484	0.00501484	0.00501484	0.00501484	0.00501484	0.00501484	0.00501484	0.00501484	0.00501484	0.00501484	0.00501484	0.00501484	0.00501484	0.00501484	0.00501484	0.00501484	0.006294456	0.0241787	0.00556095	0.000984691	0.03072437	0.1632204
1491	3	-30.43415	-46.31233	15.87818	0.002654857	0.0009628069	0.01510899	0.0109344	0.00346619	0.00346619	0.00346619	0.00346619	0.00346619	0.00346619	0.00346619	0.00346619	0.00346619	0.00346619	0.00346619	0.00346619	0.00346619	0.00346619	0.00346619	0.00346619	0.00346619	0.00346619	0.001027257	0.015109	0.00265486	0.000962807	0.01872665	0.1850939
1492	0	-28.47513	-43.78278	15.30765	0.004342073	0.003708451	0.01903078	0.009365619	0.000205858	0.000205858	0.000205858	0.000205858	0.000205858	0.000205858	0.000205858	0.000205858	0.000205858	0.000205858	0.000205858	0.000205858	0.000205858	0.000205858	0.000205858	0.000205858	0.000205858	0.000205858	0.00258959	0.0190308	0.00434207	0.00370845	0.02708131	0.007601469
1493	1	-36.26899	-50.72186	14.45287	0.00752276	0.0004862647	0.02243709	0.06114234	0.0169968	0.0169968	0.0169968	0.0169968	0.0169968	0.0169968	0.0169968	0.0169968	0.0169968	0.0169968	0.0169968	0.0169968	0.0169968	0.0169968	0.0169968	0.0169968	0.0169968	0.0169968	0.01331016	0.0224371	0.00752276	0.000486265	0.03044612	0.55826
1494	2	-31.05169	-45.37471	14.32302	0.009788017	0.0006930655	0.0298211	0.01010113	0.0131642	0.0131642	0.0131642	0.0131642	0.0131642	0.0131642	0.0131642	0.0131642	0.0131642	0.0131642	0.0131642	0.0131642	0.0131642	0.0131642	0.0131642	0.0131642	0.0131642	0.0131642	0.01002209	0.0298211	0.00978802	0.000693066	0.04030218	0.3266381
1495	3	-36.09547	-48.67697	12.58151	0.02657314	0.006098941	0.03222882	0.0255856	0.0406389	0.0406389	0.0406389	0.0406389	0.0406389	0.0406389	0.0406389	0.0406389	0.0406389	0.0406389	0.0406389	0.0406389	0.0406389	0.0406389	0.0406389	0.0406389	0.0406389	0.0406389	0.0006868048	0.0322288	0.0265731	0.00609894	0.0649009	0.6261685
1496	0	-32.46216	-46.75131	14.28915	0.02081763	0.003153056	0.01725689	0.0140705	0.0140473	0.0140473	0.0140473	0.0140473	0.0140473	0.0140473	0.0140473	0.0140473	0.0140473	0.0140473	0.0140473	0.0140473	0.0140473	0.0140473	0.0140473	0.0140473	0.0140473	0.0140473	0.003119252	0.0172569	0.0208176	0.00315306	0.04122758	0.3407252
1497	1	-32.74924	-46.97588	14.22664	0.001180138	0.008722749	0.02713866	0.01597558	0.00683639	0.00683639	0.00683639	0.00683639	0.00683639	0.00683639	0.00683639	0.00683639	0.00683639	0.00683639	0.00683639	0.00683639	0.00683639	0.00683639	0.00683639	0.00683639	0.00683639	0.00683639	0.03605475	0.0271387	0.00118014	0.00872275	0.03704155	0.18456
1498	2	-34.4059	-47.7213	13.31539	0.009226484	0.001807469	0.03953232	0.03618863	0.0234795	0.0234795	0.0234795	0.0234795	0.0234795	0.0234795	0.0234795	0.0234795	0.0234795	0.0234795	0.0234795	0.0234795	0.0234795	0.0234795	0.0234795	0.0234795	0.0234795	0.0234795	0.01459639	0.0395323	0.00922648	0.00180747	0.05056628	0.4643316
1499	3	-32.41263	-47.17149	14.75886	0.01406562	0.004556349	0.01273353	0.03723826	0.00351687	0.00351687	0.00351687	0.00351687	0.00351687	0.00351687	0.00351687	0.00351687	0.00351687	0.00351687	0.00351687	0.00351687	0.00351687	0.00351687	0.00351687	0.00351687	0.00351687	0.00351687	0.0004037012	0.0127335	0.0140656	0.00455635	0.0313555	0.1121612
1500	0	-30.61099	-45.41874	14.80775	0.002425962	0.004432438	0.02793413	0.007520295	0.0191051	0.0191051	0.0191051	0.0191051	0.0191051	0.0191051	0.0191051	0.0191051	0.0191051	0.0191051	0.0191051	0.0191051	0.0191051	0.0191051	0.0191051	0.0191051	0.0191051	0.0191051	0.001759092	0.0279341	0.00242596	0.00443244	0.03479253	0.5491144
1501	1	-32.18293	-47.08169	14.89876	0.0173567	0.008907919	0.005887957	0.01120803	0.00184734	0.00184734	0.00184734	0.00184734	0.00184734	0.00184734	0.00184734	0.00184734	0.00184734	0.00184734	0.00184734	0.00184734	0.00184734	0.00184734	0.00184734	0.00184734	0.00184734	0.00184734	0.007000147	0.00588796	0.0173567	0.00890792	0.03215257	0.05745556
1502	2	-33.87494	-48.32582	14.45088	0.009185985	0.008608619	0.01396449	0.01599461	0.00582204	0.00582204	0.00582204	0.00582204	0.00582204	0.00582204	0.00582204	0.00582204	0.00582204	0.00582204	0.00582204	0.00582204	0.00582204	0.00582204	0.00582204	0.00582204	0.00582204	0.00582204	0.04968959	0.0139645	0.00918598	0.00860862	0.0317591	0.1833189
1503	3	-31.01664	-45.81914	14.8025	0.00168893	0.006534047	0.02506026	0.01931328	0.0121188	0.0121188	0.0121188	0.0121188	0.0121188	0.0121188	0.0121188	0.0121188	0.0121188	0.0121188	0.0121188	0.0121188	0.0121188	0.0121188	0.0121188	0.0121188	0.0121188	0.0121188	0.0007987981	0.0250603	0.00168893	0.00653405	0.03328323	0.3641099
1504	0	-28.53675	-42.95073	14.41399	0.0086191	0.000405476	0.03205713	0.004956027	0.0110779	0.0110779	0.0110779	0.0110779	0.0110779	0.0110779	0.0110779	0.0110779	0.0110779	0.0110779	0.0110779	0.0110779	0.0110779	0.0110779	0.0110779	0.0110779	0.0110779	0.0110779	0.000746224	0.0320571	0.0086191	0.000405476	0.0410817	0.2696554
1505	1	-35.10453	-49.59402	14.48949	0.03377414	0.003645207	0.001024699	0.009471562	0.0137094	0.0137094	0.0137094	0.0137094	0.0137094	0.0137094	0.0137094	0.0137094	0.0137094	0.0137094	0.0137094	0.0137094	0.0137094	0.0137094	0.0137094	0.0137094	0.0137094	0.0137094	0.00669516	0.0010247	0.0337741	0.00364521	0.03844405	0.3566072
1506	2	-33.14981	-47.88085	14.73104	0.006421416	0.007712911	0.01602561	0.04044857	0.00728581	0.00728581	0.00728581	0.00728581	0.00728581	0.00728581	0.00728581	0.00728581	0.00728581	0.00728581	0.00728581	0.00728581	0.00728581	0.00728581	0.00728581	0.00728581	0.00728581	0.00728581	0.008141035	0.0160256	0.00642142	0.00771291	0.03015994	0.2415725
1507	3	-27.47669	-42.09228	14.61559	0.003025146	0.0004097625	0.03425152	0.007643044	0.00838763	0.00838763	0.00838763	0.00838763	0.00838763	0.00838763	0.00838763	0.00838763	0.00838763	0.00838763	0.00838763	0.00838763	0.00838763	0.00838763	0.00838763	0.00838763	0.00838763	0.00838763	0.001087752	0.0342515	0.00302515	0.000409762	0.03768643	0.2225636
1508	0	-31.95497	-45.5704	13.61543	0.006035376	0.01303391	0.03378727	0.003381621	0.0288985	0.0288985	0.0288985	0.0288985	0.0288985	0.0288985	0.0288985	0.0288985	0.0288985	0.0288985	0.0288985	0.0288985	0.0288985	0.0288985	0.0288985	0.0288985	0.0288985	0.0288985	0.001757548	0.0337873	0.00603538	0.0130339	0.05285656	0.5467345
1509	1	-33.51757	-47.96959	14.45202	0.02317497	0.008030993	0.006434132	0.008004306	0.00476599	0.00476599	0.00476599	0.00476599	0.00476599	0.00476599	0.00476599	0.00476599	0.00476599	0.00476599	0.00476599	0.00476599	0.00476599	0.00476599	0.00476599	0.00476599	0.00476599	0.00476599	0.01739962	0.00643413	0.023175	0.00803099	0.03764009	0.12662
1510	2	-32.47754	-46.81215	14.33462	0.01201479	0.0006365526	0.02397456	0.03750973	0.00510618	0.00510618	0.00510618	0.00510618	0.00510618	0.00510618	0.00510618	0.00510618	0.00510618	0.00510618	0.00510618	0.00510618	0.00510618	0.00510618	0.00510618	0.00510618	0.00510618	0.00510618	0.006561362	0.0239746	0.0120148	0.000636553	0.0366259	0.1394143
1511	3	-27.80406	-43.49285	15.68879	0.001872723	0.002784956	0.01790806	0.003045128	0.00477374	0.00477374	0.00477374	0.00477374	0.00477374	0.00477374	0.00477374	0.00477374	0.00477374	0.00477374	0.00477374	0.00477374	0.00477374	0.00477374	0.00477374	0.00477374	0.00477374	0.00477374	0.00163586	0.0179081	0.00187272	0.00278496	0.02256573	0.2115483
1512	0	-25.99783	-40.79019	14.79236	0.001642787	0.002679916	0.03139226	0.002287316	0.00434291	0.00434291	0.00434291	0.00434291	0.00434291	0.00434291	0.00434291	0.00434291	0.00434291	0.00434291	0.00434291	0.00434291	0.00434291	0.00434291	0.00434291	0.00434291	0.00434291	0.00434291	0.002230695	0.0313923	0.00164279	0.00267992	0.03571496	0.1215991
1513	1	-33.2198	-47.29024	14.07043	0.001082092	0.0269699	0.01724154	0.003964488	0.00482735	0.00482735	0.00482735	0.00482735	0.00482735	0.00482735	0.00482735	0.00482735	0.00482735	0.00482735	0.00482735	0.00482735	0.00482735	0.00482735	0.00482735	0.00482735	0.00482735	0.00482735	0.007327638	0.0172415	0.00108209	0.0269699	0.04529353	0.1065793
1514	2	-32.27461	-46.80694	14.53233	0.0005120314	0.01155566	0.02094494	0.016118	0.00195123	0.00195123	0.00195123	0.00195123	0.00195123	0.00195123	0.00195123	0.00195123	0.00195123	0.00195123	0.00195123	0.00195123	0.00195123	0.00195123	0.00195123	0.00195123	0.00195123	0.00195123	0.0328599	0.0209449	0.000512031	0.0115557	0.03301263	0.05910561
1515	3	-25.7206	-41.09797	15.37737	0.002535679	0.002790669	0.02189668	0.001984331	0.00010512	0.00010512	0.00010512	0.00010512	0.00010512	0.00010512	0.00010512	0.00010512	0.00010512	0.00010512	0.00010512	0.00010512	0.00010512	0.00010512	0.00010512	0.00010512	0.00010512	0.00010512	0.002030676	0.0218967	0.00253568	0.00279067	0.02722303	0.003861442
1516	0	-27.56952	-42.69547	15.12595	0.003542098	0.0001813955	0.02624339	0.006470728	0.0047773	0.0047773	0.0047773	0.0047773	0.0047773	0.0047773	0.0047773	0.0047773	0.0047773	0.0047773	0.0047773	0.0047773	0.0047773	0.0047773	0.0047773	0.0047773	0.0047773	0.0047773	0.003945977	0.0262434	0.0035421	0.000181395	0.02996689	0.1594194
1517	1	-35.39011	-49.02025	13.63014	0.005987943	0.03185366	0.01046666	0.006986405	0.0167758	0.0167758	0.0167758	0.0167758	0.0167758	0.0167758	0.0167758	0.0167758	0.0167758	0.0167758	0.0167758	0.0167758	0.0167758	0.0167758	0.0167758	0.0167758	0.0167758	0.0167758	0.02774537	0.0104667	0.00598794	0.0318537	0.04830826	0.3472659
1518	2	-39.91335	-51.53458	11.62123	0.02549684	0.0289588	0.0144277	0.04504347	0.0434271	0.0434271	0.0434271	0.0434271	0.0434271	0.0434271	0.0434271	0.0434271	0.0434271	0.0434271	0.0434271	0.0434271	0.0434271	0.0434271	0.0434271	0.0434271	0.0434271	0.0434271	0.05005743	0.0144277	0.0254968	0.0289588	0.06888334	0.6304436
1519	3	-27.10017	-41.54954	14.44937	0.001303988	0.004147083	0.03530507	0.003216355	0.00993329	0.00993329	0.00993329	0.00993329	0.00993329	0.00993329	0.00993329	0.00993329	0.00993329	0.00993329	0.00993329	0.00993329	0.00993329	0.00993329	0.00993329	0.00993329	0.00993329	0.00993329	0.001170815	0.0353051	0.00130399	0.00414708	0.04075614	0.243725
1520	0	-27.39445	-42.83221	15.43776	0.0003483617	0.001939198	0.02385582	0.001378313	0.00986026	0.00986026	0.00986026	0.00986026	0.00986026	0.00986026	0.00986026	0.00986026	0.00986026	0.00986026	0.00986026	0.00986026	0.00986026	0.00986026	0.00986026	0.00986026	0.00986026	0.00986026	0.003971315	0.0238558	0.000348362	0.0019392	0.02614338	0.3771609
1521	1	-27.45324	-42.64442	15.19117	0.0002591427	0.007543822	0.02198378	0.002242575	0.00381969	0.00381969	0.00381969	0.00381969	0.00381969	0.00381969	0.00381969	0.00381969	0.00381969	0.00381969	0.00381969	0.00381969	0.00381969	0.00381969	0.00381969	0.00381969	0.00381969	0.00381969	0.002882609	0.0219838	0.000259143	0.00754382	0.02978674	0.1282344
1522	2	-34.02702	-48.14992	14.1229	0.0005798476	0.01485227	0.01938622	0.05321889	0.00433018	0.00433018	0.00433018	0.00433018	0.00433018	0.00433018	0.00433018	0.00433018	0.00433018	0.00433018	0.00433018	0.00433018	0.00433018	0.00433018	0.00433018	0.00433018	0.00433018	0.00433018	0.02436918	0.0193862	0.000579848	0.0148523	0.03481834	0.1243648
1523	3	-26.22029	-41.9332	15.71291	0.0006052572	0.005268413	0.01667904	0.0003975896	3.04998e-05	3.04998e-05	3.04998e-05	3.04998e-05	3.04998e-05	3.04998e-05	3.04998e-05	3.04998e-05	3.04998e-05	3.04998e-05	3.04998e-05	3.04998e-05	3.04998e-05	3.04998e-05	3.04998e-05	3.04998e-05	3.04998e-05	3.04998e-05	0.001959844	0.016679	0.000605257	0.00526841	0.02255271	0.001352379
1524	0	-27.54544	-41.71535	14.16991	0.003769633	0.002051826	0.03909657	0.0006215616	0.0140501	0.0140501	0.0140501	0.0140501	0.0140501	0.0140501	0.0140501	0.0140501	0.0140501	0.0140501	0.0140501	0.0140501	0.0140501	0.0140501	0.0140501	0.0140501	0.0140501	0.0140501	0.003287949	0.0390966	0.00376963	0.00205183	0.04491803	0.312794
1525	1	-28.1937	-43.037	14.8433	0.00913219	0.002521745	0.0235447	0.0007390818	0.0069053	0.0069053	0.0069053	0.0069053	0.0069053	0.0069053	0.0069053	0.0069053	0.0069053	0.0069053	0.0069053	0.0069053	0.0069053	0.0069053	0.0069053	0.0069053	0.0069053	0.0069053	0.002211357	0.0235447	0.00913219	0.00252174	0.03519863	0.1961808
1526	2	-35.85156	-49.42688	13.57532	0.001317584	0.01610409	0.02604665	0.04541594	0.00117335	0.00117335	0.00117335	0.00117335	0.00117335	0.00117335	0.00117335	0.00117335	0.00117335	0.00117335	0.00117335	0.00117335	0.00117335	0.00117335	0.00117335	0.00117335	0.00117335	0.00117335	0.02785315	0.0260467	0.00131758	0.0161041	0.04346833	0.02699325
1527	3	-28.34303	-43.20148	14.85845	0.005131518	0.006610354	0.02306807	0.0009045146	0.0069755	0.0069755	0.0069755	0.0069755	0.0069755	0.0069755	0.0069755	0.0069755	0.0069755	0.0069755	0.0069755	0.0069755	0.0069755	0.0069755	0.0069755	0.0069755	0.0069755	0.0069755	0.003185855	0.0230681	0.00513152	0.00661035	0.03480995	0.2003882
1528	0	-25.15087	-39.66917	14.5183	0.003495357	0.0001924492	0.03646094	0.0007013089	0.00862207	0.00862207	0.00862207	0.00862207	0.00862207	0.00862207	0.00862207	0.00862207	0.00862207	0.00862207	0.00862207	0.00862207	0.00862207	0.00862207	0.00862207	0.00862207	0.00862207	0.00862207	0.0009416558	0.0364609	0.00349536	0.000192449	0.04014875	0.2147531
1529	1	-26.73806	-41.98035	15.2423	0.002657684	0.00270256	0.0235447	0.002842462	0.00321465	0.00321465	0.00321465	0.00321465	0.00321465	0.00321465	0.00321465	0.00321465	0.00321465	0.00321465	0.00321465	0.00321465	0.00321465	0.00321465	0.00321465	0.00321465	0.00321465	0.00321465	0.003192643	0.0235447	0.00265768	0.00270256	0.02890494	0.1112147
1530	2	-31.22244	-45.97606	14.75362	0.002323325	0.008858767	0.02066904	0.02827458	0.000550452	0.000550452	0.000550452	0.000550452	0.000550452	0.000550452	0.000550452	0.000550452	0.000550452	0.000550452	0.000550452	0.000550452	0.000550452	0.000550452	0.000550452	0.000550452	0.000550452	0.000550452	0.006506771	0.020669	0.00232332	0.00885877	0.03185113	0.01728203
1531	3	-25.95785	-41.11719	15.15934	0.003940284	0.003732493	0.02306807	0.0004299075	0.00209043	0.00209043	0.00209043	0.00209043	0.00209043	0.00209043	0.00209043	0.00209043	0.00209043	0.00209043	0.00209043	0.00209043	0.00209043	0.00209043	0.00209043	0.00209043	0.00209043	0.00209043	0.001362094	0.0230681	0.00394028	0.00373249	0.03074085	0.06800157
1532	0	-25.9889	-39.81212	13.82322	0.001272528	2.551639e-05	0.04890135	0.001511878	0.0142241	0.0142241	0.0142241	0.0142241	0.0142241	0.0142241	0.0142241	0.0142241	0.0142241	0.0142241	0.0142241	0.0142241	0.0142241	0.0142241	0.0142241	0.0142241	0.0142241	0.0142241	0.0009956564	0.0489014	0.00127253	2.55164e-05	0.0501994	0.2833517
1533	1	-28.08701	-43.70075	15.61374	0.001433622	0.0001519703	0.02106745	0.005513763	0.00317027	0.00317027	0.00317027	0.00317027	0.00317027	0.00317027	0.00317027	0.00317027	0.00317027	0.00317027	0.00317027	0.00317027	0.00317027	0.00317027	0.00317027	0.00317027	0.00317027	0.00317027	0.006075695	0.0210675	0.00143362	0.00015197	0.02265305	0.1399488
1534	2	-34.13879	-48.26852	14.12974	0.001823133	0.02132608	0.01655781	0.02418943	0.0157367	0.0157367	0.0157367	0.0157367	0.0157367	0.0157367	0.0157367	0.0157367	0.0157367	0.0157367	0.0157367	0.0157367	0.0157367	0.0157367	0.0157367	0.0157367	0.0157367	0.0157367	0.0193267	0.0165578	0.00182313	0.0213261	0.03970702	0.3963191
1535	3	-24.81175	-39.57789	14.76614	0.001671808	0.0003472433	0.03439078	0.001390663	0.0124667	0.0124667	0.0124667	0.0124667	0.0124667	0.0124667	0.0124667	0.0124667	0.0124667	0.0124667	0.0124667	0.0124667	0.0124667	0.0124667	0.0124667	0.0124667	0.0124667	0.0124667	0.001004084	0.0343908	0.00167181	0.000347243	0.03640983	0.3423986
1536	0	-24.16384	-39.01512	14.85128	0.0007743845	0.0005998741	0.03371328	0.00231039	0.00685385	0.00685385	0.00685385	0.00685385	0.00685385	0.00685385	0.00685385	0.00685385	0.00685385	0.00685385	0.00685385	0.00685385	0.00685385	0.00685385	0.00685385	0.00685385	0.00685385	0.00685385	0.000601598	0.0337133	0.000774384	0.000599874	0.03508753	0.1953357
1537	1	-28.94442	-44.10375	15.15934	0.0008368826	0.007730804	0.02106745	0.004694055	0.00633279	0.00633279	0.00633279	0.00633279	0.00633279	0.00633279	0.00633279	0.00633279	0.00633279	0.00633279	0.00633279	0.00633279	0.00633279	0.00633279	0.00633279	0.00633279	0.00633279	0.00633279	0.00465021	0.0210675	0.000836883	0.0077308	0.02963514	0.2136918
1538	2	-39.84125	-52.79148	12.95023	0.009831832	0.02343617	0.02040336	0.01600163	0.0450121	0.0450121	0.0450121	0.0450121	0.0450121	0.0450121	0.0450121	0.0450121	0.0450121	0.0450121	0.0450121	0.0450121	0.0450121	0.0450121	0.0450121	0.0450121	0.0450121	0.0450121	0.0500927	0.0204034	0.00983183	0.0234362	0.05367137	0.8386608
1539	3	-28.08491	-42.40329	14.31838	0.005607384	0.003052276	0.03439078	0.001227284	0.0197251	0.0197251	0.0197251	0.0197251	0.0197251	0.0197251	0.0197251	0.0197251	0.0197251	0.0197251	0.0197251	0.0197251	0.0197251	0.0197251	0.0197251	0.0197251	0.0197251	0.0197251	0.0005899245	0.0343908	0.00560738	0.00305228	0.04305044	0.4581856
1540	0	-24.08582	-38.4763	14.39049	0.0005574081	0.001058391	0.04052347	0.0005545947	0.015159	0.015159	0.015159	0.015159	0.015159	0.015159	0.015159	0.015159	0.015159	0.015159	0.015159	0.015159	0.015159	0.015159	0.015159	0.015159	0.015159	0.015159	0.0002748253	0.0405235	0.000557408	0.00105839	0.04213927	0.3597351
1541	1	-28.22733	-43.41925	15.19192	0.003979839	0.00460486	0.02042459	0.008233751	9.9036e-06	9.9036e-06	9.9036e-06	9.9036e-06	9.9036e-06	9.9036e-06	9.9036e-06	9.9036e-06	9.9036e-06	9.9036e-06	9.9036e-06	9.9036e-06	9.9036e-06	9.9036e-06	9.9036e-06	9.9036e-06	9.9036e-06	9.9036e-06	0.002126468	0.0204246	0.00397984	0.00460486	0.02900929	0.0003413942
1542	2	-36.43608	-49.97638	13.5403	0.002850275	0.02654327	0.008465406	0.03641411	0.0103783	0.0103783	0.0103783	0.0103783	0.0103783	0.0103783	0.0103783	0.0103783	0.0103783	0.0103783	0.0103783	0.0103783	0.0103783	0.0103783	0.0103783	0.0103783	0.0103783	0.0103783	0.07866708	0.00846541	0.00285027	0.0265433	0.03785895	0.2741317
1543	3	-26.97873	-42.10708	15.12835	0.0045322	0.006027743	0.02078017	0.0004086145	0.00423954	0.00423954	0.00423954	0.00423954	0.00423954	0.00423954	0.00423954	0.00423954	0.00423954	0.00423954	0.00423954	0.00423954	0.00423954	0.00423954	0.00423954	0.00423954	0.00423954	0.00423954	0.0003900003	0.0207802	0.0045322	0.00602774	0.03134011	0.1352753
1544	0	-26.14463	-40.49212	14.34749	0.0006466923	0.001264089	0.04052347	0.002484492	5.13643e-05	5.13643e-05	5.13643e-05	5.13643e-05	5.13643e-05	5.13643e-05	5.13643e-05	5.13643e-05	5.13643e-05	5.13643e-05	5.13643e-05	5.13643e-05	5.13643e-05	5.13643e-05	5.13643e-05	5.13643e-05	5.13643e-05	5.13643e-05	0.0006302925	0.0405235	0.000646692	0.00126409	0.04243425	0.001210443
1545	1	-26.03974	-40.81818	14.77844	0.001317923	0.001338675	0.03311267	0.003915165	0.00851319	0.00851319	0.00851319	0.00851319	0.00851319	0.00851319	0.00851319	0.00851319	0.00851319	0.00851319	0.00851319	0.00851319	0.00851319	0.00851319	0.00851319	0.00851319	0.00851319	0.00851319	0.001624049	0.0331127	0.00131792	0.00133868	0.03576927	0.2380029
1546	2	-36.00812	-49.78148	13.77335	0.004348072	0.01853845	0.009619186	0.05433505	0.00534152	0.00534152	0.00534152	0.00534152	0.00534152	0.00534152	0.00534152	0.00534152	0.00534152	0.00534152	0.00534152	0.00534152	0.00534152	0.00534152	0.00534152	0.00534152	0.00534152	0.00534152	0.07400236	0.00961919	0.00434807	0.0185385	0.03250571	0.1643256
1547	3	-25.8997	-41.28762	15.38792	0.004948224	0.001678235	0.02078017	0.0008990747	0.00247393	0.00247393	0.00247393	0.00247393	0.00247393	0.00247393	0.00247393	0.00247393	0.00247393	0.00247393	0.00247393	0.00247393	0.00247393	0.00247393	0.00247393	0.00247393	0.00247393	0.00247393	0.0008067505	0.0207802	0.00494822	0.00167824	0.02740663	0.09026741
1548	0	-35.79797	-48.76367	12.9657	0.03647692	0.002542652	0.02329386	0.004256706	0.0445514	0.0445514	0.0445514	0.0445514	0.0445514	0.0445514	0.0445514	0.0445514	0.0445514	0.0445514	0.0445514	0.0445514	0.0445514	0.0445514	0.0445514	0.0445514	0.0445514	0.0445514	0.001267424	0.0232939	0.0364769	0.00254265	0.06231343	0.7149567
1549	1	-25.00007	-40.61425	15.61419	0.0002801267	0.0002559721	0.02318648	0.002270657	0.00423719	0.00423719	0.00423719	0.00423719	0.00423719	0.00423719	0.00423719	0.00423719	0.00423719	0.00423719	0.00423719	0.00423719	0.00423719	0.00423719	0.00423719	0.00423719	0.00423719	0.00423719	0.001969433	0.0231865	0.000280127	0.000255972	0.02372257	0.1786144
