Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	gamma	speciation_rates[1]	total_speciation	turnover
789	1	-34.04407	-39.32844	5.28437	0.0514309	0.0008592581	0.0216964	0.0216964	0.0216964	0.0216964	0.0216964	0.0216964	0.0216964	0.0216964	0.0216964	0.0216964	0.0216964	0.0216964	0.0216964	0.0216964	0.0216964	0.0216964	0.0216964	0.0216964	0.002349414	0.0514309	0.0514309	0.4218559
790	0	-32.00292	-38.17073	6.167805	0.0386895	0.0005535314	0.0132508	0.0132508	0.0132508	0.0132508	0.0132508	0.0132508	0.0132508	0.0132508	0.0132508	0.0132508	0.0132508	0.0132508	0.0132508	0.0132508	0.0132508	0.0132508	0.0132508	0.0132508	0.001331664	0.0386895	0.0386895	0.3424898
791	1	-33.40396	-40.49889	7.094934	0.02512426	0.001199527	0.0104114	0.0104114	0.0104114	0.0104114	0.0104114	0.0104114	0.0104114	0.0104114	0.0104114	0.0104114	0.0104114	0.0104114	0.0104114	0.0104114	0.0104114	0.0104114	0.0104114	0.0104114	0.0006194555	0.0251243	0.02512426	0.4143974
792	0	-33.61956	-39.05832	5.438763	0.04923187	0.002051299	0.0170343	0.0170343	0.0170343	0.0170343	0.0170343	0.0170343	0.0170343	0.0170343	0.0170343	0.0170343	0.0170343	0.0170343	0.0170343	0.0170343	0.0170343	0.0170343	0.0170343	0.0170343	0.0007368022	0.0492319	0.04923187	0.3460009
793	1	-36.92227	-43.8908	6.968527	0.02512426	0.01376672	0.00489281	0.00489281	0.00489281	0.00489281	0.00489281	0.00489281	0.00489281	0.00489281	0.00489281	0.00489281	0.00489281	0.00489281	0.00489281	0.00489281	0.00489281	0.00489281	0.00489281	0.00489281	0.0006929461	0.0251243	0.02512426	0.1947444
794	0	-31.96949	-38.30555	6.336057	0.03617384	0.001940301	0.0109302	0.0109302	0.0109302	0.0109302	0.0109302	0.0109302	0.0109302	0.0109302	0.0109302	0.0109302	0.0109302	0.0109302	0.0109302	0.0109302	0.0109302	0.0109302	0.0109302	0.0109302	0.0003009321	0.0361738	0.03617384	0.3021588
795	1	-34.05267	-41.10634	7.053675	0.02512426	0.005437977	0.00523533	0.00523533	0.00523533	0.00523533	0.00523533	0.00523533	0.00523533	0.00523533	0.00523533	0.00523533	0.00523533	0.00523533	0.00523533	0.00523533	0.00523533	0.00523533	0.00523533	0.00523533	0.000506901	0.0251243	0.02512426	0.2083776
796	0	-30.75796	-37.45923	6.701268	0.03087233	0.001258092	0.000359426	0.000359426	0.000359426	0.000359426	0.000359426	0.000359426	0.000359426	0.000359426	0.000359426	0.000359426	0.000359426	0.000359426	0.000359426	0.000359426	0.000359426	0.000359426	0.000359426	0.000359426	0.0006698163	0.0308723	0.03087233	0.01164234
797	1	-33.44808	-40.31906	6.870974	0.0276934	0.005056332	0.00321806	0.00321806	0.00321806	0.00321806	0.00321806	0.00321806	0.00321806	0.00321806	0.00321806	0.00321806	0.00321806	0.00321806	0.00321806	0.00321806	0.00321806	0.00321806	0.00321806	0.00321806	0.001612176	0.0276934	0.0276934	0.1162031
798	0	-32.24915	-38.33983	6.090688	0.03976908	0.0007991863	0.00324289	0.00324289	0.00324289	0.00324289	0.00324289	0.00324289	0.00324289	0.00324289	0.00324289	0.00324289	0.00324289	0.00324289	0.00324289	0.00324289	0.00324289	0.00324289	0.00324289	0.00324289	0.001424526	0.0397691	0.03976908	0.08154311
799	1	-32.7881	-39.68027	6.892169	0.0276934	0.003966551	0.00476313	0.00476313	0.00476313	0.00476313	0.00476313	0.00476313	0.00476313	0.00476313	0.00476313	0.00476313	0.00476313	0.00476313	0.00476313	0.00476313	0.00476313	0.00476313	0.00476313	0.00476313	0.0005824282	0.0276934	0.0276934	0.1719951
800	0	-31.76161	-38.45543	6.693821	0.0307234	0.001152379	0.00164139	0.00164139	0.00164139	0.00164139	0.00164139	0.00164139	0.00164139	0.00164139	0.00164139	0.00164139	0.00164139	0.00164139	0.00164139	0.00164139	0.00164139	0.00164139	0.00164139	0.00164139	0.002537408	0.0307234	0.0307234	0.0534249
801	1	-34.47115	-41.36696	6.895817	0.0276934	0.002789517	0.0123096	0.0123096	0.0123096	0.0123096	0.0123096	0.0123096	0.0123096	0.0123096	0.0123096	0.0123096	0.0123096	0.0123096	0.0123096	0.0123096	0.0123096	0.0123096	0.0123096	0.0123096	0.001394607	0.0276934	0.0276934	0.4444945
802	0	-31.64406	-38.34912	6.705067	0.0307234	0.0001949649	0.00568606	0.00568606	0.00568606	0.00568606	0.00568606	0.00568606	0.00568606	0.00568606	0.00568606	0.00568606	0.00568606	0.00568606	0.00568606	0.00568606	0.00568606	0.00568606	0.00568606	0.00568606	0.002370181	0.0307234	0.0307234	0.1850728
803	1	-31.79628	-38.01793	6.221655	0.03786568	0.0003081312	0.00387094	0.00387094	0.00387094	0.00387094	0.00387094	0.00387094	0.00387094	0.00387094	0.00387094	0.00387094	0.00387094	0.00387094	0.00387094	0.00387094	0.00387094	0.00387094	0.00387094	0.00387094	0.001818454	0.0378657	0.03786568	0.1022281
804	0	-32.07977	-39.01326	6.933497	0.02723483	0.0001978997	0.00337732	0.00337732	0.00337732	0.00337732	0.00337732	0.00337732	0.00337732	0.00337732	0.00337732	0.00337732	0.00337732	0.00337732	0.00337732	0.00337732	0.00337732	0.00337732	0.00337732	0.00337732	0.003350186	0.0272348	0.02723483	0.1240073
805	1	-32.08804	-38.5871	6.499064	0.03356613	0.000301392	0.0016932	0.0016932	0.0016932	0.0016932	0.0016932	0.0016932	0.0016932	0.0016932	0.0016932	0.0016932	0.0016932	0.0016932	0.0016932	0.0016932	0.0016932	0.0016932	0.0016932	0.0016932	0.003449031	0.0335661	0.03356613	0.05044363
806	0	-32.27702	-39.12792	6.8509	0.02829412	0.0001225291	0.00141431	0.00141431	0.00141431	0.00141431	0.00141431	0.00141431	0.00141431	0.00141431	0.00141431	0.00141431	0.00141431	0.00141431	0.00141431	0.00141431	0.00141431	0.00141431	0.00141431	0.00141431	0.004450559	0.0282941	0.02829412	0.04998591
807	1	-35.71466	-41.61803	5.903368	0.04217343	0.0003005787	0.0276603	0.0276603	0.0276603	0.0276603	0.0276603	0.0276603	0.0276603	0.0276603	0.0276603	0.0276603	0.0276603	0.0276603	0.0276603	0.0276603	0.0276603	0.0276603	0.0276603	0.0276603	0.004234079	0.0421734	0.04217343	0.6558708
808	0	-33.6726	-40.50925	6.83665	0.02829412	0.000276326	0.00565779	0.00565779	0.00565779	0.00565779	0.00565779	0.00565779	0.00565779	0.00565779	0.00565779	0.00565779	0.00565779	0.00565779	0.00565779	0.00565779	0.00565779	0.00565779	0.00565779	0.00565779	0.005721771	0.0282941	0.02829412	0.1999634
809	1	-31.87339	-38.00668	6.133297	0.03924038	0.000148738	0.0135109	0.0135109	0.0135109	0.0135109	0.0135109	0.0135109	0.0135109	0.0135109	0.0135109	0.0135109	0.0135109	0.0135109	0.0135109	0.0135109	0.0135109	0.0135109	0.0135109	0.0135109	0.001424909	0.0392404	0.03924038	0.3443104
810	0	-33.29637	-40.16644	6.870064	0.02798112	0.0005605197	0.0067676	0.0067676	0.0067676	0.0067676	0.0067676	0.0067676	0.0067676	0.0067676	0.0067676	0.0067676	0.0067676	0.0067676	0.0067676	0.0067676	0.0067676	0.0067676	0.0067676	0.0067676	0.004233853	0.0279811	0.02798112	0.2418632
811	1	-31.45145	-38.66923	7.217774	0.02349766	0.0001318801	0.0047836	0.0047836	0.0047836	0.0047836	0.0047836	0.0047836	0.0047836	0.0047836	0.0047836	0.0047836	0.0047836	0.0047836	0.0047836	0.0047836	0.0047836	0.0047836	0.0047836	0.0047836	0.0005122295	0.0234977	0.02349766	0.2035779
812	0	-32.48391	-39.70919	7.225277	0.02280665	0.001213334	2.4017e-05	2.4017e-05	2.4017e-05	2.4017e-05	2.4017e-05	2.4017e-05	2.4017e-05	2.4017e-05	2.4017e-05	2.4017e-05	2.4017e-05	2.4017e-05	2.4017e-05	2.4017e-05	2.4017e-05	2.4017e-05	2.4017e-05	2.4017e-05	0.003399914	0.0228066	0.02280665	0.001053069
813	1	-32.12322	-38.16476	6.041541	0.04058086	0.0009571785	0.00291445	0.00291445	0.00291445	0.00291445	0.00291445	0.00291445	0.00291445	0.00291445	0.00291445	0.00291445	0.00291445	0.00291445	0.00291445	0.00291445	0.00291445	0.00291445	0.00291445	0.00291445	0.0006369626	0.0405809	0.04058086	0.0718183
814	0	-33.87854	-41.18392	7.305376	0.02163754	0.001641241	0.00412782	0.00412782	0.00412782	0.00412782	0.00412782	0.00412782	0.00412782	0.00412782	0.00412782	0.00412782	0.00412782	0.00412782	0.00412782	0.00412782	0.00412782	0.00412782	0.00412782	0.00412782	0.002946775	0.0216375	0.02163754	0.1907712
815	1	-35.02933	-42.45905	7.429728	0.01989756	0.003155249	0.00622275	0.00622275	0.00622275	0.00622275	0.00622275	0.00622275	0.00622275	0.00622275	0.00622275	0.00622275	0.00622275	0.00622275	0.00622275	0.00622275	0.00622275	0.00622275	0.00622275	0.00622275	0.0008811218	0.0198976	0.01989756	0.3127394
816	0	-33.72341	-39.84619	6.122773	0.03916933	0.0002062241	0.0202694	0.0202694	0.0202694	0.0202694	0.0202694	0.0202694	0.0202694	0.0202694	0.0202694	0.0202694	0.0202694	0.0202694	0.0202694	0.0202694	0.0202694	0.0202694	0.0202694	0.0202694	0.002905069	0.0391693	0.03916933	0.5174822
817	1	-32.4663	-38.31146	5.845161	0.04338197	0.001165555	0.0149898	0.0149898	0.0149898	0.0149898	0.0149898	0.0149898	0.0149898	0.0149898	0.0149898	0.0149898	0.0149898	0.0149898	0.0149898	0.0149898	0.0149898	0.0149898	0.0149898	0.0149898	0.0009358232	0.043382	0.04338197	0.3455314
818	0	-32.65702	-39.82517	7.168151	0.02377839	0.000438987	0.00323569	0.00323569	0.00323569	0.00323569	0.00323569	0.00323569	0.00323569	0.00323569	0.00323569	0.00323569	0.00323569	0.00323569	0.00323569	0.00323569	0.00323569	0.00323569	0.00323569	0.00323569	0.003250169	0.0237784	0.02377839	0.1360768
819	1	-32.10429	-39.06992	6.965629	0.02680613	0.001901873	0.00437832	0.00437832	0.00437832	0.00437832	0.00437832	0.00437832	0.00437832	0.00437832	0.00437832	0.00437832	0.00437832	0.00437832	0.00437832	0.00437832	0.00437832	0.00437832	0.00437832	0.00437832	0.001360914	0.0268061	0.02680613	0.1633329
820	0	-34.27964	-40.15297	5.87333	0.04264163	0.000982473	0.00181195	0.00181195	0.00181195	0.00181195	0.00181195	0.00181195	0.00181195	0.00181195	0.00181195	0.00181195	0.00181195	0.00181195	0.00181195	0.00181195	0.00181195	0.00181195	0.00181195	0.00181195	0.003358372	0.0426416	0.04264163	0.04249243
821	1	-32.51065	-39.45721	6.946561	0.02680613	0.002182651	0.00156378	0.00156378	0.00156378	0.00156378	0.00156378	0.00156378	0.00156378	0.00156378	0.00156378	0.00156378	0.00156378	0.00156378	0.00156378	0.00156378	0.00156378	0.00156378	0.00156378	0.00156378	0.002986897	0.0268061	0.02680613	0.05833661
822	0	-34.13185	-40.27997	6.148122	0.03827154	0.004173201	0.00256321	0.00256321	0.00256321	0.00256321	0.00256321	0.00256321	0.00256321	0.00256321	0.00256321	0.00256321	0.00256321	0.00256321	0.00256321	0.00256321	0.00256321	0.00256321	0.00256321	0.00256321	0.002534884	0.0382715	0.03827154	0.06697419
823	1	-33.19791	-40.13665	6.938732	0.02680613	0.004441045	0.00315387	0.00315387	0.00315387	0.00315387	0.00315387	0.00315387	0.00315387	0.00315387	0.00315387	0.00315387	0.00315387	0.00315387	0.00315387	0.00315387	0.00315387	0.00315387	0.00315387	0.00315387	0.001511433	0.0268061	0.02680613	0.1176547
824	0	-33.45316	-40.37148	6.918322	0.02685319	0.005139077	0.000519963	0.000519963	0.000519963	0.000519963	0.000519963	0.000519963	0.000519963	0.000519963	0.000519963	0.000519963	0.000519963	0.000519963	0.000519963	0.000519963	0.000519963	0.000519963	0.000519963	0.000519963	0.002533022	0.0268532	0.02685319	0.01936319
825	1	-32.08586	-39.05198	6.966121	0.02680613	0.001812052	0.00441526	0.00441526	0.00441526	0.00441526	0.00441526	0.00441526	0.00441526	0.00441526	0.00441526	0.00441526	0.00441526	0.00441526	0.00441526	0.00441526	0.00441526	0.00441526	0.00441526	0.00441526	0.001401567	0.0268061	0.02680613	0.164711
826	0	-34.3469	-40.44319	6.096293	0.03908697	0.00303564	9.39562e-05	9.39562e-05	9.39562e-05	9.39562e-05	9.39562e-05	9.39562e-05	9.39562e-05	9.39562e-05	9.39562e-05	9.39562e-05	9.39562e-05	9.39562e-05	9.39562e-05	9.39562e-05	9.39562e-05	9.39562e-05	9.39562e-05	9.39562e-05	0.003286129	0.039087	0.03908697	0.002403773
827	1	-34.09151	-40.19818	6.106666	0.03901847	0.003156776	4.1228e-06	4.1228e-06	4.1228e-06	4.1228e-06	4.1228e-06	4.1228e-06	4.1228e-06	4.1228e-06	4.1228e-06	4.1228e-06	4.1228e-06	4.1228e-06	4.1228e-06	4.1228e-06	4.1228e-06	4.1228e-06	4.1228e-06	4.1228e-06	0.002595607	0.0390185	0.03901847	0.0001056627
828	0	-36.28939	-43.79936	7.509975	0.01774953	0.005041947	0.000152761	0.000152761	0.000152761	0.000152761	0.000152761	0.000152761	0.000152761	0.000152761	0.000152761	0.000152761	0.000152761	0.000152761	0.000152761	0.000152761	0.000152761	0.000152761	0.000152761	0.000152761	0.005640233	0.0177495	0.01774953	0.00860648
829	1	-35.95272	-41.5462	5.593484	0.04602772	0.004742797	0.015155	0.015155	0.015155	0.015155	0.015155	0.015155	0.015155	0.015155	0.015155	0.015155	0.015155	0.015155	0.015155	0.015155	0.015155	0.015155	0.015155	0.015155	0.004456616	0.0460277	0.04602772	0.3292578
830	0	-37.07429	-43.33316	6.258869	0.03493853	0.01683779	0.000822008	0.000822008	0.000822008	0.000822008	0.000822008	0.000822008	0.000822008	0.000822008	0.000822008	0.000822008	0.000822008	0.000822008	0.000822008	0.000822008	0.000822008	0.000822008	0.000822008	0.000822008	0.001559006	0.0349385	0.03493853	0.02352726
831	1	-33.79495	-40.6941	6.899149	0.02700391	0.006547862	5.38026e-05	5.38026e-05	5.38026e-05	5.38026e-05	5.38026e-05	5.38026e-05	5.38026e-05	5.38026e-05	5.38026e-05	5.38026e-05	5.38026e-05	5.38026e-05	5.38026e-05	5.38026e-05	5.38026e-05	5.38026e-05	5.38026e-05	5.38026e-05	0.002012096	0.0270039	0.02700391	0.0019924
832	0	-36.52805	-42.8146	6.286546	0.03493853	0.01150263	0.00632237	0.00632237	0.00632237	0.00632237	0.00632237	0.00632237	0.00632237	0.00632237	0.00632237	0.00632237	0.00632237	0.00632237	0.00632237	0.00632237	0.00632237	0.00632237	0.00632237	0.00632237	0.004126489	0.0349385	0.03493853	0.1809568
833	1	-35.07011	-41.94084	6.870726	0.02700391	0.009085318	0.00187824	0.00187824	0.00187824	0.00187824	0.00187824	0.00187824	0.00187824	0.00187824	0.00187824	0.00187824	0.00187824	0.00187824	0.00187824	0.00187824	0.00187824	0.00187824	0.00187824	0.00187824	0.002316967	0.0270039	0.02700391	0.0695543
834	0	-34.85541	-41.65635	6.800945	0.02797134	0.007313263	0.000960083	0.000960083	0.000960083	0.000960083	0.000960083	0.000960083	0.000960083	0.000960083	0.000960083	0.000960083	0.000960083	0.000960083	0.000960083	0.000960083	0.000960083	0.000960083	0.000960083	0.000960083	0.004459859	0.0279713	0.02797134	0.0343238
835	1	-33.44015	-39.70135	6.261194	0.03681388	0.003684587	0.00998475	0.00998475	0.00998475	0.00998475	0.00998475	0.00998475	0.00998475	0.00998475	0.00998475	0.00998475	0.00998475	0.00998475	0.00998475	0.00998475	0.00998475	0.00998475	0.00998475	0.00998475	0.001671676	0.0368139	0.03681388	0.2712224
836	0	-35.39896	-41.52478	6.125821	0.03804891	0.003983655	0.00829646	0.00829646	0.00829646	0.00829646	0.00829646	0.00829646	0.00829646	0.00829646	0.00829646	0.00829646	0.00829646	0.00829646	0.00829646	0.00829646	0.00829646	0.00829646	0.00829646	0.00829646	0.006475022	0.0380489	0.03804891	0.2180473
837	1	-30.91107	-37.44668	6.535614	0.03334445	0.001023205	0.0032793	0.0032793	0.0032793	0.0032793	0.0032793	0.0032793	0.0032793	0.0032793	0.0032793	0.0032793	0.0032793	0.0032793	0.0032793	0.0032793	0.0032793	0.0032793	0.0032793	0.0032793	0.0005861812	0.0333445	0.03334445	0.09834606
838	0	-34.58183	-40.74477	6.162939	0.03804891	0.002428176	0.0150066	0.0150066	0.0150066	0.0150066	0.0150066	0.0150066	0.0150066	0.0150066	0.0150066	0.0150066	0.0150066	0.0150066	0.0150066	0.0150066	0.0150066	0.0150066	0.0150066	0.0150066	0.004318667	0.0380489	0.03804891	0.3944021
839	1	-31.62236	-38.15922	6.536862	0.03334445	0.0005129418	0.0106768	0.0106768	0.0106768	0.0106768	0.0106768	0.0106768	0.0106768	0.0106768	0.0106768	0.0106768	0.0106768	0.0106768	0.0106768	0.0106768	0.0106768	0.0106768	0.0106768	0.0106768	0.000971677	0.0333445	0.03334445	0.3201973
840	0	-32.7427	-38.93413	6.191425	0.03804891	0.0005449024	0.00589475	0.00589475	0.00589475	0.00589475	0.00589475	0.00589475	0.00589475	0.00589475	0.00589475	0.00589475	0.00589475	0.00589475	0.00589475	0.00589475	0.00589475	0.00589475	0.00589475	0.00589475	0.003353363	0.0380489	0.03804891	0.1549257
841	1	-30.33829	-36.88291	6.544628	0.03334445	0.0003083679	0.00070121	0.00070121	0.00070121	0.00070121	0.00070121	0.00070121	0.00070121	0.00070121	0.00070121	0.00070121	0.00070121	0.00070121	0.00070121	0.00070121	0.00070121	0.00070121	0.00070121	0.00070121	0.0003997007	0.0333445	0.03334445	0.02102929
842	0	-32.12281	-38.29384	6.17103	0.03853362	0.001059928	0.00506537	0.00506537	0.00506537	0.00506537	0.00506537	0.00506537	0.00506537	0.00506537	0.00506537	0.00506537	0.00506537	0.00506537	0.00506537	0.00506537	0.00506537	0.00506537	0.00506537	0.00506537	0.001567403	0.0385336	0.03853362	0.1314533
843	1	-30.85431	-37.58259	6.72828	0.03048411	0.0003611362	0.00226578	0.00226578	0.00226578	0.00226578	0.00226578	0.00226578	0.00226578	0.00226578	0.00226578	0.00226578	0.00226578	0.00226578	0.00226578	0.00226578	0.00226578	0.00226578	0.00226578	0.00226578	0.001516957	0.0304841	0.03048411	0.07432647
844	0	-33.20031	-38.7448	5.54449	0.04774567	0.0003491542	0.0157863	0.0157863	0.0157863	0.0157863	0.0157863	0.0157863	0.0157863	0.0157863	0.0157863	0.0157863	0.0157863	0.0157863	0.0157863	0.0157863	0.0157863	0.0157863	0.0157863	0.0157863	0.002016499	0.0477457	0.04774567	0.3306338
845	1	-31.86436	-38.53516	6.670797	0.03110979	0.0003425329	0.00408882	0.00408882	0.00408882	0.00408882	0.00408882	0.00408882	0.00408882	0.00408882	0.00408882	0.00408882	0.00408882	0.00408882	0.00408882	0.00408882	0.00408882	0.00408882	0.00408882	0.00408882	0.003010719	0.0311098	0.03110979	0.1314319
846	0	-38.01399	-43.60313	5.589139	0.04560902	0.0001913205	0.00571953	0.00571953	0.00571953	0.00571953	0.00571953	0.00571953	0.00571953	0.00571953	0.00571953	0.00571953	0.00571953	0.00571953	0.00571953	0.00571953	0.00571953	0.00571953	0.00571953	0.00571953	0.01230217	0.045609	0.04560902	0.1254035
847	1	-34.83616	-41.43655	6.600396	0.03110979	0.000136989	0.000168266	0.000168266	0.000168266	0.000168266	0.000168266	0.000168266	0.000168266	0.000168266	0.000168266	0.000168266	0.000168266	0.000168266	0.000168266	0.000168266	0.000168266	0.000168266	0.000168266	0.000168266	0.01025638	0.0311098	0.03110979	0.005408764
848	0	-39.65978	-45.52749	5.867708	0.03784031	0.0007836069	0.00740494	0.00740494	0.00740494	0.00740494	0.00740494	0.00740494	0.00740494	0.00740494	0.00740494	0.00740494	0.00740494	0.00740494	0.00740494	0.00740494	0.00740494	0.00740494	0.00740494	0.00740494	0.03691101	0.0378403	0.03784031	0.1956891
849	1	-37.27777	-44.11456	6.836792	0.02581077	0.0001796874	0.000438333	0.000438333	0.000438333	0.000438333	0.000438333	0.000438333	0.000438333	0.000438333	0.000438333	0.000438333	0.000438333	0.000438333	0.000438333	0.000438333	0.000438333	0.000438333	0.000438333	0.000438333	0.0227648	0.0258108	0.02581077	0.01698256
850	0	-38.95241	-45.01031	6.057896	0.03749888	0.0005504712	0.0176251	0.0176251	0.0176251	0.0176251	0.0176251	0.0176251	0.0176251	0.0176251	0.0176251	0.0176251	0.0176251	0.0176251	0.0176251	0.0176251	0.0176251	0.0176251	0.0176251	0.0176251	0.02045722	0.0374989	0.03749888	0.4700177
851	1	-36.57857	-42.54143	5.962863	0.04025382	0.000190034	0.00431866	0.00431866	0.00431866	0.00431866	0.00431866	0.00431866	0.00431866	0.00431866	0.00431866	0.00431866	0.00431866	0.00431866	0.00431866	0.00431866	0.00431866	0.00431866	0.00431866	0.00431866	0.01150553	0.0402538	0.04025382	0.1072857
852	0	-31.99748	-38.23882	6.241335	0.03749888	0.0006562202	0.00471174	0.00471174	0.00471174	0.00471174	0.00471174	0.00471174	0.00471174	0.00471174	0.00471174	0.00471174	0.00471174	0.00471174	0.00471174	0.00471174	0.00471174	0.00471174	0.00471174	0.00471174	0.002007582	0.0374989	0.03749888	0.1256502
853	1	-32.39688	-38.4538	6.056921	0.04025382	0.0002303201	0.00354496	0.00354496	0.00354496	0.00354496	0.00354496	0.00354496	0.00354496	0.00354496	0.00354496	0.00354496	0.00354496	0.00354496	0.00354496	0.00354496	0.00354496	0.00354496	0.00354496	0.00354496	0.002059477	0.0402538	0.04025382	0.08806523
854	0	-31.9564	-38.19894	6.242536	0.03749888	0.0002408424	0.00462049	0.00462049	0.00462049	0.00462049	0.00462049	0.00462049	0.00462049	0.00462049	0.00462049	0.00462049	0.00462049	0.00462049	0.00462049	0.00462049	0.00462049	0.00462049	0.00462049	0.00462049	0.002302903	0.0374989	0.03749888	0.1232169
855	1	-31.18651	-37.98756	6.801054	0.02941572	0.0001568011	0.00464847	0.00464847	0.00464847	0.00464847	0.00464847	0.00464847	0.00464847	0.00464847	0.00464847	0.00464847	0.00464847	0.00464847	0.00464847	0.00464847	0.00464847	0.00464847	0.00464847	0.00464847	0.001740751	0.0294157	0.02941572	0.1580267
856	0	-31.18589	-38.0812	6.89531	0.02803679	0.0003414084	0.00406899	0.00406899	0.00406899	0.00406899	0.00406899	0.00406899	0.00406899	0.00406899	0.00406899	0.00406899	0.00406899	0.00406899	0.00406899	0.00406899	0.00406899	0.00406899	0.00406899	0.00406899	0.001548167	0.0280368	0.02803679	0.1451305
857	1	-31.66342	-38.23006	6.566639	0.03282141	0.0002189119	0.00847718	0.00847718	0.00847718	0.00847718	0.00847718	0.00847718	0.00847718	0.00847718	0.00847718	0.00847718	0.00847718	0.00847718	0.00847718	0.00847718	0.00847718	0.00847718	0.00847718	0.00847718	0.00186023	0.0328214	0.03282141	0.258282
858	0	-30.90787	-37.72896	6.821091	0.02905871	0.0005795004	0.00048614	0.00048614	0.00048614	0.00048614	0.00048614	0.00048614	0.00048614	0.00048614	0.00048614	0.00048614	0.00048614	0.00048614	0.00048614	0.00048614	0.00048614	0.00048614	0.00048614	0.00048614	0.001752585	0.0290587	0.02905871	0.01672958
859	1	-31.39845	-37.88226	6.483817	0.03401772	0.0001394179	0.00507653	0.00507653	0.00507653	0.00507653	0.00507653	0.00507653	0.00507653	0.00507653	0.00507653	0.00507653	0.00507653	0.00507653	0.00507653	0.00507653	0.00507653	0.00507653	0.00507653	0.00507653	0.002051483	0.0340177	0.03401772	0.1492318
860	0	-31.83393	-38.81015	6.976216	0.02685871	0.000311142	0.00648972	0.00648972	0.00648972	0.00648972	0.00648972	0.00648972	0.00648972	0.00648972	0.00648972	0.00648972	0.00648972	0.00648972	0.00648972	0.00648972	0.00648972	0.00648972	0.00648972	0.00648972	0.001533842	0.0268587	0.02685871	0.2416244
861	1	-36.79619	-41.53876	4.742566	0.05952019	0.0001037782	0.013293	0.013293	0.013293	0.013293	0.013293	0.013293	0.013293	0.013293	0.013293	0.013293	0.013293	0.013293	0.013293	0.013293	0.013293	0.013293	0.013293	0.013293	0.002037843	0.0595202	0.05952019	0.2233355
862	0	-30.82478	-37.8098	6.985018	0.02685871	0.0005431857	0.00422946	0.00422946	0.00422946	0.00422946	0.00422946	0.00422946	0.00422946	0.00422946	0.00422946	0.00422946	0.00422946	0.00422946	0.00422946	0.00422946	0.00422946	0.00422946	0.00422946	0.00422946	0.0004215784	0.0268587	0.02685871	0.1574706
863	1	-31.60296	-38.6974	7.094433	0.02493448	0.0001929284	0.000594995	0.000594995	0.000594995	0.000594995	0.000594995	0.000594995	0.000594995	0.000594995	0.000594995	0.000594995	0.000594995	0.000594995	0.000594995	0.000594995	0.000594995	0.000594995	0.000594995	0.000594995	0.002972278	0.0249345	0.02493448	0.02386232
864	0	-31.01113	-38.03561	7.024481	0.02623914	0.001156678	0.00388406	0.00388406	0.00388406	0.00388406	0.00388406	0.00388406	0.00388406	0.00388406	0.00388406	0.00388406	0.00388406	0.00388406	0.00388406	0.00388406	0.00388406	0.00388406	0.00388406	0.00388406	9.326336e-05	0.0262391	0.02623914	0.1480253
865	1	-31.59145	-37.86914	6.277693	0.03707058	0.0003736157	0.0028078	0.0028078	0.0028078	0.0028078	0.0028078	0.0028078	0.0028078	0.0028078	0.0028078	0.0028078	0.0028078	0.0028078	0.0028078	0.0028078	0.0028078	0.0028078	0.0028078	0.0028078	0.001579538	0.0370706	0.03707058	0.07574194
866	0	-33.29361	-39.93224	6.638635	0.03180521	0.001702955	0.0160303	0.0160303	0.0160303	0.0160303	0.0160303	0.0160303	0.0160303	0.0160303	0.0160303	0.0160303	0.0160303	0.0160303	0.0160303	0.0160303	0.0160303	0.0160303	0.0160303	0.0160303	0.0001169421	0.0318052	0.03180521	0.5040139
867	1	-33.9024	-40.47947	6.577076	0.0326699	0.0003555927	0.0183868	0.0183868	0.0183868	0.0183868	0.0183868	0.0183868	0.0183868	0.0183868	0.0183868	0.0183868	0.0183868	0.0183868	0.0183868	0.0183868	0.0183868	0.0183868	0.0183868	0.0183868	0.001714597	0.0326699	0.0326699	0.5628068
868	0	-33.91922	-39.65811	5.738894	0.04484874	0.002660304	0.00336729	0.00336729	0.00336729	0.00336729	0.00336729	0.00336729	0.00336729	0.00336729	0.00336729	0.00336729	0.00336729	0.00336729	0.00336729	0.00336729	0.00336729	0.00336729	0.00336729	0.00336729	5.012785e-05	0.0448487	0.04484874	0.075081
869	1	-33.85004	-41.43087	7.580828	0.01800668	0.000588182	0.00409324	0.00409324	0.00409324	0.00409324	0.00409324	0.00409324	0.00409324	0.00409324	0.00409324	0.00409324	0.00409324	0.00409324	0.00409324	0.00409324	0.00409324	0.00409324	0.00409324	0.00409324	0.001252402	0.0180067	0.01800668	0.227318
870	0	-32.67912	-38.42515	5.746035	0.04483969	0.00200171	0.0123362	0.0123362	0.0123362	0.0123362	0.0123362	0.0123362	0.0123362	0.0123362	0.0123362	0.0123362	0.0123362	0.0123362	0.0123362	0.0123362	0.0123362	0.0123362	0.0123362	0.0123362	5.647619e-05	0.0448397	0.04483969	0.2751173
