Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	gamma	speciation_rates[1]	total_speciation	turnover
2095	1	-30.2669	-36.88443	6.617533	0.03229184	0.0005784934	0.00310176	0.00310176	0.00310176	0.00310176	0.00310176	0.00310176	0.00310176	0.00310176	0.00310176	0.00310176	0.00310176	0.00310176	0.00310176	0.00310176	0.00310176	0.00310176	0.00310176	0.00310176	2.808843e-05	0.0322918	0.03229184	0.0960539
2096	0	-32.29817	-39.14499	6.846819	0.0283561	0.004064711	0.00200695	0.00200695	0.00200695	0.00200695	0.00200695	0.00200695	0.00200695	0.00200695	0.00200695	0.00200695	0.00200695	0.00200695	0.00200695	0.00200695	0.00200695	0.00200695	0.00200695	0.00200695	0.0004932647	0.0283561	0.0283561	0.0707767
2097	1	-32.14413	-38.60183	6.4577	0.03446226	0.001722736	0.0132145	0.0132145	0.0132145	0.0132145	0.0132145	0.0132145	0.0132145	0.0132145	0.0132145	0.0132145	0.0132145	0.0132145	0.0132145	0.0132145	0.0132145	0.0132145	0.0132145	0.0132145	4.376258e-05	0.0344623	0.03446226	0.3834477
2098	0	-33.7504	-40.58291	6.832513	0.0283561	0.005183907	0.00646359	0.00646359	0.00646359	0.00646359	0.00646359	0.00646359	0.00646359	0.00646359	0.00646359	0.00646359	0.00646359	0.00646359	0.00646359	0.00646359	0.00646359	0.00646359	0.00646359	0.00646359	0.0008046101	0.0283561	0.0283561	0.2279437
2099	1	-34.42361	-40.32854	5.90493	0.0421428	0.00430569	0.0213097	0.0213097	0.0213097	0.0213097	0.0213097	0.0213097	0.0213097	0.0213097	0.0213097	0.0213097	0.0213097	0.0213097	0.0213097	0.0213097	0.0213097	0.0213097	0.0213097	0.0213097	0.0002819506	0.0421428	0.0421428	0.5056538
2100	0	-32.52625	-38.90419	6.377937	0.03525532	0.002406118	0.00410869	0.00410869	0.00410869	0.00410869	0.00410869	0.00410869	0.00410869	0.00410869	0.00410869	0.00410869	0.00410869	0.00410869	0.00410869	0.00410869	0.00410869	0.00410869	0.00410869	0.00410869	0.001920386	0.0352553	0.03525532	0.1165411
2101	1	-33.9581	-40.51366	6.555561	0.03214106	0.007655158	0.000428873	0.000428873	0.000428873	0.000428873	0.000428873	0.000428873	0.000428873	0.000428873	0.000428873	0.000428873	0.000428873	0.000428873	0.000428873	0.000428873	0.000428873	0.000428873	0.000428873	0.000428873	0.0001783903	0.0321411	0.03214106	0.01334345
2102	0	-32.04403	-38.42818	6.384151	0.03532239	0.002612777	0.0010384	0.0010384	0.0010384	0.0010384	0.0010384	0.0010384	0.0010384	0.0010384	0.0010384	0.0010384	0.0010384	0.0010384	0.0010384	0.0010384	0.0010384	0.0010384	0.0010384	0.0010384	0.0006342224	0.0353224	0.03532239	0.02939767
2103	1	-31.51632	-37.92607	6.409745	0.03515907	0.001737541	0.00885031	0.00885031	0.00885031	0.00885031	0.00885031	0.00885031	0.00885031	0.00885031	0.00885031	0.00885031	0.00885031	0.00885031	0.00885031	0.00885031	0.00885031	0.00885031	0.00885031	0.00885031	6.550297e-05	0.0351591	0.03515907	0.2517221
2104	0	-33.21897	-39.67173	6.452754	0.03423163	0.003612097	0.0126814	0.0126814	0.0126814	0.0126814	0.0126814	0.0126814	0.0126814	0.0126814	0.0126814	0.0126814	0.0126814	0.0126814	0.0126814	0.0126814	0.0126814	0.0126814	0.0126814	0.0126814	0.000224198	0.0342316	0.03423163	0.3704579
2105	1	-30.68401	-37.80661	7.122597	0.02482089	0.001089725	0.00169196	0.00169196	0.00169196	0.00169196	0.00169196	0.00169196	0.00169196	0.00169196	0.00169196	0.00169196	0.00169196	0.00169196	0.00169196	0.00169196	0.00169196	0.00169196	0.00169196	0.00169196	3.490143e-05	0.0248209	0.02482089	0.06816662
2106	0	-30.92552	-37.4125	6.486986	0.03423163	0.0002022237	0.0104911	0.0104911	0.0104911	0.0104911	0.0104911	0.0104911	0.0104911	0.0104911	0.0104911	0.0104911	0.0104911	0.0104911	0.0104911	0.0104911	0.0104911	0.0104911	0.0104911	0.0104911	0.0002108773	0.0342316	0.03423163	0.3064726
2107	1	-29.83321	-36.96576	7.132557	0.02482089	0.0001103806	0.000345131	0.000345131	0.000345131	0.000345131	0.000345131	0.000345131	0.000345131	0.000345131	0.000345131	0.000345131	0.000345131	0.000345131	0.000345131	0.000345131	0.000345131	0.000345131	0.000345131	0.000345131	1.820306e-05	0.0248209	0.02482089	0.01390485
2108	0	-32.03324	-38.51269	6.479447	0.03423163	0.0005074155	0.0143274	0.0143274	0.0143274	0.0143274	0.0143274	0.0143274	0.0143274	0.0143274	0.0143274	0.0143274	0.0143274	0.0143274	0.0143274	0.0143274	0.0143274	0.0143274	0.0143274	0.0143274	0.0006595798	0.0342316	0.03423163	0.4185435
2109	1	-30.36642	-37.43801	7.071587	0.02568485	0.0002861735	0.00299701	0.00299701	0.00299701	0.00299701	0.00299701	0.00299701	0.00299701	0.00299701	0.00299701	0.00299701	0.00299701	0.00299701	0.00299701	0.00299701	0.00299701	0.00299701	0.00299701	0.00299701	3.878396e-05	0.0256849	0.02568485	0.1166841
2110	0	-30.95678	-37.43761	6.48083	0.03423163	0.0005068446	0.00787098	0.00787098	0.00787098	0.00787098	0.00787098	0.00787098	0.00787098	0.00787098	0.00787098	0.00787098	0.00787098	0.00787098	0.00787098	0.00787098	0.00787098	0.00787098	0.00787098	0.00787098	0.0005218194	0.0342316	0.03423163	0.229933
2111	1	-30.57496	-37.82602	7.251057	0.02303579	0.000386127	0.00151768	0.00151768	0.00151768	0.00151768	0.00151768	0.00151768	0.00151768	0.00151768	0.00151768	0.00151768	0.00151768	0.00151768	0.00151768	0.00151768	0.00151768	0.00151768	0.00151768	0.00151768	8.421419e-05	0.0230358	0.02303579	0.06588343
2112	0	-31.05792	-37.91943	6.861511	0.02863165	0.0001301534	0.00579686	0.00579686	0.00579686	0.00579686	0.00579686	0.00579686	0.00579686	0.00579686	0.00579686	0.00579686	0.00579686	0.00579686	0.00579686	0.00579686	0.00579686	0.00579686	0.00579686	0.00579686	0.00107668	0.0286316	0.02863165	0.2024633
2113	1	-30.83303	-38.19143	7.358403	0.02148304	0.0001562738	0.00141027	0.00141027	0.00141027	0.00141027	0.00141027	0.00141027	0.00141027	0.00141027	0.00141027	0.00141027	0.00141027	0.00141027	0.00141027	0.00141027	0.00141027	0.00141027	0.00141027	0.00141027	0.0001841911	0.021483	0.02148304	0.06564554
2114	0	-33.79833	-39.60435	5.806016	0.04370985	9.083708e-05	0.00653873	0.00653873	0.00653873	0.00653873	0.00653873	0.00653873	0.00653873	0.00653873	0.00653873	0.00653873	0.00653873	0.00653873	0.00653873	0.00653873	0.00653873	0.00653873	0.00653873	0.00653873	0.003685749	0.0437098	0.04370985	0.149594
2115	1	-32.18741	-37.93029	5.742881	0.04510545	0.0003380457	0.0222865	0.0222865	0.0222865	0.0222865	0.0222865	0.0222865	0.0222865	0.0222865	0.0222865	0.0222865	0.0222865	0.0222865	0.0222865	0.0222865	0.0222865	0.0222865	0.0222865	0.0222865	0.0002204866	0.0451054	0.04510545	0.4940976
2116	0	-31.92155	-38.52616	6.604611	0.03241115	0.0001949952	0.0127887	0.0127887	0.0127887	0.0127887	0.0127887	0.0127887	0.0127887	0.0127887	0.0127887	0.0127887	0.0127887	0.0127887	0.0127887	0.0127887	0.0127887	0.0127887	0.0127887	0.0127887	0.0008889917	0.0324111	0.03241115	0.3945767
2117	1	-33.40131	-38.90669	5.50538	0.04860314	0.0002265183	0.0320021	0.0320021	0.0320021	0.0320021	0.0320021	0.0320021	0.0320021	0.0320021	0.0320021	0.0320021	0.0320021	0.0320021	0.0320021	0.0320021	0.0320021	0.0320021	0.0320021	0.0320021	0.0001938693	0.0486031	0.04860314	0.658437
2118	0	-33.39463	-39.95896	6.564326	0.03241115	0.0002881088	0.00884166	0.00884166	0.00884166	0.00884166	0.00884166	0.00884166	0.00884166	0.00884166	0.00884166	0.00884166	0.00884166	0.00884166	0.00884166	0.00884166	0.00884166	0.00884166	0.00884166	0.00884166	0.004824315	0.0324111	0.03241115	0.272797
2119	1	-29.99268	-37.12268	7.129997	0.02481884	9.769645e-05	0.00035359	0.00035359	0.00035359	0.00035359	0.00035359	0.00035359	0.00035359	0.00035359	0.00035359	0.00035359	0.00035359	0.00035359	0.00035359	0.00035359	0.00035359	0.00035359	0.00035359	0.00035359	0.0003008596	0.0248188	0.02481884	0.01424683
2120	0	-32.17407	-38.90273	6.728659	0.03010936	0.0001004524	0.00119212	0.00119212	0.00119212	0.00119212	0.00119212	0.00119212	0.00119212	0.00119212	0.00119212	0.00119212	0.00119212	0.00119212	0.00119212	0.00119212	0.00119212	0.00119212	0.00119212	0.00119212	0.004299197	0.0301094	0.03010936	0.03959298
2121	1	-31.33054	-38.57797	7.247427	0.0230984	1.533781e-05	0.00447551	0.00447551	0.00447551	0.00447551	0.00447551	0.00447551	0.00447551	0.00447551	0.00447551	0.00447551	0.00447551	0.00447551	0.00447551	0.00447551	0.00447551	0.00447551	0.00447551	0.00447551	0.0003903609	0.0230984	0.0230984	0.1937585
2122	0	-33.54465	-40.24496	6.700313	0.03010936	0.0001118588	0.000495133	0.000495133	0.000495133	0.000495133	0.000495133	0.000495133	0.000495133	0.000495133	0.000495133	0.000495133	0.000495133	0.000495133	0.000495133	0.000495133	0.000495133	0.000495133	0.000495133	0.000495133	0.007122387	0.0301094	0.03010936	0.01644448
2123	1	-31.01946	-38.268	7.248545	0.0230984	2.010928e-05	0.00362582	0.00362582	0.00362582	0.00362582	0.00362582	0.00362582	0.00362582	0.00362582	0.00362582	0.00362582	0.00362582	0.00362582	0.00362582	0.00362582	0.00362582	0.00362582	0.00362582	0.00362582	0.0002737638	0.0230984	0.0230984	0.156973
2124	0	-32.32266	-38.95244	6.629784	0.03176042	0.0002261051	0.00888279	0.00888279	0.00888279	0.00888279	0.00888279	0.00888279	0.00888279	0.00888279	0.00888279	0.00888279	0.00888279	0.00888279	0.00888279	0.00888279	0.00888279	0.00888279	0.00888279	0.00888279	0.002784772	0.0317604	0.03176042	0.2796812
2125	1	-30.50111	-37.75194	7.250826	0.02306861	7.268542e-05	0.00171815	0.00171815	0.00171815	0.00171815	0.00171815	0.00171815	0.00171815	0.00171815	0.00171815	0.00171815	0.00171815	0.00171815	0.00171815	0.00171815	0.00171815	0.00171815	0.00171815	0.00171815	0.0001965241	0.0230686	0.02306861	0.07448011
2126	0	-32.09553	-38.73778	6.64225	0.03171946	0.0002212166	0.010561	0.010561	0.010561	0.010561	0.010561	0.010561	0.010561	0.010561	0.010561	0.010561	0.010561	0.010561	0.010561	0.010561	0.010561	0.010561	0.010561	0.010561	0.001822819	0.0317195	0.03171946	0.3329498
2127	1	-33.19799	-40.44536	7.247371	0.02306861	0.0004223532	0.00968909	0.00968909	0.00968909	0.00968909	0.00968909	0.00968909	0.00968909	0.00968909	0.00968909	0.00968909	0.00968909	0.00968909	0.00968909	0.00968909	0.00968909	0.00968909	0.00968909	0.00968909	0.000192404	0.0230686	0.02306861	0.4200119
2128	0	-31.53923	-38.73679	7.197557	0.0234742	0.0008933977	0.000416435	0.000416435	0.000416435	0.000416435	0.000416435	0.000416435	0.000416435	0.000416435	0.000416435	0.000416435	0.000416435	0.000416435	0.000416435	0.000416435	0.000416435	0.000416435	0.000416435	0.000416435	0.001932713	0.0234742	0.0234742	0.01774013
2129	1	-30.76941	-38.01864	7.249233	0.02306861	4.814968e-05	0.00239566	0.00239566	0.00239566	0.00239566	0.00239566	0.00239566	0.00239566	0.00239566	0.00239566	0.00239566	0.00239566	0.00239566	0.00239566	0.00239566	0.00239566	0.00239566	0.00239566	0.00239566	0.0003803969	0.0230686	0.02306861	0.1038494
2130	0	-31.56967	-37.84566	6.275988	0.03709469	0.0002404216	0.00614597	0.00614597	0.00614597	0.00614597	0.00614597	0.00614597	0.00614597	0.00614597	0.00614597	0.00614597	0.00614597	0.00614597	0.00614597	0.00614597	0.00614597	0.00614597	0.00614597	0.00614597	0.001718618	0.0370947	0.03709469	0.1656832
2131	1	-32.20212	-38.59353	6.391402	0.03558049	5.378314e-05	0.0170601	0.0170601	0.0170601	0.0170601	0.0170601	0.0170601	0.0170601	0.0170601	0.0170601	0.0170601	0.0170601	0.0170601	0.0170601	0.0170601	0.0170601	0.0170601	0.0170601	0.0170601	0.0007053574	0.0355805	0.03558049	0.47948
2132	0	-31.88733	-38.15759	6.270267	0.03709469	0.0002317456	0.00505876	0.00505876	0.00505876	0.00505876	0.00505876	0.00505876	0.00505876	0.00505876	0.00505876	0.00505876	0.00505876	0.00505876	0.00505876	0.00505876	0.00505876	0.00505876	0.00505876	0.00505876	0.002299318	0.0370947	0.03709469	0.1363743
2133	1	-32.11021	-38.49423	6.38402	0.03558049	7.281293e-05	0.0145042	0.0145042	0.0145042	0.0145042	0.0145042	0.0145042	0.0145042	0.0145042	0.0145042	0.0145042	0.0145042	0.0145042	0.0145042	0.0145042	0.0145042	0.0145042	0.0145042	0.0145042	0.001424503	0.0355805	0.03558049	0.4076451
2134	0	-36.5994	-39.85284	3.253442	0.0813884	0.0007340438	0.0575432	0.0575432	0.0575432	0.0575432	0.0575432	0.0575432	0.0575432	0.0575432	0.0575432	0.0575432	0.0575432	0.0575432	0.0575432	0.0575432	0.0575432	0.0575432	0.0575432	0.0575432	0.0009663881	0.0813884	0.0813884	0.7070198
2135	1	-32.31643	-38.17422	5.857796	0.04324648	7.02333e-05	0.0101473	0.0101473	0.0101473	0.0101473	0.0101473	0.0101473	0.0101473	0.0101473	0.0101473	0.0101473	0.0101473	0.0101473	0.0101473	0.0101473	0.0101473	0.0101473	0.0101473	0.0101473	0.001693073	0.0432465	0.04324648	0.2346392
2136	0	-31.54521	-38.15048	6.605263	0.03209211	0.001347747	0.000618025	0.000618025	0.000618025	0.000618025	0.000618025	0.000618025	0.000618025	0.000618025	0.000618025	0.000618025	0.000618025	0.000618025	0.000618025	0.000618025	0.000618025	0.000618025	0.000618025	0.000618025	0.001849949	0.0320921	0.03209211	0.01925785
2137	1	-32.55129	-38.40551	5.85422	0.04324648	0.0003705482	0.00915387	0.00915387	0.00915387	0.00915387	0.00915387	0.00915387	0.00915387	0.00915387	0.00915387	0.00915387	0.00915387	0.00915387	0.00915387	0.00915387	0.00915387	0.00915387	0.00915387	0.00915387	0.001750315	0.0432465	0.04324648	0.2116674
2138	0	-31.72546	-38.32719	6.601723	0.03209211	0.001209573	0.000322975	0.000322975	0.000322975	0.000322975	0.000322975	0.000322975	0.000322975	0.000322975	0.000322975	0.000322975	0.000322975	0.000322975	0.000322975	0.000322975	0.000322975	0.000322975	0.000322975	0.000322975	0.002342147	0.0320921	0.03209211	0.01006399
2139	1	-33.64632	-39.17973	5.533411	0.04777082	0.000747437	0.0189845	0.0189845	0.0189845	0.0189845	0.0189845	0.0189845	0.0189845	0.0189845	0.0189845	0.0189845	0.0189845	0.0189845	0.0189845	0.0189845	0.0189845	0.0189845	0.0189845	0.0189845	0.002554387	0.0477708	0.04777082	0.3974082
2140	0	-32.12212	-38.71647	6.594343	0.03209211	0.002202697	0.00157631	0.00157631	0.00157631	0.00157631	0.00157631	0.00157631	0.00157631	0.00157631	0.00157631	0.00157631	0.00157631	0.00157631	0.00157631	0.00157631	0.00157631	0.00157631	0.00157631	0.00157631	0.00208695	0.0320921	0.03209211	0.04911822
2141	1	-34.23812	-40.01776	5.779636	0.04389118	0.0002463972	0.0157566	0.0157566	0.0157566	0.0157566	0.0157566	0.0157566	0.0157566	0.0157566	0.0157566	0.0157566	0.0157566	0.0157566	0.0157566	0.0157566	0.0157566	0.0157566	0.0157566	0.0157566	0.004929776	0.0438912	0.04389118	0.3589926
2142	0	-32.88675	-39.47235	6.585602	0.03209211	0.002191416	0.00594802	0.00594802	0.00594802	0.00594802	0.00594802	0.00594802	0.00594802	0.00594802	0.00594802	0.00594802	0.00594802	0.00594802	0.00594802	0.00594802	0.00594802	0.00594802	0.00594802	0.00594802	0.00297239	0.0320921	0.03209211	0.1853421
2143	1	-34.19782	-39.97675	5.778929	0.04389118	0.0007093888	0.0123352	0.0123352	0.0123352	0.0123352	0.0123352	0.0123352	0.0123352	0.0123352	0.0123352	0.0123352	0.0123352	0.0123352	0.0123352	0.0123352	0.0123352	0.0123352	0.0123352	0.0123352	0.004537425	0.0438912	0.04389118	0.2810409
2144	0	-34.77955	-42.15389	7.37434	0.02042243	0.0008055989	0.00332304	0.00332304	0.00332304	0.00332304	0.00332304	0.00332304	0.00332304	0.00332304	0.00332304	0.00332304	0.00332304	0.00332304	0.00332304	0.00332304	0.00332304	0.00332304	0.00332304	0.00332304	0.005184845	0.0204224	0.02042243	0.1627151
2145	1	-32.87014	-39.75702	6.886876	0.027931	0.0003621548	0.00789507	0.00789507	0.00789507	0.00789507	0.00789507	0.00789507	0.00789507	0.00789507	0.00789507	0.00789507	0.00789507	0.00789507	0.00789507	0.00789507	0.00789507	0.00789507	0.00789507	0.00789507	0.003093426	0.027931	0.027931	0.2826633
2146	0	-33.58129	-40.80842	7.227124	0.02254231	0.0005326118	0.000706369	0.000706369	0.000706369	0.000706369	0.000706369	0.000706369	0.000706369	0.000706369	0.000706369	0.000706369	0.000706369	0.000706369	0.000706369	0.000706369	0.000706369	0.000706369	0.000706369	0.000706369	0.005701243	0.0225423	0.02254231	0.03133525
2147	1	-31.85439	-38.84888	6.99449	0.02658405	0.0001668797	0.00621832	0.00621832	0.00621832	0.00621832	0.00621832	0.00621832	0.00621832	0.00621832	0.00621832	0.00621832	0.00621832	0.00621832	0.00621832	0.00621832	0.00621832	0.00621832	0.00621832	0.00621832	0.001726534	0.0265841	0.02658405	0.2339115
2148	0	-32.80605	-40.26003	7.453975	0.01978294	0.001263225	0.00239802	0.00239802	0.00239802	0.00239802	0.00239802	0.00239802	0.00239802	0.00239802	0.00239802	0.00239802	0.00239802	0.00239802	0.00239802	0.00239802	0.00239802	0.00239802	0.00239802	0.00239802	0.00113125	0.0197829	0.01978294	0.1212168
2149	1	-31.51973	-38.51455	6.994821	0.02658405	0.0002452958	0.00488304	0.00488304	0.00488304	0.00488304	0.00488304	0.00488304	0.00488304	0.00488304	0.00488304	0.00488304	0.00488304	0.00488304	0.00488304	0.00488304	0.00488304	0.00488304	0.00488304	0.00488304	0.001615	0.0265841	0.02658405	0.1836832
2150	0	-33.11996	-40.53997	7.420012	0.0204453	0.0008938743	0.00571848	0.00571848	0.00571848	0.00571848	0.00571848	0.00571848	0.00571848	0.00571848	0.00571848	0.00571848	0.00571848	0.00571848	0.00571848	0.00571848	0.00571848	0.00571848	0.00571848	0.00571848	0.0003731444	0.0204453	0.0204453	0.2796967
2151	1	-30.82705	-37.34501	6.517958	0.03374706	0.0004796636	0.00870644	0.00870644	0.00870644	0.00870644	0.00870644	0.00870644	0.00870644	0.00870644	0.00870644	0.00870644	0.00870644	0.00870644	0.00870644	0.00870644	0.00870644	0.00870644	0.00870644	0.00870644	0.0001456756	0.0337471	0.03374706	0.257991
2152	0	-31.1941	-38.30613	7.112033	0.02486095	0.0008745721	0.00212313	0.00212313	0.00212313	0.00212313	0.00212313	0.00212313	0.00212313	0.00212313	0.00212313	0.00212313	0.00212313	0.00212313	0.00212313	0.00212313	0.00212313	0.00212313	0.00212313	0.00212313	0.001032855	0.0248609	0.02486095	0.08540003
2153	1	-32.05033	-37.89998	5.849649	0.04343009	0.0008932179	0.0151623	0.0151623	0.0151623	0.0151623	0.0151623	0.0151623	0.0151623	0.0151623	0.0151623	0.0151623	0.0151623	0.0151623	0.0151623	0.0151623	0.0151623	0.0151623	0.0151623	0.0151623	0.0004307694	0.0434301	0.04343009	0.3491199
2154	0	-32.73228	-39.19305	6.460767	0.03410755	0.001262251	0.00991901	0.00991901	0.00991901	0.00991901	0.00991901	0.00991901	0.00991901	0.00991901	0.00991901	0.00991901	0.00991901	0.00991901	0.00991901	0.00991901	0.00991901	0.00991901	0.00991901	0.00991901	0.002620208	0.0341075	0.03410755	0.2908156
2155	1	-31.81331	-38.42447	6.611154	0.0320805	0.00104262	0.00713324	0.00713324	0.00713324	0.00713324	0.00713324	0.00713324	0.00713324	0.00713324	0.00713324	0.00713324	0.00713324	0.00713324	0.00713324	0.00713324	0.00713324	0.00713324	0.00713324	0.00713324	0.001645312	0.0320805	0.0320805	0.2223545
2156	0	-31.04983	-37.44709	6.39726	0.0353919	0.0003409673	0.00359807	0.00359807	0.00359807	0.00359807	0.00359807	0.00359807	0.00359807	0.00359807	0.00359807	0.00359807	0.00359807	0.00359807	0.00359807	0.00359807	0.00359807	0.00359807	0.00359807	0.00359807	0.001120398	0.0353919	0.0353919	0.1016638
2157	1	-31.89013	-39.09775	7.207616	0.02344096	0.0008879853	0.0035154	0.0035154	0.0035154	0.0035154	0.0035154	0.0035154	0.0035154	0.0035154	0.0035154	0.0035154	0.0035154	0.0035154	0.0035154	0.0035154	0.0035154	0.0035154	0.0035154	0.0035154	0.0011592	0.023441	0.02344096	0.1499682
2158	0	-32.92706	-39.29712	6.370056	0.0353919	0.002522658	0.0106758	0.0106758	0.0106758	0.0106758	0.0106758	0.0106758	0.0106758	0.0106758	0.0106758	0.0106758	0.0106758	0.0106758	0.0106758	0.0106758	0.0106758	0.0106758	0.0106758	0.0106758	0.001659083	0.0353919	0.0353919	0.3016466
2159	1	-32.96646	-39.22304	6.256585	0.03719254	0.0008110254	0.014845	0.014845	0.014845	0.014845	0.014845	0.014845	0.014845	0.014845	0.014845	0.014845	0.014845	0.014845	0.014845	0.014845	0.014845	0.014845	0.014845	0.014845	0.002420012	0.0371925	0.03719254	0.3991404
2160	0	-31.46008	-37.53714	6.07706	0.04017588	0.0005051505	0.00453381	0.00453381	0.00453381	0.00453381	0.00453381	0.00453381	0.00453381	0.00453381	0.00453381	0.00453381	0.00453381	0.00453381	0.00453381	0.00453381	0.00453381	0.00453381	0.00453381	0.00453381	0.0003030354	0.0401759	0.04017588	0.1128491
2161	1	-31.88346	-38.08446	6.200993	0.03815895	0.0005013489	0.003667	0.003667	0.003667	0.003667	0.003667	0.003667	0.003667	0.003667	0.003667	0.003667	0.003667	0.003667	0.003667	0.003667	0.003667	0.003667	0.003667	0.003667	0.001688562	0.038159	0.03815895	0.09609799
2162	0	-31.44336	-37.51919	6.075832	0.04017588	0.00063162	0.0119917	0.0119917	0.0119917	0.0119917	0.0119917	0.0119917	0.0119917	0.0119917	0.0119917	0.0119917	0.0119917	0.0119917	0.0119917	0.0119917	0.0119917	0.0119917	0.0119917	0.0119917	0.0002993444	0.0401759	0.04017588	0.2984799
2163	1	-33.68564	-39.81625	6.130614	0.03870215	0.001448881	0.00342564	0.00342564	0.00342564	0.00342564	0.00342564	0.00342564	0.00342564	0.00342564	0.00342564	0.00342564	0.00342564	0.00342564	0.00342564	0.00342564	0.00342564	0.00342564	0.00342564	0.00342564	0.004069049	0.0387022	0.03870215	0.08851299
2164	0	-33.9771	-39.98103	6.003928	0.04074779	0.001930339	0.0198048	0.0198048	0.0198048	0.0198048	0.0198048	0.0198048	0.0198048	0.0198048	0.0198048	0.0198048	0.0198048	0.0198048	0.0198048	0.0198048	0.0198048	0.0198048	0.0198048	0.0198048	0.002284988	0.0407478	0.04074779	0.4860326
2165	1	-35.38619	-41.47518	6.088984	0.03870215	0.002795081	0.0113462	0.0113462	0.0113462	0.0113462	0.0113462	0.0113462	0.0113462	0.0113462	0.0113462	0.0113462	0.0113462	0.0113462	0.0113462	0.0113462	0.0113462	0.0113462	0.0113462	0.0113462	0.006885827	0.0387022	0.03870215	0.2931665
2166	0	-35.1871	-40.04255	4.855451	0.05759694	0.001429614	0.0323526	0.0323526	0.0323526	0.0323526	0.0323526	0.0323526	0.0323526	0.0323526	0.0323526	0.0323526	0.0323526	0.0323526	0.0323526	0.0323526	0.0323526	0.0323526	0.0323526	0.0323526	0.002558613	0.0575969	0.05759694	0.5617076
2167	1	-35.43691	-40.74365	5.306735	0.05070433	0.0009934302	0.0255765	0.0255765	0.0255765	0.0255765	0.0255765	0.0255765	0.0255765	0.0255765	0.0255765	0.0255765	0.0255765	0.0255765	0.0255765	0.0255765	0.0255765	0.0255765	0.0255765	0.0255765	0.004941003	0.0507043	0.05070433	0.5044241
2168	0	-32.96038	-39.86218	6.901802	0.0273426	0.003366432	0.00234455	0.00234455	0.00234455	0.00234455	0.00234455	0.00234455	0.00234455	0.00234455	0.00234455	0.00234455	0.00234455	0.00234455	0.00234455	0.00234455	0.00234455	0.00234455	0.00234455	0.00234455	0.002615069	0.0273426	0.0273426	0.08574704
2169	1	-33.89618	-40.70036	6.804177	0.02832647	0.003668694	0.0005362	0.0005362	0.0005362	0.0005362	0.0005362	0.0005362	0.0005362	0.0005362	0.0005362	0.0005362	0.0005362	0.0005362	0.0005362	0.0005362	0.0005362	0.0005362	0.0005362	0.0005362	0.005355835	0.0283265	0.02832647	0.0189293
2170	0	-31.6308	-38.55616	6.925365	0.0273426	0.002936506	0.000584483	0.000584483	0.000584483	0.000584483	0.000584483	0.000584483	0.000584483	0.000584483	0.000584483	0.000584483	0.000584483	0.000584483	0.000584483	0.000584483	0.000584483	0.000584483	0.000584483	0.000584483	0.0006886867	0.0273426	0.0273426	0.02137629
2171	1	-31.66004	-38.5166	6.856557	0.02832647	0.002026873	0.000666475	0.000666475	0.000666475	0.000666475	0.000666475	0.000666475	0.000666475	0.000666475	0.000666475	0.000666475	0.000666475	0.000666475	0.000666475	0.000666475	0.000666475	0.000666475	0.000666475	0.000666475	0.001759649	0.0283265	0.02832647	0.02352835
2172	0	-32.00226	-39.21929	7.217033	0.02305653	0.001963418	0.000149272	0.000149272	0.000149272	0.000149272	0.000149272	0.000149272	0.000149272	0.000149272	0.000149272	0.000149272	0.000149272	0.000149272	0.000149272	0.000149272	0.000149272	0.000149272	0.000149272	0.000149272	0.001767655	0.0230565	0.02305653	0.006474163
2173	1	-33.14086	-39.41014	6.269277	0.03674631	0.001933391	0.0011637	0.0011637	0.0011637	0.0011637	0.0011637	0.0011637	0.0011637	0.0011637	0.0011637	0.0011637	0.0011637	0.0011637	0.0011637	0.0011637	0.0011637	0.0011637	0.0011637	0.0011637	0.003075965	0.0367463	0.03674631	0.03166837
2174	0	-31.93876	-37.9602	6.021436	0.04095056	0.000454894	0.00280395	0.00280395	0.00280395	0.00280395	0.00280395	0.00280395	0.00280395	0.00280395	0.00280395	0.00280395	0.00280395	0.00280395	0.00280395	0.00280395	0.00280395	0.00280395	0.00280395	0.00280395	0.0006248125	0.0409506	0.04095056	0.06847154
2175	1	-32.05696	-38.45189	6.39493	0.03515681	0.0002989316	0.00175862	0.00175862	0.00175862	0.00175862	0.00175862	0.00175862	0.00175862	0.00175862	0.00175862	0.00175862	0.00175862	0.00175862	0.00175862	0.00175862	0.00175862	0.00175862	0.00175862	0.00175862	0.003000967	0.0351568	0.03515681	0.05002223
2176	0	-32.93377	-38.94573	6.011963	0.04095056	0.0007876807	0.0203904	0.0203904	0.0203904	0.0203904	0.0203904	0.0203904	0.0203904	0.0203904	0.0203904	0.0203904	0.0203904	0.0203904	0.0203904	0.0203904	0.0203904	0.0203904	0.0203904	0.0203904	0.001239369	0.0409506	0.04095056	0.497928
2177	1	-35.91348	-42.21554	6.302055	0.03515681	0.0009625157	0.00159746	0.00159746	0.00159746	0.00159746	0.00159746	0.00159746	0.00159746	0.00159746	0.00159746	0.00159746	0.00159746	0.00159746	0.00159746	0.00159746	0.00159746	0.00159746	0.00159746	0.00159746	0.01162488	0.0351568	0.03515681	0.04543811
