Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	gamma	speciation_rates[1]	total_speciation	turnover
782	0	-54.99689	-60.8446	5.847715	0.04022645	0.02183181	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.00684845	0.02192044	0.0402265	0.04022645	0.1702475
783	1	-55.53768	-60.64104	5.103366	0.04734428	0.05960156	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.0173889	0.01585782	0.0473443	0.04734428	0.3672866
784	0	-55.3667	-60.27585	4.909152	0.04749416	0.07607471	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.00952012	0.01790633	0.0474942	0.04749416	0.2004482
785	1	-55.54484	-60.82061	5.275775	0.03978084	0.08857171	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.0123868	0.01504955	0.0397808	0.03978084	0.3113767
786	0	-56.30978	-60.8607	4.550921	0.04749416	0.09466644	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0168492	0.0351377	0.0474942	0.04749416	0.3547635
787	1	-54.10455	-59.8009	5.696355	0.0328608	0.07765778	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.00103464	0.02544594	0.0328608	0.0328608	0.03148555
788	0	-54.60864	-59.89475	5.286105	0.03492334	0.1105804	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.00111991	0.02116701	0.0349233	0.03492334	0.03206761
789	1	-54.24342	-60.02177	5.778353	0.0328608	0.08661152	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.0027231	0.008292372	0.0328608	0.0328608	0.08286776
790	0	-58.39476	-62.45363	4.058865	0.04442	0.1649963	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.00212434	0.03246741	0.04442	0.04442	0.04782403
791	1	-55.15375	-60.29683	5.14308	0.04781539	0.06709235	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.0126011	0.001567528	0.0478154	0.04781539	0.2635365
792	0	-55.87304	-61.48744	5.614406	0.0266145	0.07549891	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.000489144	0.07329585	0.0266145	0.0266145	0.01837884
793	1	-56.27355	-61.84581	5.572258	0.02875993	0.1313093	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00177122	0.00882135	0.0287599	0.02875993	0.06158631
794	0	-55.55569	-61.37233	5.816637	0.03664984	0.03579532	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.0114356	0.03253488	0.0366498	0.03664984	0.3120239
795	1	-54.76007	-61.17571	6.415636	0.02875993	0.04417436	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.00243587	0.01161845	0.0287599	0.02875993	0.08469673
796	0	-55.93957	-61.33942	5.399856	0.03353095	0.05671405	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.00763904	0.07201676	0.0335309	0.03353095	0.2278207
797	1	-55.23218	-60.33518	5.103005	0.04108907	0.0709925	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.0097051	0.04205256	0.0410891	0.04108907	0.2361968
798	0	-57.97703	-62.3787	4.401676	0.05264637	0.04069283	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.00275063	0.07310746	0.0526464	0.05264637	0.05224737
799	1	-56.59316	-60.88688	4.293718	0.03759239	0.1582695	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.00172303	0.05669453	0.0375924	0.03759239	0.04583452
800	0	-54.19725	-59.75995	5.562697	0.03912036	0.02881264	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.000723572	0.05008123	0.0391204	0.03912036	0.01849605
801	1	-57.82716	-63.17658	5.349418	0.03269741	0.06627598	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.0122806	0.07250221	0.0326974	0.03269741	0.3755843
802	0	-54.62029	-60.408	5.787714	0.03912036	0.01331819	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.00372637	0.04307395	0.0391204	0.03912036	0.09525396
803	1	-55.48425	-61.33613	5.851885	0.03269741	0.03579771	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.00754849	0.05273387	0.0326974	0.03269741	0.2308589
804	0	-56.0437	-61.86772	5.824014	0.039487	0.02084116	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.0140065	0.02972004	0.039487	0.039487	0.3547117
805	1	-55.00123	-60.16699	5.165753	0.03640126	0.06504398	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.00383525	0.06986683	0.0364013	0.03640126	0.1053604
806	0	-55.26056	-60.29702	5.036466	0.039487	0.05351262	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.00699905	0.07580341	0.039487	0.039487	0.1772495
807	1	-56.6597	-61.12303	4.463331	0.03640126	0.06444599	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.00278578	0.140707	0.0364013	0.03640126	0.07652986
808	0	-55.56867	-60.64154	5.072861	0.04657365	0.02295959	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.0151389	0.06017622	0.0465737	0.04657365	0.3250533
809	1	-56.63403	-61.30577	4.671748	0.04293412	0.03034572	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.00973144	0.1147492	0.0429341	0.04293412	0.2266597
810	0	-55.55999	-60.53539	4.975396	0.04657365	0.01854787	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.0131767	0.07433444	0.0465737	0.04657365	0.282922
811	1	-55.4174	-60.42181	5.004412	0.04293412	0.0219099	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.00820828	0.0899187	0.0429341	0.04293412	0.1911831
812	0	-54.16922	-59.88486	5.715643	0.03594229	0.0088092	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.000224648	0.07386779	0.0359423	0.03594229	0.006250237
813	1	-54.09799	-59.98881	5.890818	0.03313356	0.01026988	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.000436795	0.07175022	0.0331336	0.03313356	0.01318285
814	0	-54.32589	-60.08918	5.763289	0.03594229	0.02411518	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.00422292	0.05379716	0.0359423	0.03594229	0.1174917
815	1	-53.83967	-59.92578	6.086118	0.03313356	0.02947561	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.000668578	0.03301446	0.0331336	0.03313356	0.02017827
816	0	-54.91628	-60.28933	5.373046	0.03319443	0.07935536	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.00254511	0.05407656	0.0331944	0.03319443	0.07667272
817	1	-58.20913	-62.50862	4.299489	0.04219367	0.04260055	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.00134605	0.1441653	0.0421937	0.04219367	0.03190169
818	0	-55.57276	-60.61066	5.037907	0.0321019	0.1126103	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.00126665	0.06089377	0.0321019	0.0321019	0.0394572
819	1	-60.65191	-63.68985	3.037947	0.04988168	0.1817112	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.0267836	0.08505818	0.0498817	0.04988168	0.5369434
820	0	-57.72607	-61.82244	4.096376	0.04925385	0.07917165	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.0224067	0.08552372	0.0492538	0.04925385	0.4549223
821	1	-63.27664	-66.84483	3.568195	0.03278362	0.1671518	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.0173916	0.1492312	0.0327836	0.03278362	0.530498
822	0	-57.1912	-61.43547	4.244268	0.03884066	0.07040623	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.00725352	0.1420095	0.0388407	0.03884066	0.1867506
823	1	-59.91624	-62.91468	2.998433	0.05174493	0.1282529	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.0255859	0.1312829	0.0517449	0.05174493	0.4944624
824	0	-58.84277	-62.6812	3.838426	0.03013454	0.1679243	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.00322106	0.1373379	0.0301345	0.03013454	0.1068893
825	1	-60.42426	-63.40607	2.981814	0.03177103	0.1877708	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.00571867	0.1933289	0.031771	0.03177103	0.1799964
826	0	-56.49665	-61.22545	4.728805	0.03013454	0.1022752	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.000536723	0.1139491	0.0301345	0.03013454	0.0178109
827	1	-58.69309	-63.1536	4.460516	0.03177103	0.1334743	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.00857736	0.09975507	0.031771	0.03177103	0.2699742
828	0	-55.53861	-60.75282	5.214207	0.03013454	0.09161874	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.000521659	0.07606536	0.0301345	0.03013454	0.017311
829	1	-55.5277	-60.7737	5.246007	0.03177103	0.05714478	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.00265509	0.09753554	0.031771	0.03177103	0.08356964
830	0	-55.74591	-60.92289	5.176979	0.03483835	0.08412102	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.00668101	0.05904921	0.0348383	0.03483835	0.1917717
831	1	-54.46219	-60.56534	6.103146	0.03177103	0.03733379	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.00360272	0.03163263	0.031771	0.03177103	0.1133965
832	0	-56.13467	-60.60983	4.475155	0.04169182	0.09119449	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.000606302	0.0810173	0.0416918	0.04169182	0.01454248
833	1	-54.8492	-59.96764	5.11844	0.04150678	0.06510937	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.00125452	0.04388466	0.0415068	0.04150678	0.03022434
834	0	-55.58276	-60.34059	4.757833	0.04119815	0.05860556	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.00606766	0.08830186	0.0411981	0.04119815	0.14728
835	1	-54.60551	-59.94687	5.341364	0.04150678	0.0288823	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.00316021	0.05781932	0.0415068	0.04150678	0.0761372
836	0	-59.08557	-62.67339	3.587816	0.04119815	0.1875923	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.0131882	0.07631685	0.0411981	0.04119815	0.3201165
837	1	-56.47448	-60.97551	4.501032	0.04589521	0.1008755	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.0156571	0.04351587	0.0458952	0.04589521	0.3411494
838	0	-54.68602	-60.02937	5.34335	0.04119815	0.01629312	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.00351162	0.07206263	0.0411981	0.04119815	0.08523745
839	1	-56.31203	-60.78263	4.470606	0.04694267	0.05297117	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.00612355	0.08817495	0.0469427	0.04694267	0.1304474
840	0	-53.89723	-59.68365	5.786421	0.03769421	0.04490689	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.00166729	0.02017562	0.0376942	0.03769421	0.04423208
841	1	-56.10528	-60.75875	4.653471	0.04934092	0.05748385	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.0180803	0.05097933	0.0493409	0.04934092	0.3664354
842	0	-54.49082	-60.18378	5.692964	0.03056632	0.06082403	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.000431739	0.0563924	0.0305663	0.03056632	0.01412467
843	1	-55.01046	-61.37757	6.36711	0.0298668	0.04217119	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.00407044	0.01182984	0.0298668	0.0298668	0.1362863
844	0	-56.01859	-60.93035	4.911755	0.03056632	0.1423911	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.000250592	0.05294617	0.0305663	0.03056632	0.008198293
845	1	-54.65438	-60.62936	5.974989	0.0298668	0.06639886	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.00248991	0.02681417	0.0298668	0.0298668	0.08336719
