Iteration	Replicate_ID	Posterior	Likelihood	Prior	delta	gamma
167	1	-27.17754	-31.37365	4.196108	0.03110699	0.009799244
168	0	-27.44088	-31.71774	4.276856	0.01347175	0.01935965
169	1	-27.62508	-31.88239	4.25731	0.01353716	0.02124884
170	0	-26.40315	-30.84299	4.439845	0.01216101	0.004371511
171	1	-27.10835	-31.53947	4.431118	0.009745298	0.007659896
172	0	-26.33333	-30.60886	4.275536	0.02671893	0.006244464
173	1	-27.34858	-31.53741	4.188833	0.02922217	0.01241156
174	0	-26.37442	-30.75606	4.381637	0.0140815	0.008271818
175	1	-26.86852	-31.12554	4.257025	0.02223258	0.01258194
176	0	-26.31888	-30.59552	4.276638	0.02669677	0.006156404
177	1	-26.0272	-30.30779	4.280581	0.03035069	0.002108215
178	0	-27.82382	-31.96408	4.140255	0.03273111	0.01376038
179	1	-25.46694	-29.84764	4.380702	0.02028003	0.002166818
180	0	-26.49076	-30.87599	4.385233	0.01330468	0.008689083
181	1	-26.19879	-30.4671	4.268317	0.030547	0.003138269
182	0	-26.47969	-30.77323	4.29354	0.02156982	0.009593242
183	1	-25.43534	-29.80306	4.367715	0.02162227	0.002123209
184	0	-25.87769	-30.20324	4.325549	0.02357505	0.004387089
185	1	-25.9046	-30.20022	4.295615	0.02831666	0.002638819
186	0	-26.30664	-30.58552	4.278883	0.02643407	0.00619464
187	1	-25.90699	-30.21414	4.307157	0.02598963	0.003811684
188	0	-25.90949	-30.20247	4.29298	0.02892332	0.00229568
189	1	-25.59227	-29.91084	4.318566	0.02745222	0.001208241
190	0	-25.28672	-29.68291	4.396199	0.01968019	0.001216965
191	1	-26.77629	-31.24397	4.467681	0.01209967	0.001649275
192	0	-25.11615	-29.4861	4.369953	0.02304685	0.0004748873
193	1	-25.54356	-29.86421	4.320644	0.027682	0.0007705925
194	0	-25.55749	-29.88009	4.322595	0.02699837	0.001259185
195	1	-25.27701	-29.67965	4.402642	0.01919862	0.001054151
196	0	-26.28355	-30.5684	4.28485	0.02565249	0.00637955
197	1	-27.2743	-31.43924	4.164938	0.04311156	0.000911636
198	0	-26.58993	-30.90386	4.313929	0.01764484	0.01147924
199	1	-26.78007	-31.00767	4.227598	0.03054319	0.007214082
200	0	-28.33113	-32.46328	4.132147	0.0222147	0.02508759
201	1	-27.91571	-32.07495	4.159241	0.02438657	0.02020635
202	0	-28.3234	-32.41125	4.08785	0.03782086	0.01391119
203	1	-27.04399	-31.24454	4.200553	0.03302132	0.007440441
204	0	-26.1729	-30.47511	4.302211	0.0240943	0.006201598
205	1	-26.03529	-30.35306	4.317775	0.02324617	0.005493303
206	0	-27.54191	-31.71563	4.17372	0.02905079	0.01409428
207	1	-28.10558	-32.23676	4.13118	0.02761884	0.01978022
208	0	-28.22819	-32.50235	4.274168	0.008296157	0.02480405
209	1	-26.15772	-30.51069	4.352969	0.01774821	0.007471874
210	0	-26.20273	-30.63357	4.430836	0.01365643	0.003776968
211	1	-25.5118	-29.83914	4.327349	0.02655055	0.001231549
212	0	-25.91321	-30.21518	4.301975	0.02684235	0.003477122
213	1	-26.00545	-30.44222	4.436768	0.01507157	0.001768659
214	0	-26.72655	-30.94802	4.221474	0.0341348	0.00423478
215	1	-25.11631	-29.51016	4.39385	0.02048952	0.0006425493
216	0	-26.20067	-30.5497	4.34903	0.01769868	0.007915316
217	1	-26.15824	-30.60165	4.443407	0.01437423	0.001802048
218	0	-26.11741	-30.49458	4.37717	0.01611396	0.006686043
219	1	-26.02181	-30.35826	4.336447	0.02103685	0.005835434
220	0	-29.4017	-33.40519	4.003494	0.03241416	0.02775351
221	1	-26.16387	-30.46206	4.298189	0.02480791	0.005890164
222	0	-30.11221	-34.02413	3.911921	0.04878974	0.02053522
223	1	-27.14573	-31.35309	4.207361	0.02852133	0.01125961
224	0	-26.30914	-30.60934	4.300199	0.02282079	0.007676374
225	1	-25.90728	-30.28552	4.378238	0.01804942	0.004643765
226	0	-28.365	-32.87292	4.507921	0.008280441	0.001444516
227	1	-27.61814	-32.10817	4.490026	0.01054847	0.0009659773
228	0	-25.67611	-30.00213	4.326016	0.02514233	0.002773043
229	1	-26.62772	-30.86627	4.23855	0.03053342	0.006128551
230	0	-26.45416	-30.8187	4.364539	0.01459581	0.009467278
231	1	-25.67243	-29.99156	4.31914	0.0263285	0.002274553
232	0	-26.32099	-30.59184	4.270851	0.02781471	0.005617172
233	1	-25.61129	-29.93485	4.323563	0.02616641	0.001994281
234	0	-26.05636	-30.36688	4.310516	0.02405023	0.005415189
235	1	-25.38494	-29.74568	4.360733	0.02262502	0.001818696
