Iteration	Replicate_ID	Posterior	Likelihood	Prior	delta_0	delta_1	gamma_0	gamma_1	q_01	q_10
14321	1	-1077.329	-1090.328	12.99988	0.02041934	0.03515221	0.007218705	0.0007275704	0.008744734	0.009300441
14322	2	-1075.964	-1089	13.03648	0.01560551	0.03840181	0.008523352	0.0004100158	0.008597994	0.006364665
14323	3	-1080.69	-1093.716	13.02548	0.01872805	0.03409484	0.008030617	0.002427058	0.008717717	0.00700427
14324	4	-1077.391	-1090.381	12.99008	0.01719968	0.03980573	0.009410355	0.0007496543	0.007230862	0.008146314
14325	5	-1081.332	-1094.397	13.06473	0.01816681	0.03892353	0.00648994	0.0004157845	0.008379335	0.00270267
14326	6	-1072.139	-1085.112	12.97345	0.0179786	0.03953035	0.01007676	0.001968099	0.008982049	0.005669959
14327	7	-1071.218	-1084.306	13.08865	0.01871173	0.03346541	0.007763487	0.001731078	0.0058945	0.005119487
14328	8	-1070.696	-1083.734	13.0381	0.01704686	0.03682091	0.0095339	0.001874814	0.007597272	0.004867197
14329	9	-1076.887	-1089.86	12.97334	0.01884898	0.04375394	0.007991702	0.0006002968	0.008600257	0.004422077
14330	10	-1077.522	-1090.614	13.09157	0.01524462	0.03410728	0.007681573	0.0003680509	0.008628612	0.006363853
14331	11	-1081.381	-1094.547	13.16534	0.02439509	0.02014381	0.00967845	0.00137962	0.008288593	0.001131705
14332	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
14333	13	-1071.208	-1084.317	13.10886	0.01666216	0.03341228	0.008167977	0.001870738	0.006735576	0.003816196
14334	14	-1084.325	-1097.237	12.91153	0.01652362	0.04882053	0.003823353	0.007571308	0.008319786	0.005339749
14335	15	-1071.264	-1084.291	13.02706	0.01979994	0.03491735	0.006414659	0.00133	0.01040149	0.005981872
14336	16	-1076.944	-1089.965	13.02114	0.01939706	0.03794931	0.008575163	0.0001017035	0.008868769	0.004545121
14337	17	-1066.859	-1079.911	13.05209	0.01234704	0.03239116	0.01265231	0.001934387	0.00900365	0.008013088
14338	18	-1066.631	-1079.685	13.0542	0.017404	0.03516115	0.00922762	0.002256977	0.008082151	0.003999089
14339	19	-1072.661	-1085.743	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.003365855
14340	0	-1078.191	-1091.218	13.02734	0.01895177	0.03644607	0.008139938	0.001950258	0.006533702	0.006795599
14341	1	-1075.214	-1088.214	12.99964	0.02041934	0.03515221	0.007218705	0.0007518253	0.008744734	0.009300441
14342	2	-1075.964	-1089	13.03648	0.01560551	0.03840181	0.008523352	0.0004100158	0.008597994	0.006364665
14343	3	-1076.629	-1089.651	13.02148	0.01872805	0.03409484	0.008030617	0.002427058	0.009118458	0.00700427
14344	4	-1078.21	-1091.165	12.9545	0.01766994	0.03980573	0.01016367	0.001664243	0.009252238	0.007545375
14345	5	-1081.414	-1094.342	12.92841	0.02386588	0.04377964	0.009084897	0.0008654662	0.006401355	0.004713191
14346	6	-1072.139	-1085.112	12.97345	0.0179786	0.03953035	0.01007676	0.001968099	0.008982049	0.005669959
14347	7	-1071.218	-1084.306	13.08865	0.01871173	0.03346541	0.007763487	0.001731078	0.0058945	0.005119487
14348	8	-1070.696	-1083.734	13.0381	0.01704686	0.03682091	0.0095339	0.001874814	0.007597272	0.004867197
14349	9	-1076.887	-1089.86	12.97334	0.01884898	0.04375394	0.007991702	0.0006002968	0.008600257	0.004422077
14350	10	-1081.117	-1094.167	13.05027	0.02263696	0.03536841	0.006775649	0.0001588376	0.007104003	0.004480233
14351	11	-1083.465	-1096.602	13.13628	0.02284844	0.01811879	0.0128975	0.001274051	0.009978155	0.002806249
14352	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
14353	13	-1071.208	-1084.317	13.10886	0.01666216	0.03341228	0.008167977	0.001870738	0.006735576	0.003816196
14354	14	-1087.586	-1100.488	12.90195	0.01980921	0.04930864	0.003644864	0.005246294	0.01011179	0.003235106
14355	15	-1071.264	-1084.291	13.02706	0.01979994	0.03491735	0.006414659	0.00133	0.01040149	0.005981872
14356	16	-1079.565	-1092.616	13.05158	0.01784953	0.03878306	0.008575163	0.0001032818	0.006202365	0.004879405
14357	17	-1066.859	-1079.911	13.05209	0.01234704	0.03239116	0.01265231	0.001934387	0.00900365	0.008013088
14358	18	-1066.631	-1079.685	13.0542	0.017404	0.03516115	0.00922762	0.002256977	0.008082151	0.003999089
14359	19	-1072.661	-1085.743	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.003365855
14360	0	-1080.24	-1093.248	13.00783	0.02303353	0.03644607	0.007956202	0.003447077	0.006076097	0.003809518
14361	1	-1075.214	-1088.214	12.99964	0.02041934	0.03515221	0.007218705	0.0007518253	0.008744734	0.009300441
14362	2	-1075.386	-1088.427	13.0409	0.01560551	0.03840181	0.008523352	0.0005512427	0.008597994	0.005781522
14363	3	-1076.629	-1089.651	13.02148	0.01872805	0.03409484	0.008030617	0.002427058	0.009118458	0.00700427
14364	4	-1078.407	-1091.38	12.97315	0.01766994	0.03980573	0.008768377	0.001497966	0.00909511	0.007398528
14365	5	-1079.126	-1092.024	12.898	0.02386588	0.04515627	0.008877999	0.001073313	0.008800528	0.003977167
14366	6	-1072.397	-1085.37	12.97343	0.0179786	0.03953035	0.01007676	0.001970087	0.008982049	0.005669959
14367	7	-1071.218	-1084.306	13.08865	0.01871173	0.03346541	0.007763487	0.001731078	0.0058945	0.005119487
14368	8	-1070.696	-1083.734	13.0381	0.01704686	0.03682091	0.0095339	0.001874814	0.007597272	0.004867197
14369	9	-1079.355	-1092.336	12.98027	0.01884898	0.03924647	0.007991702	0.001036713	0.008600257	0.007799562
14370	10	-1077.517	-1090.603	13.08529	0.0178992	0.03536841	0.007364254	0.0001755632	0.007518718	0.004695979
14371	11	-1081.388	-1094.515	13.12708	0.02486033	0.01898229	0.01224314	0.001476444	0.009308391	0.001972093
14372	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
14373	13	-1071.208	-1084.317	13.10886	0.01666216	0.03341228	0.008167977	0.001870738	0.006735576	0.003816196
14374	14	-1083.78	-1096.756	12.97517	0.01943869	0.04320488	0.003238994	0.004327502	0.009941597	0.003882436
14375	15	-1071.264	-1084.291	13.02706	0.01979994	0.03491735	0.006414659	0.00133	0.01040149	0.005981872
14376	16	-1078.044	-1091.075	13.03086	0.01863474	0.03878306	0.008655918	5.6639e-05	0.006433028	0.005901601
14377	17	-1066.859	-1079.911	13.05209	0.01234704	0.03239116	0.01265231	0.001934387	0.00900365	0.008013088
14378	18	-1066.631	-1079.685	13.0542	0.017404	0.03516115	0.00922762	0.002256977	0.008082151	0.003999089
14379	19	-1072.661	-1085.743	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.003365855
14380	0	-1079.818	-1092.805	12.98733	0.02303353	0.03685545	0.007956202	0.002723974	0.006312374	0.005936512
14381	1	-1075.214	-1088.214	12.99964	0.02041934	0.03515221	0.007218705	0.0007518253	0.008744734	0.009300441
14382	2	-1079.312	-1092.353	13.04073	0.01641254	0.03840181	0.008692431	0.0007993754	0.00720372	0.005967739
14383	3	-1076.629	-1089.651	13.02148	0.01872805	0.03409484	0.008030617	0.002427058	0.009118458	0.00700427
14384	4	-1083.591	-1096.551	12.95968	0.01766994	0.03771253	0.01012208	0.001299821	0.008801472	0.00997683
14385	5	-1077.167	-1090.124	12.95699	0.01953559	0.04147759	0.008877999	0.001073313	0.008800528	0.006087385
14386	6	-1077.486	-1090.461	12.97541	0.0179786	0.03953035	0.01007676	0.001970087	0.008982049	0.005472485
14387	7	-1071.218	-1084.306	13.08865	0.01871173	0.03346541	0.007763487	0.001731078	0.0058945	0.005119487
14388	8	-1070.696	-1083.734	13.0381	0.01704686	0.03682091	0.0095339	0.001874814	0.007597272	0.004867197
14389	9	-1078.33	-1091.316	12.98601	0.02342413	0.03924647	0.007505369	0.00144065	0.005851297	0.005481876
14390	10	-1078.719	-1091.688	12.96898	0.02251613	0.04124063	0.008507392	0.0001271108	0.007689848	0.004572414
14391	11	-1081.545	-1094.644	13.09903	0.02486033	0.01932553	0.01274627	0.001671603	0.01013924	0.002904609
14392	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
14393	13	-1071.208	-1084.317	13.10886	0.01666216	0.03341228	0.008167977	0.001870738	0.006735576	0.003816196
14394	14	-1084.269	-1097.169	12.89959	0.01874908	0.04953277	0.003346241	0.006226334	0.008994764	0.004742712
14395	15	-1071.264	-1084.291	13.02706	0.01979994	0.03491735	0.006414659	0.00133	0.01040149	0.005981872
14396	16	-1078.044	-1091.075	13.03086	0.01863474	0.03878306	0.008655918	5.6639e-05	0.006433028	0.005901601
14397	17	-1066.859	-1079.911	13.05209	0.01234704	0.03239116	0.01265231	0.001934387	0.00900365	0.008013088
14398	18	-1066.631	-1079.685	13.0542	0.017404	0.03516115	0.00922762	0.002256977	0.008082151	0.003999089
14399	19	-1072.661	-1085.743	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.003365855
14400	0	-1094.014	-1106.818	12.80405	0.01669002	0.05500021	0.006171404	0.003445618	0.01070702	0.009131312
14401	1	-1076.599	-1089.598	12.9985	0.02041934	0.03515221	0.007332236	0.0007518253	0.008744734	0.009300441
14402	2	-1078.765	-1091.757	12.99242	0.01825552	0.04145888	0.008692431	0.0007897875	0.007245711	0.005866714
14403	3	-1076.629	-1089.651	13.02148	0.01872805	0.03409484	0.008030617	0.002427058	0.009118458	0.00700427
14404	4	-1076.55	-1089.54	12.99039	0.01615075	0.03968729	0.009366256	0.001108477	0.009494922	0.006704299
14405	5	-1075.549	-1088.514	12.96511	0.01995768	0.04147759	0.008877999	0.001423709	0.008549137	0.004754184
14406	6	-1080.716	-1093.683	12.96707	0.01643745	0.03953035	0.01007676	0.001813959	0.0115129	0.005472485
14407	7	-1071.218	-1084.306	13.08865	0.01871173	0.03346541	0.007763487	0.001731078	0.0058945	0.005119487
14408	8	-1070.92	-1083.955	13.03513	0.01704686	0.03682091	0.0095339	0.002136167	0.007633192	0.004867197
14409	9	-1078.33	-1091.316	12.98601	0.02342413	0.03924647	0.007505369	0.00144065	0.005851297	0.005481876
14410	10	-1080.045	-1093.017	12.97213	0.02251613	0.04124063	0.008507392	0.0001911437	0.008771109	0.003112029
14411	11	-1082.798	-1095.923	13.12494	0.02943764	0.01472143	0.01385009	0.0012511	0.006543053	0.003253777
14412	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
14413	13	-1071.208	-1084.317	13.10886	0.01666216	0.03341228	0.008167977	0.001870738	0.006735576	0.003816196
14414	14	-1089.744	-1102.685	12.94052	0.02117716	0.04758562	0.00465245	0.006404055	0.006328064	0.001351766
14415	15	-1071.264	-1084.291	13.02706	0.01979994	0.03491735	0.006414659	0.00133	0.01040149	0.005981872
14416	16	-1078.889	-1091.917	13.02738	0.01956532	0.03878306	0.008382138	4.332586e-05	0.007178713	0.004860609
14417	17	-1066.859	-1079.911	13.05209	0.01234704	0.03239116	0.01265231	0.001934387	0.00900365	0.008013088
14418	18	-1066.631	-1079.685	13.0542	0.017404	0.03516115	0.00922762	0.002256977	0.008082151	0.003999089
14419	19	-1072.661	-1085.743	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.003365855
14420	0	-1079.258	-1092.226	12.96775	0.02168248	0.03830376	0.008092926	0.003115998	0.009153763	0.004426885
14421	1	-1076.599	-1089.598	12.9985	0.02041934	0.03515221	0.007332236	0.0007518253	0.008744734	0.009300441
14422	2	-1079.042	-1092.146	13.10382	0.01567436	0.03498125	0.007219173	0.0008737638	0.007928662	0.004492063
14423	3	-1076.629	-1089.651	13.02148	0.01872805	0.03409484	0.008030617	0.002427058	0.009118458	0.00700427
14424	4	-1076.76	-1089.749	12.98976	0.01615075	0.03968729	0.009366256	0.001171106	0.009494922	0.006704299
14425	5	-1079.255	-1092.224	12.96901	0.01995768	0.04147759	0.008877999	0.00120052	0.008967275	0.004168523
14426	6	-1077.021	-1089.962	12.94083	0.01643745	0.03953035	0.01007676	0.001667855	0.0115129	0.008242292
14427	7	-1071.218	-1084.306	13.08865	0.01871173	0.03346541	0.007763487	0.001731078	0.0058945	0.005119487
14428	8	-1070.92	-1083.955	13.03513	0.01704686	0.03682091	0.0095339	0.002136167	0.007633192	0.004867197
14429	9	-1078.33	-1091.316	12.98601	0.02342413	0.03924647	0.007505369	0.00144065	0.005851297	0.005481876
14430	10	-1087.658	-1100.699	13.04112	0.02804521	0.031472	0.008959951	0.0006235741	0.006156278	0.002182369
14431	11	-1082.585	-1095.662	13.07707	0.02925236	0.01899696	0.0131273	0.001670959	0.007828306	0.002968555
14432	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
14433	13	-1071.208	-1084.317	13.10886	0.01666216	0.03341228	0.008167977	0.001870738	0.006735576	0.003816196
14434	14	-1087.309	-1100.175	12.86573	0.01242043	0.05188614	0.008979453	0.006638873	0.009187296	0.005865681
14435	15	-1071.264	-1084.291	13.02706	0.01979994	0.03491735	0.006414659	0.00133	0.01040149	0.005981872
14436	16	-1079.19	-1092.187	12.9971	0.01956532	0.03878306	0.008382138	9.143756e-05	0.008582053	0.006436879
14437	17	-1066.859	-1079.911	13.05209	0.01234704	0.03239116	0.01265231	0.001934387	0.00900365	0.008013088
14438	18	-1066.631	-1079.685	13.0542	0.017404	0.03516115	0.00922762	0.002256977	0.008082151	0.003999089
14439	19	-1072.661	-1085.743	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.003365855
14440	0	-1081.468	-1094.459	12.99078	0.02488702	0.0371801	0.0075204	0.0034654	0.005639243	0.003780998
14441	1	-1078.077	-1091.062	12.98561	0.02041934	0.03644184	0.007332236	0.0007518253	0.008744734	0.009300441
14442	2	-1080.445	-1093.381	12.93696	0.01538742	0.04208251	0.01000567	0.0004071824	0.01032344	0.009648362
14443	3	-1076.629	-1089.651	13.02148	0.01872805	0.03409484	0.008030617	0.002427058	0.009118458	0.00700427
14444	4	-1074.174	-1087.168	12.99379	0.01615075	0.03968729	0.009366256	0.0007682967	0.009494922	0.006704299
14445	5	-1077.009	-1089.965	12.95558	0.01899489	0.03927571	0.01096298	0.002306517	0.007832741	0.006620694
14446	6	-1080.051	-1093.006	12.95568	0.01651238	0.03899237	0.01007676	0.001314146	0.01058518	0.00850187
14447	7	-1071.218	-1084.306	13.08865	0.01871173	0.03346541	0.007763487	0.001731078	0.0058945	0.005119487
14448	8	-1070.92	-1083.955	13.03513	0.01704686	0.03682091	0.0095339	0.002136167	0.007633192	0.004867197
14449	9	-1079.007	-1091.981	12.97406	0.02049949	0.04081621	0.007421648	0.001201472	0.008724584	0.005481876
14450	10	-1078.732	-1091.719	12.98723	0.02074861	0.04239898	0.008432866	0.0004359294	0.007741127	0.003070487
14451	11	-1081.389	-1094.472	13.08249	0.02974438	0.01780255	0.01348521	0.001273046	0.007770728	0.003226181
14452	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
14453	13	-1071.208	-1084.317	13.10886	0.01666216	0.03341228	0.008167977	0.001870738	0.006735576	0.003816196
14454	14	-1080.741	-1093.661	12.91977	0.02003848	0.04095389	0.009858732	0.0009329537	0.008388885	0.009400675
14455	15	-1071.264	-1084.291	13.02706	0.01979994	0.03491735	0.006414659	0.00133	0.01040149	0.005981872
14456	16	-1081.307	-1094.366	13.05821	0.0217177	0.03552694	0.008358446	0.0003397533	0.007906871	0.001880246
14457	17	-1066.859	-1079.911	13.05209	0.01234704	0.03239116	0.01265231	0.001934387	0.00900365	0.008013088
14458	18	-1066.631	-1079.685	13.0542	0.017404	0.03516115	0.00922762	0.002256977	0.008082151	0.003999089
14459	19	-1072.661	-1085.743	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.003365855
14460	0	-1077.837	-1090.811	12.97451	0.02488702	0.0371801	0.0075204	0.0034654	0.006669748	0.004377186
14461	1	-1082.701	-1095.677	12.97633	0.0193442	0.03644184	0.007332236	0.0006621986	0.01083681	0.009300441
14462	2	-1077.492	-1090.471	12.97909	0.01442642	0.04208251	0.01000567	0.0004846831	0.009292461	0.00735081
14463	3	-1076.629	-1089.651	13.02148	0.01872805	0.03409484	0.008030617	0.002427058	0.009118458	0.00700427
14464	4	-1074.174	-1087.168	12.99379	0.01615075	0.03968729	0.009366256	0.0007682967	0.009494922	0.006704299
14465	5	-1076.243	-1089.2	12.95679	0.01899489	0.03927571	0.01096298	0.002458977	0.007832741	0.006346384
14466	6	-1074.292	-1087.232	12.93932	0.01735794	0.03899237	0.01094547	0.001528194	0.01029767	0.008497557
14467	7	-1071.218	-1084.306	13.08865	0.01871173	0.03346541	0.007763487	0.001731078	0.0058945	0.005119487
14468	8	-1070.92	-1083.955	13.03513	0.01704686	0.03682091	0.0095339	0.002136167	0.007633192	0.004867197
14469	9	-1081.894	-1094.835	12.94142	0.02190527	0.04081621	0.007421648	0.001201472	0.007240356	0.008824167
14470	10	-1083.992	-1096.976	12.98379	0.02570883	0.03515082	0.01004122	0.0001798362	0.008755083	0.003336258
14471	11	-1081.073	-1094.102	13.02884	0.03114765	0.02014011	0.01475898	0.00139294	0.008742592	0.002484313
14472	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
14473	13	-1071.208	-1084.317	13.10886	0.01666216	0.03341228	0.008167977	0.001870738	0.006735576	0.003816196
14474	14	-1081.849	-1094.789	12.94031	0.02068626	0.04038727	0.00758311	0.001678247	0.01096696	0.006218014
14475	15	-1071.264	-1084.291	13.02706	0.01979994	0.03491735	0.006414659	0.00133	0.01040149	0.005981872
14476	16	-1082.19	-1095.251	13.06148	0.02288276	0.03311334	0.008927457	0.0002173202	0.007599643	0.002662315
14477	17	-1066.859	-1079.911	13.05209	0.01234704	0.03239116	0.01265231	0.001934387	0.00900365	0.008013088
14478	18	-1066.631	-1079.685	13.0542	0.017404	0.03516115	0.00922762	0.002256977	0.008082151	0.003999089
14479	19	-1072.661	-1085.743	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.003365855
14480	0	-1081.777	-1094.76	12.9828	0.02488702	0.0371801	0.0075204	0.00373747	0.006511994	0.003433702
14481	1	-1077.276	-1090.347	13.07108	0.01956239	0.03644184	0.00731159	0.0006621986	0.00752701	0.002937543
14482	2	-1080.636	-1093.617	12.98138	0.01450442	0.04208251	0.009366153	0.0008162873	0.009292461	0.00735081
14483	3	-1076.629	-1089.651	13.02148	0.01872805	0.03409484	0.008030617	0.002427058	0.009118458	0.00700427
14484	4	-1074.174	-1087.168	12.99379	0.01615075	0.03968729	0.009366256	0.0007682967	0.009494922	0.006704299
14485	5	-1077.962	-1090.927	12.96548	0.01899489	0.03927571	0.01096298	0.002325132	0.007098335	0.006346384
14486	6	-1074.292	-1087.232	12.93932	0.01735794	0.03899237	0.01094547	0.001528194	0.01029767	0.008497557
14487	7	-1071.218	-1084.306	13.08865	0.01871173	0.03346541	0.007763487	0.001731078	0.0058945	0.005119487
14488	8	-1070.92	-1083.955	13.03513	0.01704686	0.03682091	0.0095339	0.002136167	0.007633192	0.004867197
14489	9	-1079.463	-1092.431	12.96749	0.02190527	0.04081621	0.007276032	0.001352223	0.008965182	0.004487428
14490	10	-1079.785	-1092.844	13.05851	0.019438	0.03623852	0.008488923	0.0003790773	0.007997848	0.003157691
14491	11	-1081.69	-1094.783	13.0925	0.02649088	0.02245503	0.01011499	0.001643378	0.009225493	0.002371569
14492	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
14493	13	-1071.208	-1084.317	13.10886	0.01666216	0.03341228	0.008167977	0.001870738	0.006735576	0.003816196
14494	14	-1082.436	-1095.418	12.98216	0.02292732	0.04038727	0.006779721	0.001440776	0.007222763	0.00457708
14495	15	-1071.264	-1084.291	13.02706	0.01979994	0.03491735	0.006414659	0.00133	0.01040149	0.005981872
14496	16	-1085.581	-1098.583	13.0026	0.02861169	0.03393685	0.009090371	1.648397e-05	0.006514867	0.003120916
14497	17	-1066.859	-1079.911	13.05209	0.01234704	0.03239116	0.01265231	0.001934387	0.00900365	0.008013088
14498	18	-1066.631	-1079.685	13.0542	0.017404	0.03516115	0.00922762	0.002256977	0.008082151	0.003999089
14499	19	-1072.661	-1085.743	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.003365855
14500	0	-1077.327	-1090.344	13.0172	0.02277167	0.0371801	0.0075204	0.002683711	0.006511994	0.003162875
14501	1	-1076.286	-1089.354	13.06837	0.01956239	0.03644184	0.007776717	0.0004680958	0.00752701	0.002937543
14502	2	-1082.402	-1095.333	12.93105	0.01538835	0.04093225	0.01057124	0.0004399155	0.01190963	0.009204673
14503	3	-1080.033	-1093.07	13.0368	0.01764645	0.03409484	0.008030617	0.001765592	0.009118458	0.007214647
14504	4	-1078.237	-1091.223	12.98532	0.01615075	0.03968729	0.009366256	0.001149587	0.00996132	0.006704299
14505	5	-1079.754	-1092.722	12.96723	0.0191375	0.03927571	0.01078515	0.002015674	0.007267826	0.006346384
14506	6	-1074.292	-1087.232	12.93932	0.01735794	0.03899237	0.01094547	0.001528194	0.01029767	0.008497557
14507	7	-1071.218	-1084.306	13.08865	0.01871173	0.03346541	0.007763487	0.001731078	0.0058945	0.005119487
14508	8	-1070.92	-1083.955	13.03513	0.01704686	0.03682091	0.0095339	0.002136167	0.007633192	0.004867197
14509	9	-1079.236	-1092.196	12.95992	0.02266204	0.04081621	0.007276032	0.001352223	0.008965182	0.004487428
14510	10	-1079.2	-1092.185	12.9859	0.02433573	0.04045282	0.008680695	0.0001555458	0.007319167	0.002016887
14511	11	-1078.905	-1091.996	13.09138	0.02649088	0.02245503	0.01011499	0.001259991	0.009225493	0.002866306
14512	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
14513	13	-1071.208	-1084.317	13.10886	0.01666216	0.03341228	0.008167977	0.001870738	0.006735576	0.003816196
14514	14	-1077.842	-1090.807	12.96512	0.02382399	0.04038727	0.006779721	0.001440776	0.008030183	0.00457708
14515	15	-1071.264	-1084.291	13.02706	0.01979994	0.03491735	0.006414659	0.00133	0.01040149	0.005981872
14516	16	-1080.664	-1093.666	13.00199	0.02462233	0.0380736	0.008317975	0.0001049206	0.007696722	0.002536097
14517	17	-1066.859	-1079.911	13.05209	0.01234704	0.03239116	0.01265231	0.001934387	0.00900365	0.008013088
14518	18	-1066.631	-1079.685	13.0542	0.017404	0.03516115	0.00922762	0.002256977	0.008082151	0.003999089
14519	19	-1072.661	-1085.743	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.003365855
14520	0	-1074.262	-1087.252	12.9898	0.02277167	0.0371801	0.0075204	0.00275349	0.008262161	0.004083122
14521	1	-1078.957	-1092.06	13.10239	0.01665813	0.03644184	0.007302788	0.000372289	0.00752701	0.003010476
14522	2	-1079.841	-1092.777	12.9352	0.01613603	0.04093225	0.01049444	0.001052541	0.01085181	0.008563948
14523	3	-1079.619	-1092.643	13.02422	0.01764645	0.03409484	0.008030617	0.001830033	0.01072535	0.006801584
14524	4	-1075.063	-1088.048	12.98459	0.01662196	0.03968729	0.009366256	0.0007551731	0.009340664	0.007320547
14525	5	-1078.254	-1091.204	12.94915	0.0191375	0.03927571	0.01078515	0.002133203	0.007899823	0.007404574
14526	6	-1074.292	-1087.232	12.93932	0.01735794	0.03899237	0.01094547	0.001528194	0.01029767	0.008497557
14527	7	-1071.218	-1084.306	13.08865	0.01871173	0.03346541	0.007763487	0.001731078	0.0058945	0.005119487
14528	8	-1070.92	-1083.955	13.03513	0.01704686	0.03682091	0.0095339	0.002136167	0.007633192	0.004867197
14529	9	-1077.459	-1090.467	13.00736	0.02072125	0.03703178	0.00706386	0.002065445	0.008965182	0.004967746
14530	10	-1082.528	-1095.552	13.02438	0.02430705	0.03655865	0.00858304	5.431285e-05	0.008448334	0.001161681
14531	11	-1085.75	-1098.802	13.05284	0.02891616	0.02376993	0.01006733	0.002528744	0.008968387	0.00201663
14532	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
14533	13	-1071.208	-1084.317	13.10886	0.01666216	0.03341228	0.008167977	0.001870738	0.006735576	0.003816196
14534	14	-1085.022	-1097.985	12.96375	0.01937608	0.04038727	0.008840625	0.001459028	0.008904027	0.006209068
14535	15	-1071.264	-1084.291	13.02706	0.01979994	0.03491735	0.006414659	0.00133	0.01040149	0.005981872
14536	16	-1081.212	-1094.252	13.03988	0.02209722	0.03637154	0.008585783	0.0001250811	0.007340217	0.003043101
14537	17	-1066.859	-1079.911	13.05209	0.01234704	0.03239116	0.01265231	0.001934387	0.00900365	0.008013088
14538	18	-1066.631	-1079.685	13.0542	0.017404	0.03516115	0.00922762	0.002256977	0.008082151	0.003999089
14539	19	-1072.661	-1085.743	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.003365855
14540	0	-1074.262	-1087.252	12.9898	0.02277167	0.0371801	0.0075204	0.00275349	0.008262161	0.004083122
14541	1	-1076.784	-1089.825	13.04135	0.02034534	0.03644184	0.007302788	0.0004737404	0.00752701	0.005325032
14542	2	-1080.777	-1093.696	12.91916	0.01818765	0.04093225	0.01049444	0.001908886	0.00949389	0.008618163
14543	3	-1080.762	-1093.759	12.99712	0.01764645	0.04004603	0.008030617	0.001861496	0.007542008	0.006712939
14544	4	-1081.817	-1094.757	12.94	0.01673401	0.03925919	0.01147974	0.001437639	0.01002589	0.008614428
14545	5	-1074.204	-1087.149	12.94498	0.0195526	0.03930663	0.01078515	0.002133203	0.007899823	0.007376054
14546	6	-1074.292	-1087.232	12.93932	0.01735794	0.03899237	0.01094547	0.001528194	0.01029767	0.008497557
14547	7	-1071.218	-1084.306	13.08865	0.01871173	0.03346541	0.007763487	0.001731078	0.0058945	0.005119487
14548	8	-1070.92	-1083.955	13.03513	0.01704686	0.03682091	0.0095339	0.002136167	0.007633192	0.004867197
14549	9	-1077.651	-1090.687	13.03618	0.01783906	0.03703178	0.00706386	0.002065445	0.008965182	0.004967746
14550	10	-1078.967	-1091.964	12.99739	0.01988946	0.04289	0.006328932	0.0001859323	0.008206085	0.004311858
14551	11	-1081.923	-1095.052	13.12878	0.02602969	0.02046283	0.01036997	0.001821332	0.007757826	0.002231654
14552	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
14553	13	-1071.208	-1084.317	13.10886	0.01666216	0.03341228	0.008167977	0.001870738	0.006735576	0.003816196
14554	14	-1076.242	-1089.197	12.95508	0.02003052	0.04038727	0.008613072	0.001031484	0.00900201	0.006978696
14555	15	-1071.264	-1084.291	13.02706	0.01979994	0.03491735	0.006414659	0.00133	0.01040149	0.005981872
14556	16	-1081.779	-1094.721	12.94291	0.01686648	0.04457515	0.008585783	0.0001943969	0.01233937	0.004699001
14557	17	-1066.859	-1079.911	13.05209	0.01234704	0.03239116	0.01265231	0.001934387	0.00900365	0.008013088
14558	18	-1066.631	-1079.685	13.0542	0.017404	0.03516115	0.00922762	0.002256977	0.008082151	0.003999089
14559	19	-1072.661	-1085.743	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.003365855
