Iteration	Replicate_ID	Posterior	Likelihood	Prior	delta_0	delta_1	gamma_0	gamma_1	q_01	q_10
5748	8	-1077.845	-1090.789	12.94414	0.0219544	0.04013425	0.009889434	0.003227154	0.007434972	0.004496931
5749	9	-1069.751	-1082.829	13.07851	0.01483095	0.03508745	0.008321199	0.001402169	0.009908264	0.004150129
5750	10	-1078.325	-1091.484	13.15921	0.0129773	0.03239208	0.007709853	0.0004894231	0.006634033	0.005427032
5751	11	-1077.288	-1090.329	13.04135	0.02204941	0.0349932	0.006287672	0.001878384	0.007406404	0.004800519
5752	12	-1064.4	-1077.42	13.02095	0.01130006	0.03275395	0.01404736	0.00191232	0.01012817	0.009314417
5753	13	-1076.393	-1089.498	13.10488	0.01865968	0.03423071	0.004938453	5.414117e-05	0.007060034	0.006119993
5754	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
5755	15	-1079.323	-1092.425	13.10203	0.01373339	0.03298531	0.007848474	0.001005617	0.008979745	0.006795279
5756	16	-1073.771	-1086.78	13.00939	0.01842186	0.03743739	0.009276231	0.002395065	0.008659746	0.004421397
5757	17	-1069.753	-1082.819	13.06605	0.01234488	0.03239267	0.01195303	0.001235907	0.009006162	0.008013088
5758	18	-1079.04	-1092.082	13.04249	0.01381367	0.0353209	0.008848583	0.001615718	0.01109136	0.006611384
5759	19	-1074.117	-1087.212	13.09462	0.01717788	0.03613895	0.006663065	0.001010787	0.007975628	0.003122868
5760	0	-1072.366	-1085.404	13.03855	0.01294121	0.03461359	0.01074929	0.001222398	0.01005717	0.008112685
5761	1	-1071.467	-1084.587	13.12001	0.01494968	0.03090898	0.006399345	0.000721354	0.01009807	0.006473095
5762	2	-1076.478	-1089.393	12.91555	0.01874978	0.04044562	0.01131521	0.002438607	0.009120064	0.007927193
5763	3	-1074.581	-1087.64	13.05936	0.0165245	0.03758946	0.008123101	0.0008138489	0.008530006	0.004034355
5764	4	-1073.545	-1086.596	13.0511	0.01829225	0.03557424	0.006275691	0.0006684044	0.009304059	0.006326901
5765	5	-1073.242	-1086.276	13.03324	0.01622373	0.03448856	0.00941739	0.001920668	0.009140418	0.007036753
5766	6	-1075.295	-1088.366	13.07117	0.01716176	0.03290083	0.006298781	0.0003746347	0.00944569	0.008252767
5767	7	-1069.622	-1082.591	12.96826	0.02079758	0.03938878	0.008975347	0.002099032	0.008405956	0.005057902
5768	8	-1078.748	-1091.701	12.95307	0.02173847	0.04013425	0.009889434	0.002943052	0.00705744	0.004481296
5769	9	-1069.751	-1082.829	13.07851	0.01483095	0.03508745	0.008321199	0.001402169	0.009908264	0.004150129
5770	10	-1078.838	-1091.996	13.15757	0.0129773	0.03239208	0.007709853	0.0006537182	0.006634033	0.005427032
5771	11	-1077.288	-1090.329	13.04135	0.02204941	0.0349932	0.006287672	0.001878384	0.007406404	0.004800519
5772	12	-1064.4	-1077.42	13.02095	0.01130006	0.03275395	0.01404736	0.00191232	0.01012817	0.009314417
5773	13	-1076.393	-1089.498	13.10488	0.01865968	0.03423071	0.004938453	5.414117e-05	0.007060034	0.006119993
5774	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
5775	15	-1077.433	-1090.527	13.09445	0.01373339	0.03298531	0.008607214	0.001005617	0.008979745	0.006795279
5776	16	-1075.311	-1088.318	13.00776	0.01842186	0.03743739	0.009276231	0.002395065	0.008823003	0.004421397
5777	17	-1069.753	-1082.819	13.06605	0.01234488	0.03239267	0.01195303	0.001235907	0.009006162	0.008013088
5778	18	-1078.861	-1091.882	13.02111	0.01619526	0.03781098	0.008848583	0.001162653	0.0099829	0.005440125
5779	19	-1074.117	-1087.212	13.09462	0.01717788	0.03613895	0.006663065	0.001010787	0.007975628	0.003122868
5780	0	-1072.366	-1085.404	13.03855	0.01294121	0.03461359	0.01074929	0.001222398	0.01005717	0.008112685
5781	1	-1071.467	-1084.587	13.12001	0.01494968	0.03090898	0.006399345	0.000721354	0.01009807	0.006473095
5782	2	-1079.357	-1092.281	12.92449	0.01874978	0.04044562	0.01131521	0.002495646	0.008793536	0.007301875
5783	3	-1075.197	-1088.245	13.04858	0.01718919	0.03758946	0.008123101	0.00122656	0.008530006	0.004034355
5784	4	-1073.545	-1086.596	13.0511	0.01829225	0.03557424	0.006275691	0.0006684044	0.009304059	0.006326901
5785	5	-1073.242	-1086.276	13.03324	0.01622373	0.03448856	0.00941739	0.001920668	0.009140418	0.007036753
5786	6	-1075.295	-1088.366	13.07117	0.01716176	0.03290083	0.006298781	0.0003746347	0.00944569	0.008252767
5787	7	-1069.622	-1082.591	12.96826	0.02079758	0.03938878	0.008975347	0.002099032	0.008405956	0.005057902
5788	8	-1078.891	-1091.844	12.95293	0.02173847	0.04013425	0.009889434	0.00277885	0.007180605	0.004535952
5789	9	-1069.751	-1082.829	13.07851	0.01483095	0.03508745	0.008321199	0.001402169	0.009908264	0.004150129
5790	10	-1076.902	-1090.062	13.16014	0.0129773	0.03239208	0.007709853	0.0003965891	0.006634033	0.005427032
5791	11	-1077.288	-1090.329	13.04135	0.02204941	0.0349932	0.006287672	0.001878384	0.007406404	0.004800519
5792	12	-1064.4	-1077.42	13.02095	0.01130006	0.03275395	0.01404736	0.00191232	0.01012817	0.009314417
5793	13	-1076.393	-1089.498	13.10488	0.01865968	0.03423071	0.004938453	5.414117e-05	0.007060034	0.006119993
5794	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
5795	15	-1077.433	-1090.527	13.09445	0.01373339	0.03298531	0.008607214	0.001005617	0.008979745	0.006795279
5796	16	-1073.12	-1086.13	13.00991	0.0198843	0.03743739	0.008748961	0.002395065	0.007210447	0.004883855
5797	17	-1069.753	-1082.819	13.06605	0.01234488	0.03239267	0.01195303	0.001235907	0.009006162	0.008013088
5798	18	-1079.968	-1093.011	13.04304	0.01618241	0.03706634	0.008420954	0.001426625	0.009663743	0.00448732
5799	19	-1074.117	-1087.212	13.09462	0.01717788	0.03613895	0.006663065	0.001010787	0.007975628	0.003122868
5800	0	-1072.366	-1085.404	13.03855	0.01294121	0.03461359	0.01074929	0.001222398	0.01005717	0.008112685
5801	1	-1071.467	-1084.587	13.12001	0.01494968	0.03090898	0.006399345	0.000721354	0.01009807	0.006473095
5802	2	-1081.101	-1093.986	12.88549	0.01874978	0.04057585	0.01186938	0.002947292	0.01010344	0.008756117
5803	3	-1075.197	-1088.245	13.04858	0.01718919	0.03758946	0.008123101	0.00122656	0.008530006	0.004034355
5804	4	-1073.545	-1086.596	13.0511	0.01829225	0.03557424	0.006275691	0.0006684044	0.009304059	0.006326901
5805	5	-1073.242	-1086.276	13.03324	0.01622373	0.03448856	0.00941739	0.001920668	0.009140418	0.007036753
5806	6	-1074.538	-1087.609	13.07135	0.01716176	0.03290083	0.006298781	0.0003565316	0.00944569	0.008252767
5807	7	-1069.622	-1082.591	12.96826	0.02079758	0.03938878	0.008975347	0.002099032	0.008405956	0.005057902
5808	8	-1078.599	-1091.544	12.94491	0.02278575	0.04013425	0.010147	0.003181523	0.006175759	0.004636088
5809	9	-1070.697	-1083.786	13.08958	0.01483095	0.03508745	0.008321199	0.001402169	0.008801651	0.004150129
5810	10	-1076.902	-1090.062	13.16014	0.0129773	0.03239208	0.007709853	0.0003965891	0.006634033	0.005427032
5811	11	-1079.484	-1092.54	13.05569	0.02204941	0.0349932	0.006287672	0.002721945	0.007852482	0.002077023
5812	12	-1064.4	-1077.42	13.02095	0.01130006	0.03275395	0.01404736	0.00191232	0.01012817	0.009314417
5813	13	-1076.393	-1089.498	13.10488	0.01865968	0.03423071	0.004938453	5.414117e-05	0.007060034	0.006119993
5814	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
5815	15	-1080.515	-1093.5	12.9851	0.01569064	0.04009115	0.008607214	0.001084398	0.01077256	0.006795279
5816	16	-1080.902	-1093.916	13.01415	0.01965091	0.03746005	0.008748961	0.001641868	0.006680399	0.005953781
5817	17	-1069.753	-1082.819	13.06605	0.01234488	0.03239267	0.01195303	0.001235907	0.009006162	0.008013088
5818	18	-1075.343	-1088.404	13.06115	0.01618241	0.03706634	0.00768408	0.001208063	0.009663743	0.003631451
5819	19	-1074.117	-1087.212	13.09462	0.01717788	0.03613895	0.006663065	0.001010787	0.007975628	0.003122868
5820	0	-1072.366	-1085.404	13.03855	0.01294121	0.03461359	0.01074929	0.001222398	0.01005717	0.008112685
5821	1	-1071.467	-1084.587	13.12001	0.01494968	0.03090898	0.006399345	0.000721354	0.01009807	0.006473095
5822	2	-1080.543	-1093.452	12.90862	0.01878496	0.04057585	0.00976107	0.002026104	0.01075555	0.008785603
5823	3	-1074.806	-1087.832	13.02698	0.017718	0.03758946	0.008123101	0.001232225	0.008696338	0.005493736
5824	4	-1073.545	-1086.596	13.0511	0.01829225	0.03557424	0.006275691	0.0006684044	0.009304059	0.006326901
5825	5	-1073.242	-1086.276	13.03324	0.01622373	0.03448856	0.00941739	0.001920668	0.009140418	0.007036753
5826	6	-1074.538	-1087.609	13.07135	0.01716176	0.03290083	0.006298781	0.0003565316	0.00944569	0.008252767
5827	7	-1069.622	-1082.591	12.96826	0.02079758	0.03938878	0.008975347	0.002099032	0.008405956	0.005057902
5828	8	-1078.599	-1091.544	12.94491	0.02278575	0.04013425	0.010147	0.003181523	0.006175759	0.004636088
5829	9	-1070.697	-1083.786	13.08958	0.01483095	0.03508745	0.008321199	0.001402169	0.008801651	0.004150129
5830	10	-1076.902	-1090.062	13.16014	0.0129773	0.03239208	0.007709853	0.0003965891	0.006634033	0.005427032
5831	11	-1080.032	-1093.059	13.02631	0.02420553	0.0349932	0.006287672	0.003539476	0.007852482	0.002041312
5832	12	-1064.4	-1077.42	13.02095	0.01130006	0.03275395	0.01404736	0.00191232	0.01012817	0.009314417
5833	13	-1076.393	-1089.498	13.10488	0.01865968	0.03423071	0.004938453	5.414117e-05	0.007060034	0.006119993
5834	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
5835	15	-1078.938	-1091.941	13.00294	0.01921023	0.04072641	0.008755041	0.0006669658	0.007363439	0.004535041
5836	16	-1079.256	-1092.289	13.03293	0.01919823	0.03746005	0.007642324	0.001041531	0.006834818	0.006081121
5837	17	-1069.753	-1082.819	13.06605	0.01234488	0.03239267	0.01195303	0.001235907	0.009006162	0.008013088
5838	18	-1075.343	-1088.404	13.06115	0.01618241	0.03706634	0.00768408	0.001208063	0.009663743	0.003631451
5839	19	-1074.117	-1087.212	13.09462	0.01717788	0.03613895	0.006663065	0.001010787	0.007975628	0.003122868
5840	0	-1072.366	-1085.404	13.03855	0.01294121	0.03461359	0.01074929	0.001222398	0.01005717	0.008112685
5841	1	-1071.467	-1084.587	13.12001	0.01494968	0.03090898	0.006399345	0.000721354	0.01009807	0.006473095
5842	2	-1079.477	-1092.411	12.93431	0.01959374	0.04143796	0.009071383	0.001262809	0.009227964	0.007526176
5843	3	-1078.057	-1091.088	13.03053	0.017718	0.03758946	0.008123101	0.001232225	0.008696338	0.005138565
5844	4	-1073.545	-1086.596	13.0511	0.01829225	0.03557424	0.006275691	0.0006684044	0.009304059	0.006326901
5845	5	-1073.242	-1086.276	13.03324	0.01622373	0.03448856	0.00941739	0.001920668	0.009140418	0.007036753
5846	6	-1074.538	-1087.609	13.07135	0.01716176	0.03290083	0.006298781	0.0003565316	0.00944569	0.008252767
5847	7	-1069.622	-1082.591	12.96826	0.02079758	0.03938878	0.008975347	0.002099032	0.008405956	0.005057902
5848	8	-1077.304	-1090.224	12.92056	0.02278575	0.04013425	0.010147	0.003335728	0.007479462	0.005612686
5849	9	-1070.697	-1083.786	13.08958	0.01483095	0.03508745	0.008321199	0.001402169	0.008801651	0.004150129
5850	10	-1079.611	-1092.751	13.13983	0.0129773	0.03239208	0.007709853	0.0004730219	0.006634033	0.007381457
5851	11	-1085.033	-1098.061	13.028	0.02420553	0.03429975	0.007560431	0.002052994	0.008854803	0.001777509
5852	12	-1064.4	-1077.42	13.02095	0.01130006	0.03275395	0.01404736	0.00191232	0.01012817	0.009314417
5853	13	-1076.393	-1089.498	13.10488	0.01865968	0.03423071	0.004938453	5.414117e-05	0.007060034	0.006119993
5854	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
5855	15	-1077.54	-1090.539	12.99881	0.02058274	0.04024565	0.008501429	0.001463285	0.007333186	0.003543322
5856	16	-1077.397	-1090.414	13.01689	0.02022456	0.03746005	0.007642324	0.0007414545	0.008556059	0.005237526
5857	17	-1069.753	-1082.819	13.06605	0.01234488	0.03239267	0.01195303	0.001235907	0.009006162	0.008013088
5858	18	-1084.458	-1097.496	13.03732	0.01121563	0.03608002	0.008800236	0.002234083	0.01011205	0.009376989
5859	19	-1076.527	-1089.618	13.09073	0.01717788	0.03613895	0.006663065	0.001010787	0.007975628	0.00351216
5860	0	-1072.366	-1085.404	13.03855	0.01294121	0.03461359	0.01074929	0.001222398	0.01005717	0.008112685
5861	1	-1071.467	-1084.587	13.12001	0.01494968	0.03090898	0.006399345	0.000721354	0.01009807	0.006473095
5862	2	-1080.721	-1093.64	12.91915	0.01959374	0.04143796	0.009946538	0.001376325	0.009889783	0.007391801
5863	3	-1082.967	-1095.975	13.00742	0.02247883	0.03692753	0.007731302	0.002382419	0.006933438	0.004355686
5864	4	-1072.849	-1085.9	13.0511	0.01829225	0.03557424	0.006275691	0.0006676813	0.009304059	0.006326901
5865	5	-1073.242	-1086.276	13.03324	0.01622373	0.03448856	0.00941739	0.001920668	0.009140418	0.007036753
5866	6	-1074.538	-1087.609	13.07135	0.01716176	0.03290083	0.006298781	0.0003565316	0.00944569	0.008252767
5867	7	-1069.622	-1082.591	12.96826	0.02079758	0.03938878	0.008975347	0.002099032	0.008405956	0.005057902
5868	8	-1080.41	-1093.343	12.93281	0.02253286	0.04013425	0.009175417	0.003335728	0.007479462	0.005612686
5869	9	-1070.697	-1083.786	13.08958	0.01483095	0.03508745	0.008321199	0.001402169	0.008801651	0.004150129
5870	10	-1081.803	-1094.829	13.02692	0.01393151	0.03423056	0.009166262	0.0003887401	0.01125106	0.009890996
5871	11	-1085.719	-1098.742	13.02388	0.03073834	0.02857724	0.008107868	0.001724488	0.007439643	0.002575583
5872	12	-1064.4	-1077.42	13.02095	0.01130006	0.03275395	0.01404736	0.00191232	0.01012817	0.009314417
5873	13	-1076.393	-1089.498	13.10488	0.01865968	0.03423071	0.004938453	5.414117e-05	0.007060034	0.006119993
5874	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
5875	15	-1077.952	-1090.937	12.98486	0.01986893	0.03983728	0.008457784	0.0020612	0.008537283	0.004302122
5876	16	-1075.393	-1088.419	13.02599	0.02022456	0.03746005	0.007642324	0.002626233	0.008556059	0.002442408
5877	17	-1069.753	-1082.819	13.06605	0.01234488	0.03239267	0.01195303	0.001235907	0.009006162	0.008013088
5878	18	-1082.657	-1095.62	12.96234	0.01783822	0.03457098	0.009684354	0.001624302	0.01099896	0.0105999
5879	19	-1076.444	-1089.535	13.09075	0.01717788	0.03613895	0.006663065	0.001008209	0.007975628	0.00351216
5880	0	-1072.366	-1085.404	13.03855	0.01294121	0.03461359	0.01074929	0.001222398	0.01005717	0.008112685
5881	1	-1071.467	-1084.587	13.12001	0.01494968	0.03090898	0.006399345	0.000721354	0.01009807	0.006473095
5882	2	-1080.377	-1093.427	13.04966	0.01850415	0.03614832	0.006798983	0.001789412	0.007226977	0.006117012
5883	3	-1077.082	-1090.08	12.99874	0.02185675	0.03781304	0.007722463	0.002577315	0.008041414	0.003666461
5884	4	-1072.849	-1085.9	13.0511	0.01829225	0.03557424	0.006275691	0.0006676813	0.009304059	0.006326901
5885	5	-1073.242	-1086.276	13.03324	0.01622373	0.03448856	0.00941739	0.001920668	0.009140418	0.007036753
5886	6	-1076.09	-1089.164	13.0742	0.01716176	0.03290083	0.006298781	0.0003565316	0.009160212	0.008252767
5887	7	-1069.622	-1082.591	12.96826	0.02079758	0.03938878	0.008975347	0.002099032	0.008405956	0.005057902
5888	8	-1075.297	-1088.236	12.93971	0.02253286	0.03943717	0.009175417	0.002942446	0.007511153	0.00598138
5889	9	-1070.697	-1083.786	13.08958	0.01483095	0.03508745	0.008321199	0.001402169	0.008801651	0.004150129
5890	10	-1078.181	-1091.214	13.03281	0.01393151	0.03423056	0.009166262	0.0004634179	0.01058687	0.009890996
5891	11	-1077.258	-1090.252	12.9938	0.02095906	0.0390547	0.007634365	0.001221447	0.007341798	0.00596017
5892	12	-1064.4	-1077.42	13.02095	0.01130006	0.03275395	0.01404736	0.00191232	0.01012817	0.009314417
5893	13	-1076.393	-1089.498	13.10488	0.01865968	0.03423071	0.004938453	5.414117e-05	0.007060034	0.006119993
5894	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
5895	15	-1077.15	-1090.157	13.00728	0.02221945	0.03983728	0.008457784	0.000610604	0.006631195	0.003066319
5896	16	-1078.187	-1091.21	13.02324	0.02022456	0.03746005	0.007616296	0.002614205	0.00865123	0.002660658
5897	17	-1069.874	-1082.951	13.07691	0.01234488	0.03239267	0.01086758	0.001235907	0.009006162	0.008013088
5898	18	-1083.119	-1096.121	13.00222	0.01523559	0.03463629	0.009684354	0.001368263	0.01099896	0.009405744
5899	19	-1076.594	-1089.678	13.08478	0.01717788	0.03613895	0.007286599	0.0009819683	0.007975628	0.00351216
5900	0	-1072.366	-1085.404	13.03855	0.01294121	0.03461359	0.01074929	0.001222398	0.01005717	0.008112685
5901	1	-1071.467	-1084.587	13.12001	0.01494968	0.03090898	0.006399345	0.000721354	0.01009807	0.006473095
5902	2	-1081.686	-1094.643	12.95606	0.01691944	0.04237358	0.008247663	0.001083284	0.01174236	0.005578582
5903	3	-1078.55	-1091.528	12.97824	0.02348129	0.03963995	0.007722463	0.001936886	0.006555177	0.004390821
5904	4	-1072.849	-1085.9	13.0511	0.01829225	0.03557424	0.006275691	0.0006676813	0.009304059	0.006326901
5905	5	-1073.242	-1086.276	13.03324	0.01622373	0.03448856	0.00941739	0.001920668	0.009140418	0.007036753
5906	6	-1073.488	-1086.562	13.07401	0.01716176	0.03290083	0.006298781	0.0003565316	0.009179808	0.008252767
5907	7	-1069.622	-1082.591	12.96826	0.02079758	0.03938878	0.008975347	0.002099032	0.008405956	0.005057902
5908	8	-1078.255	-1091.21	12.95494	0.02253286	0.03943717	0.009175417	0.002942446	0.007357452	0.004611908
5909	9	-1070.697	-1083.786	13.08958	0.01483095	0.03508745	0.008321199	0.001402169	0.008801651	0.004150129
5910	10	-1078.181	-1091.214	13.03281	0.01393151	0.03423056	0.009166262	0.0004634179	0.01058687	0.009890996
5911	11	-1078.654	-1091.603	12.9489	0.02095906	0.0390547	0.007715763	0.00139943	0.01046546	0.007066743
5912	12	-1064.4	-1077.42	13.02095	0.01130006	0.03275395	0.01404736	0.00191232	0.01012817	0.009314417
5913	13	-1077.855	-1090.96	13.10467	0.01865968	0.03423071	0.004938453	7.555661e-05	0.007060034	0.006119993
5914	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
5915	15	-1082.933	-1095.977	13.04462	0.02248179	0.03405257	0.008095713	0.0002415746	0.009579404	0.002638344
5916	16	-1076.336	-1089.314	12.97813	0.02176236	0.03746005	0.007848322	0.002550034	0.009107573	0.005009679
5917	17	-1069.874	-1082.951	13.07691	0.01234488	0.03239267	0.01086758	0.001235907	0.009006162	0.008013088
5918	18	-1081.113	-1094.168	13.05558	0.01523559	0.03367788	0.009684354	0.001225398	0.006812468	0.00935709
5919	19	-1078.039	-1091.106	13.06688	0.01717788	0.03613895	0.007286599	0.0009819683	0.007975628	0.0053025
5920	0	-1072.366	-1085.404	13.03855	0.01294121	0.03461359	0.01074929	0.001222398	0.01005717	0.008112685
5921	1	-1071.467	-1084.587	13.12001	0.01494968	0.03090898	0.006399345	0.000721354	0.01009807	0.006473095
5922	2	-1079.018	-1091.974	12.95621	0.01691944	0.04237358	0.009322695	0.001120662	0.009758401	0.006435479
5923	3	-1081.248	-1094.232	12.9839	0.02435614	0.03887441	0.007722463	0.0020972	0.006830164	0.003280601
5924	4	-1072.246	-1085.295	13.04934	0.01829225	0.03557424	0.006275691	0.0006676813	0.009480787	0.006326901
5925	5	-1079.621	-1092.653	13.03221	0.01622373	0.03448856	0.00941739	0.001920668	0.008424355	0.007855704
5926	6	-1074.084	-1087.156	13.07212	0.01716176	0.03290083	0.006298781	0.0003565316	0.009179808	0.008441526
5927	7	-1069.622	-1082.591	12.96826	0.02079758	0.03938878	0.008975347	0.002099032	0.008405956	0.005057902
5928	8	-1079.658	-1092.586	12.92795	0.02216673	0.03969451	0.008922205	0.002759298	0.009574252	0.005639349
5929	9	-1070.697	-1083.786	13.08958	0.01483095	0.03508745	0.008321199	0.001402169	0.008801651	0.004150129
5930	10	-1078.181	-1091.214	13.03281	0.01393151	0.03423056	0.009166262	0.0004634179	0.01058687	0.009890996
5931	11	-1078.654	-1091.603	12.9489	0.02095906	0.0390547	0.007715763	0.00139943	0.01046546	0.007066743
5932	12	-1064.4	-1077.42	13.02095	0.01130006	0.03275395	0.01404736	0.00191232	0.01012817	0.009314417
5933	13	-1077.855	-1090.96	13.10467	0.01865968	0.03423071	0.004938453	7.555661e-05	0.007060034	0.006119993
5934	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
5935	15	-1082.017	-1095.056	13.03927	0.02601196	0.03290787	0.008744179	3.809405e-05	0.007478712	0.002442797
5936	16	-1080.425	-1093.4	12.97473	0.02255944	0.03953731	0.007789698	0.001767267	0.006895083	0.005529093
5937	17	-1069.874	-1082.951	13.07691	0.01234488	0.03239267	0.01086758	0.001235907	0.009006162	0.008013088
5938	18	-1081.113	-1094.168	13.05558	0.01523559	0.03367788	0.009684354	0.001225398	0.006812468	0.00935709
5939	19	-1076.609	-1089.651	13.04211	0.01717788	0.03613895	0.009209686	0.002096005	0.007975628	0.004741469
5940	0	-1072.366	-1085.404	13.03855	0.01294121	0.03461359	0.01074929	0.001222398	0.01005717	0.008112685
5941	1	-1071.467	-1084.587	13.12001	0.01494968	0.03090898	0.006399345	0.000721354	0.01009807	0.006473095
5942	2	-1081.019	-1093.985	12.96633	0.01677659	0.04237358	0.009213233	0.0008204017	0.009298793	0.006435479
5943	3	-1079.333	-1092.336	13.00268	0.02435614	0.03887441	0.00766138	0.001659555	0.005551723	0.003179921
5944	4	-1072.246	-1085.295	13.04934	0.01829225	0.03557424	0.006275691	0.0006676813	0.009480787	0.006326901
5945	5	-1078.842	-1091.865	13.02321	0.01331788	0.03609542	0.01022229	0.001880466	0.009697448	0.00801693
5946	6	-1074.084	-1087.156	13.07212	0.01716176	0.03290083	0.006298781	0.0003565316	0.009179808	0.008441526
5947	7	-1069.622	-1082.591	12.96826	0.02079758	0.03938878	0.008975347	0.002099032	0.008405956	0.005057902
5948	8	-1076.397	-1089.337	12.93992	0.02216673	0.04035673	0.008922205	0.003292056	0.00935746	0.003464259
5949	9	-1070.697	-1083.786	13.08958	0.01483095	0.03508745	0.008321199	0.001402169	0.008801651	0.004150129
5950	10	-1078.181	-1091.214	13.03281	0.01393151	0.03423056	0.009166262	0.0004634179	0.01058687	0.009890996
5951	11	-1078.654	-1091.603	12.9489	0.02095906	0.0390547	0.007715763	0.00139943	0.01046546	0.007066743
5952	12	-1064.4	-1077.42	13.02095	0.01130006	0.03275395	0.01404736	0.00191232	0.01012817	0.009314417
5953	13	-1077.855	-1090.96	13.10467	0.01865968	0.03423071	0.004938453	7.555661e-05	0.007060034	0.006119993
5954	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
5955	15	-1082.192	-1095.206	13.01334	0.02332454	0.03658744	0.008557635	0.0003074551	0.007357246	0.00408267
5956	16	-1077.491	-1090.461	12.97041	0.02255944	0.03974165	0.008365981	0.002360636	0.006748383	0.004733578
5957	17	-1069.874	-1082.951	13.07691	0.01234488	0.03239267	0.01086758	0.001235907	0.009006162	0.008013088
5958	18	-1081.113	-1094.168	13.05558	0.01523559	0.03367788	0.009684354	0.001225398	0.006812468	0.00935709
5959	19	-1074.769	-1087.817	13.04812	0.01717788	0.03613895	0.009209686	0.002411173	0.007059862	0.004741469
5960	0	-1072.366	-1085.404	13.03855	0.01294121	0.03461359	0.01074929	0.001222398	0.01005717	0.008112685
5961	1	-1071.467	-1084.587	13.12001	0.01494968	0.03090898	0.006399345	0.000721354	0.01009807	0.006473095
5962	2	-1078.679	-1091.6	12.92075	0.02335745	0.04237358	0.00887366	0.0003229975	0.008584125	0.005964091
5963	3	-1081.51	-1094.516	13.00565	0.02307143	0.03369496	0.00766138	0.002540917	0.006822382	0.007194687
5964	4	-1072.246	-1085.295	13.04934	0.01829225	0.03557424	0.006275691	0.0006676813	0.009480787	0.006326901
5965	5	-1080.466	-1093.512	13.04574	0.01331788	0.03609542	0.01022229	0.000736296	0.008588401	0.00801693
5966	6	-1075.498	-1088.573	13.07511	0.01716176	0.03290083	0.006298781	0.0003565316	0.008881053	0.008441526
5967	7	-1069.622	-1082.591	12.96826	0.02079758	0.03938878	0.008975347	0.002099032	0.008405956	0.005057902
5968	8	-1078.108	-1091.017	12.90953	0.02216673	0.04035673	0.009445274	0.002889044	0.009765447	0.005974525
5969	9	-1070.697	-1083.786	13.08958	0.01483095	0.03508745	0.008321199	0.001402169	0.008801651	0.004150129
5970	10	-1078.181	-1091.214	13.03281	0.01393151	0.03423056	0.009166262	0.0004634179	0.01058687	0.009890996
5971	11	-1079.094	-1092.046	12.95226	0.02095906	0.0390547	0.007715763	0.001063158	0.01046546	0.007066743
5972	12	-1064.4	-1077.42	13.02095	0.01130006	0.03275395	0.01404736	0.00191232	0.01012817	0.009314417
5973	13	-1077.855	-1090.96	13.10467	0.01865968	0.03423071	0.004938453	7.555661e-05	0.007060034	0.006119993
5974	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
5975	15	-1083.837	-1096.827	12.98939	0.01900212	0.03938716	0.009226614	0.0005801191	0.009962528	0.004453695
5976	16	-1075.69	-1088.656	12.96591	0.02255944	0.03974165	0.008365981	0.002360636	0.007722779	0.004209062
5977	17	-1069.874	-1082.951	13.07691	0.01234488	0.03239267	0.01086758	0.001235907	0.009006162	0.008013088
5978	18	-1079.158	-1092.223	13.06519	0.01523559	0.03367788	0.009684354	0.001225398	0.006812468	0.008396386
5979	19	-1074.769	-1087.817	13.04812	0.01717788	0.03613895	0.009209686	0.002411173	0.007059862	0.004741469
5980	0	-1072.366	-1085.404	13.03855	0.01294121	0.03461359	0.01074929	0.001222398	0.01005717	0.008112685
5981	1	-1071.467	-1084.587	13.12001	0.01494968	0.03090898	0.006399345	0.000721354	0.01009807	0.006473095
5982	2	-1078.85	-1091.819	12.96937	0.01899591	0.04237358	0.00887366	0.0008740859	0.008584125	0.00491318
5983	3	-1082.618	-1095.627	13.009	0.02255214	0.03369496	0.00766138	0.002539647	0.006822382	0.007380868
5984	4	-1072.246	-1085.295	13.04934	0.01829225	0.03557424	0.006275691	0.0006676813	0.009480787	0.006326901
5985	5	-1079.558	-1092.582	13.02475	0.01448571	0.03609542	0.01022229	0.001029717	0.009226293	0.00801693
5986	6	-1075.498	-1088.573	13.07511	0.01716176	0.03290083	0.006298781	0.0003565316	0.008881053	0.008441526
