Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_fission	clado_fusion	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	gamma	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	total_speciation	turnover
573	1	-125.8276	-136.8086	10.98098	0.0298927	0.005551284	0.05211472	0.03346079	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.0286165	0.04312238	0.0521147	0.0298927	0.00555128	0.08755871	0.326827
574	0	-126.9903	-137.4214	10.43113	0.003448177	0.02571494	0.06041096	0.09158475	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0299305	0.0285154	0.060411	0.00344818	0.0257149	0.08957408	0.334143
575	1	-127.7264	-138.2759	10.54946	0.009780211	0.06700006	0.02352153	0.01776865	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.00913484	0.02945282	0.0235215	0.00978021	0.0670001	0.1003018	0.09107355
576	0	-126.7608	-135.1779	8.417085	0.04386052	0.02811582	0.06041096	0.04591605	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.0755228	0.03196222	0.060411	0.0438605	0.0281158	0.1323873	0.5704684
577	1	-127.9618	-139.1945	11.23273	0.01836388	0.06940924	0.006333407	0.006657779	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.0404747	0.007490159	0.00633341	0.0183639	0.0694092	0.09410653	0.4300941
578	0	-124.9136	-136.4873	11.57367	0.0395344	0.007665815	0.03306149	0.02930372	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.0106381	0.02953351	0.0330615	0.0395344	0.00766581	0.0802617	0.1325432
579	1	-126.9879	-135.1657	8.177816	0.05257436	0.06940924	0.02216221	0.03259293	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.0764489	0.002301107	0.0221622	0.0525744	0.0694092	0.1441458	0.5303582
580	0	-126.8993	-136.1922	9.292928	0.1006791	0.005388676	0.009107097	0.07768802	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.0517485	0.01055237	0.0091071	0.100679	0.00538868	0.1151748	0.4493035
581	1	-125.9692	-136.814	10.84475	0.05257436	0.04080325	0.008464376	0.00792438	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.0402777	0.001003753	0.00846438	0.0525744	0.0408032	0.101842	0.3954923
582	0	-126.3758	-134.9799	8.604053	0.08842802	0.002044097	0.03806684	0.0665477	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.054025	0.01453257	0.0380668	0.088428	0.0020441	0.128539	0.4203003
583	1	-125.3074	-137.226	11.9185	0.0686618	0.0005659191	0.01430951	0.003939829	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.021761	0.001774978	0.0143095	0.0686618	0.000565919	0.08353722	0.2604946
584	0	-131.1485	-136.4382	5.289684	0.1548907	0.00707814	0.02571222	0.06157261	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.125537	0.01439979	0.0257122	0.154891	0.00707814	0.1876811	0.6688823
585	1	-124.5868	-136.2975	11.71076	0.0686618	0.00186916	0.01554782	0.008573798	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.00527285	0.003453056	0.0155478	0.0686618	0.00186916	0.08607877	0.06125606
586	0	-127.5372	-135.3115	7.774289	0.07593303	0.02248988	0.03740669	0.06713338	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.0637094	0.05543625	0.0374067	0.075933	0.0224899	0.1358296	0.4690389
587	1	-124.6539	-135.0246	10.37071	0.0686618	0.006123211	0.03215633	0.01374407	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.0347405	0.01357036	0.0321563	0.0686618	0.00612321	0.1069413	0.3248557
588	0	-127.8973	-135.708	7.810665	0.07572284	0.03757733	0.02496801	0.08619362	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0713234	0.0188619	0.024968	0.0757228	0.0375773	0.1382682	0.5158337
589	1	-125.2496	-136.8194	11.56973	0.07956384	0.001205192	0.00521156	0.01407358	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.0172814	0.01261497	0.00521156	0.0795638	0.00120519	0.08598059	0.2009914
590	0	-127.9607	-135.476	7.515304	0.0640268	0.005834407	0.07093076	0.08799168	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0875971	0.0322384	0.0709308	0.0640268	0.00583441	0.140792	0.6221742
591	1	-127.266	-137.641	10.37493	0.07361074	0.01002916	0.005664105	0.1220334	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.00621427	0.005222793	0.0056641	0.0736107	0.0100292	0.089304	0.06958557
592	0	-128.4764	-136.3349	7.858499	0.05145262	0.03874838	0.04649277	0.07264623	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.0523843	0.03658485	0.0464928	0.0514526	0.0387484	0.1366938	0.3832236
593	1	-126.8115	-137.0146	10.20318	0.07137041	0.02514509	0.003429298	0.07952382	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.0194694	0.00435744	0.0034293	0.0713704	0.0251451	0.0999448	0.1948013
594	0	-127.7901	-134.7803	6.990266	0.03548765	0.03054528	0.08225302	0.09797144	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.0813617	0.03211838	0.082253	0.0354876	0.0305453	0.1482859	0.5486814
595	1	-126.5765	-137.5932	11.01672	0.07137041	0.01259941	0.0008037555	0.06800619	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.0151163	0.02085147	0.000803755	0.0713704	0.0125994	0.08477357	0.1783144
596	0	-127.3162	-134.9314	7.615195	0.0148642	0.02186372	0.09860459	0.08406613	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.0708481	0.05724151	0.0986046	0.0148642	0.0218637	0.1353325	0.5235113
597	1	-126.3764	-137.7313	11.35494	0.03802109	0.01125912	0.02703184	0.08843017	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.012468	0.01475537	0.0270318	0.0380211	0.0112591	0.07631205	0.1633817
598	0	-125.8768	-135.2812	9.404475	0.002055886	0.01834353	0.09592092	0.04178423	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.053603	0.0287831	0.0959209	0.00205589	0.0183435	0.1163203	0.4608223
599	1	-126.9725	-138.5575	11.58497	0.00992077	0.04862299	0.0205225	0.02268751	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.015816	0.04182231	0.0205225	0.00992077	0.048623	0.07906626	0.2000349
600	0	-125.9496	-135.0834	9.133827	0.01127643	0.008657397	0.100528	0.02670204	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.041951	0.04736302	0.100528	0.0112764	0.0086574	0.1204619	0.3482509
601	1	-125.6408	-136.6952	11.05445	0.03757164	0.02671775	0.02534698	0.01443977	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.0249389	0.04297363	0.025347	0.0375716	0.0267177	0.08963636	0.2782235
602	0	-126.1118	-134.9229	8.811139	0.0117177	0.01180698	0.100528	0.05938829	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.0658219	0.02651204	0.100528	0.0117177	0.011807	0.1240527	0.5305962
603	1	-126.5443	-136.658	10.11378	0.04737678	0.02671775	0.02278005	0.03877837	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.0266993	0.07151381	0.0227801	0.0473768	0.0267177	0.09687458	0.2756066
604	0	-126.5219	-134.3067	7.784794	0.01192335	0.02982115	0.09906524	0.07991427	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.0702826	0.01326566	0.0990652	0.0119233	0.0298212	0.1408097	0.4991318
605	1	-128.4701	-137.8224	9.352295	0.05398961	0.01873326	0.02118925	0.09008102	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.0151437	0.113217	0.0211893	0.0539896	0.0187333	0.09391213	0.161254
606	0	-126.764	-134.8938	8.129769	0.008033251	0.0212949	0.09906524	0.0848114	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.0624886	0.04452562	0.0990652	0.00803325	0.0212949	0.1283934	0.4866964
607	1	-124.9242	-134.9205	9.996319	0.05398961	0.01640605	0.04324887	0.0121489	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.0399606	0.01446056	0.0432489	0.0539896	0.0164061	0.1136445	0.351628
608	0	-129.0099	-135.7608	6.750834	0.03393374	0.008557281	0.09906524	0.142264	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.0845747	0.05006385	0.0990652	0.0339337	0.00855728	0.1415563	0.5974633
609	1	-127.201	-138.6771	11.47612	0.03099281	0.01319601	0.04278732	0.02139342	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.0384113	0.008991071	0.0427873	0.0309928	0.013196	0.08697615	0.4416303
610	0	-129.6241	-136.7749	7.150834	0.06870371	0.03434732	0.03349159	0.09267719	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.0817785	0.08818056	0.0334916	0.0687037	0.0343473	0.1365426	0.5989228
611	1	-125.383	-136.2286	10.8456	0.03626687	0.01715117	0.04278732	0.03179469	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.010405	0.009122897	0.0427873	0.0362669	0.0171512	0.09620535	0.1081545
612	0	-128.9301	-134.525	5.594828	0.05685486	0.02460987	0.1002212	0.05689292	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.135855	0.02267984	0.100221	0.0568549	0.0246099	0.181686	0.7477464
613	1	-125.3143	-136.6318	11.31749	0.003437767	0.02189556	0.05873962	0.05171412	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.0118684	0.01105332	0.0587396	0.00343777	0.0218956	0.08407294	0.1411682
614	0	-128.283	-135.7509	7.467893	0.008855635	0.04316296	0.1002212	0.04918705	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.10815	0.01064074	0.100221	0.00885563	0.043163	0.1522398	0.7103955
615	1	-125.622	-136.4841	10.86207	0.03801699	0.01822509	0.03156147	0.04511775	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.0124251	0.04196281	0.0315615	0.038017	0.0182251	0.08780354	0.1415101
616	0	-127.3881	-135.2258	7.83775	0.006718463	0.02773391	0.1173768	0.01823762	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.0766423	0.006941318	0.117377	0.00671846	0.0277339	0.1518292	0.5047929
617	1	-125.6748	-136.0636	10.38874	0.03975054	0.02193057	0.03731352	0.03655643	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.0181596	0.03417524	0.0373135	0.0397505	0.0219306	0.09899463	0.1834401
618	0	-127.9056	-137.0888	9.183242	0.03498121	0.01457129	0.07690873	0.007762482	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.0834832	0.02722202	0.0769087	0.0349812	0.0145713	0.1264612	0.6601487
619	1	-124.818	-136.006	11.18803	0.0327294	0.01279614	0.04356484	0.01914952	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.0149133	0.02801316	0.0435648	0.0327294	0.0127961	0.08909038	0.1673957
620	0	-127.6148	-133.8649	6.250073	0.004596711	0.005910976	0.1589728	0.0157266	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.107375	0.06777605	0.158973	0.00459671	0.00591098	0.1694805	0.6335529
621	1	-127.4637	-138.2472	10.78357	0.03510332	0.03228433	0.02611897	0.02659134	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0425311	0.0358867	0.026119	0.0351033	0.0322843	0.09350662	0.4548456
622	0	-130.7648	-133.4243	2.659546	0.007466978	0.01034977	0.222849	0.02108657	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.181673	0.01639349	0.222849	0.00746698	0.0103498	0.2406657	0.7548767
623	1	-127.7356	-137.1268	9.391182	0.09288875	0.01103437	0.001768299	0.08482974	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.0421673	0.04755013	0.0017683	0.0928887	0.0110344	0.1056914	0.3989661
624	0	-131.596	-132.3991	0.8030554	0.01238336	0.03901514	0.2185997	0.01957969	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.199331	0.03663508	0.2186	0.0123834	0.0390151	0.2699982	0.7382691
625	1	-127.3448	-137.3091	9.964332	0.02315422	0.0492956	0.0276865	0.06165754	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.0375799	0.04501833	0.0276865	0.0231542	0.0492956	0.1001363	0.3752878
626	0	-128.8901	-135.2369	6.346812	0.05155977	0.0250273	0.09790049	0.02404842	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.133893	0.02128807	0.0979005	0.0515598	0.0250273	0.1744876	0.76735
627	1	-129.3622	-140.4124	11.05013	0.009441192	0.03574366	0.025098	0.1312104	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.00411612	0.03676496	0.025098	0.00944119	0.0357437	0.07028285	0.05856504
628	0	-130.9106	-138.2394	7.328767	0.0222119	0.03087541	0.09790049	0.06980672	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.117446	0.01105828	0.0979005	0.0222119	0.0308754	0.1509878	0.7778504
629	1	-126.9891	-137.4217	10.43267	0.01308403	0.03574366	0.04081623	0.1025126	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.0166374	0.01703601	0.0408162	0.013084	0.0357437	0.08964391	0.1855942
630	0	-130.5912	-134.834	4.242768	0.1541773	0.003853315	0.03769781	0.1179217	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.135792	0.01694955	0.0376978	0.154177	0.00385332	0.1957284	0.6937788
631	1	-125.9677	-135.9672	9.999541	0.03725797	0.02919354	0.04081623	0.0481198	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.046519	0.01445421	0.0408162	0.037258	0.0291935	0.1072677	0.4336715
632	0	-129.2883	-135.6973	6.408998	0.09589575	0.03476145	0.0336031	0.0665296	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.115485	0.03078594	0.0336031	0.0958957	0.0347615	0.1642603	0.7030632
