Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_fission	clado_fusion	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	gamma	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	total_speciation	turnover
2538	0	-128.3133	-136.1466	7.833261	0.01343917	0.1136136	0.0224722	0.02877595	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.0816752	0.009963918	0.0224722	0.0134392	0.113614	0.1495249	0.5462315
2539	1	-128.7983	-138.4678	9.669552	0.07659486	0.0005110868	0.01457957	0.1457161	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.0032197	0.03852658	0.0145796	0.0765949	0.000511087	0.09168552	0.03511673
2540	0	-127.6289	-133.666	6.037123	0.07146954	0.01260117	0.08788513	0.06604082	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.108981	0.02467125	0.0878851	0.0714695	0.0126012	0.1719558	0.6337747
2541	1	-129.4855	-138.4273	8.941875	0.07659486	0.01818221	0.008709281	0.1244174	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.0447517	0.06544085	0.00870928	0.0765949	0.0181822	0.1034864	0.4324404
2542	0	-130.3978	-138.1617	7.763891	0.04235354	0.005693738	0.09893037	0.05182244	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.114055	0.008349723	0.0989304	0.0423535	0.00569374	0.1469776	0.7760049
2543	1	-126.7291	-137.2238	10.4947	0.07659486	0.01023511	0.002628314	0.0604721	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.00760344	0.05392917	0.00262831	0.0765949	0.0102351	0.08945829	0.08499421
2544	0	-125.3964	-135.8124	10.41598	0.05215822	0.004435698	0.04509223	0.03619189	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.0153529	0.01649949	0.0450922	0.0521582	0.0044357	0.1016862	0.150983
2545	1	-127.6072	-140.1258	12.51864	0.0504971	0.005705572	0.01066923	0.008767838	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.0123979	0.03176673	0.0106692	0.0504971	0.00570557	0.0668719	0.1853975
2546	0	-125.5456	-136.5306	10.98497	0.0231253	0.005585347	0.06206702	0.05263878	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.000800104	0.005227655	0.062067	0.0231253	0.00558535	0.09077767	0.008813889
2547	1	-126.3027	-138.1007	11.798	0.0504971	0.004235629	0.01565644	0.04088047	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.00590008	0.0517033	0.0156564	0.0504971	0.00423563	0.07038916	0.0838209
2548	0	-125.0304	-136.8471	11.81663	0.02456859	0.0145406	0.04219217	0.02541514	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.00908504	0.003210076	0.0421922	0.0245686	0.0145406	0.08130136	0.1117453
2549	1	-127.393	-136.9169	9.523874	0.0504971	0.007812241	0.04060185	0.1204874	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.0323989	0.03720574	0.0406018	0.0504971	0.00781224	0.09891118	0.3275551
2550	0	-127.0487	-138.6619	11.6132	0.01778702	0.03749983	0.0232273	0.06180258	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.0210442	0.003026653	0.0232273	0.017787	0.0374998	0.07851415	0.2680305
2551	1	-129.0968	-138.5597	9.462933	0.01913287	0.02864857	0.04060185	0.1495884	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.00593257	0.07410733	0.0406018	0.0191329	0.0286486	0.08838329	0.06712326
2552	0	-127.5194	-136.3506	8.831237	0.01840748	0.002296448	0.09733079	0.1105274	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.0268541	0.007608118	0.0973308	0.0184075	0.00229645	0.1180347	0.2275105
2553	1	-129.7522	-140.2584	10.50616	0.03570107	0.009949953	0.02428951	0.1610617	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.00751993	0.06325841	0.0242895	0.0357011	0.00994995	0.06994052	0.1075189
2554	0	-126.4006	-134.6625	8.261946	0.002344675	0.0004766791	0.1222902	0.0937482	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.0490136	0.04104595	0.12229	0.00234468	0.000476679	0.1251116	0.3917592
2555	1	-129.9694	-140.0907	10.12132	0.01029842	0.03569713	0.02683872	0.1232482	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.00559096	0.1230892	0.0268387	0.0102984	0.0356971	0.07283427	0.0767628
2556	0	-126.3989	-137.048	10.64908	0.01201956	0.001135447	0.06899374	0.1070827	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.0184896	0.03347524	0.0689937	0.0120196	0.00113545	0.08214874	0.2250749
2557	1	-130.7235	-140.4004	9.676854	0.01433592	0.00658693	0.05646557	0.09363163	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.00191367	0.1712375	0.0564656	0.0143359	0.00658693	0.07738843	0.02472811
2558	0	-126.5657	-137.6226	11.05694	0.01246691	0.003658648	0.07538339	0.03160874	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.000362648	0.01490022	0.0753834	0.0124669	0.00365865	0.09150895	0.003962975
2559	1	-128.6641	-139.0061	10.34204	0.01261393	0.002490892	0.0592588	0.1172535	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.0121398	0.09830926	0.0592588	0.0126139	0.00249089	0.07436362	0.1632494
2560	0	-125.4856	-135.2965	9.810912	0.01238611	0.001999195	0.0880565	0.09105795	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.0363212	0.01784068	0.0880565	0.0123861	0.00199919	0.1024418	0.354554
2561	1	-129.9541	-136.4968	6.542716	0.002531172	0.06004096	0.08899316	0.05711528	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.0663088	0.09906859	0.0889932	0.00253117	0.060041	0.1515653	0.4374932
2562	0	-127.1294	-133.3573	6.227922	0.06890169	0.01858925	0.0880565	0.03399813	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.104099	0.0171961	0.0880565	0.0689017	0.0185893	0.1755474	0.5929964
2563	1	-129.1482	-133.8101	4.66193	0.02044686	0.04989409	0.1202889	0.04874577	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.123735	0.07322235	0.120289	0.0204469	0.0498941	0.1906298	0.6490837
2564	0	-127.7444	-135.8637	8.119282	0.01289837	0.02366818	0.09169755	0.09537254	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.0748657	0.03574884	0.0916975	0.0128984	0.0236682	0.1282641	0.5836837
2565	1	-131.1114	-136.2924	5.180977	0.003816946	0.02849617	0.1286656	0.1539942	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.0824365	0.084797	0.128666	0.00381695	0.0284962	0.1609787	0.5120958
2566	0	-127.1804	-135.2105	8.030114	0.04549745	0.03067152	0.0549642	0.05040217	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.059785	0.07330967	0.0549642	0.0454975	0.0306715	0.1311332	0.4559103
2567	1	-129.9437	-138.3397	8.396067	0.005175175	0.00259484	0.1023312	0.1103015	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.0129914	0.09649606	0.102331	0.00517518	0.00259484	0.1101012	0.1179953
2568	0	-126.4514	-136.1437	9.692277	0.04868116	0.02644961	0.02926158	0.0471819	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.0351946	0.06248079	0.0292616	0.0486812	0.0264496	0.1043923	0.3371374
2569	1	-126.4337	-134.6256	8.19196	0.02251268	0.001975492	0.1023312	0.1132606	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.0550066	0.01881398	0.102331	0.0225127	0.00197549	0.1268194	0.4337395
2570	0	-125.599	-136.7657	11.16672	0.03861001	0.003773974	0.04337078	0.01695514	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.0183731	0.05131913	0.0433708	0.03861	0.00377397	0.08575476	0.2142521
2571	1	-124.699	-135.1695	10.47056	0.04113811	0.006286527	0.05473579	0.04125862	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.0351372	0.003276517	0.0547358	0.0411381	0.00628653	0.1021604	0.3439413
2572	0	-125.315	-136.1169	10.80187	0.03734908	0.01364567	0.04337078	0.01252253	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.0294286	0.04323834	0.0433708	0.0373491	0.0136457	0.09436553	0.3118574
2573	1	-126.0757	-135.4579	9.382218	0.02218045	0.0358695	0.06563133	0.02301154	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.0428112	0.007894507	0.0656313	0.0221805	0.0358695	0.1236813	0.3461416
2574	0	-124.6517	-136.2469	11.59516	0.0535465	0.002967824	0.02634899	0.01383896	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.000494392	0.02804559	0.026349	0.0535465	0.00296782	0.08286331	0.005966352
2575	1	-125.6464	-136.6854	11.03902	0.03240006	0.03813208	0.02112258	0.01908747	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.0158912	0.02838375	0.0211226	0.0324001	0.0381321	0.09165472	0.1733815
2576	0	-125.8825	-136.5858	10.70336	0.0535465	0.008645396	0.02634899	0.04176299	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.00560441	0.05699364	0.026349	0.0535465	0.0086454	0.08854089	0.06329745
2577	1	-125.7403	-136.8823	11.14199	0.02451983	0.01748015	0.04016353	0.04191543	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.0137106	0.04926823	0.0401635	0.0245198	0.0174802	0.08216351	0.16687
2578	0	-129.6494	-137.6985	8.049145	0.04883344	0.01418234	0.04452948	0.1424254	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.0380602	0.113609	0.0445295	0.0488334	0.0141823	0.1075453	0.3538997
2579	1	-126.3491	-136.897	10.54792	0.02451983	0.02303223	0.04016353	0.08194976	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.00791372	0.03704625	0.0401635	0.0245198	0.0230322	0.08771559	0.0902202
2580	0	-125.4731	-135.9932	10.52014	0.04883344	0.004397468	0.0419627	0.04036966	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.0317235	0.03885138	0.0419627	0.0488334	0.00439747	0.09519361	0.3332527
2581	1	-126.8276	-136.9349	10.10726	0.03717157	0.003938369	0.04688382	0.08555508	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.0129328	0.07592457	0.0468838	0.0371716	0.00393837	0.08799376	0.1469742
2582	0	-127.1636	-135.8791	8.715496	0.05601944	0.004491113	0.05798461	0.05891328	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0363333	0.0681763	0.0579846	0.0560194	0.00449111	0.1184952	0.3066224
2583	1	-126.471	-137.1377	10.66672	0.01437637	0.01909686	0.04999808	0.08148357	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0142301	0.0497843	0.0499981	0.0143764	0.0190969	0.08347132	0.1704792
2584	0	-126.8255	-137.023	10.19758	0.04800664	0.02055987	0.02343697	0.05788259	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.00943503	0.07174768	0.023437	0.0480066	0.0205599	0.09200348	0.1025508
2585	1	-129.1265	-136.1938	7.067292	0.06362044	0.03627791	0.04191347	0.06114714	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.0740542	0.09808077	0.0419135	0.0636204	0.0362779	0.1418118	0.5222005
2586	0	-126.5091	-135.0603	8.551223	0.03933052	0.01040002	0.08357836	0.0255542	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.0489019	0.03366596	0.0835784	0.0393305	0.0104	0.1333089	0.3668317
2587	1	-131.8718	-138.6274	6.75558	0.01292518	0.07588422	0.02476404	0.1336561	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.0435671	0.2174318	0.024764	0.0129252	0.0758842	0.1135734	0.3836029
2588	0	-128.0202	-135.4885	7.468299	0.002867377	0.05687165	0.08357836	0.03415478	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.0643807	0.07640509	0.0835784	0.00286738	0.0568716	0.1433174	0.4492176
2589	1	-130.6381	-138.1841	7.546039	0.03390355	0.08599272	0.002417882	0.0980988	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.06222	0.1242047	0.00241788	0.0339036	0.0859927	0.1223142	0.5086903
2590	0	-125.2767	-134.9016	9.624887	0.02810533	0.007071436	0.07616169	0.04407477	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.0434294	0.03280041	0.0761617	0.0281053	0.00707144	0.1113385	0.3900664
2591	1	-132.0657	-137.6977	5.632033	0.0007556304	0.1278267	0.01562453	0.07443782	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.0803282	0.2146872	0.0156245	0.00075563	0.127827	0.1442068	0.5570349
2592	0	-125.522	-135.5552	10.03313	0.01795191	0.0005337185	0.07849012	0.0824803	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.025802	0.03530123	0.0784901	0.0179519	0.000533718	0.09697574	0.266066
2593	1	-131.1944	-136.3814	5.186941	0.03878205	0.1278267	0.001586508	0.05252049	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.0940143	0.1446093	0.00158651	0.0387821	0.127827	0.1681952	0.5589595
2594	0	-128.5481	-138.687	10.13897	0.001533156	0.005806866	0.07849012	0.1202722	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.0336713	0.05034833	0.0784901	0.00153316	0.00580687	0.08583014	0.3923016
2595	1	-129.7327	-136.0845	6.351738	0.008296163	0.1278267	0.02833941	0.01707943	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.094134	0.08481295	0.0283394	0.00829616	0.127827	0.1644622	0.5723748
