Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	gamma	speciation_rates[1]	total_speciation	turnover
377	1	-53.83126	-56.99108	3.159815	0.1409811	0.004197145	0.0670956	0.0670956	0.0670956	0.0670956	0.0670956	0.0670956	0.0670956	0.0670956	0.0670956	0.0670956	0.0670956	0.0670956	0.0670956	0.0670956	0.0670956	0.0670956	0.0670956	0.0670956	0.0670956	0.0670956	0.0670956	0.003230895	0.140981	0.1409811	0.4759189
378	0	-55.77192	-59.64658	3.874663	0.1182565	0.002687282	0.0194873	0.0194873	0.0194873	0.0194873	0.0194873	0.0194873	0.0194873	0.0194873	0.0194873	0.0194873	0.0194873	0.0194873	0.0194873	0.0194873	0.0194873	0.0194873	0.0194873	0.0194873	0.0194873	0.0194873	0.0194873	0.01263191	0.118257	0.1182565	0.1647883
379	1	-53.81151	-59.21573	5.404221	0.07531714	0.01001987	0.0137649	0.0137649	0.0137649	0.0137649	0.0137649	0.0137649	0.0137649	0.0137649	0.0137649	0.0137649	0.0137649	0.0137649	0.0137649	0.0137649	0.0137649	0.0137649	0.0137649	0.0137649	0.0137649	0.0137649	0.0137649	0.002328882	0.0753171	0.07531714	0.182759
380	0	-53.26004	-57.77642	4.516383	0.1015924	0.003443786	0.0284422	0.0284422	0.0284422	0.0284422	0.0284422	0.0284422	0.0284422	0.0284422	0.0284422	0.0284422	0.0284422	0.0284422	0.0284422	0.0284422	0.0284422	0.0284422	0.0284422	0.0284422	0.0284422	0.0284422	0.0284422	0.005910243	0.101592	0.1015924	0.2799635
381	1	-52.31446	-57.73515	5.420685	0.07531714	0.007741561	0.00315472	0.00315472	0.00315472	0.00315472	0.00315472	0.00315472	0.00315472	0.00315472	0.00315472	0.00315472	0.00315472	0.00315472	0.00315472	0.00315472	0.00315472	0.00315472	0.00315472	0.00315472	0.00315472	0.00315472	0.00315472	0.002960733	0.0753171	0.07531714	0.0418858
382	0	-54.40995	-58.47551	4.06556	0.1140309	0.0044786	0.0482789	0.0482789	0.0482789	0.0482789	0.0482789	0.0482789	0.0482789	0.0482789	0.0482789	0.0482789	0.0482789	0.0482789	0.0482789	0.0482789	0.0482789	0.0482789	0.0482789	0.0482789	0.0482789	0.0482789	0.0482789	0.006510806	0.114031	0.1140309	0.4233844
383	1	-52.64902	-58.16495	5.515922	0.07323009	0.005957599	0.00878645	0.00878645	0.00878645	0.00878645	0.00878645	0.00878645	0.00878645	0.00878645	0.00878645	0.00878645	0.00878645	0.00878645	0.00878645	0.00878645	0.00878645	0.00878645	0.00878645	0.00878645	0.00878645	0.00878645	0.00878645	0.002511013	0.0732301	0.07323009	0.1199841
384	0	-52.43006	-57.87838	5.448324	0.0755899	0.001790008	0.00188517	0.00188517	0.00188517	0.00188517	0.00188517	0.00188517	0.00188517	0.00188517	0.00188517	0.00188517	0.00188517	0.00188517	0.00188517	0.00188517	0.00188517	0.00188517	0.00188517	0.00188517	0.00188517	0.00188517	0.00188517	0.005195698	0.0755899	0.0755899	0.02493939
385	1	-54.84137	-59.36035	4.518975	0.09760985	0.01814735	0.00274447	0.00274447	0.00274447	0.00274447	0.00274447	0.00274447	0.00274447	0.00274447	0.00274447	0.00274447	0.00274447	0.00274447	0.00274447	0.00274447	0.00274447	0.00274447	0.00274447	0.00274447	0.00274447	0.00274447	0.00274447	0.004858512	0.0976098	0.09760985	0.02811674
386	0	-55.29545	-59.04167	3.746217	0.1213109	0.006771691	0.0384772	0.0384772	0.0384772	0.0384772	0.0384772	0.0384772	0.0384772	0.0384772	0.0384772	0.0384772	0.0384772	0.0384772	0.0384772	0.0384772	0.0384772	0.0384772	0.0384772	0.0384772	0.0384772	0.0384772	0.0384772	0.01072318	0.121311	0.1213109	0.3171783
387	1	-56.5843	-62.06136	5.477055	0.06876855	0.01438926	0.00301024	0.00301024	0.00301024	0.00301024	0.00301024	0.00301024	0.00301024	0.00301024	0.00301024	0.00301024	0.00301024	0.00301024	0.00301024	0.00301024	0.00301024	0.00301024	0.00301024	0.00301024	0.00301024	0.00301024	0.00301024	0.01355002	0.0687686	0.06876855	0.04377348
388	0	-55.22187	-58.18125	2.95938	0.1458387	0.003625038	0.0529379	0.0529379	0.0529379	0.0529379	0.0529379	0.0529379	0.0529379	0.0529379	0.0529379	0.0529379	0.0529379	0.0529379	0.0529379	0.0529379	0.0529379	0.0529379	0.0529379	0.0529379	0.0529379	0.0529379	0.0529379	0.006879174	0.145839	0.1458387	0.3629898
389	1	-55.01048	-60.59129	5.580819	0.06876855	0.01421361	0.00735423	0.00735423	0.00735423	0.00735423	0.00735423	0.00735423	0.00735423	0.00735423	0.00735423	0.00735423	0.00735423	0.00735423	0.00735423	0.00735423	0.00735423	0.00735423	0.00735423	0.00735423	0.00735423	0.00735423	0.00735423	0.003349284	0.0687686	0.06876855	0.1069418
390	0	-54.90793	-57.99694	3.089005	0.1415285	0.006973326	0.0659716	0.0659716	0.0659716	0.0659716	0.0659716	0.0659716	0.0659716	0.0659716	0.0659716	0.0659716	0.0659716	0.0659716	0.0659716	0.0659716	0.0659716	0.0659716	0.0659716	0.0659716	0.0659716	0.0659716	0.0659716	0.005623604	0.141528	0.1415285	0.4661364
391	1	-52.26706	-56.9023	4.635241	0.09824655	0.004239012	0.0013915	0.0013915	0.0013915	0.0013915	0.0013915	0.0013915	0.0013915	0.0013915	0.0013915	0.0013915	0.0013915	0.0013915	0.0013915	0.0013915	0.0013915	0.0013915	0.0013915	0.0013915	0.0013915	0.0013915	0.0013915	0.00491628	0.0982465	0.09824655	0.01416338
392	0	-54.68585	-57.80946	3.123606	0.1415285	0.003959603	0.0429877	0.0429877	0.0429877	0.0429877	0.0429877	0.0429877	0.0429877	0.0429877	0.0429877	0.0429877	0.0429877	0.0429877	0.0429877	0.0429877	0.0429877	0.0429877	0.0429877	0.0429877	0.0429877	0.0429877	0.0429877	0.005177157	0.141528	0.1415285	0.3037387
393	1	-55.00194	-60.50113	5.499191	0.07127913	0.01407643	0.0107193	0.0107193	0.0107193	0.0107193	0.0107193	0.0107193	0.0107193	0.0107193	0.0107193	0.0107193	0.0107193	0.0107193	0.0107193	0.0107193	0.0107193	0.0107193	0.0107193	0.0107193	0.0107193	0.0107193	0.0107193	0.002879918	0.0712791	0.07127913	0.1503843
394	0	-51.61335	-56.17852	4.565175	0.101366	0.002510109	0.0116134	0.0116134	0.0116134	0.0116134	0.0116134	0.0116134	0.0116134	0.0116134	0.0116134	0.0116134	0.0116134	0.0116134	0.0116134	0.0116134	0.0116134	0.0116134	0.0116134	0.0116134	0.0116134	0.0116134	0.0116134	0.002755483	0.101366	0.101366	0.1145693
395	1	-51.47762	-56.27771	4.800098	0.09387894	0.005413901	0.00611178	0.00611178	0.00611178	0.00611178	0.00611178	0.00611178	0.00611178	0.00611178	0.00611178	0.00611178	0.00611178	0.00611178	0.00611178	0.00611178	0.00611178	0.00611178	0.00611178	0.00611178	0.00611178	0.00611178	0.00611178	0.002511546	0.0938789	0.09387894	0.06510276
396	0	-51.9361	-56.89993	4.963839	0.09065597	0.0009405521	0.0173166	0.0173166	0.0173166	0.0173166	0.0173166	0.0173166	0.0173166	0.0173166	0.0173166	0.0173166	0.0173166	0.0173166	0.0173166	0.0173166	0.0173166	0.0173166	0.0173166	0.0173166	0.0173166	0.0173166	0.0173166	0.001868485	0.090656	0.09065597	0.1910148
397	1	-53.43075	-57.82827	4.397514	0.1063521	0.001115707	0.0400776	0.0400776	0.0400776	0.0400776	0.0400776	0.0400776	0.0400776	0.0400776	0.0400776	0.0400776	0.0400776	0.0400776	0.0400776	0.0400776	0.0400776	0.0400776	0.0400776	0.0400776	0.0400776	0.0400776	0.0400776	0.003499886	0.106352	0.1063521	0.3768391
398	0	-53.05799	-58.34742	5.289428	0.08017606	0.0008826782	0.00437158	0.00437158	0.00437158	0.00437158	0.00437158	0.00437158	0.00437158	0.00437158	0.00437158	0.00437158	0.00437158	0.00437158	0.00437158	0.00437158	0.00437158	0.00437158	0.00437158	0.00437158	0.00437158	0.00437158	0.00437158	0.005973363	0.0801761	0.08017606	0.05452477
399	1	-51.30378	-56.50824	5.204452	0.08302646	0.002210144	0.00128305	0.00128305	0.00128305	0.00128305	0.00128305	0.00128305	0.00128305	0.00128305	0.00128305	0.00128305	0.00128305	0.00128305	0.00128305	0.00128305	0.00128305	0.00128305	0.00128305	0.00128305	0.00128305	0.00128305	0.00128305	0.003187124	0.0830265	0.08302646	0.01545355
400	0	-51.6882	-56.83672	5.14852	0.08418919	0.003717891	0.00828272	0.00828272	0.00828272	0.00828272	0.00828272	0.00828272	0.00828272	0.00828272	0.00828272	0.00828272	0.00828272	0.00828272	0.00828272	0.00828272	0.00828272	0.00828272	0.00828272	0.00828272	0.00828272	0.00828272	0.00828272	0.003211255	0.0841892	0.08418919	0.09838219
401	1	-51.53176	-56.55554	5.023771	0.08718226	0.005688115	0.001017	0.001017	0.001017	0.001017	0.001017	0.001017	0.001017	0.001017	0.001017	0.001017	0.001017	0.001017	0.001017	0.001017	0.001017	0.001017	0.001017	0.001017	0.001017	0.001017	0.001017	0.003261249	0.0871823	0.08718226	0.01166519
402	0	-50.48843	-55.67962	5.19119	0.08418919	0.001910022	0.00261716	0.00261716	0.00261716	0.00261716	0.00261716	0.00261716	0.00261716	0.00261716	0.00261716	0.00261716	0.00261716	0.00261716	0.00261716	0.00261716	0.00261716	0.00261716	0.00261716	0.00261716	0.00261716	0.00261716	0.00261716	0.0007520788	0.0841892	0.08418919	0.03108665
403	1	-52.10813	-57.11848	5.01035	0.08718226	0.006261247	0.00718138	0.00718138	0.00718138	0.00718138	0.00718138	0.00718138	0.00718138	0.00718138	0.00718138	0.00718138	0.00718138	0.00718138	0.00718138	0.00718138	0.00718138	0.00718138	0.00718138	0.00718138	0.00718138	0.00718138	0.00718138	0.004030221	0.0871823	0.08718226	0.08237209
404	0	-51.37449	-56.5605	5.186009	0.08418919	0.001470806	0.00970473	0.00970473	0.00970473	0.00970473	0.00970473	0.00970473	0.00970473	0.00970473	0.00970473	0.00970473	0.00970473	0.00970473	0.00970473	0.00970473	0.00970473	0.00970473	0.00970473	0.00970473	0.00970473	0.00970473	0.00970473	0.001709412	0.0841892	0.08418919	0.1152729
405	1	-53.20259	-58.21289	5.0103	0.08718226	0.002036092	0.00521355	0.00521355	0.00521355	0.00521355	0.00521355	0.00521355	0.00521355	0.00521355	0.00521355	0.00521355	0.00521355	0.00521355	0.00521355	0.00521355	0.00521355	0.00521355	0.00521355	0.00521355	0.00521355	0.00521355	0.00521355	0.008260428	0.0871823	0.08718226	0.05980063
406	0	-51.48724	-56.6771	5.189865	0.08418919	0.001497496	0.013188	0.013188	0.013188	0.013188	0.013188	0.013188	0.013188	0.013188	0.013188	0.013188	0.013188	0.013188	0.013188	0.013188	0.013188	0.013188	0.013188	0.013188	0.013188	0.013188	0.013188	0.001297189	0.0841892	0.08418919	0.1566477
407	1	-51.11775	-56.15604	5.038291	0.08718226	0.005661145	0.00212582	0.00212582	0.00212582	0.00212582	0.00212582	0.00212582	0.00212582	0.00212582	0.00212582	0.00212582	0.00212582	0.00212582	0.00212582	0.00212582	0.00212582	0.00212582	0.00212582	0.00212582	0.00212582	0.00212582	0.00212582	0.001836223	0.0871823	0.08718226	0.02438368
408	0	-50.56665	-55.7397	5.173048	0.08418919	0.003901207	0.00442823	0.00442823	0.00442823	0.00442823	0.00442823	0.00442823	0.00442823	0.00442823	0.00442823	0.00442823	0.00442823	0.00442823	0.00442823	0.00442823	0.00442823	0.00442823	0.00442823	0.00442823	0.00442823	0.00442823	0.00442823	0.0005751775	0.0841892	0.08418919	0.05259854
409	1	-55.88515	-60.75807	4.872917	0.08718226	0.0232102	0.0156032	0.0156032	0.0156032	0.0156032	0.0156032	0.0156032	0.0156032	0.0156032	0.0156032	0.0156032	0.0156032	0.0156032	0.0156032	0.0156032	0.0156032	0.0156032	0.0156032	0.0156032	0.0156032	0.0156032	0.0156032	0.0008245513	0.0871823	0.08718226	0.1789718
410	0	-52.37811	-56.79506	4.41695	0.104044	0.01013725	0.00701205	0.00701205	0.00701205	0.00701205	0.00701205	0.00701205	0.00701205	0.00701205	0.00701205	0.00701205	0.00701205	0.00701205	0.00701205	0.00701205	0.00701205	0.00701205	0.00701205	0.00701205	0.00701205	0.00701205	0.00701205	0.0005969589	0.104044	0.104044	0.0673951
411	1	-51.79812	-57.32594	5.527817	0.07351566	0.005975357	0.00772082	0.00772082	0.00772082	0.00772082	0.00772082	0.00772082	0.00772082	0.00772082	0.00772082	0.00772082	0.00772082	0.00772082	0.00772082	0.00772082	0.00772082	0.00772082	0.00772082	0.00772082	0.00772082	0.00772082	0.00772082	0.0003063291	0.0735157	0.07351566	0.1050228
412	0	-52.42702	-56.38144	3.954423	0.1184317	0.006299214	0.0452434	0.0452434	0.0452434	0.0452434	0.0452434	0.0452434	0.0452434	0.0452434	0.0452434	0.0452434	0.0452434	0.0452434	0.0452434	0.0452434	0.0452434	0.0452434	0.0452434	0.0452434	0.0452434	0.0452434	0.0452434	0.0004319231	0.118432	0.1184317	0.3820211
413	1	-54.02788	-57.47265	3.444768	0.1318216	0.0106973	0.0612869	0.0612869	0.0612869	0.0612869	0.0612869	0.0612869	0.0612869	0.0612869	0.0612869	0.0612869	0.0612869	0.0612869	0.0612869	0.0612869	0.0612869	0.0612869	0.0612869	0.0612869	0.0612869	0.0612869	0.0612869	0.0002289578	0.131822	0.1318216	0.4649228
414	0	-56.38706	-61.87161	5.484551	0.07264449	0.01358811	0.0244322	0.0244322	0.0244322	0.0244322	0.0244322	0.0244322	0.0244322	0.0244322	0.0244322	0.0244322	0.0244322	0.0244322	0.0244322	0.0244322	0.0244322	0.0244322	0.0244322	0.0244322	0.0244322	0.0244322	0.0244322	6.309694e-05	0.0726445	0.07264449	0.3363251
415	1	-54.48293	-57.8967	3.413774	0.1318216	0.01400162	0.0486294	0.0486294	0.0486294	0.0486294	0.0486294	0.0486294	0.0486294	0.0486294	0.0486294	0.0486294	0.0486294	0.0486294	0.0486294	0.0486294	0.0486294	0.0486294	0.0486294	0.0486294	0.0486294	0.0486294	0.0486294	2.399026e-05	0.131822	0.1318216	0.368903
416	0	-51.65954	-55.86206	4.202522	0.112502	0.002295424	0.0389666	0.0389666	0.0389666	0.0389666	0.0389666	0.0389666	0.0389666	0.0389666	0.0389666	0.0389666	0.0389666	0.0389666	0.0389666	0.0389666	0.0389666	0.0389666	0.0389666	0.0389666	0.0389666	0.0389666	0.0389666	0.000338006	0.112502	0.112502	0.3463635
417	1	-54.30549	-58.66245	4.356968	0.1036071	0.01821249	0.0151115	0.0151115	0.0151115	0.0151115	0.0151115	0.0151115	0.0151115	0.0151115	0.0151115	0.0151115	0.0151115	0.0151115	0.0151115	0.0151115	0.0151115	0.0151115	0.0151115	0.0151115	0.0151115	0.0151115	0.0151115	4.598721e-05	0.103607	0.1036071	0.1458535
418	0	-52.43494	-56.56903	4.134092	0.112502	0.009084491	0.0270475	0.0270475	0.0270475	0.0270475	0.0270475	0.0270475	0.0270475	0.0270475	0.0270475	0.0270475	0.0270475	0.0270475	0.0270475	0.0270475	0.0270475	0.0270475	0.0270475	0.0270475	0.0270475	0.0270475	0.0270475	0.0003919622	0.112502	0.112502	0.2404179
419	1	-54.57354	-58.11753	3.543988	0.1283514	0.01310174	0.0246949	0.0246949	0.0246949	0.0246949	0.0246949	0.0246949	0.0246949	0.0246949	0.0246949	0.0246949	0.0246949	0.0246949	0.0246949	0.0246949	0.0246949	0.0246949	0.0246949	0.0246949	0.0246949	0.0246949	0.0246949	2.397576e-05	0.128351	0.1283514	0.1924004
420	0	-51.49001	-55.63537	4.145367	0.1136929	0.004005624	0.0153524	0.0153524	0.0153524	0.0153524	0.0153524	0.0153524	0.0153524	0.0153524	0.0153524	0.0153524	0.0153524	0.0153524	0.0153524	0.0153524	0.0153524	0.0153524	0.0153524	0.0153524	0.0153524	0.0153524	0.0153524	0.0001835592	0.113693	0.1136929	0.1350338
421	1	-52.42225	-56.0395	3.617248	0.1283514	0.005763718	0.0333048	0.0333048	0.0333048	0.0333048	0.0333048	0.0333048	0.0333048	0.0333048	0.0333048	0.0333048	0.0333048	0.0333048	0.0333048	0.0333048	0.0333048	0.0333048	0.0333048	0.0333048	0.0333048	0.0333048	0.0333048	3.601088e-05	0.128351	0.1283514	0.2594817
422	0	-51.91247	-57.76788	5.855406	0.06449861	0.004654164	0.00155476	0.00155476	0.00155476	0.00155476	0.00155476	0.00155476	0.00155476	0.00155476	0.00155476	0.00155476	0.00155476	0.00155476	0.00155476	0.00155476	0.00155476	0.00155476	0.00155476	0.00155476	0.00155476	0.00155476	0.00155476	0.0003647816	0.0644986	0.06449861	0.02410538
423	1	-51.79904	-56.37516	4.576118	0.09987445	0.009358747	0.0101054	0.0101054	0.0101054	0.0101054	0.0101054	0.0101054	0.0101054	0.0101054	0.0101054	0.0101054	0.0101054	0.0101054	0.0101054	0.0101054	0.0101054	0.0101054	0.0101054	0.0101054	0.0101054	0.0101054	0.0101054	2.263827e-05	0.0998744	0.09987445	0.1011808
424	0	-50.55845	-55.58938	5.030933	0.08857906	0.003119228	0.00979742	0.00979742	0.00979742	0.00979742	0.00979742	0.00979742	0.00979742	0.00979742	0.00979742	0.00979742	0.00979742	0.00979742	0.00979742	0.00979742	0.00979742	0.00979742	0.00979742	0.00979742	0.00979742	0.00979742	0.00979742	0.0002350205	0.0885791	0.08857906	0.1106065
425	1	-50.88338	-55.56822	4.684844	0.09854477	0.00314103	0.0212702	0.0212702	0.0212702	0.0212702	0.0212702	0.0212702	0.0212702	0.0212702	0.0212702	0.0212702	0.0212702	0.0212702	0.0212702	0.0212702	0.0212702	0.0212702	0.0212702	0.0212702	0.0212702	0.0212702	0.0212702	1.225786e-05	0.0985448	0.09854477	0.2158434
426	0	-50.71061	-55.63226	4.921649	0.09234332	0.0009535346	0.00646817	0.00646817	0.00646817	0.00646817	0.00646817	0.00646817	0.00646817	0.00646817	0.00646817	0.00646817	0.00646817	0.00646817	0.00646817	0.00646817	0.00646817	0.00646817	0.00646817	0.00646817	0.00646817	0.00646817	0.00646817	0.0001806969	0.0923433	0.09234332	0.07004481
427	1	-51.65331	-56.15487	4.501557	0.1042942	0.001393225	0.0346443	0.0346443	0.0346443	0.0346443	0.0346443	0.0346443	0.0346443	0.0346443	0.0346443	0.0346443	0.0346443	0.0346443	0.0346443	0.0346443	0.0346443	0.0346443	0.0346443	0.0346443	0.0346443	0.0346443	0.0346443	6.227786e-06	0.104294	0.1042942	0.3321782
428	0	-51.61072	-56.35431	4.743596	0.09751022	0.0004124125	0.00926092	0.00926092	0.00926092	0.00926092	0.00926092	0.00926092	0.00926092	0.00926092	0.00926092	0.00926092	0.00926092	0.00926092	0.00926092	0.00926092	0.00926092	0.00926092	0.00926092	0.00926092	0.00926092	0.00926092	0.00926092	0.0004793349	0.0975102	0.09751022	0.0949738
429	1	-50.77907	-55.27297	4.493899	0.1042942	0.002144805	0.0167941	0.0167941	0.0167941	0.0167941	0.0167941	0.0167941	0.0167941	0.0167941	0.0167941	0.0167941	0.0167941	0.0167941	0.0167941	0.0167941	0.0167941	0.0167941	0.0167941	0.0167941	0.0167941	0.0167941	0.0167941	2.046529e-05	0.104294	0.1042942	0.161026
430	0	-51.9014	-57.15256	5.251163	0.08298075	0.0002514369	0.00373272	0.00373272	0.00373272	0.00373272	0.00373272	0.00373272	0.00373272	0.00373272	0.00373272	0.00373272	0.00373272	0.00373272	0.00373272	0.00373272	0.00373272	0.00373272	0.00373272	0.00373272	0.00373272	0.00373272	0.00373272	0.0006344124	0.0829807	0.08298075	0.04498292
431	1	-51.30534	-55.79483	4.489484	0.1042942	0.002569656	0.0314301	0.0314301	0.0314301	0.0314301	0.0314301	0.0314301	0.0314301	0.0314301	0.0314301	0.0314301	0.0314301	0.0314301	0.0314301	0.0314301	0.0314301	0.0314301	0.0314301	0.0314301	0.0314301	0.0314301	0.0314301	3.715056e-05	0.104294	0.1042942	0.3013599
432	0	-54.51442	-60.52618	6.011754	0.0612426	0.0002603511	0.00657638	0.00657638	0.00657638	0.00657638	0.00657638	0.00657638	0.00657638	0.00657638	0.00657638	0.00657638	0.00657638	0.00657638	0.00657638	0.00657638	0.00657638	0.00657638	0.00657638	0.00657638	0.00657638	0.00657638	0.00657638	0.0004968703	0.0612426	0.0612426	0.1073824
433	1	-50.45769	-55.88651	5.428813	0.07697266	0.004063292	0.0010342	0.0010342	0.0010342	0.0010342	0.0010342	0.0010342	0.0010342	0.0010342	0.0010342	0.0010342	0.0010342	0.0010342	0.0010342	0.0010342	0.0010342	0.0010342	0.0010342	0.0010342	0.0010342	0.0010342	0.0010342	4.361497e-05	0.0769727	0.07697266	0.01343597
434	0	-53.78518	-59.7916	6.006428	0.0612426	0.0004031765	0.00373301	0.00373301	0.00373301	0.00373301	0.00373301	0.00373301	0.00373301	0.00373301	0.00373301	0.00373301	0.00373301	0.00373301	0.00373301	0.00373301	0.00373301	0.00373301	0.00373301	0.00373301	0.00373301	0.00373301	0.00373301	0.0008866463	0.0612426	0.0612426	0.06095441
435	1	-52.07625	-56.9884	4.912152	0.09209111	0.002926967	0.031083	0.031083	0.031083	0.031083	0.031083	0.031083	0.031083	0.031083	0.031083	0.031083	0.031083	0.031083	0.031083	0.031083	0.031083	0.031083	0.031083	0.031083	0.031083	0.031083	0.031083	3.790436e-05	0.0920911	0.09209111	0.3375243
436	0	-51.57136	-56.14884	4.577474	0.1019419	0.0008056142	0.0126163	0.0126163	0.0126163	0.0126163	0.0126163	0.0126163	0.0126163	0.0126163	0.0126163	0.0126163	0.0126163	0.0126163	0.0126163	0.0126163	0.0126163	0.0126163	0.0126163	0.0126163	0.0126163	0.0126163	0.0126163	0.001218561	0.101942	0.1019419	0.1237594
437	1	-51.30168	-55.5191	4.217416	0.1119582	0.002876953	0.0317679	0.0317679	0.0317679	0.0317679	0.0317679	0.0317679	0.0317679	0.0317679	0.0317679	0.0317679	0.0317679	0.0317679	0.0317679	0.0317679	0.0317679	0.0317679	0.0317679	0.0317679	0.0317679	0.0317679	0.0317679	0.0001668184	0.111958	0.1119582	0.283748
438	0	-52.4108	-57.3143	4.903492	0.09154906	0.001540571	0.0161745	0.0161745	0.0161745	0.0161745	0.0161745	0.0161745	0.0161745	0.0161745	0.0161745	0.0161745	0.0161745	0.0161745	0.0161745	0.0161745	0.0161745	0.0161745	0.0161745	0.0161745	0.0161745	0.0161745	0.0161745	0.004183627	0.0915491	0.09154906	0.1766756
439	1	-50.95336	-55.47023	4.516868	0.1036377	0.001695202	0.0129664	0.0129664	0.0129664	0.0129664	0.0129664	0.0129664	0.0129664	0.0129664	0.0129664	0.0129664	0.0129664	0.0129664	0.0129664	0.0129664	0.0129664	0.0129664	0.0129664	0.0129664	0.0129664	0.0129664	0.0129664	0.000466318	0.103638	0.1036377	0.1251133
440	0	-50.70039	-55.63355	4.933157	0.09154906	0.001658487	0.0031535	0.0031535	0.0031535	0.0031535	0.0031535	0.0031535	0.0031535	0.0031535	0.0031535	0.0031535	0.0031535	0.0031535	0.0031535	0.0031535	0.0031535	0.0031535	0.0031535	0.0031535	0.0031535	0.0031535	0.0031535	0.001099214	0.0915491	0.09154906	0.034446
441	1	-51.56243	-56.07421	4.511783	0.1027729	0.005063389	0.0268096	0.0268096	0.0268096	0.0268096	0.0268096	0.0268096	0.0268096	0.0268096	0.0268096	0.0268096	0.0268096	0.0268096	0.0268096	0.0268096	0.0268096	0.0268096	0.0268096	0.0268096	0.0268096	0.0268096	0.0268096	0.0006274568	0.102773	0.1027729	0.2608628
442	0	-50.53567	-55.46275	4.927076	0.09154906	0.002902276	0.00849006	0.00849006	0.00849006	0.00849006	0.00849006	0.00849006	0.00849006	0.00849006	0.00849006	0.00849006	0.00849006	0.00849006	0.00849006	0.00849006	0.00849006	0.00849006	0.00849006	0.00849006	0.00849006	0.00849006	0.00849006	0.0004635886	0.0915491	0.09154906	0.09273784
443	1	-51.6898	-56.17479	4.484989	0.1027729	0.008067366	0.0104286	0.0104286	0.0104286	0.0104286	0.0104286	0.0104286	0.0104286	0.0104286	0.0104286	0.0104286	0.0104286	0.0104286	0.0104286	0.0104286	0.0104286	0.0104286	0.0104286	0.0104286	0.0104286	0.0104286	0.0104286	0.000302857	0.102773	0.1027729	0.1014722
444	0	-51.05753	-55.94461	4.887078	0.09154906	0.006337098	0.00254317	0.00254317	0.00254317	0.00254317	0.00254317	0.00254317	0.00254317	0.00254317	0.00254317	0.00254317	0.00254317	0.00254317	0.00254317	0.00254317	0.00254317	0.00254317	0.00254317	0.00254317	0.00254317	0.00254317	0.00254317	0.001028511	0.0915491	0.09154906	0.02777929
445	1	-51.22294	-55.73979	4.516848	0.1027729	0.004840976	0.0220717	0.0220717	0.0220717	0.0220717	0.0220717	0.0220717	0.0220717	0.0220717	0.0220717	0.0220717	0.0220717	0.0220717	0.0220717	0.0220717	0.0220717	0.0220717	0.0220717	0.0220717	0.0220717	0.0220717	0.0220717	0.0003432875	0.102773	0.1027729	0.2147617
446	0	-50.9836	-55.89764	4.914042	0.09154906	0.002667999	0.00520536	0.00520536	0.00520536	0.00520536	0.00520536	0.00520536	0.00520536	0.00520536	0.00520536	0.00520536	0.00520536	0.00520536	0.00520536	0.00520536	0.00520536	0.00520536	0.00520536	0.00520536	0.00520536	0.00520536	0.00520536	0.002001247	0.0915491	0.09154906	0.05685866
447	1	-52.0467	-56.52676	4.480068	0.1027729	0.006060879	0.00739019	0.00739019	0.00739019	0.00739019	0.00739019	0.00739019	0.00739019	0.00739019	0.00739019	0.00739019	0.00739019	0.00739019	0.00739019	0.00739019	0.00739019	0.00739019	0.00739019	0.00739019	0.00739019	0.00739019	0.00739019	0.002801394	0.102773	0.1027729	0.071908
448	0	-52.61353	-57.50633	4.892802	0.09154906	0.003099001	0.0233302	0.0233302	0.0233302	0.0233302	0.0233302	0.0233302	0.0233302	0.0233302	0.0233302	0.0233302	0.0233302	0.0233302	0.0233302	0.0233302	0.0233302	0.0233302	0.0233302	0.0233302	0.0233302	0.0233302	0.0233302	0.003694261	0.0915491	0.09154906	0.2548377
449	1	-54.37618	-57.06565	2.689476	0.1543936	0.004323653	0.0787142	0.0787142	0.0787142	0.0787142	0.0787142	0.0787142	0.0787142	0.0787142	0.0787142	0.0787142	0.0787142	0.0787142	0.0787142	0.0787142	0.0787142	0.0787142	0.0787142	0.0787142	0.0787142	0.0787142	0.0787142	0.003288988	0.154394	0.1543936	0.5098283
450	0	-51.97835	-56.88244	4.904093	0.09154906	0.002858546	0.0193845	0.0193845	0.0193845	0.0193845	0.0193845	0.0193845	0.0193845	0.0193845	0.0193845	0.0193845	0.0193845	0.0193845	0.0193845	0.0193845	0.0193845	0.0193845	0.0193845	0.0193845	0.0193845	0.0193845	0.0193845	0.002805556	0.0915491	0.09154906	0.2117388
451	1	-57.8517	-57.70193	-0.1497605	0.2357749	0.004884864	0.171126	0.171126	0.171126	0.171126	0.171126	0.171126	0.171126	0.171126	0.171126	0.171126	0.171126	0.171126	0.171126	0.171126	0.171126	0.171126	0.171126	0.171126	0.171126	0.171126	0.171126	0.002389913	0.235775	0.2357749	0.7258025
