Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	gamma	speciation_rates[1]	total_speciation	turnover
718	0	-35.32095	-38.57845	3.2575	0.0294061	0.2798242	0.0060549	0.0060549	0.0060549	0.0060549	0.0060549	0.0060549	0.0060549	0.0060549	0.0060549	0.0060549	0.0060549	0.0060549	0.0060549	0.0060549	0.0060549	0.0060549	0.0060549	0.0060549	0.0060549	0.0060549	0.0060549	0.0060549	0.0060549	0.09844635	0.0294061	0.0294061	0.2059061
719	1	-34.7112	-38.03066	3.319455	0.03095975	0.2752462	0.00352385	0.00352385	0.00352385	0.00352385	0.00352385	0.00352385	0.00352385	0.00352385	0.00352385	0.00352385	0.00352385	0.00352385	0.00352385	0.00352385	0.00352385	0.00352385	0.00352385	0.00352385	0.00352385	0.00352385	0.00352385	0.00352385	0.00352385	0.08895183	0.0309598	0.03095975	0.1138203
720	0	-33.55254	-37.09607	3.543532	0.0279895	0.1503028	0.00414378	0.00414378	0.00414378	0.00414378	0.00414378	0.00414378	0.00414378	0.00414378	0.00414378	0.00414378	0.00414378	0.00414378	0.00414378	0.00414378	0.00414378	0.00414378	0.00414378	0.00414378	0.00414378	0.00414378	0.00414378	0.00414378	0.00414378	0.2065467	0.0279895	0.0279895	0.1480475
721	1	-32.34471	-37.25684	4.912127	0.0294683	0.1708456	0.00492257	0.00492257	0.00492257	0.00492257	0.00492257	0.00492257	0.00492257	0.00492257	0.00492257	0.00492257	0.00492257	0.00492257	0.00492257	0.00492257	0.00492257	0.00492257	0.00492257	0.00492257	0.00492257	0.00492257	0.00492257	0.00492257	0.00492257	0.04164682	0.0294683	0.0294683	0.1670462
722	0	-37.42658	-36.98479	-0.441792	0.1043631	0.1143834	0.0553536	0.0553536	0.0553536	0.0553536	0.0553536	0.0553536	0.0553536	0.0553536	0.0553536	0.0553536	0.0553536	0.0553536	0.0553536	0.0553536	0.0553536	0.0553536	0.0553536	0.0553536	0.0553536	0.0553536	0.0553536	0.0553536	0.0553536	0.2537834	0.104363	0.1043631	0.5303945
723	1	-34.43092	-37.21207	2.781154	0.0593675	0.2234654	0.0296248	0.0296248	0.0296248	0.0296248	0.0296248	0.0296248	0.0296248	0.0296248	0.0296248	0.0296248	0.0296248	0.0296248	0.0296248	0.0296248	0.0296248	0.0296248	0.0296248	0.0296248	0.0296248	0.0296248	0.0296248	0.0296248	0.0296248	0.05053499	0.0593675	0.0593675	0.4990066
724	0	-32.21177	-34.71698	2.505218	0.06114549	0.1726976	0.00834268	0.00834268	0.00834268	0.00834268	0.00834268	0.00834268	0.00834268	0.00834268	0.00834268	0.00834268	0.00834268	0.00834268	0.00834268	0.00834268	0.00834268	0.00834268	0.00834268	0.00834268	0.00834268	0.00834268	0.00834268	0.00834268	0.00834268	0.1198819	0.0611455	0.06114549	0.1364398
725	1	-31.30821	-35.74749	4.439275	0.04073699	0.1467722	0.00843147	0.00843147	0.00843147	0.00843147	0.00843147	0.00843147	0.00843147	0.00843147	0.00843147	0.00843147	0.00843147	0.00843147	0.00843147	0.00843147	0.00843147	0.00843147	0.00843147	0.00843147	0.00843147	0.00843147	0.00843147	0.00843147	0.00843147	0.05587302	0.040737	0.04073699	0.2069734
726	0	-31.50085	-34.7692	3.268353	0.05701095	0.1557931	0.00956418	0.00956418	0.00956418	0.00956418	0.00956418	0.00956418	0.00956418	0.00956418	0.00956418	0.00956418	0.00956418	0.00956418	0.00956418	0.00956418	0.00956418	0.00956418	0.00956418	0.00956418	0.00956418	0.00956418	0.00956418	0.00956418	0.00956418	0.08143509	0.057011	0.05701095	0.1677604
727	1	-33.19288	-36.88076	3.687885	0.06571781	0.1284206	0.0404533	0.0404533	0.0404533	0.0404533	0.0404533	0.0404533	0.0404533	0.0404533	0.0404533	0.0404533	0.0404533	0.0404533	0.0404533	0.0404533	0.0404533	0.0404533	0.0404533	0.0404533	0.0404533	0.0404533	0.0404533	0.0404533	0.0404533	0.02271046	0.0657178	0.06571781	0.6155614
728	0	-32.33345	-36.38958	4.056123	0.06754739	0.07345718	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.03157408	0.0675474	0.06754739	0.309766
729	1	-31.30748	-36.60309	5.295604	0.03584395	0.105769	0.00639892	0.00639892	0.00639892	0.00639892	0.00639892	0.00639892	0.00639892	0.00639892	0.00639892	0.00639892	0.00639892	0.00639892	0.00639892	0.00639892	0.00639892	0.00639892	0.00639892	0.00639892	0.00639892	0.00639892	0.00639892	0.00639892	0.00639892	0.03605113	0.0358439	0.03584395	0.1785217
730	0	-32.60886	-36.40818	3.799324	0.06754739	0.09407746	0.033268	0.033268	0.033268	0.033268	0.033268	0.033268	0.033268	0.033268	0.033268	0.033268	0.033268	0.033268	0.033268	0.033268	0.033268	0.033268	0.033268	0.033268	0.033268	0.033268	0.033268	0.033268	0.033268	0.03663371	0.0675474	0.06754739	0.4925139
731	1	-31.40759	-35.40285	3.995264	0.06204973	0.1166276	0.0153917	0.0153917	0.0153917	0.0153917	0.0153917	0.0153917	0.0153917	0.0153917	0.0153917	0.0153917	0.0153917	0.0153917	0.0153917	0.0153917	0.0153917	0.0153917	0.0153917	0.0153917	0.0153917	0.0153917	0.0153917	0.0153917	0.0153917	0.0223628	0.0620497	0.06204973	0.2480544
732	0	-30.79143	-35.67129	4.879853	0.03541206	0.1520618	0.000971954	0.000971954	0.000971954	0.000971954	0.000971954	0.000971954	0.000971954	0.000971954	0.000971954	0.000971954	0.000971954	0.000971954	0.000971954	0.000971954	0.000971954	0.000971954	0.000971954	0.000971954	0.000971954	0.000971954	0.000971954	0.000971954	0.000971954	0.0335231	0.0354121	0.03541206	0.02744699
733	1	-31.27519	-36.77497	5.499778	0.03054093	0.1401515	0.00144195	0.00144195	0.00144195	0.00144195	0.00144195	0.00144195	0.00144195	0.00144195	0.00144195	0.00144195	0.00144195	0.00144195	0.00144195	0.00144195	0.00144195	0.00144195	0.00144195	0.00144195	0.00144195	0.00144195	0.00144195	0.00144195	0.00144195	0.008137594	0.0305409	0.03054093	0.04721359
734	0	-31.73282	-35.77282	4.040004	0.04425756	0.1849985	0.0080304	0.0080304	0.0080304	0.0080304	0.0080304	0.0080304	0.0080304	0.0080304	0.0080304	0.0080304	0.0080304	0.0080304	0.0080304	0.0080304	0.0080304	0.0080304	0.0080304	0.0080304	0.0080304	0.0080304	0.0080304	0.0080304	0.0080304	0.03972446	0.0442576	0.04425756	0.181447
735	1	-31.82486	-35.62391	3.799054	0.05439594	0.1791306	0.00265193	0.00265193	0.00265193	0.00265193	0.00265193	0.00265193	0.00265193	0.00265193	0.00265193	0.00265193	0.00265193	0.00265193	0.00265193	0.00265193	0.00265193	0.00265193	0.00265193	0.00265193	0.00265193	0.00265193	0.00265193	0.00265193	0.00265193	0.01828563	0.0543959	0.05439594	0.04875237
736	0	-30.68932	-35.9458	5.256481	0.04114134	0.0888881	0.00291825	0.00291825	0.00291825	0.00291825	0.00291825	0.00291825	0.00291825	0.00291825	0.00291825	0.00291825	0.00291825	0.00291825	0.00291825	0.00291825	0.00291825	0.00291825	0.00291825	0.00291825	0.00291825	0.00291825	0.00291825	0.00291825	0.00291825	0.02998648	0.0411413	0.04114134	0.0709324
737	1	-31.4136	-35.46423	4.050632	0.06259295	0.1138701	0.00077286	0.00077286	0.00077286	0.00077286	0.00077286	0.00077286	0.00077286	0.00077286	0.00077286	0.00077286	0.00077286	0.00077286	0.00077286	0.00077286	0.00077286	0.00077286	0.00077286	0.00077286	0.00077286	0.00077286	0.00077286	0.00077286	0.00077286	0.01682936	0.062593	0.06259295	0.0123474
738	0	-31.86292	-36.89143	5.028513	0.04008683	0.1202362	0.0140253	0.0140253	0.0140253	0.0140253	0.0140253	0.0140253	0.0140253	0.0140253	0.0140253	0.0140253	0.0140253	0.0140253	0.0140253	0.0140253	0.0140253	0.0140253	0.0140253	0.0140253	0.0140253	0.0140253	0.0140253	0.0140253	0.0140253	0.02678153	0.0400868	0.04008683	0.3498729
739	1	-31.39788	-35.22764	3.829756	0.0609886	0.1067234	0.00946593	0.00946593	0.00946593	0.00946593	0.00946593	0.00946593	0.00946593	0.00946593	0.00946593	0.00946593	0.00946593	0.00946593	0.00946593	0.00946593	0.00946593	0.00946593	0.00946593	0.00946593	0.00946593	0.00946593	0.00946593	0.00946593	0.00946593	0.05419779	0.0609886	0.0609886	0.1552082
740	0	-30.75859	-35.24394	4.485354	0.05227343	0.1203824	0.00791864	0.00791864	0.00791864	0.00791864	0.00791864	0.00791864	0.00791864	0.00791864	0.00791864	0.00791864	0.00791864	0.00791864	0.00791864	0.00791864	0.00791864	0.00791864	0.00791864	0.00791864	0.00791864	0.00791864	0.00791864	0.00791864	0.00791864	0.01916493	0.0522734	0.05227343	0.151485
741	1	-31.29932	-36.51228	5.212963	0.04481542	0.07273523	0.0077175	0.0077175	0.0077175	0.0077175	0.0077175	0.0077175	0.0077175	0.0077175	0.0077175	0.0077175	0.0077175	0.0077175	0.0077175	0.0077175	0.0077175	0.0077175	0.0077175	0.0077175	0.0077175	0.0077175	0.0077175	0.0077175	0.0077175	0.0318635	0.0448154	0.04481542	0.1722063
742	0	-31.31587	-34.62797	3.312103	0.05186215	0.1626859	0.00516399	0.00516399	0.00516399	0.00516399	0.00516399	0.00516399	0.00516399	0.00516399	0.00516399	0.00516399	0.00516399	0.00516399	0.00516399	0.00516399	0.00516399	0.00516399	0.00516399	0.00516399	0.00516399	0.00516399	0.00516399	0.00516399	0.00516399	0.09627178	0.0518622	0.05186215	0.09957138
743	1	-32.12457	-36.13751	4.012939	0.03197559	0.1394414	0.00275253	0.00275253	0.00275253	0.00275253	0.00275253	0.00275253	0.00275253	0.00275253	0.00275253	0.00275253	0.00275253	0.00275253	0.00275253	0.00275253	0.00275253	0.00275253	0.00275253	0.00275253	0.00275253	0.00275253	0.00275253	0.00275253	0.00275253	0.1502579	0.0319756	0.03197559	0.0860823
744	0	-31.96244	-35.93918	3.97674	0.04551263	0.07743678	0.0130368	0.0130368	0.0130368	0.0130368	0.0130368	0.0130368	0.0130368	0.0130368	0.0130368	0.0130368	0.0130368	0.0130368	0.0130368	0.0130368	0.0130368	0.0130368	0.0130368	0.0130368	0.0130368	0.0130368	0.0130368	0.0130368	0.0130368	0.1472493	0.0455126	0.04551263	0.2864441
745	1	-33.4849	-34.99813	1.513221	0.06494924	0.145746	0.0161654	0.0161654	0.0161654	0.0161654	0.0161654	0.0161654	0.0161654	0.0161654	0.0161654	0.0161654	0.0161654	0.0161654	0.0161654	0.0161654	0.0161654	0.0161654	0.0161654	0.0161654	0.0161654	0.0161654	0.0161654	0.0161654	0.0161654	0.2267481	0.0649492	0.06494924	0.2488926
746	0	-32.6366	-35.55717	2.920561	0.06645358	0.09582257	0.0276049	0.0276049	0.0276049	0.0276049	0.0276049	0.0276049	0.0276049	0.0276049	0.0276049	0.0276049	0.0276049	0.0276049	0.0276049	0.0276049	0.0276049	0.0276049	0.0276049	0.0276049	0.0276049	0.0276049	0.0276049	0.0276049	0.0276049	0.1283106	0.0664536	0.06645358	0.4154016
747	1	-31.42546	-35.46863	4.043176	0.04498446	0.09560738	0.00873733	0.00873733	0.00873733	0.00873733	0.00873733	0.00873733	0.00873733	0.00873733	0.00873733	0.00873733	0.00873733	0.00873733	0.00873733	0.00873733	0.00873733	0.00873733	0.00873733	0.00873733	0.00873733	0.00873733	0.00873733	0.00873733	0.00873733	0.125113	0.0449845	0.04498446	0.1942299
748	0	-34.08481	-37.55138	3.466567	0.06645358	0.1007391	0.0460873	0.0460873	0.0460873	0.0460873	0.0460873	0.0460873	0.0460873	0.0460873	0.0460873	0.0460873	0.0460873	0.0460873	0.0460873	0.0460873	0.0460873	0.0460873	0.0460873	0.0460873	0.0460873	0.0460873	0.0460873	0.0460873	0.0460873	0.06879334	0.0664536	0.06645358	0.6935263
749	1	-31.01649	-34.99989	3.983404	0.04498446	0.088108	0.00285124	0.00285124	0.00285124	0.00285124	0.00285124	0.00285124	0.00285124	0.00285124	0.00285124	0.00285124	0.00285124	0.00285124	0.00285124	0.00285124	0.00285124	0.00285124	0.00285124	0.00285124	0.00285124	0.00285124	0.00285124	0.00285124	0.00285124	0.1385896	0.0449845	0.04498446	0.06338278
750	0	-32.31554	-35.3535	3.037961	0.06318869	0.1409655	0.0246509	0.0246509	0.0246509	0.0246509	0.0246509	0.0246509	0.0246509	0.0246509	0.0246509	0.0246509	0.0246509	0.0246509	0.0246509	0.0246509	0.0246509	0.0246509	0.0246509	0.0246509	0.0246509	0.0246509	0.0246509	0.0246509	0.0246509	0.08798068	0.0631887	0.06318869	0.390116
751	1	-30.98559	-35.77614	4.79055	0.0433904	0.112733	0.00839161	0.00839161	0.00839161	0.00839161	0.00839161	0.00839161	0.00839161	0.00839161	0.00839161	0.00839161	0.00839161	0.00839161	0.00839161	0.00839161	0.00839161	0.00839161	0.00839161	0.00839161	0.00839161	0.00839161	0.00839161	0.00839161	0.00839161	0.04133195	0.0433904	0.0433904	0.1933978
752	0	-33.40261	-37.17273	3.770118	0.06993231	0.05777718	0.0368841	0.0368841	0.0368841	0.0368841	0.0368841	0.0368841	0.0368841	0.0368841	0.0368841	0.0368841	0.0368841	0.0368841	0.0368841	0.0368841	0.0368841	0.0368841	0.0368841	0.0368841	0.0368841	0.0368841	0.0368841	0.0368841	0.0368841	0.063763	0.0699323	0.06993231	0.5274252
753	1	-34.51994	-35.76053	1.240586	0.09474177	0.1653486	0.0524945	0.0524945	0.0524945	0.0524945	0.0524945	0.0524945	0.0524945	0.0524945	0.0524945	0.0524945	0.0524945	0.0524945	0.0524945	0.0524945	0.0524945	0.0524945	0.0524945	0.0524945	0.0524945	0.0524945	0.0524945	0.0524945	0.0524945	0.08336048	0.0947418	0.09474177	0.5540803
754	0	-30.75475	-35.68149	4.926734	0.04173542	0.1313954	0.0059571	0.0059571	0.0059571	0.0059571	0.0059571	0.0059571	0.0059571	0.0059571	0.0059571	0.0059571	0.0059571	0.0059571	0.0059571	0.0059571	0.0059571	0.0059571	0.0059571	0.0059571	0.0059571	0.0059571	0.0059571	0.0059571	0.0059571	0.01744193	0.0417354	0.04173542	0.1427349
755	1	-31.24352	-35.78709	4.543567	0.05850531	0.08774701	0.00392118	0.00392118	0.00392118	0.00392118	0.00392118	0.00392118	0.00392118	0.00392118	0.00392118	0.00392118	0.00392118	0.00392118	0.00392118	0.00392118	0.00392118	0.00392118	0.00392118	0.00392118	0.00392118	0.00392118	0.00392118	0.00392118	0.00392118	0.01438336	0.0585053	0.05850531	0.06702257
756	0	-33.01198	-37.98366	4.971678	0.05073004	0.0604469	0.0236991	0.0236991	0.0236991	0.0236991	0.0236991	0.0236991	0.0236991	0.0236991	0.0236991	0.0236991	0.0236991	0.0236991	0.0236991	0.0236991	0.0236991	0.0236991	0.0236991	0.0236991	0.0236991	0.0236991	0.0236991	0.0236991	0.0236991	0.03829309	0.05073	0.05073004	0.4671609
757	1	-33.6949	-37.37039	3.675486	0.0711141	0.03380762	0.0340089	0.0340089	0.0340089	0.0340089	0.0340089	0.0340089	0.0340089	0.0340089	0.0340089	0.0340089	0.0340089	0.0340089	0.0340089	0.0340089	0.0340089	0.0340089	0.0340089	0.0340089	0.0340089	0.0340089	0.0340089	0.0340089	0.0340089	0.09120407	0.0711141	0.0711141	0.4782298
758	0	-30.99542	-35.85503	4.859608	0.03355233	0.1575914	0.000806277	0.000806277	0.000806277	0.000806277	0.000806277	0.000806277	0.000806277	0.000806277	0.000806277	0.000806277	0.000806277	0.000806277	0.000806277	0.000806277	0.000806277	0.000806277	0.000806277	0.000806277	0.000806277	0.000806277	0.000806277	0.000806277	0.000806277	0.0394468	0.0335523	0.03355233	0.02403043
759	1	-33.03841	-37.3891	4.350687	0.04866376	0.1214943	0.0275234	0.0275234	0.0275234	0.0275234	0.0275234	0.0275234	0.0275234	0.0275234	0.0275234	0.0275234	0.0275234	0.0275234	0.0275234	0.0275234	0.0275234	0.0275234	0.0275234	0.0275234	0.0275234	0.0275234	0.0275234	0.0275234	0.0275234	0.04982097	0.0486638	0.04866376	0.5655836
760	0	-34.03147	-35.86059	1.829113	0.0888328	0.1564812	0.0272495	0.0272495	0.0272495	0.0272495	0.0272495	0.0272495	0.0272495	0.0272495	0.0272495	0.0272495	0.0272495	0.0272495	0.0272495	0.0272495	0.0272495	0.0272495	0.0272495	0.0272495	0.0272495	0.0272495	0.0272495	0.0272495	0.0272495	0.06333372	0.0888328	0.0888328	0.3067508
761	1	-32.67405	-35.0431	2.369052	0.04943268	0.2369215	0.00968516	0.00968516	0.00968516	0.00968516	0.00968516	0.00968516	0.00968516	0.00968516	0.00968516	0.00968516	0.00968516	0.00968516	0.00968516	0.00968516	0.00968516	0.00968516	0.00968516	0.00968516	0.00968516	0.00968516	0.00968516	0.00968516	0.00968516	0.1286586	0.0494327	0.04943268	0.1959262
762	0	-34.11411	-35.93153	1.817425	0.04984256	0.167291	0.0192616	0.0192616	0.0192616	0.0192616	0.0192616	0.0192616	0.0192616	0.0192616	0.0192616	0.0192616	0.0192616	0.0192616	0.0192616	0.0192616	0.0192616	0.0192616	0.0192616	0.0192616	0.0192616	0.0192616	0.0192616	0.0192616	0.0192616	0.2513738	0.0498426	0.04984256	0.3864485
763	1	-33.09955	-34.65409	1.554538	0.04943268	0.2108277	0.00512505	0.00512505	0.00512505	0.00512505	0.00512505	0.00512505	0.00512505	0.00512505	0.00512505	0.00512505	0.00512505	0.00512505	0.00512505	0.00512505	0.00512505	0.00512505	0.00512505	0.00512505	0.00512505	0.00512505	0.00512505	0.00512505	0.00512505	0.236204	0.0494327	0.04943268	0.1036773
764	0	-33.70572	-35.49848	1.79276	0.07358967	0.1093839	0.00931889	0.00931889	0.00931889	0.00931889	0.00931889	0.00931889	0.00931889	0.00931889	0.00931889	0.00931889	0.00931889	0.00931889	0.00931889	0.00931889	0.00931889	0.00931889	0.00931889	0.00931889	0.00931889	0.00931889	0.00931889	0.00931889	0.00931889	0.1913492	0.0735897	0.07358967	0.1266331
765	1	-32.48811	-34.75905	2.270944	0.05419522	0.1285689	0.00229685	0.00229685	0.00229685	0.00229685	0.00229685	0.00229685	0.00229685	0.00229685	0.00229685	0.00229685	0.00229685	0.00229685	0.00229685	0.00229685	0.00229685	0.00229685	0.00229685	0.00229685	0.00229685	0.00229685	0.00229685	0.00229685	0.00229685	0.222676	0.0541952	0.05419522	0.04238098
766	0	-31.70361	-36.28115	4.577546	0.0433212	0.03270206	0.00317601	0.00317601	0.00317601	0.00317601	0.00317601	0.00317601	0.00317601	0.00317601	0.00317601	0.00317601	0.00317601	0.00317601	0.00317601	0.00317601	0.00317601	0.00317601	0.00317601	0.00317601	0.00317601	0.00317601	0.00317601	0.00317601	0.00317601	0.1430141	0.0433212	0.0433212	0.07331313
767	1	-32.28013	-35.58268	3.302553	0.04580181	0.08648583	0.00621316	0.00621316	0.00621316	0.00621316	0.00621316	0.00621316	0.00621316	0.00621316	0.00621316	0.00621316	0.00621316	0.00621316	0.00621316	0.00621316	0.00621316	0.00621316	0.00621316	0.00621316	0.00621316	0.00621316	0.00621316	0.00621316	0.00621316	0.2041529	0.0458018	0.04580181	0.1356532
768	0	-32.82464	-36.99005	4.16541	0.04753212	0.02535859	0.00202322	0.00202322	0.00202322	0.00202322	0.00202322	0.00202322	0.00202322	0.00202322	0.00202322	0.00202322	0.00202322	0.00202322	0.00202322	0.00202322	0.00202322	0.00202322	0.00202322	0.00202322	0.00202322	0.00202322	0.00202322	0.00202322	0.00202322	0.1702217	0.0475321	0.04753212	0.04256542
769	1	-32.45341	-35.7618	3.30839	0.05504132	0.06716322	0.0158915	0.0158915	0.0158915	0.0158915	0.0158915	0.0158915	0.0158915	0.0158915	0.0158915	0.0158915	0.0158915	0.0158915	0.0158915	0.0158915	0.0158915	0.0158915	0.0158915	0.0158915	0.0158915	0.0158915	0.0158915	0.0158915	0.0158915	0.1760473	0.0550413	0.05504132	0.2887195
770	0	-34.5812	-40.216	5.634803	0.04428214	0.0275378	0.0155312	0.0155312	0.0155312	0.0155312	0.0155312	0.0155312	0.0155312	0.0155312	0.0155312	0.0155312	0.0155312	0.0155312	0.0155312	0.0155312	0.0155312	0.0155312	0.0155312	0.0155312	0.0155312	0.0155312	0.0155312	0.0155312	0.0155312	0.0375807	0.0442821	0.04428214	0.3507335
771	1	-33.14849	-36.79564	3.647154	0.04845333	0.2071313	0.0150424	0.0150424	0.0150424	0.0150424	0.0150424	0.0150424	0.0150424	0.0150424	0.0150424	0.0150424	0.0150424	0.0150424	0.0150424	0.0150424	0.0150424	0.0150424	0.0150424	0.0150424	0.0150424	0.0150424	0.0150424	0.0150424	0.0150424	0.0356041	0.0484533	0.04845333	0.3104508
772	0	-31.12398	-35.41552	4.291544	0.05634177	0.0925348	0.00733523	0.00733523	0.00733523	0.00733523	0.00733523	0.00733523	0.00733523	0.00733523	0.00733523	0.00733523	0.00733523	0.00733523	0.00733523	0.00733523	0.00733523	0.00733523	0.00733523	0.00733523	0.00733523	0.00733523	0.00733523	0.00733523	0.00733523	0.0457671	0.0563418	0.05634177	0.1301916
773	1	-33.46819	-38.20565	4.737466	0.04326592	0.1518734	0.0240644	0.0240644	0.0240644	0.0240644	0.0240644	0.0240644	0.0240644	0.0240644	0.0240644	0.0240644	0.0240644	0.0240644	0.0240644	0.0240644	0.0240644	0.0240644	0.0240644	0.0240644	0.0240644	0.0240644	0.0240644	0.0240644	0.0240644	0.00813099	0.0432659	0.04326592	0.5561984
774	0	-31.0779	-34.9777	3.899799	0.05294953	0.07911318	0.00106423	0.00106423	0.00106423	0.00106423	0.00106423	0.00106423	0.00106423	0.00106423	0.00106423	0.00106423	0.00106423	0.00106423	0.00106423	0.00106423	0.00106423	0.00106423	0.00106423	0.00106423	0.00106423	0.00106423	0.00106423	0.00106423	0.00106423	0.1155619	0.0529495	0.05294953	0.02009902
775	1	-32.09752	-37.5782	5.480679	0.04703112	0.0554794	0.00802729	0.00802729	0.00802729	0.00802729	0.00802729	0.00802729	0.00802729	0.00802729	0.00802729	0.00802729	0.00802729	0.00802729	0.00802729	0.00802729	0.00802729	0.00802729	0.00802729	0.00802729	0.00802729	0.00802729	0.00802729	0.00802729	0.00802729	0.01111415	0.0470311	0.04703112	0.1706804
776	0	-32.91949	-35.46628	2.546792	0.05294953	0.1557821	0.0190774	0.0190774	0.0190774	0.0190774	0.0190774	0.0190774	0.0190774	0.0190774	0.0190774	0.0190774	0.0190774	0.0190774	0.0190774	0.0190774	0.0190774	0.0190774	0.0190774	0.0190774	0.0190774	0.0190774	0.0190774	0.0190774	0.0190774	0.1741936	0.0529495	0.05294953	0.3602944
777	1	-30.81537	-35.22252	4.407148	0.04703112	0.1365834	0.00758667	0.00758667	0.00758667	0.00758667	0.00758667	0.00758667	0.00758667	0.00758667	0.00758667	0.00758667	0.00758667	0.00758667	0.00758667	0.00758667	0.00758667	0.00758667	0.00758667	0.00758667	0.00758667	0.00758667	0.00758667	0.00758667	0.00758667	0.03736323	0.0470311	0.04703112	0.1613117
778	0	-34.00959	-36.06986	2.060273	0.07504921	0.2089855	0.0103339	0.0103339	0.0103339	0.0103339	0.0103339	0.0103339	0.0103339	0.0103339	0.0103339	0.0103339	0.0103339	0.0103339	0.0103339	0.0103339	0.0103339	0.0103339	0.0103339	0.0103339	0.0103339	0.0103339	0.0103339	0.0103339	0.0103339	0.05759652	0.0750492	0.07504921	0.1376952
779	1	-32.90886	-36.00034	3.091476	0.07869103	0.1014711	0.0186842	0.0186842	0.0186842	0.0186842	0.0186842	0.0186842	0.0186842	0.0186842	0.0186842	0.0186842	0.0186842	0.0186842	0.0186842	0.0186842	0.0186842	0.0186842	0.0186842	0.0186842	0.0186842	0.0186842	0.0186842	0.0186842	0.0186842	0.04352644	0.078691	0.07869103	0.2374376
780	0	-32.43703	-36.68434	4.247311	0.03595645	0.05910339	0.00317405	0.00317405	0.00317405	0.00317405	0.00317405	0.00317405	0.00317405	0.00317405	0.00317405	0.00317405	0.00317405	0.00317405	0.00317405	0.00317405	0.00317405	0.00317405	0.00317405	0.00317405	0.00317405	0.00317405	0.00317405	0.00317405	0.00317405	0.1869756	0.0359565	0.03595645	0.08827496
781	1	-32.76945	-37.56724	4.797789	0.03410148	0.03021494	0.000577471	0.000577471	0.000577471	0.000577471	0.000577471	0.000577471	0.000577471	0.000577471	0.000577471	0.000577471	0.000577471	0.000577471	0.000577471	0.000577471	0.000577471	0.000577471	0.000577471	0.000577471	0.000577471	0.000577471	0.000577471	0.000577471	0.000577471	0.1702211	0.0341015	0.03410148	0.0169339
782	0	-32.78512	-38.79428	6.009158	0.02245712	0.06934918	0.000543895	0.000543895	0.000543895	0.000543895	0.000543895	0.000543895	0.000543895	0.000543895	0.000543895	0.000543895	0.000543895	0.000543895	0.000543895	0.000543895	0.000543895	0.000543895	0.000543895	0.000543895	0.000543895	0.000543895	0.000543895	0.000543895	0.000543895	0.06898696	0.0224571	0.02245712	0.02421929
783	1	-32.00317	-36.47373	4.470562	0.04959795	0.07192287	0.0175443	0.0175443	0.0175443	0.0175443	0.0175443	0.0175443	0.0175443	0.0175443	0.0175443	0.0175443	0.0175443	0.0175443	0.0175443	0.0175443	0.0175443	0.0175443	0.0175443	0.0175443	0.0175443	0.0175443	0.0175443	0.0175443	0.0175443	0.08266849	0.0495979	0.04959795	0.3537296
784	0	-37.46384	-37.39213	-0.07171261	0.08414861	0.1319035	0.0330481	0.0330481	0.0330481	0.0330481	0.0330481	0.0330481	0.0330481	0.0330481	0.0330481	0.0330481	0.0330481	0.0330481	0.0330481	0.0330481	0.0330481	0.0330481	0.0330481	0.0330481	0.0330481	0.0330481	0.0330481	0.0330481	0.0330481	0.3017429	0.0841486	0.08414861	0.3927344
785	1	-32.92792	-35.27638	2.34846	0.06790436	0.09921511	0.0240418	0.0240418	0.0240418	0.0240418	0.0240418	0.0240418	0.0240418	0.0240418	0.0240418	0.0240418	0.0240418	0.0240418	0.0240418	0.0240418	0.0240418	0.0240418	0.0240418	0.0240418	0.0240418	0.0240418	0.0240418	0.0240418	0.0240418	0.1747727	0.0679044	0.06790436	0.3540532
786	0	-36.16586	-35.3285	-0.8373658	0.07777066	0.2486048	0.0211035	0.0211035	0.0211035	0.0211035	0.0211035	0.0211035	0.0211035	0.0211035	0.0211035	0.0211035	0.0211035	0.0211035	0.0211035	0.0211035	0.0211035	0.0211035	0.0211035	0.0211035	0.0211035	0.0211035	0.0211035	0.0211035	0.0211035	0.2939432	0.0777707	0.07777066	0.2713553
787	1	-33.72207	-36.23695	2.514882	0.07029367	0.05715425	0.0189421	0.0189421	0.0189421	0.0189421	0.0189421	0.0189421	0.0189421	0.0189421	0.0189421	0.0189421	0.0189421	0.0189421	0.0189421	0.0189421	0.0189421	0.0189421	0.0189421	0.0189421	0.0189421	0.0189421	0.0189421	0.0189421	0.0189421	0.1880775	0.0702937	0.07029367	0.2694703
