Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_fission	clado_fusion	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	gamma	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	total_speciation	turnover
847	1	-94.60663	-104.2271	9.620463	0.009460552	0.00721166	0.1869738	0.0007672835	0.110719	0.110719	0.110719	0.110719	0.110719	0.110719	0.110719	0.110719	0.110719	0.110719	0.110719	0.110719	0.110719	0.110719	0.110719	0.110719	0.110719	0.110719	0.110719	0.110719	0.110719	0.110719	0.110719	0.003161097	0.186974	0.00946055	0.00721166	0.203646	0.5436845
848	0	-93.65317	-104.1117	10.45849	0.005526279	0.004307826	0.1224705	0.008778662	0.0171092	0.0171092	0.0171092	0.0171092	0.0171092	0.0171092	0.0171092	0.0171092	0.0171092	0.0171092	0.0171092	0.0171092	0.0171092	0.0171092	0.0171092	0.0171092	0.0171092	0.0171092	0.0171092	0.0171092	0.0171092	0.0171092	0.0171092	0.006158859	0.12247	0.00552628	0.00430783	0.1323046	0.1293166
849	1	-93.84648	-103.1544	9.307885	0.0002778641	0.005080329	0.2191053	0.003402542	0.0890489	0.0890489	0.0890489	0.0890489	0.0890489	0.0890489	0.0890489	0.0890489	0.0890489	0.0890489	0.0890489	0.0890489	0.0890489	0.0890489	0.0890489	0.0890489	0.0890489	0.0890489	0.0890489	0.0890489	0.0890489	0.0890489	0.0890489	0.004117506	0.219105	0.000277864	0.00508033	0.2244635	0.3967189
850	0	-97.00212	-107.4467	10.44457	0.01235599	0.001488099	0.1224705	0.007308502	0.052167	0.052167	0.052167	0.052167	0.052167	0.052167	0.052167	0.052167	0.052167	0.052167	0.052167	0.052167	0.052167	0.052167	0.052167	0.052167	0.052167	0.052167	0.052167	0.052167	0.052167	0.052167	0.052167	0.003691154	0.12247	0.012356	0.0014881	0.1363146	0.382696
851	1	-93.09768	-102.3934	9.295706	0.0003135683	0.001302556	0.2191202	0.008653707	0.130379	0.130379	0.130379	0.130379	0.130379	0.130379	0.130379	0.130379	0.130379	0.130379	0.130379	0.130379	0.130379	0.130379	0.130379	0.130379	0.130379	0.130379	0.130379	0.130379	0.130379	0.130379	0.130379	0.005037666	0.21912	0.000313568	0.00130256	0.2207363	0.5906563
852	0	-93.78824	-103.8791	10.09082	0.008440106	0.002212522	0.1561869	0.003924722	0.0311736	0.0311736	0.0311736	0.0311736	0.0311736	0.0311736	0.0311736	0.0311736	0.0311736	0.0311736	0.0311736	0.0311736	0.0311736	0.0311736	0.0311736	0.0311736	0.0311736	0.0311736	0.0311736	0.0311736	0.0311736	0.0311736	0.0311736	0.001883593	0.156187	0.00844011	0.00221252	0.1668395	0.1868479
853	1	-92.57225	-101.8408	9.268509	0.0002597745	0.01004644	0.2191202	0.002095948	0.133615	0.133615	0.133615	0.133615	0.133615	0.133615	0.133615	0.133615	0.133615	0.133615	0.133615	0.133615	0.133615	0.133615	0.133615	0.133615	0.133615	0.133615	0.133615	0.133615	0.133615	0.133615	0.133615	0.002766079	0.21912	0.000259774	0.0100464	0.2294264	0.5823879
854	0	-95.50635	-105.6339	10.12756	0.006817332	0.01115476	0.1415195	0.004254869	0.0618709	0.0618709	0.0618709	0.0618709	0.0618709	0.0618709	0.0618709	0.0618709	0.0618709	0.0618709	0.0618709	0.0618709	0.0618709	0.0618709	0.0618709	0.0618709	0.0618709	0.0618709	0.0618709	0.0618709	0.0618709	0.0618709	0.0618709	0.00764395	0.141519	0.00681733	0.0111548	0.1594916	0.3879261
855	1	-93.14748	-102.4351	9.287611	0.005451073	0.004701861	0.2191202	0.0006865737	0.12757	0.12757	0.12757	0.12757	0.12757	0.12757	0.12757	0.12757	0.12757	0.12757	0.12757	0.12757	0.12757	0.12757	0.12757	0.12757	0.12757	0.12757	0.12757	0.12757	0.12757	0.12757	0.12757	0.002468941	0.21912	0.00545107	0.00470186	0.2292731	0.5564098
856	0	-91.12154	-101.5157	10.39419	0.0013679	0.003641274	0.1415195	0.001040247	0.00536932	0.00536932	0.00536932	0.00536932	0.00536932	0.00536932	0.00536932	0.00536932	0.00536932	0.00536932	0.00536932	0.00536932	0.00536932	0.00536932	0.00536932	0.00536932	0.00536932	0.00536932	0.00536932	0.00536932	0.00536932	0.00536932	0.00536932	0.001423657	0.141519	0.0013679	0.00364127	0.1465287	0.03664348
857	1	-93.37863	-103.4533	10.07468	0.008749223	0.003472752	0.1593673	0.0002783419	0.0407374	0.0407374	0.0407374	0.0407374	0.0407374	0.0407374	0.0407374	0.0407374	0.0407374	0.0407374	0.0407374	0.0407374	0.0407374	0.0407374	0.0407374	0.0407374	0.0407374	0.0407374	0.0407374	0.0407374	0.0407374	0.0407374	0.0407374	0.0008317229	0.159367	0.00874922	0.00347275	0.1715892	0.2374125
858	0	-90.77352	-101.1416	10.36811	0.001818649	0.005575405	0.1415195	0.0008851289	0.0499478	0.0499478	0.0499478	0.0499478	0.0499478	0.0499478	0.0499478	0.0499478	0.0499478	0.0499478	0.0499478	0.0499478	0.0499478	0.0499478	0.0499478	0.0499478	0.0499478	0.0499478	0.0499478	0.0499478	0.0499478	0.0499478	0.0499478	0.001017331	0.141519	0.00181865	0.00557541	0.1489135	0.3354148
859	1	-92.49871	-102.5766	10.07793	0.001101708	0.009825451	0.1593673	0.0002534002	0.0267655	0.0267655	0.0267655	0.0267655	0.0267655	0.0267655	0.0267655	0.0267655	0.0267655	0.0267655	0.0267655	0.0267655	0.0267655	0.0267655	0.0267655	0.0267655	0.0267655	0.0267655	0.0267655	0.0267655	0.0267655	0.0267655	0.0267655	0.002251726	0.159367	0.00110171	0.00982545	0.1702944	0.1571719
860	0	-92.56805	-102.8536	10.28556	0.001345262	0.007640165	0.1415195	0.001260833	0.0171471	0.0171471	0.0171471	0.0171471	0.0171471	0.0171471	0.0171471	0.0171471	0.0171471	0.0171471	0.0171471	0.0171471	0.0171471	0.0171471	0.0171471	0.0171471	0.0171471	0.0171471	0.0171471	0.0171471	0.0171471	0.0171471	0.0171471	0.006781234	0.141519	0.00134526	0.00764017	0.1505049	0.1139305
861	1	-92.04197	-102.6329	10.59097	0.0009312218	0.0008159108	0.1279952	0.0006986075	0.0152406	0.0152406	0.0152406	0.0152406	0.0152406	0.0152406	0.0152406	0.0152406	0.0152406	0.0152406	0.0152406	0.0152406	0.0152406	0.0152406	0.0152406	0.0152406	0.0152406	0.0152406	0.0152406	0.0152406	0.0152406	0.0152406	0.0152406	0.004395534	0.127995	0.000931222	0.000815911	0.1297424	0.1174684
862	0	-93.47227	-103.6725	10.20024	0.002019163	0.01118851	0.1415195	0.00372941	0.0420265	0.0420265	0.0420265	0.0420265	0.0420265	0.0420265	0.0420265	0.0420265	0.0420265	0.0420265	0.0420265	0.0420265	0.0420265	0.0420265	0.0420265	0.0420265	0.0420265	0.0420265	0.0420265	0.0420265	0.0420265	0.0420265	0.0420265	0.00723395	0.141519	0.00201916	0.0111885	0.1547272	0.2716167
863	1	-94.96915	-105.4706	10.50145	0.007022086	0.002852087	0.1279952	0.001208267	0.0563528	0.0563528	0.0563528	0.0563528	0.0563528	0.0563528	0.0563528	0.0563528	0.0563528	0.0563528	0.0563528	0.0563528	0.0563528	0.0563528	0.0563528	0.0563528	0.0563528	0.0563528	0.0563528	0.0563528	0.0563528	0.0563528	0.0563528	0.002037024	0.127995	0.00702209	0.00285209	0.1378694	0.4087406
864	0	-92.25483	-102.013	9.758134	0.001969136	0.009064186	0.1823122	0.002641209	0.0675449	0.0675449	0.0675449	0.0675449	0.0675449	0.0675449	0.0675449	0.0675449	0.0675449	0.0675449	0.0675449	0.0675449	0.0675449	0.0675449	0.0675449	0.0675449	0.0675449	0.0675449	0.0675449	0.0675449	0.0675449	0.0675449	0.0675449	0.00120923	0.182312	0.00196914	0.00906419	0.1933455	0.349348
865	1	-91.73021	-102.1828	10.4526	0.004234069	0.01009981	0.1279952	0.0006528085	0.0326094	0.0326094	0.0326094	0.0326094	0.0326094	0.0326094	0.0326094	0.0326094	0.0326094	0.0326094	0.0326094	0.0326094	0.0326094	0.0326094	0.0326094	0.0326094	0.0326094	0.0326094	0.0326094	0.0326094	0.0326094	0.0326094	0.0326094	0.001551137	0.127995	0.00423407	0.0100998	0.1423291	0.2291128
866	0	-94.56424	-105.222	10.65772	0.001330824	0.008669488	0.1100686	0.003122919	0.0291157	0.0291157	0.0291157	0.0291157	0.0291157	0.0291157	0.0291157	0.0291157	0.0291157	0.0291157	0.0291157	0.0291157	0.0291157	0.0291157	0.0291157	0.0291157	0.0291157	0.0291157	0.0291157	0.0291157	0.0291157	0.0291157	0.0291157	0.008152697	0.110069	0.00133082	0.00866949	0.1200689	0.2424914
867	1	-92.37163	-102.7921	10.42046	0.001257865	0.01304633	0.1279952	0.002936093	0.00941953	0.00941953	0.00941953	0.00941953	0.00941953	0.00941953	0.00941953	0.00941953	0.00941953	0.00941953	0.00941953	0.00941953	0.00941953	0.00941953	0.00941953	0.00941953	0.00941953	0.00941953	0.00941953	0.00941953	0.00941953	0.00941953	0.00941953	0.002520944	0.127995	0.00125786	0.0130463	0.1422994	0.06619513
868	0	-94.06779	-104.6844	10.61666	0.00113006	0.01395155	0.1100686	0.001907153	0.0263552	0.0263552	0.0263552	0.0263552	0.0263552	0.0263552	0.0263552	0.0263552	0.0263552	0.0263552	0.0263552	0.0263552	0.0263552	0.0263552	0.0263552	0.0263552	0.0263552	0.0263552	0.0263552	0.0263552	0.0263552	0.0263552	0.0263552	0.006721415	0.110069	0.00113006	0.0139515	0.1251502	0.2105882
869	1	-94.76979	-105.8334	11.06356	0.001668486	0.003727673	0.08586448	0.003108052	0.00306457	0.00306457	0.00306457	0.00306457	0.00306457	0.00306457	0.00306457	0.00306457	0.00306457	0.00306457	0.00306457	0.00306457	0.00306457	0.00306457	0.00306457	0.00306457	0.00306457	0.00306457	0.00306457	0.00306457	0.00306457	0.00306457	0.00306457	0.005868882	0.0858645	0.00166849	0.00372767	0.09126064	0.03358038
870	0	-92.00614	-102.9969	10.99081	0.001399275	0.001381841	0.09811437	0.001077799	0.00224807	0.00224807	0.00224807	0.00224807	0.00224807	0.00224807	0.00224807	0.00224807	0.00224807	0.00224807	0.00224807	0.00224807	0.00224807	0.00224807	0.00224807	0.00224807	0.00224807	0.00224807	0.00224807	0.00224807	0.00224807	0.00224807	0.00224807	0.00236949	0.0981144	0.00139928	0.00138184	0.1008955	0.02228116
871	1	-94.49646	-104.5943	10.09782	0.001246554	0.002812932	0.1519285	0.009531269	0.0625612	0.0625612	0.0625612	0.0625612	0.0625612	0.0625612	0.0625612	0.0625612	0.0625612	0.0625612	0.0625612	0.0625612	0.0625612	0.0625612	0.0625612	0.0625612	0.0625612	0.0625612	0.0625612	0.0625612	0.0625612	0.0625612	0.0625612	0.009997743	0.151929	0.00124655	0.00281293	0.155988	0.4010644
872	0	-99.67055	-110.8874	11.21681	0.008038016	0.006203058	0.06821014	0.001589923	0.00600683	0.00600683	0.00600683	0.00600683	0.00600683	0.00600683	0.00600683	0.00600683	0.00600683	0.00600683	0.00600683	0.00600683	0.00600683	0.00600683	0.00600683	0.00600683	0.00600683	0.00600683	0.00600683	0.00600683	0.00600683	0.00600683	0.00600683	0.00376954	0.0682101	0.00803802	0.00620306	0.08245122	0.07285312
873	1	-95.89198	-105.5715	9.679551	0.002727149	0.01261009	0.1733129	0.01123039	0.0785749	0.0785749	0.0785749	0.0785749	0.0785749	0.0785749	0.0785749	0.0785749	0.0785749	0.0785749	0.0785749	0.0785749	0.0785749	0.0785749	0.0785749	0.0785749	0.0785749	0.0785749	0.0785749	0.0785749	0.0785749	0.0785749	0.0785749	0.006718438	0.173313	0.00272715	0.0126101	0.1886502	0.4165112
874	0	-96.05575	-106.8828	10.82709	0.006352589	0.00840976	0.09411783	0.005172276	0.0204827	0.0204827	0.0204827	0.0204827	0.0204827	0.0204827	0.0204827	0.0204827	0.0204827	0.0204827	0.0204827	0.0204827	0.0204827	0.0204827	0.0204827	0.0204827	0.0204827	0.0204827	0.0204827	0.0204827	0.0204827	0.0204827	0.0204827	0.004035599	0.0941178	0.00635259	0.00840976	0.1088802	0.1881215
875	1	-96.52969	-106.5615	10.03177	0.001827434	0.012881	0.1449149	0.00473012	0.0285148	0.0285148	0.0285148	0.0285148	0.0285148	0.0285148	0.0285148	0.0285148	0.0285148	0.0285148	0.0285148	0.0285148	0.0285148	0.0285148	0.0285148	0.0285148	0.0285148	0.0285148	0.0285148	0.0285148	0.0285148	0.0285148	0.0285148	0.01657263	0.144915	0.00182743	0.012881	0.1596233	0.178638
876	0	-90.07158	-100.7333	10.66168	0.0004046752	0.003788303	0.1208856	0.001468231	0.0113936	0.0113936	0.0113936	0.0113936	0.0113936	0.0113936	0.0113936	0.0113936	0.0113936	0.0113936	0.0113936	0.0113936	0.0113936	0.0113936	0.0113936	0.0113936	0.0113936	0.0113936	0.0113936	0.0113936	0.0113936	0.0113936	0.0113936	0.002753703	0.120886	0.000404675	0.0037883	0.1250786	0.09109151
877	1	-96.69734	-106.2673	9.569935	0.0004042794	0.007744198	0.1866839	0.002218436	0.106514	0.106514	0.106514	0.106514	0.106514	0.106514	0.106514	0.106514	0.106514	0.106514	0.106514	0.106514	0.106514	0.106514	0.106514	0.106514	0.106514	0.106514	0.106514	0.106514	0.106514	0.106514	0.106514	0.01847599	0.186684	0.000404279	0.0077442	0.1948323	0.546696
878	0	-90.96243	-101.5831	10.6207	0.004564437	0.002841665	0.1208856	0.003205967	0.0132881	0.0132881	0.0132881	0.0132881	0.0132881	0.0132881	0.0132881	0.0132881	0.0132881	0.0132881	0.0132881	0.0132881	0.0132881	0.0132881	0.0132881	0.0132881	0.0132881	0.0132881	0.0132881	0.0132881	0.0132881	0.0132881	0.0132881	0.0008430203	0.120886	0.00456444	0.00284167	0.1282918	0.1035773
879	1	-98.91271	-108.6155	9.702775	0.002078986	0.01820202	0.1573227	0.009413197	0.0513487	0.0513487	0.0513487	0.0513487	0.0513487	0.0513487	0.0513487	0.0513487	0.0513487	0.0513487	0.0513487	0.0513487	0.0513487	0.0513487	0.0513487	0.0513487	0.0513487	0.0513487	0.0513487	0.0513487	0.0513487	0.0513487	0.0513487	0.02089386	0.157323	0.00207899	0.018202	0.1776037	0.2891197
880	0	-91.22922	-101.8357	10.60649	0.003198226	0.006369794	0.1208856	0.001584141	0.0282654	0.0282654	0.0282654	0.0282654	0.0282654	0.0282654	0.0282654	0.0282654	0.0282654	0.0282654	0.0282654	0.0282654	0.0282654	0.0282654	0.0282654	0.0282654	0.0282654	0.0282654	0.0282654	0.0282654	0.0282654	0.0282654	0.0282654	0.00101329	0.120886	0.00319823	0.00636979	0.1304537	0.2166699
881	1	-93.93604	-104.8649	10.9289	0.002172129	0.004375193	0.0956341	0.00418606	0.0134617	0.0134617	0.0134617	0.0134617	0.0134617	0.0134617	0.0134617	0.0134617	0.0134617	0.0134617	0.0134617	0.0134617	0.0134617	0.0134617	0.0134617	0.0134617	0.0134617	0.0134617	0.0134617	0.0134617	0.0134617	0.0134617	0.0134617	0.003743953	0.0956341	0.00217213	0.00437519	0.1021814	0.1317429
882	0	-90.01122	-100.627	10.61574	0.0006683818	0.008358339	0.1208856	0.001160746	0.00984327	0.00984327	0.00984327	0.00984327	0.00984327	0.00984327	0.00984327	0.00984327	0.00984327	0.00984327	0.00984327	0.00984327	0.00984327	0.00984327	0.00984327	0.00984327	0.00984327	0.00984327	0.00984327	0.00984327	0.00984327	0.00984327	0.00984327	0.001231024	0.120886	0.000668382	0.00835834	0.1299124	0.07576851
883	1	-95.01482	-105.6801	10.66526	0.0003666462	0.01057484	0.102408	0.005180379	0.00593298	0.00593298	0.00593298	0.00593298	0.00593298	0.00593298	0.00593298	0.00593298	0.00593298	0.00593298	0.00593298	0.00593298	0.00593298	0.00593298	0.00593298	0.00593298	0.00593298	0.00593298	0.00593298	0.00593298	0.00593298	0.00593298	0.00593298	0.01427134	0.102408	0.000366646	0.0105748	0.1133495	0.05234235
884	0	-89.23559	-99.90581	10.67021	0.0005283081	0.004580797	0.1208856	0.002001189	0.00434275	0.00434275	0.00434275	0.00434275	0.00434275	0.00434275	0.00434275	0.00434275	0.00434275	0.00434275	0.00434275	0.00434275	0.00434275	0.00434275	0.00434275	0.00434275	0.00434275	0.00434275	0.00434275	0.00434275	0.00434275	0.00434275	0.00434275	0.0001494573	0.120886	0.000528308	0.0045808	0.1259948	0.0344677
885	1	-101.2691	-111.4199	10.15081	0.01499971	0.02823748	0.102408	0.01676043	0.0345728	0.0345728	0.0345728	0.0345728	0.0345728	0.0345728	0.0345728	0.0345728	0.0345728	0.0345728	0.0345728	0.0345728	0.0345728	0.0345728	0.0345728	0.0345728	0.0345728	0.0345728	0.0345728	0.0345728	0.0345728	0.0345728	0.0345728	0.01121515	0.102408	0.0149997	0.0282375	0.1456452	0.237377
886	0	-92.24666	-102.7583	10.51167	0.005978065	0.009142612	0.1208856	0.004540365	0.0179426	0.0179426	0.0179426	0.0179426	0.0179426	0.0179426	0.0179426	0.0179426	0.0179426	0.0179426	0.0179426	0.0179426	0.0179426	0.0179426	0.0179426	0.0179426	0.0179426	0.0179426	0.0179426	0.0179426	0.0179426	0.0179426	0.0179426	0.0001591388	0.120886	0.00597806	0.00914261	0.1360063	0.131925
887	1	-99.2559	-109.6661	10.4102	0.009323823	0.009009699	0.102408	0.006946832	0.00778824	0.00778824	0.00778824	0.00778824	0.00778824	0.00778824	0.00778824	0.00778824	0.00778824	0.00778824	0.00778824	0.00778824	0.00778824	0.00778824	0.00778824	0.00778824	0.00778824	0.00778824	0.00778824	0.00778824	0.00778824	0.00778824	0.00778824	0.02818687	0.102408	0.00932382	0.0090097	0.1207415	0.06450342
888	0	-94.05412	-104.5724	10.51825	0.007795481	0.004792553	0.1208856	0.006921074	0.041229	0.041229	0.041229	0.041229	0.041229	0.041229	0.041229	0.041229	0.041229	0.041229	0.041229	0.041229	0.041229	0.041229	0.041229	0.041229	0.041229	0.041229	0.041229	0.041229	0.041229	0.041229	0.041229	0.0004861213	0.120886	0.00779548	0.00479255	0.1334737	0.3088924
889	1	-96.57289	-107.1644	10.59149	0.0153876	0.003392357	0.102408	0.01060607	0.0123776	0.0123776	0.0123776	0.0123776	0.0123776	0.0123776	0.0123776	0.0123776	0.0123776	0.0123776	0.0123776	0.0123776	0.0123776	0.0123776	0.0123776	0.0123776	0.0123776	0.0123776	0.0123776	0.0123776	0.0123776	0.0123776	0.0123776	0.005804874	0.102408	0.0153876	0.00339236	0.121188	0.1021359
890	0	-90.70668	-101.0989	10.39222	0.0001569168	0.007266095	0.1365983	0.005498977	0.0268443	0.0268443	0.0268443	0.0268443	0.0268443	0.0268443	0.0268443	0.0268443	0.0268443	0.0268443	0.0268443	0.0268443	0.0268443	0.0268443	0.0268443	0.0268443	0.0268443	0.0268443	0.0268443	0.0268443	0.0268443	0.0268443	0.0268443	0.0004938985	0.136598	0.000156917	0.0072661	0.1440213	0.1863914
891	1	-96.91219	-107.3052	10.39303	0.008909924	0.004563398	0.1144284	0.02124657	0.0206215	0.0206215	0.0206215	0.0206215	0.0206215	0.0206215	0.0206215	0.0206215	0.0206215	0.0206215	0.0206215	0.0206215	0.0206215	0.0206215	0.0206215	0.0206215	0.0206215	0.0206215	0.0206215	0.0206215	0.0206215	0.0206215	0.0206215	0.006088351	0.114428	0.00890992	0.0045634	0.1279018	0.1612291
892	0	-90.43715	-101.0608	10.62362	0.0004749698	0.005435014	0.1216646	0.00418665	0.0232864	0.0232864	0.0232864	0.0232864	0.0232864	0.0232864	0.0232864	0.0232864	0.0232864	0.0232864	0.0232864	0.0232864	0.0232864	0.0232864	0.0232864	0.0232864	0.0232864	0.0232864	0.0232864	0.0232864	0.0232864	0.0232864	0.0232864	0.0005238332	0.121665	0.00047497	0.00543501	0.1275746	0.1825319
893	1	-94.3448	-104.8848	10.54004	0.005288453	0.003646461	0.1144284	0.01376237	0.0157695	0.0157695	0.0157695	0.0157695	0.0157695	0.0157695	0.0157695	0.0157695	0.0157695	0.0157695	0.0157695	0.0157695	0.0157695	0.0157695	0.0157695	0.0157695	0.0157695	0.0157695	0.0157695	0.0157695	0.0157695	0.0157695	0.0157695	0.004902733	0.114428	0.00528845	0.00364646	0.1233634	0.1278299
894	0	-95.55057	-105.8727	10.3221	0.01427619	0.0132584	0.1216646	0.005409964	0.0238653	0.0238653	0.0238653	0.0238653	0.0238653	0.0238653	0.0238653	0.0238653	0.0238653	0.0238653	0.0238653	0.0238653	0.0238653	0.0238653	0.0238653	0.0238653	0.0238653	0.0238653	0.0238653	0.0238653	0.0238653	0.0238653	0.0238653	0.0007134977	0.121665	0.0142762	0.0132584	0.1491992	0.1599558
895	1	-97.35654	-107.8226	10.46605	0.0141626	0.01720546	0.1036064	0.007315944	0.0270841	0.0270841	0.0270841	0.0270841	0.0270841	0.0270841	0.0270841	0.0270841	0.0270841	0.0270841	0.0270841	0.0270841	0.0270841	0.0270841	0.0270841	0.0270841	0.0270841	0.0270841	0.0270841	0.0270841	0.0270841	0.0270841	0.0270841	0.003317247	0.103606	0.0141626	0.0172055	0.1349745	0.200661
896	0	-94.45942	-104.8839	10.42453	0.01480738	0.003739724	0.1216646	0.007314825	0.0165187	0.0165187	0.0165187	0.0165187	0.0165187	0.0165187	0.0165187	0.0165187	0.0165187	0.0165187	0.0165187	0.0165187	0.0165187	0.0165187	0.0165187	0.0165187	0.0165187	0.0165187	0.0165187	0.0165187	0.0165187	0.0165187	0.0165187	0.0005099068	0.121665	0.0148074	0.00373972	0.1402117	0.1178124
897	1	-93.85188	-104.6323	10.78047	0.006108876	0.005784752	0.1036064	0.003176328	0.0232484	0.0232484	0.0232484	0.0232484	0.0232484	0.0232484	0.0232484	0.0232484	0.0232484	0.0232484	0.0232484	0.0232484	0.0232484	0.0232484	0.0232484	0.0232484	0.0232484	0.0232484	0.0232484	0.0232484	0.0232484	0.0232484	0.0232484	0.001896464	0.103606	0.00610888	0.00578475	0.1155	0.2012846
898	0	-91.77454	-102.3545	10.58	0.002069851	0.001896881	0.1209768	0.01213485	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248	0.0004337585	0.120977	0.00206985	0.00189688	0.1249435	0.1330584
899	1	-94.26509	-104.8182	10.55315	0.002413083	0.01683443	0.1120138	0.005987483	0.0233042	0.0233042	0.0233042	0.0233042	0.0233042	0.0233042	0.0233042	0.0233042	0.0233042	0.0233042	0.0233042	0.0233042	0.0233042	0.0233042	0.0233042	0.0233042	0.0233042	0.0233042	0.0233042	0.0233042	0.0233042	0.0233042	0.0233042	0.0008700523	0.112014	0.00241308	0.0168344	0.1312613	0.1775407
900	0	-94.73445	-105.1915	10.45703	0.0001968393	0.006986195	0.1209768	0.02003172	0.0137526	0.0137526	0.0137526	0.0137526	0.0137526	0.0137526	0.0137526	0.0137526	0.0137526	0.0137526	0.0137526	0.0137526	0.0137526	0.0137526	0.0137526	0.0137526	0.0137526	0.0137526	0.0137526	0.0137526	0.0137526	0.0137526	0.0137526	0.0005602786	0.120977	0.000196839	0.0069862	0.1281598	0.1073086
901	1	-97.21624	-107.6087	10.39249	0.01536995	3.564184e-05	0.1120138	0.02697787	0.0146613	0.0146613	0.0146613	0.0146613	0.0146613	0.0146613	0.0146613	0.0146613	0.0146613	0.0146613	0.0146613	0.0146613	0.0146613	0.0146613	0.0146613	0.0146613	0.0146613	0.0146613	0.0146613	0.0146613	0.0146613	0.0146613	0.0146613	0.001051644	0.112014	0.0153699	3.56418e-05	0.1274194	0.115063
902	0	-98.6945	-108.8461	10.15162	0.01312438	0.01497517	0.1209768	0.01983407	0.0245596	0.0245596	0.0245596	0.0245596	0.0245596	0.0245596	0.0245596	0.0245596	0.0245596	0.0245596	0.0245596	0.0245596	0.0245596	0.0245596	0.0245596	0.0245596	0.0245596	0.0245596	0.0245596	0.0245596	0.0245596	0.0245596	0.0245596	0.003500914	0.120977	0.0131244	0.0149752	0.1490763	0.1647453
903	1	-93.90001	-104.4831	10.58314	0.004627961	0.003977046	0.1140025	0.01512097	0.0191466	0.0191466	0.0191466	0.0191466	0.0191466	0.0191466	0.0191466	0.0191466	0.0191466	0.0191466	0.0191466	0.0191466	0.0191466	0.0191466	0.0191466	0.0191466	0.0191466	0.0191466	0.0191466	0.0191466	0.0191466	0.0191466	0.0191466	0.0002390456	0.114002	0.00462796	0.00397705	0.1226075	0.156162
904	0	-95.85593	-105.7771	9.921177	0.005872008	0.008402492	0.1577561	0.01340182	0.0366998	0.0366998	0.0366998	0.0366998	0.0366998	0.0366998	0.0366998	0.0366998	0.0366998	0.0366998	0.0366998	0.0366998	0.0366998	0.0366998	0.0366998	0.0366998	0.0366998	0.0366998	0.0366998	0.0366998	0.0366998	0.0366998	0.0366998	0.002471525	0.157756	0.00587201	0.00840249	0.1720306	0.2133328
905	1	-97.93484	-108.0755	10.14067	0.009988316	0.009020676	0.1288294	0.02591577	0.0388574	0.0388574	0.0388574	0.0388574	0.0388574	0.0388574	0.0388574	0.0388574	0.0388574	0.0388574	0.0388574	0.0388574	0.0388574	0.0388574	0.0388574	0.0388574	0.0388574	0.0388574	0.0388574	0.0388574	0.0388574	0.0388574	0.0388574	0.000159639	0.128829	0.00998832	0.00902068	0.1478384	0.2628369
906	0	-92.91485	-103.5709	10.65602	0.0002129983	0.01054455	0.1089659	0.004938696	0.0080947	0.0080947	0.0080947	0.0080947	0.0080947	0.0080947	0.0080947	0.0080947	0.0080947	0.0080947	0.0080947	0.0080947	0.0080947	0.0080947	0.0080947	0.0080947	0.0080947	0.0080947	0.0080947	0.0080947	0.0080947	0.0080947	0.0080947	0.006965896	0.108966	0.000212998	0.0105445	0.1197234	0.06761169
907	1	-92.89591	-103.184	10.28811	0.0007436311	0.01110992	0.1374408	0.009088186	0.0319628	0.0319628	0.0319628	0.0319628	0.0319628	0.0319628	0.0319628	0.0319628	0.0319628	0.0319628	0.0319628	0.0319628	0.0319628	0.0319628	0.0319628	0.0319628	0.0319628	0.0319628	0.0319628	0.0319628	0.0319628	0.0319628	0.0319628	0.0003075003	0.137441	0.000743631	0.0111099	0.1492944	0.2140925
908	0	-92.56533	-103.0898	10.52446	0.0008108516	0.0002074199	0.1275297	0.005017767	0.0200687	0.0200687	0.0200687	0.0200687	0.0200687	0.0200687	0.0200687	0.0200687	0.0200687	0.0200687	0.0200687	0.0200687	0.0200687	0.0200687	0.0200687	0.0200687	0.0200687	0.0200687	0.0200687	0.0200687	0.0200687	0.0200687	0.0200687	0.008315043	0.12753	0.000810852	0.00020742	0.1285479	0.1561187
909	1	-91.31073	-101.7129	10.40215	0.001999482	0.007813681	0.1345842	0.00373952	0.0108949	0.0108949	0.0108949	0.0108949	0.0108949	0.0108949	0.0108949	0.0108949	0.0108949	0.0108949	0.0108949	0.0108949	0.0108949	0.0108949	0.0108949	0.0108949	0.0108949	0.0108949	0.0108949	0.0108949	0.0108949	0.0108949	0.0108949	0.0007610998	0.134584	0.00199948	0.00781368	0.1443973	0.07545052
