Iteration	Replicate_ID	Posterior	Likelihood	Prior	delta	gamma
392	0	-12.36277	-15.87896	3.516189	0.03735552	0.07154264
393	1	-13.31324	-16.42723	3.113989	0.0316803	0.1174379
394	0	-12.29155	-15.83106	3.539517	0.06053993	0.04602541
395	1	-12.93252	-16.2094	3.276875	0.02143605	0.1113934
396	0	-12.79706	-16.12811	3.331049	0.0883589	0.03905323
397	1	-11.39738	-15.43616	4.038787	0.01482427	0.04181404
398	0	-12.38429	-15.87963	3.495337	0.0992968	0.01168652
399	1	-11.02656	-15.25571	4.229153	0.02526477	0.01233696
400	0	-13.28773	-16.41462	3.126884	0.111458	0.03637065
401	1	-11.3656	-15.35667	3.991069	0.02469631	0.03671377
402	0	-12.44867	-15.92131	3.472644	0.07824054	0.03501204
403	1	-11.16279	-15.35669	4.193898	0.02198982	0.01913744
404	0	-13.78714	-16.69733	2.910196	0.1204794	0.049018
405	1	-11.26947	-15.44155	4.172079	0.01852858	0.0247805
406	0	-11.06413	-15.21614	4.152013	0.02810686	0.01720885
407	1	-11.51008	-15.43804	3.927956	0.01755928	0.05016212
408	0	-11.01484	-15.18952	4.174683	0.02868446	0.0143643
409	1	-12.06882	-15.71459	3.645766	0.01508419	0.08085624
410	0	-11.69646	-15.48251	3.786055	0.04787475	0.03403678
411	1	-11.6251	-15.49352	3.868421	0.007887414	0.06578751
412	0	-12.38634	-15.88091	3.494571	0.09886695	0.01219294
413	1	-11.86813	-15.6063	3.738167	0.005762885	0.08093745
414	0	-11.52719	-15.35287	3.825678	0.0729308	0.005018395
415	1	-11.64645	-15.50204	3.855594	0.00600472	0.06895289
416	0	-11.05548	-15.11109	4.055602	0.04300029	0.01195651
417	1	-11.51414	-15.46328	3.94914	0.008859021	0.05674395
418	0	-12.03156	-15.66356	3.631997	0.0897089	0.007608414
