Iteration	Replicate_ID	Posterior	Likelihood	Prior	delta	gamma
205	1	-12.92886	-15.02635	2.097492	0.1582049	0.09256294
206	2	-13.3618	-15.0258	1.663995	0.1409828	0.1531347
207	3	-15.11921	-15.03694	-0.08226447	0.2037442	0.2649993
208	0	-14.31839	-14.96937	0.6509822	0.1849269	0.2104919
209	1	-12.6485	-15.58944	2.940947	0.08889183	0.07753053
210	2	-13.24766	-15.02503	1.777371	0.1492678	0.1335121
211	3	-14.51524	-15.61245	1.097215	0.1155337	0.2352619
212	0	-14.2737	-15.36529	1.091587	0.1229447	0.2284136
213	1	-13.38803	-15.1286	1.740564	0.1072316	0.1792291
214	2	-14.13502	-15.4394	1.304382	0.1104495	0.2196293
215	3	-13.01938	-15.66442	2.645044	0.0579428	0.1380698
216	0	-13.39835	-15.02454	1.626183	0.1994565	0.09844214
217	1	-13.7417	-14.98407	1.242378	0.1675386	0.1687406
218	2	-13.83173	-14.96399	1.132261	0.2116998	0.1355912
219	3	-12.76558	-16.08939	3.323806	0.073634	0.05450244
220	0	-13.98308	-16.19674	2.213665	0.05518007	0.1839705
221	1	-12.94205	-16.38006	3.438012	0.06477598	0.05193984
222	2	-15.95386	-15.92895	-0.0249111	0.1638276	0.2991805
223	3	-12.72761	-15.25232	2.524708	0.1130121	0.09503409
224	0	-13.48562	-15.06507	1.579456	0.2055744	0.09699706
225	1	-12.66621	-15.68953	3.02332	0.08395585	0.07422916
226	2	-13.02396	-15.02645	2.00249	0.1777152	0.08255278
227	3	-14.11405	-15.27871	1.164657	0.2367296	0.1073217
228	0	-12.82552	-15.1863	2.360784	0.1181635	0.1062752
229	1	-12.65766	-15.11483	2.457162	0.1441711	0.07062972
230	2	-13.00968	-15.16332	2.153646	0.1072053	0.1379471
231	3	-13.65751	-15.86831	2.210803	0.1986621	0.04077455
232	0	-14.33151	-15.97029	1.638779	0.08292367	0.2137154
233	1	-13.18566	-16.53083	3.345164	0.04905597	0.0769446
234	2	-13.3465	-14.98136	1.634858	0.1710984	0.1259328
235	3	-14.04221	-14.96287	0.9206651	0.2090886	0.159362
236	0	-12.77985	-15.74612	2.966275	0.07266632	0.09122322
237	1	-12.66644	-15.23464	2.568199	0.1198818	0.08381525
238	2	-13.04268	-15.68424	2.641563	0.05680669	0.1395541
239	3	-12.78911	-15.13415	2.345046	0.1319014	0.09411104
240	0	-12.78294	-15.07348	2.29054	0.1635928	0.06787023
241	1	-14.11346	-15.42965	1.316184	0.1101991	0.2186995
242	2	-12.47633	-15.80667	3.330332	0.09542418	0.0320596
243	3	-12.90256	-15.02474	2.122185	0.1644208	0.0838777
