Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_fission	clado_fusion	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	gamma	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	total_speciation	turnover
864	0	-46.75993	-60.88591	14.12598	0.005160441	0.01651688	0.00786948	0.07233615	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.00221584	0.02666552	0.00786948	0.00516044	0.0165169	0.0295468	0.07499414
865	1	-46.40716	-60.436	14.02884	0.02358771	0.006124341	0.006158798	0.06934717	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.0065104	0.001405945	0.0061588	0.0235877	0.00612434	0.03587085	0.1814955
866	0	-46.80655	-60.94698	14.14043	0.01164217	0.01564515	0.00619976	0.03957752	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.00668555	0.03432561	0.00619976	0.0116422	0.0156452	0.03348708	0.1996456
867	1	-46.31626	-60.00642	13.69015	0.02358771	0.002403267	0.01583571	0.06681331	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00655429	0.00205538	0.0158357	0.0235877	0.00240327	0.04182669	0.1567012
868	0	-52.17272	-63.20212	11.0294	0.01633302	0.04695401	0.01640627	0.04528844	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.0421236	0.06234499	0.0164063	0.016333	0.046954	0.0796933	0.5285717
869	1	-46.38137	-60.56723	14.18585	0.0115402	0.02276904	0.007652264	0.0166611	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.00121596	0.001828484	0.00765226	0.0115402	0.022769	0.04196151	0.02897808
870	0	-47.53105	-60.74667	13.21562	0.01942123	0.01087026	0.009069212	0.04597914	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.00808901	0.08514602	0.00906921	0.0194212	0.0108703	0.03936071	0.2055097
871	1	-46.80768	-61.00517	14.1975	0.01578897	0.01980344	0.005696753	0.0211536	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.0129107	0.000207639	0.00569675	0.015789	0.0198034	0.04128916	0.3126892
872	0	-49.52644	-62.22989	12.70346	0.006347973	0.01602637	0.02190777	0.05331609	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.0196548	0.09948276	0.0219078	0.00634797	0.0160264	0.04428211	0.4438531
873	1	-51.85013	-64.69294	12.84281	0.02797509	0.03540759	0.0001136782	0.02323194	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.049149	0.000289862	0.000113678	0.0279751	0.0354076	0.06349635	0.774045
874	0	-48.83794	-61.52296	12.68501	0.03064166	0.0195948	0.001253426	0.03313588	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.00812023	0.07823938	0.00125343	0.0306417	0.0195948	0.05148989	0.1577052
875	1	-45.5253	-60.05642	14.53111	0.01642037	0.01535095	0.001468308	0.03602194	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0023123	0.0002983529	0.00146831	0.0164204	0.0153509	0.03323963	0.0695645
876	0	-49.70328	-62.17796	12.47467	0.04216378	0.008047768	0.006042007	0.07803553	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.0302657	0.02577799	0.00604201	0.0421638	0.00804777	0.05625355	0.5380228
877	1	-45.73652	-60.23058	14.49406	0.00527133	0.02450844	0.0006114153	0.0570486	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	0.00101811	7.610781e-05	0.000611415	0.00527133	0.0245084	0.03039119	0.03350021
878	0	-47.66948	-60.58432	12.91483	0.01839537	0.00783025	0.01513618	0.0811873	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.00506055	0.06800437	0.0151362	0.0183954	0.00783025	0.0413618	0.1223484
879	1	-45.86978	-59.96146	14.09168	0.007723082	0.02450844	0.00486292	0.05709327	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	0.00509928	3.056533e-05	0.00486292	0.00772308	0.0245084	0.03709445	0.1374675
880	0	-46.39291	-59.92624	13.53333	0.01537856	0.008321522	0.01738323	0.07045036	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.00258151	0.01856365	0.0173832	0.0153786	0.00832152	0.0410833	0.06283602
881	1	-45.85774	-59.74862	13.89087	0.00800559	0.02299028	0.009653045	0.05585106	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	0.00236042	1.572918e-05	0.00965304	0.00800559	0.0229903	0.04064892	0.05806845
882	0	-46.64734	-60.25675	13.60941	0.003081556	0.02324192	0.01738323	0.04569662	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.000649048	0.01996084	0.0173832	0.00308156	0.0232419	0.04370671	0.01485008
883	1	-46.72541	-60.54481	13.81939	0.01458426	0.02299028	0.004328672	0.05546556	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	0.0124691	1.980422e-05	0.00432867	0.0145843	0.0229903	0.04190322	0.2975693
884	0	-47.33072	-60.51482	13.1841	0.008262368	0.009994569	0.01738323	0.1328865	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	9.60721e-05	0.0237252	0.0173832	0.00826237	0.00999457	0.03564016	0.002695614
885	1	-49.23984	-61.72607	12.48623	0.01630742	0.004818551	0.03573136	0.09900775	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	0.0132567	2.542042e-05	0.0357314	0.0163074	0.00481855	0.05685732	0.2331575
886	0	-45.8468	-59.90081	14.05401	0.01266884	0.01621144	0.006152735	0.0209055	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.00231332	0.05236002	0.00615273	0.0126688	0.0162114	0.03503301	0.0660325
887	1	-49.67678	-61.68062	12.00384	0.003525274	0.01438261	0.05247704	0.06603947	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	0.038261	2.75275e-05	0.052477	0.00352527	0.0143826	0.07038493	0.5435967
888	0	-46.62452	-60.3819	13.75738	0.0121477	0.01978254	0.01393811	0.01194955	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.00932956	0.02593434	0.0139381	0.0121477	0.0197825	0.04586834	0.2033986
889	1	-47.21531	-61.40645	14.19114	0.008659423	0.00652867	0.02302445	0.04044246	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	0.0124508	2.300689e-05	0.0230244	0.00865942	0.00652867	0.03821254	0.3258307
890	0	-47.90862	-61.02837	13.11975	0.01532736	0.01925712	0.02128553	0.01861463	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0231558	0.0229935	0.0212855	0.0153274	0.0192571	0.05587	0.4144578
891	1	-45.86916	-59.88955	14.02038	0.03230014	0.007243506	0.001048761	0.04324541	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	0.00136949	9.600758e-06	0.00104876	0.0323001	0.00724351	0.04059241	0.03373751
892	0	-48.41655	-61.08983	12.67328	0.005063917	0.0357496	0.006235173	0.06048819	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.0129684	0.07872044	0.00623517	0.00506392	0.0357496	0.04704869	0.2756386
893	1	-46.09651	-59.96614	13.86963	0.03230014	0.003068293	0.005096547	0.05909144	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	0.00485398	4.234611e-06	0.00509655	0.0323001	0.00306829	0.04046498	0.1199551
894	0	-49.23228	-63.33573	14.10345	0.005063917	0.004455518	0.01600383	0.03221092	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.00435792	0.09319652	0.0160038	0.00506392	0.00445552	0.02552326	0.1707429
895	1	-46.5796	-60.12717	13.54758	0.03230014	0.002038748	0.007009801	0.08598465	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	0.00493111	1.1339e-05	0.0070098	0.0323001	0.00203875	0.04134869	0.1192567
896	0	-47.51941	-60.93773	13.41832	0.009814596	0.001809823	0.02827275	0.01688426	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.00790886	0.09075026	0.0282728	0.0098146	0.00180982	0.03989717	0.1982312
897	1	-50.05119	-62.15134	12.10015	0.01968387	0.0319137	0.01725074	0.06565073	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	0.0293319	9.306321e-06	0.0172507	0.0196839	0.0319137	0.0688483	0.4260365
898	0	-47.58524	-61.4963	13.91106	0.01907077	0.005382341	0.007744847	0.01172755	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.000622107	0.09285144	0.00774485	0.0190708	0.00538234	0.03219795	0.01932131
899	1	-46.5976	-60.10018	13.50258	0.01021042	0.02274779	0.008310374	0.09097363	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	0.00269582	2.890319e-06	0.00831037	0.0102104	0.0227478	0.04126858	0.06532383
900	0	-46.82556	-60.41087	13.58531	0.0126367	0.01604141	0.006233933	0.0309451	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.00325752	0.08991581	0.00623393	0.0126367	0.0160414	0.03491204	0.09330637
901	1	-48.97099	-61.65033	12.67934	0.02106511	0.02938226	0.0103989	0.05577528	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	0.033413	1.208981e-06	0.0103989	0.0210651	0.0293823	0.06084628	0.5491385
902	0	-48.48995	-61.90485	13.4149	0.005114441	0.02026804	0.002967932	0.07720628	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.00179775	0.1000847	0.00296793	0.00511444	0.020268	0.02835042	0.06341174
903	1	-46.17537	-59.95786	13.78249	0.0005869364	0.02938226	0.01296024	0.05301166	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	0.005172	3.379274e-06	0.0129602	0.000586936	0.0293823	0.04292944	0.1204767
904	0	-46.60308	-60.45963	13.85654	0.0128164	0.0181934	0.0009136859	0.0828118	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.00170922	0.02886653	0.000913686	0.0128164	0.0181934	0.03192349	0.0535412
905	1	-48.41823	-61.2555	12.83727	0.01400039	0.03155859	0.01076073	0.06715215	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	0.0156807	4.734808e-06	0.0107607	0.0140004	0.0315586	0.05631971	0.2784225
906	0	-45.79081	-59.84013	14.04932	0.0251107	0.008822323	0.002225911	0.03537953	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.00226155	0.0315956	0.00222591	0.0251107	0.00882232	0.03615893	0.06254467
907	1	-47.32148	-61.1319	13.81042	0.005784684	0.02297626	0.01184483	0.06415673	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	0.0145753	1.486584e-05	0.0118448	0.00578468	0.0229763	0.04060578	0.3589472
908	0	-47.9484	-61.93997	13.99157	0.01364731	0.001819308	0.0222896	0.01825812	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.0141471	0.04490372	0.0222896	0.0136473	0.00181931	0.03775622	0.3746946
909	1	-48.40513	-62.77642	14.37129	0.02063866	0.005056525	0.01028221	0.03583136	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	0.0149895	3.653744e-05	0.0102822	0.0206387	0.00505652	0.03597739	0.4166368
910	0	-48.64981	-61.21031	12.56049	0.01483916	0.008907963	0.02724009	0.03952143	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.0193022	0.08732339	0.0272401	0.0148392	0.00890796	0.05098721	0.3785692
911	1	-49.71827	-62.29103	12.57276	0.05824977	0.001955206	0.007833433	0.0232291	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	0.0286334	3.150257e-05	0.00783343	0.0582498	0.00195521	0.0680384	0.4208422
912	0	-45.93934	-60.26918	14.32984	0.00204271	0.008907963	0.02054925	0.02554831	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.00202447	0.0413429	0.0205493	0.00204271	0.00890796	0.03149993	0.0642691
913	1	-47.11308	-60.75103	13.63795	0.02791246	0.01509339	0.005935212	0.03136141	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	0.00712636	2.023567e-05	0.00593521	0.0279125	0.0150934	0.04894106	0.145611
914	0	-47.76744	-60.85574	13.0883	0.01418675	0.01977124	0.01668609	0.01361509	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.00993526	0.06250848	0.0166861	0.0141868	0.0197712	0.05064408	0.1961781
915	1	-46.75262	-60.71966	13.96703	0.03977421	0.00204758	0.0029411	0.02353667	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	0.011688	1.839203e-05	0.0029411	0.0397742	0.00204758	0.04476289	0.2611097
916	0	-46.61741	-60.20558	13.58817	0.01620019	0.002064584	0.02548286	0.01954815	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.00602547	0.04798804	0.0254829	0.0162002	0.00206458	0.04374764	0.1377326
917	1	-46.4656	-60.14406	13.67845	0.0310617	0.00204758	0.006656088	0.08234538	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	0.00593222	6.76034e-05	0.00665609	0.0310617	0.00204758	0.03976537	0.1491805
918	0	-47.00276	-61.49487	14.49211	0.0006342335	0.003335426	0.02481892	0.007032488	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.00305494	0.0599078	0.0248189	0.000634234	0.00333543	0.02878858	0.1061165
919	1	-45.50963	-59.59185	14.08222	0.01585728	0.01249028	0.007404494	0.06599719	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.00108265	0.0001305727	0.00740449	0.0158573	0.0124903	0.03575206	0.03028213
920	0	-46.11472	-59.91856	13.80384	0.001966098	0.007509723	0.02737471	0.01277935	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.00310562	0.07459233	0.0273747	0.0019661	0.00750972	0.03685053	0.08427618
921	1	-49.55925	-62.06645	12.50721	0.04803488	0.006455665	0.01471108	0.02264064	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0404202	0.0001931577	0.0147111	0.0480349	0.00645567	0.06920162	0.5840935
