Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	gamma	speciation_rates[1]	total_speciation	turnover
395	1	-60.55084	-65.60013	5.049283	0.05690066	0.02048267	0.0137063	0.0137063	0.0137063	0.0137063	0.0137063	0.0137063	0.0137063	0.0137063	0.0137063	0.0137063	0.0137063	0.0137063	0.0137063	0.0137063	0.0137063	0.0137063	0.0137063	0.0137063	0.007575255	0.0569007	0.05690066	0.2408809
396	0	-57.48429	-61.47324	3.988955	0.07720282	0.00794477	0.0267026	0.0267026	0.0267026	0.0267026	0.0267026	0.0267026	0.0267026	0.0267026	0.0267026	0.0267026	0.0267026	0.0267026	0.0267026	0.0267026	0.0267026	0.0267026	0.0267026	0.0267026	0.006581595	0.0772028	0.07720282	0.3458764
397	1	-61.20383	-64.85223	3.648405	0.08001654	0.02046831	0.0135328	0.0135328	0.0135328	0.0135328	0.0135328	0.0135328	0.0135328	0.0135328	0.0135328	0.0135328	0.0135328	0.0135328	0.0135328	0.0135328	0.0135328	0.0135328	0.0135328	0.0135328	0.01154227	0.0800165	0.08001654	0.1691256
398	0	-56.26429	-60.75121	4.486927	0.06925373	0.007030018	0.0139352	0.0139352	0.0139352	0.0139352	0.0139352	0.0139352	0.0139352	0.0139352	0.0139352	0.0139352	0.0139352	0.0139352	0.0139352	0.0139352	0.0139352	0.0139352	0.0139352	0.0139352	0.00451326	0.0692537	0.06925373	0.2012192
399	1	-59.55782	-62.76118	3.203366	0.08954052	0.006247497	0.0425428	0.0425428	0.0425428	0.0425428	0.0425428	0.0425428	0.0425428	0.0425428	0.0425428	0.0425428	0.0425428	0.0425428	0.0425428	0.0425428	0.0425428	0.0425428	0.0425428	0.0425428	0.01417795	0.0895405	0.08954052	0.4751238
400	0	-54.57092	-58.41213	3.841207	0.08146606	0.001318793	0.0365463	0.0365463	0.0365463	0.0365463	0.0365463	0.0365463	0.0365463	0.0365463	0.0365463	0.0365463	0.0365463	0.0365463	0.0365463	0.0365463	0.0365463	0.0365463	0.0365463	0.0365463	0.00287507	0.0814661	0.08146606	0.4486078
401	1	-56.86098	-60.16143	3.300452	0.08954052	0.003682562	0.0374949	0.0374949	0.0374949	0.0374949	0.0374949	0.0374949	0.0374949	0.0374949	0.0374949	0.0374949	0.0374949	0.0374949	0.0374949	0.0374949	0.0374949	0.0374949	0.0374949	0.0374949	0.00703429	0.0895405	0.08954052	0.4187483
402	0	-56.22955	-59.88369	3.654141	0.08404983	0.001876553	0.0413493	0.0413493	0.0413493	0.0413493	0.0413493	0.0413493	0.0413493	0.0413493	0.0413493	0.0413493	0.0413493	0.0413493	0.0413493	0.0413493	0.0413493	0.0413493	0.0413493	0.0413493	0.005807408	0.0840498	0.08404983	0.491962
403	1	-55.88021	-59.78177	3.901562	0.07966579	0.003478121	0.029309	0.029309	0.029309	0.029309	0.029309	0.029309	0.029309	0.029309	0.029309	0.029309	0.029309	0.029309	0.029309	0.029309	0.029309	0.029309	0.029309	0.029309	0.005282432	0.0796658	0.07966579	0.3678998
404	0	-54.12427	-58.16991	4.045641	0.07799038	0.001682673	0.0157385	0.0157385	0.0157385	0.0157385	0.0157385	0.0157385	0.0157385	0.0157385	0.0157385	0.0157385	0.0157385	0.0157385	0.0157385	0.0157385	0.0157385	0.0157385	0.0157385	0.0157385	0.002536938	0.0779904	0.07799038	0.2018004
405	1	-54.2269	-58.50536	4.278462	0.0739224	0.001338665	0.0118066	0.0118066	0.0118066	0.0118066	0.0118066	0.0118066	0.0118066	0.0118066	0.0118066	0.0118066	0.0118066	0.0118066	0.0118066	0.0118066	0.0118066	0.0118066	0.0118066	0.0118066	0.003556143	0.0739224	0.0739224	0.159716
406	0	-53.78096	-57.83362	4.052653	0.07799038	0.00263773	0.025959	0.025959	0.025959	0.025959	0.025959	0.025959	0.025959	0.025959	0.025959	0.025959	0.025959	0.025959	0.025959	0.025959	0.025959	0.025959	0.025959	0.025959	0.0008806987	0.0779904	0.07799038	0.332849
407	1	-53.65787	-57.95096	4.293094	0.0739224	0.001842295	0.010185	0.010185	0.010185	0.010185	0.010185	0.010185	0.010185	0.010185	0.010185	0.010185	0.010185	0.010185	0.010185	0.010185	0.010185	0.010185	0.010185	0.010185	0.001589301	0.0739224	0.0739224	0.1377794
408	0	-53.00182	-57.6087	4.606879	0.06873889	0.001723611	0.0152951	0.0152951	0.0152951	0.0152951	0.0152951	0.0152951	0.0152951	0.0152951	0.0152951	0.0152951	0.0152951	0.0152951	0.0152951	0.0152951	0.0152951	0.0152951	0.0152951	0.0152951	0.0008565134	0.0687389	0.06873889	0.2225094
409	1	-56.44038	-60.67757	4.237193	0.0739224	0.0006381266	0.0301777	0.0301777	0.0301777	0.0301777	0.0301777	0.0301777	0.0301777	0.0301777	0.0301777	0.0301777	0.0301777	0.0301777	0.0301777	0.0301777	0.0301777	0.0301777	0.0301777	0.0301777	0.008383612	0.0739224	0.0739224	0.4082351
410	0	-52.78499	-57.57728	4.792292	0.06578185	0.0003177515	0.0191166	0.0191166	0.0191166	0.0191166	0.0191166	0.0191166	0.0191166	0.0191166	0.0191166	0.0191166	0.0191166	0.0191166	0.0191166	0.0191166	0.0191166	0.0191166	0.0191166	0.0191166	0.001135849	0.0657818	0.06578185	0.2906061
411	1	-53.97506	-58.6528	4.677735	0.06716509	0.0005367677	0.0149879	0.0149879	0.0149879	0.0149879	0.0149879	0.0149879	0.0149879	0.0149879	0.0149879	0.0149879	0.0149879	0.0149879	0.0149879	0.0149879	0.0149879	0.0149879	0.0149879	0.0149879	0.004226216	0.0671651	0.06716509	0.2231496
412	0	-52.71918	-56.25729	3.538107	0.08723517	0.0001171218	0.0310881	0.0310881	0.0310881	0.0310881	0.0310881	0.0310881	0.0310881	0.0310881	0.0310881	0.0310881	0.0310881	0.0310881	0.0310881	0.0310881	0.0310881	0.0310881	0.0310881	0.0310881	0.0004110301	0.0872352	0.08723517	0.3563712
413	1	-55.40585	-56.88857	1.482723	0.1217555	0.0005339649	0.0728318	0.0728318	0.0728318	0.0728318	0.0728318	0.0728318	0.0728318	0.0728318	0.0728318	0.0728318	0.0728318	0.0728318	0.0728318	0.0728318	0.0728318	0.0728318	0.0728318	0.0728318	0.002233916	0.121755	0.1217555	0.5981812
414	0	-56.25371	-55.97322	-0.2804956	0.1520553	0.0001864774	0.112733	0.112733	0.112733	0.112733	0.112733	0.112733	0.112733	0.112733	0.112733	0.112733	0.112733	0.112733	0.112733	0.112733	0.112733	0.112733	0.112733	0.112733	0.0004603431	0.152055	0.1520553	0.7413979
415	1	-55.20587	-56.69593	1.490056	0.1217555	0.0003362695	0.0772075	0.0772075	0.0772075	0.0772075	0.0772075	0.0772075	0.0772075	0.0772075	0.0772075	0.0772075	0.0772075	0.0772075	0.0772075	0.0772075	0.0772075	0.0772075	0.0772075	0.0772075	0.001698317	0.121755	0.1217555	0.6341195
416	0	-56.21764	-55.93757	-0.2800751	0.1520553	0.0002374202	0.112535	0.112535	0.112535	0.112535	0.112535	0.112535	0.112535	0.112535	0.112535	0.112535	0.112535	0.112535	0.112535	0.112535	0.112535	0.112535	0.112535	0.112535	0.0003673565	0.152055	0.1520553	0.7400903
417	1	-54.96502	-57.25118	2.286163	0.1082131	0.0004517496	0.0672529	0.0672529	0.0672529	0.0672529	0.0672529	0.0672529	0.0672529	0.0672529	0.0672529	0.0672529	0.0672529	0.0672529	0.0672529	0.0672529	0.0672529	0.0672529	0.0672529	0.0672529	0.001726626	0.108213	0.1082131	0.6214854
418	0	-56.17965	-56.23447	0.05482309	0.1464158	0.0002246407	0.110621	0.110621	0.110621	0.110621	0.110621	0.110621	0.110621	0.110621	0.110621	0.110621	0.110621	0.110621	0.110621	0.110621	0.110621	0.110621	0.110621	0.110621	0.0001022703	0.146416	0.1464158	0.7555271
419	1	-55.11082	-57.50786	2.397042	0.1063742	0.0001865954	0.0368941	0.0368941	0.0368941	0.0368941	0.0368941	0.0368941	0.0368941	0.0368941	0.0368941	0.0368941	0.0368941	0.0368941	0.0368941	0.0368941	0.0368941	0.0368941	0.0368941	0.0368941	0.001733346	0.106374	0.1063742	0.3468331
420	0	-54.51318	-56.17633	1.663151	0.1189606	0.0009641848	0.0668357	0.0668357	0.0668357	0.0668357	0.0668357	0.0668357	0.0668357	0.0668357	0.0668357	0.0668357	0.0668357	0.0668357	0.0668357	0.0668357	0.0668357	0.0668357	0.0668357	0.0668357	0.0002203956	0.118961	0.1189606	0.5618307
421	1	-54.59413	-56.98462	2.390496	0.1063742	0.0004995812	0.0506876	0.0506876	0.0506876	0.0506876	0.0506876	0.0506876	0.0506876	0.0506876	0.0506876	0.0506876	0.0506876	0.0506876	0.0506876	0.0506876	0.0506876	0.0506876	0.0506876	0.0506876	0.002074958	0.106374	0.1063742	0.4765029
422	0	-52.43068	-57.74891	5.31823	0.05679376	0.001716432	0.00548684	0.00548684	0.00548684	0.00548684	0.00548684	0.00548684	0.00548684	0.00548684	0.00548684	0.00548684	0.00548684	0.00548684	0.00548684	0.00548684	0.00548684	0.00548684	0.00548684	0.00548684	7.63594e-05	0.0567938	0.05679376	0.09660989
423	1	-53.02559	-57.34226	4.316678	0.07370906	0.0005313364	0.0178491	0.0178491	0.0178491	0.0178491	0.0178491	0.0178491	0.0178491	0.0178491	0.0178491	0.0178491	0.0178491	0.0178491	0.0178491	0.0178491	0.0178491	0.0178491	0.0178491	0.0178491	0.001798266	0.0737091	0.07370906	0.2421566
424	0	-53.97749	-59.68529	5.707805	0.04966919	0.004621561	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.0001720555	0.0496692	0.04966919	0.03230485
425	1	-53.80481	-58.10429	4.299484	0.07370906	0.001228971	0.0139311	0.0139311	0.0139311	0.0139311	0.0139311	0.0139311	0.0139311	0.0139311	0.0139311	0.0139311	0.0139311	0.0139311	0.0139311	0.0139311	0.0139311	0.0139311	0.0139311	0.0139311	0.002820066	0.0737091	0.07370906	0.1890015
426	0	-53.89901	-59.30146	5.40245	0.05497306	0.00360131	0.00892645	0.00892645	0.00892645	0.00892645	0.00892645	0.00892645	0.00892645	0.00892645	0.00892645	0.00892645	0.00892645	0.00892645	0.00892645	0.00892645	0.00892645	0.00892645	0.00892645	0.00892645	0.0004921175	0.0549731	0.05497306	0.1623786
427	1	-55.38817	-59.65702	4.268851	0.07370906	0.002944311	0.0277664	0.0277664	0.0277664	0.0277664	0.0277664	0.0277664	0.0277664	0.0277664	0.0277664	0.0277664	0.0277664	0.0277664	0.0277664	0.0277664	0.0277664	0.0277664	0.0277664	0.0277664	0.004168033	0.0737091	0.07370906	0.3767025
428	0	-54.56734	-58.17331	3.605971	0.08557793	0.003022063	0.0171243	0.0171243	0.0171243	0.0171243	0.0171243	0.0171243	0.0171243	0.0171243	0.0171243	0.0171243	0.0171243	0.0171243	0.0171243	0.0171243	0.0171243	0.0171243	0.0171243	0.0171243	0.0004795233	0.0855779	0.08557793	0.2001016
429	1	-54.73802	-59.10916	4.371147	0.0721564	0.004095434	0.0062906	0.0062906	0.0062906	0.0062906	0.0062906	0.0062906	0.0062906	0.0062906	0.0062906	0.0062906	0.0062906	0.0062906	0.0062906	0.0062906	0.0062906	0.0062906	0.0062906	0.0062906	0.001931317	0.0721564	0.0721564	0.08718003
430	0	-54.82654	-58.52345	3.696904	0.08377525	0.003771807	0.0197515	0.0197515	0.0197515	0.0197515	0.0197515	0.0197515	0.0197515	0.0197515	0.0197515	0.0197515	0.0197515	0.0197515	0.0197515	0.0197515	0.0197515	0.0197515	0.0197515	0.0197515	0.001252959	0.0837752	0.08377525	0.2357672
431	1	-57.04242	-61.49882	4.456394	0.06942998	0.01101977	0.0073693	0.0073693	0.0073693	0.0073693	0.0073693	0.0073693	0.0073693	0.0073693	0.0073693	0.0073693	0.0073693	0.0073693	0.0073693	0.0073693	0.0073693	0.0073693	0.0073693	0.0073693	0.002538806	0.06943	0.06942998	0.1061401
432	0	-54.61003	-58.11965	3.509628	0.08702143	0.002522261	0.0361184	0.0361184	0.0361184	0.0361184	0.0361184	0.0361184	0.0361184	0.0361184	0.0361184	0.0361184	0.0361184	0.0361184	0.0361184	0.0361184	0.0361184	0.0361184	0.0361184	0.0361184	0.002112523	0.0870214	0.08702143	0.4150523
433	1	-57.43109	-62.73242	5.301329	0.05502755	0.007230439	0.0113479	0.0113479	0.0113479	0.0113479	0.0113479	0.0113479	0.0113479	0.0113479	0.0113479	0.0113479	0.0113479	0.0113479	0.0113479	0.0113479	0.0113479	0.0113479	0.0113479	0.0113479	0.006654182	0.0550276	0.05502755	0.2062217
434	0	-55.33236	-58.83467	3.50231	0.08702143	0.002979659	0.0193188	0.0193188	0.0193188	0.0193188	0.0193188	0.0193188	0.0193188	0.0193188	0.0193188	0.0193188	0.0193188	0.0193188	0.0193188	0.0193188	0.0193188	0.0193188	0.0193188	0.0193188	0.002386907	0.0870214	0.08702143	0.2220006
435	1	-55.77293	-58.39903	2.626096	0.1018376	0.002949401	0.0545938	0.0545938	0.0545938	0.0545938	0.0545938	0.0545938	0.0545938	0.0545938	0.0545938	0.0545938	0.0545938	0.0545938	0.0545938	0.0545938	0.0545938	0.0545938	0.0545938	0.0545938	0.002782207	0.101838	0.1018376	0.5360864
436	0	-53.67233	-59.01944	5.347112	0.05576837	0.002364444	0.00273075	0.00273075	0.00273075	0.00273075	0.00273075	0.00273075	0.00273075	0.00273075	0.00273075	0.00273075	0.00273075	0.00273075	0.00273075	0.00273075	0.00273075	0.00273075	0.00273075	0.00273075	0.002578967	0.0557684	0.05576837	0.04896589
437	1	-54.84078	-57.45921	2.618432	0.1023361	0.001160726	0.045936	0.045936	0.045936	0.045936	0.045936	0.045936	0.045936	0.045936	0.045936	0.045936	0.045936	0.045936	0.045936	0.045936	0.045936	0.045936	0.045936	0.045936	0.002401551	0.102336	0.1023361	0.4488741
438	0	-55.43685	-60.85258	5.415729	0.05393571	0.006247949	0.0055603	0.0055603	0.0055603	0.0055603	0.0055603	0.0055603	0.0055603	0.0055603	0.0055603	0.0055603	0.0055603	0.0055603	0.0055603	0.0055603	0.0055603	0.0055603	0.0055603	0.0055603	0.002626774	0.0539357	0.05393571	0.1030913
439	1	-54.06452	-58.10397	4.039453	0.07809957	0.001671544	0.017603	0.017603	0.017603	0.017603	0.017603	0.017603	0.017603	0.017603	0.017603	0.017603	0.017603	0.017603	0.017603	0.017603	0.017603	0.017603	0.017603	0.017603	0.002523805	0.0780996	0.07809957	0.225392
440	0	-60.56596	-65.79638	5.230422	0.05393571	0.003892782	0.0108479	0.0108479	0.0108479	0.0108479	0.0108479	0.0108479	0.0108479	0.0108479	0.0108479	0.0108479	0.0108479	0.0108479	0.0108479	0.0108479	0.0108479	0.0108479	0.0108479	0.0108479	0.0235126	0.0539357	0.05393571	0.2011268
441	1	-54.74535	-58.77119	4.025841	0.07809957	0.0006158173	0.015457	0.015457	0.015457	0.015457	0.015457	0.015457	0.015457	0.015457	0.015457	0.015457	0.015457	0.015457	0.015457	0.015457	0.015457	0.015457	0.015457	0.015457	0.00494072	0.0780996	0.07809957	0.1979137
442	0	-59.55863	-62.71104	3.152414	0.09053667	0.003602758	0.028259	0.028259	0.028259	0.028259	0.028259	0.028259	0.028259	0.028259	0.028259	0.028259	0.028259	0.028259	0.028259	0.028259	0.028259	0.028259	0.028259	0.028259	0.01605134	0.0905367	0.09053667	0.3121272
443	1	-53.29785	-58.43609	5.138247	0.05946091	0.001210814	0.0022421	0.0022421	0.0022421	0.0022421	0.0022421	0.0022421	0.0022421	0.0022421	0.0022421	0.0022421	0.0022421	0.0022421	0.0022421	0.0022421	0.0022421	0.0022421	0.0022421	0.0022421	0.002872826	0.0594609	0.05946091	0.03770719
444	0	-56.89089	-60.28635	3.395466	0.08784923	0.004358746	0.0328193	0.0328193	0.0328193	0.0328193	0.0328193	0.0328193	0.0328193	0.0328193	0.0328193	0.0328193	0.0328193	0.0328193	0.0328193	0.0328193	0.0328193	0.0328193	0.0328193	0.0328193	0.006817102	0.0878492	0.08784923	0.3735869
445	1	-54.1219	-59.23934	5.117439	0.05946091	0.002134764	0.001953	0.001953	0.001953	0.001953	0.001953	0.001953	0.001953	0.001953	0.001953	0.001953	0.001953	0.001953	0.001953	0.001953	0.001953	0.001953	0.001953	0.001953	0.00402962	0.0594609	0.05946091	0.03284511
446	0	-57.84154	-61.26075	3.419214	0.08784923	0.002663548	0.0530594	0.0530594	0.0530594	0.0530594	0.0530594	0.0530594	0.0530594	0.0530594	0.0530594	0.0530594	0.0530594	0.0530594	0.0530594	0.0530594	0.0530594	0.0530594	0.0530594	0.0530594	0.006137552	0.0878492	0.08784923	0.6039825
447	1	-54.72115	-59.85808	5.136925	0.05946091	0.0009197058	0.018923	0.018923	0.018923	0.018923	0.018923	0.018923	0.018923	0.018923	0.018923	0.018923	0.018923	0.018923	0.018923	0.018923	0.018923	0.018923	0.018923	0.018923	0.003296061	0.0594609	0.05946091	0.3182422
448	0	-56.57862	-59.98852	3.409905	0.08784923	0.007063789	0.0382962	0.0382962	0.0382962	0.0382962	0.0382962	0.0382962	0.0382962	0.0382962	0.0382962	0.0382962	0.0382962	0.0382962	0.0382962	0.0382962	0.0382962	0.0382962	0.0382962	0.0382962	0.00266816	0.0878492	0.08784923	0.4359311
449	1	-55.52112	-59.82746	4.306339	0.07317532	0.001099275	0.030305	0.030305	0.030305	0.030305	0.030305	0.030305	0.030305	0.030305	0.030305	0.030305	0.030305	0.030305	0.030305	0.030305	0.030305	0.030305	0.030305	0.030305	0.005407608	0.0731753	0.07317532	0.4141426
450	0	-53.89742	-58.60647	4.709051	0.06665711	0.002529705	0.00132117	0.00132117	0.00132117	0.00132117	0.00132117	0.00132117	0.00132117	0.00132117	0.00132117	0.00132117	0.00132117	0.00132117	0.00132117	0.00132117	0.00132117	0.00132117	0.00132117	0.00132117	0.002093349	0.0666571	0.06665711	0.01982045
451	1	-54.76555	-58.98796	4.222411	0.07464334	0.001935258	0.0132713	0.0132713	0.0132713	0.0132713	0.0132713	0.0132713	0.0132713	0.0132713	0.0132713	0.0132713	0.0132713	0.0132713	0.0132713	0.0132713	0.0132713	0.0132713	0.0132713	0.0132713	0.004318945	0.0746433	0.07464334	0.1777961
452	0	-54.13011	-57.97803	3.847913	0.08147928	0.002735097	0.0348429	0.0348429	0.0348429	0.0348429	0.0348429	0.0348429	0.0348429	0.0348429	0.0348429	0.0348429	0.0348429	0.0348429	0.0348429	0.0348429	0.0348429	0.0348429	0.0348429	0.0348429	0.0007103087	0.0814793	0.08147928	0.4276292
453	1	-55.66467	-59.65839	3.993724	0.07836546	0.00279735	0.0337176	0.0337176	0.0337176	0.0337176	0.0337176	0.0337176	0.0337176	0.0337176	0.0337176	0.0337176	0.0337176	0.0337176	0.0337176	0.0337176	0.0337176	0.0337176	0.0337176	0.0337176	0.004404993	0.0783655	0.07836546	0.430261
454	0	-55.75522	-59.56809	3.812876	0.08147928	0.006099144	0.0368973	0.0368973	0.0368973	0.0368973	0.0368973	0.0368973	0.0368973	0.0368973	0.0368973	0.0368973	0.0368973	0.0368973	0.0368973	0.0368973	0.0368973	0.0368973	0.0368973	0.0368973	0.0008498957	0.0814793	0.08147928	0.452843
455	1	-56.06056	-59.92781	3.867245	0.08013918	0.003534086	0.0280918	0.0280918	0.0280918	0.0280918	0.0280918	0.0280918	0.0280918	0.0280918	0.0280918	0.0280918	0.0280918	0.0280918	0.0280918	0.0280918	0.0280918	0.0280918	0.0280918	0.0280918	0.005870238	0.0801392	0.08013918	0.3505379
456	0	-54.67092	-58.55359	3.882668	0.0805355	0.002312896	0.0277864	0.0277864	0.0277864	0.0277864	0.0277864	0.0277864	0.0277864	0.0277864	0.0277864	0.0277864	0.0277864	0.0277864	0.0277864	0.0277864	0.0277864	0.0277864	0.0277864	0.0277864	0.003215167	0.0805355	0.0805355	0.3450205
457	1	-55.62531	-59.50723	3.88192	0.08013918	0.002278538	0.0292558	0.0292558	0.0292558	0.0292558	0.0292558	0.0292558	0.0292558	0.0292558	0.0292558	0.0292558	0.0292558	0.0292558	0.0292558	0.0292558	0.0292558	0.0292558	0.0292558	0.0292558	0.005658344	0.0801392	0.08013918	0.365062
458	0	-54.36454	-59.63689	5.272352	0.05674522	0.002486962	0.0037377	0.0037377	0.0037377	0.0037377	0.0037377	0.0037377	0.0037377	0.0037377	0.0037377	0.0037377	0.0037377	0.0037377	0.0037377	0.0037377	0.0037377	0.0037377	0.0037377	0.0037377	0.004179515	0.0567452	0.05674522	0.06586802
459	1	-55.86269	-59.73403	3.871338	0.08013918	0.004392158	0.0245611	0.0245611	0.0245611	0.0245611	0.0245611	0.0245611	0.0245611	0.0245611	0.0245611	0.0245611	0.0245611	0.0245611	0.0245611	0.0245611	0.0245611	0.0245611	0.0245611	0.0245611	0.004602859	0.0801392	0.08013918	0.3064805
460	0	-56.84973	-62.09172	5.241989	0.05674522	0.005844004	0.017031	0.017031	0.017031	0.017031	0.017031	0.017031	0.017031	0.017031	0.017031	0.017031	0.017031	0.017031	0.017031	0.017031	0.017031	0.017031	0.017031	0.017031	0.003858772	0.0567452	0.05674522	0.3001302
461	1	-55.99058	-59.84425	3.853673	0.08058872	0.007019516	0.014878	0.014878	0.014878	0.014878	0.014878	0.014878	0.014878	0.014878	0.014878	0.014878	0.014878	0.014878	0.014878	0.014878	0.014878	0.014878	0.014878	0.014878	0.001094628	0.0805887	0.08058872	0.1846159
462	0	-55.36588	-60.66361	5.297731	0.05674522	0.001479309	0.0198354	0.0198354	0.0198354	0.0198354	0.0198354	0.0198354	0.0198354	0.0198354	0.0198354	0.0198354	0.0198354	0.0198354	0.0198354	0.0198354	0.0198354	0.0198354	0.0198354	0.0198354	0.002649303	0.0567452	0.05674522	0.3495516
463	1	-55.39554	-60.47322	5.077675	0.05951976	0.003846947	0.00303347	0.00303347	0.00303347	0.00303347	0.00303347	0.00303347	0.00303347	0.00303347	0.00303347	0.00303347	0.00303347	0.00303347	0.00303347	0.00303347	0.00303347	0.00303347	0.00303347	0.00303347	0.005947337	0.0595198	0.05951976	0.05096578
464	0	-54.10843	-58.32348	4.215053	0.07517667	0.001855693	0.0287165	0.0287165	0.0287165	0.0287165	0.0287165	0.0287165	0.0287165	0.0287165	0.0287165	0.0287165	0.0287165	0.0287165	0.0287165	0.0287165	0.0287165	0.0287165	0.0287165	0.0287165	0.00199337	0.0751767	0.07517667	0.381987
465	1	-59.51706	-64.08982	4.572767	0.06527203	0.01341953	0.00101603	0.00101603	0.00101603	0.00101603	0.00101603	0.00101603	0.00101603	0.00101603	0.00101603	0.00101603	0.00101603	0.00101603	0.00101603	0.00101603	0.00101603	0.00101603	0.00101603	0.00101603	0.01298894	0.065272	0.06527203	0.01556612
466	0	-57.02246	-61.86724	4.844785	0.06334583	0.005145084	0.0230301	0.0230301	0.0230301	0.0230301	0.0230301	0.0230301	0.0230301	0.0230301	0.0230301	0.0230301	0.0230301	0.0230301	0.0230301	0.0230301	0.0230301	0.0230301	0.0230301	0.0230301	0.005405461	0.0633458	0.06334583	0.3635608
467	1	-58.61994	-63.25794	4.637998	0.06527203	0.002807958	0.0140195	0.0140195	0.0140195	0.0140195	0.0140195	0.0140195	0.0140195	0.0140195	0.0140195	0.0140195	0.0140195	0.0140195	0.0140195	0.0140195	0.0140195	0.0140195	0.0140195	0.0140195	0.01707743	0.065272	0.06527203	0.2147865
468	0	-57.0881	-62.3222	5.234105	0.05634528	0.002320911	0.010807	0.010807	0.010807	0.010807	0.010807	0.010807	0.010807	0.010807	0.010807	0.010807	0.010807	0.010807	0.010807	0.010807	0.010807	0.010807	0.010807	0.010807	0.01052566	0.0563453	0.05634528	0.1918004
469	1	-55.25125	-59.91076	4.659512	0.06685925	0.003287046	0.00319706	0.00319706	0.00319706	0.00319706	0.00319706	0.00319706	0.00319706	0.00319706	0.00319706	0.00319706	0.00319706	0.00319706	0.00319706	0.00319706	0.00319706	0.00319706	0.00319706	0.00319706	0.00509944	0.0668593	0.06685925	0.04781778
470	0	-55.53071	-59.80627	4.275557	0.07335396	0.002209438	0.0199405	0.0199405	0.0199405	0.0199405	0.0199405	0.0199405	0.0199405	0.0199405	0.0199405	0.0199405	0.0199405	0.0199405	0.0199405	0.0199405	0.0199405	0.0199405	0.0199405	0.0199405	0.006323633	0.073354	0.07335396	0.27184
471	1	-58.53811	-63.18031	4.642199	0.06685925	0.005530487	0.0344638	0.0344638	0.0344638	0.0344638	0.0344638	0.0344638	0.0344638	0.0344638	0.0344638	0.0344638	0.0344638	0.0344638	0.0344638	0.0344638	0.0344638	0.0344638	0.0344638	0.0344638	0.004587284	0.0668593	0.06685925	0.5154676
472	0	-53.9793	-58.97518	4.99588	0.06180077	0.001453018	0.0140131	0.0140131	0.0140131	0.0140131	0.0140131	0.0140131	0.0140131	0.0140131	0.0140131	0.0140131	0.0140131	0.0140131	0.0140131	0.0140131	0.0140131	0.0140131	0.0140131	0.0140131	0.003087253	0.0618008	0.06180077	0.2267469
473	1	-55.65569	-60.30089	4.645197	0.06685925	0.004247131	0.0122249	0.0122249	0.0122249	0.0122249	0.0122249	0.0122249	0.0122249	0.0122249	0.0122249	0.0122249	0.0122249	0.0122249	0.0122249	0.0122249	0.0122249	0.0122249	0.0122249	0.0122249	0.005570824	0.0668593	0.06685925	0.1828449
474	0	-56.27842	-60.83964	4.561218	0.06869012	0.0009751898	0.0291747	0.0291747	0.0291747	0.0291747	0.0291747	0.0291747	0.0291747	0.0291747	0.0291747	0.0291747	0.0291747	0.0291747	0.0291747	0.0291747	0.0291747	0.0291747	0.0291747	0.0291747	0.0064582	0.0686901	0.06869012	0.4247298
475	1	-60.09031	-66.38614	6.295838	0.03746721	0.008366189	0.000218272	0.000218272	0.000218272	0.000218272	0.000218272	0.000218272	0.000218272	0.000218272	0.000218272	0.000218272	0.000218272	0.000218272	0.000218272	0.000218272	0.000218272	0.000218272	0.000218272	0.000218272	0.009484679	0.0374672	0.03746721	0.005825688
476	0	-55.09519	-61.48036	6.385172	0.03849321	0.001261677	0.000642406	0.000642406	0.000642406	0.000642406	0.000642406	0.000642406	0.000642406	0.000642406	0.000642406	0.000642406	0.000642406	0.000642406	0.000642406	0.000642406	0.000642406	0.000642406	0.000642406	0.000642406	0.001613386	0.0384932	0.03849321	0.01668882
477	1	-56.01734	-61.83986	5.822517	0.0469484	0.003391674	0.00245257	0.00245257	0.00245257	0.00245257	0.00245257	0.00245257	0.00245257	0.00245257	0.00245257	0.00245257	0.00245257	0.00245257	0.00245257	0.00245257	0.00245257	0.00245257	0.00245257	0.00245257	0.00595422	0.0469484	0.0469484	0.05223974
478	0	-56.44336	-62.82012	6.376754	0.03849321	0.001021202	0.0041882	0.0041882	0.0041882	0.0041882	0.0041882	0.0041882	0.0041882	0.0041882	0.0041882	0.0041882	0.0041882	0.0041882	0.0041882	0.0041882	0.0041882	0.0041882	0.0041882	0.0041882	0.002695696	0.0384932	0.03849321	0.1088037
479	1	-58.34883	-64.07733	5.7285	0.0469484	0.006324013	0.000701098	0.000701098	0.000701098	0.000701098	0.000701098	0.000701098	0.000701098	0.000701098	0.000701098	0.000701098	0.000701098	0.000701098	0.000701098	0.000701098	0.000701098	0.000701098	0.000701098	0.000701098	0.01242355	0.0469484	0.0469484	0.01493336
