Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_fission	clado_fusion	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	extinction[27]	extinction[28]	extinction[29]	extinction[30]	extinction[31]	extinction[32]	extinction[33]	extinction[34]	extinction[35]	extinction[36]	extinction[37]	extinction[38]	extinction[39]	extinction[40]	gamma	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	total_speciation	turnover
4157	1	-97.54375	-107.2534	9.709656	0.03391782	0.002215472	0.02424428	0.1677958	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.0406499	0.03084205	0.0242443	0.0339178	0.00221547	0.06037757	0.6732619
4158	0	-94.19781	-106.0106	11.81276	0.01394987	0.02693258	0.01267992	0.01783239	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0389324	0.0527829	0.0126799	0.0139499	0.0269326	0.05356237	0.7268607
4159	1	-94.51408	-105.4224	10.90831	0.03290581	0.01162225	0.00819743	0.1318958	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.0330107	0.03926896	0.00819743	0.0329058	0.0116223	0.0527255	0.6260866
4160	0	-94.70855	-107.3396	12.63108	0.01879097	0.01963368	0.009876431	0.01554618	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.033645	0.03676294	0.00987643	0.018791	0.0196337	0.04830108	0.6965689
4161	1	-94.03893	-105.4475	11.40857	0.04078143	0.005647556	0.001972678	0.1019796	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.0313807	0.07136601	0.00197268	0.0407814	0.00564756	0.04840167	0.6483389
4162	0	-96.09689	-106.2714	10.17455	0.007210413	0.05474442	0.005146999	0.01449585	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.0591933	0.05646269	0.005147	0.00721041	0.0547444	0.06710184	0.8821411
4163	1	-94.0283	-105.0706	11.04227	0.0254927	0.005647556	0.02469489	0.08838788	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0380612	0.0318348	0.0246949	0.0254927	0.00564756	0.05583514	0.6816716
4164	0	-95.30725	-105.5006	10.19338	0.00487235	0.05474442	0.006642158	0.01516314	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.0418776	0.06409003	0.00664216	0.00487235	0.0547444	0.06625893	0.63203
4165	1	-95.40697	-106.3557	10.94874	0.01828757	0.0225277	0.008873727	0.1136759	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.0398276	0.09010944	0.00887373	0.0182876	0.0225277	0.04968899	0.8015384
4166	0	-94.19974	-106.6671	12.46731	0.008748483	0.03245086	0.005897644	0.01627118	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.0233361	0.06695346	0.00589764	0.00874848	0.0324509	0.04709699	0.4954901
4167	1	-95.52887	-103.5481	8.019221	0.01635533	0.004850415	0.0568429	0.09723814	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.0661832	0.05707934	0.0568429	0.0163553	0.00485042	0.07804865	0.8479741
4168	0	-95.46678	-104.0391	8.572323	0.008489904	0.04105759	0.02981523	0.0133813	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.058925	0.06975957	0.0298152	0.0084899	0.0410576	0.07936272	0.7424774
4169	1	-96.14429	-103.013	6.868697	0.005418144	0.0006793316	0.08269189	0.08342046	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.0752911	0.05626391	0.0826919	0.00541814	0.000679332	0.08878937	0.8479741
4170	0	-95.29557	-103.1843	7.888678	0.0158264	0.03652638	0.02981523	0.06418867	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.067176	0.05344499	0.0298152	0.0158264	0.0365264	0.08216802	0.8175445
4171	1	-95.77097	-103.4156	7.644639	0.0606069	0.01405345	0.01148938	0.06564231	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.0741264	0.02831936	0.0114894	0.0606069	0.0140535	0.08614973	0.8604369
4172	0	-94.06004	-106.9621	12.90209	0.02691987	0.002349988	0.006652479	0.1309547	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.0168018	0.04371693	0.00665248	0.0269199	0.00234999	0.03592234	0.467727
4173	1	-94.14362	-105.238	11.09435	0.0261879	0.01746331	0.0118363	0.04140156	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.0365025	0.07781027	0.0118363	0.0261879	0.0174633	0.0554875	0.6578504
4174	0	-95.38661	-107.5137	12.1271	0.01918661	0.004527015	0.01638466	0.1413821	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.0114106	0.06036743	0.0163847	0.0191866	0.00452702	0.04009829	0.2845664
4175	1	-94.09555	-108.2529	14.15738	0.02190121	0.005739515	0.003816814	0.06070951	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.00743875	0.04234218	0.00381681	0.0219012	0.00573952	0.03145754	0.2364696
4176	0	-93.57653	-106.5356	12.9591	0.009814429	0.01757583	0.009118172	0.1010609	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.0188767	0.06083263	0.00911817	0.00981443	0.0175758	0.03650843	0.5170506
4177	1	-95.50669	-109.0775	13.57081	0.0180472	0.0002171778	0.004820854	0.1652068	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.00501173	0.09759038	0.00482085	0.0180472	0.000217178	0.02308523	0.217097
4178	0	-94.82891	-103.5263	8.697368	0.005277339	0.01481994	0.04846873	0.08685328	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.0498534	0.1141447	0.0484687	0.00527734	0.0148199	0.068566	0.7270862
4179	1	-94.25056	-106.083	11.83249	0.02161327	0.007252799	0.02254864	0.03448526	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.0310098	0.06008838	0.0225486	0.0216133	0.0072528	0.05141471	0.6031315
4180	0	-95.18466	-104.3512	9.166564	0.02539088	0.009304048	0.02768522	0.1315466	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.0419352	0.097221	0.0276852	0.0253909	0.00930405	0.06238014	0.672252
4181	1	-93.75209	-107.3564	13.60431	0.004515215	0.007252799	0.01711346	0.1062474	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.0094356	0.08321463	0.0171135	0.00451522	0.0072528	0.02888147	0.3267008
4182	0	-94.23097	-108.3007	14.06972	0.003519673	0.002507487	0.0188846	0.1261821	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.000753209	0.06467003	0.0188846	0.00351967	0.00250749	0.02491176	0.03023506
4183	1	-95.55144	-107.4496	11.89816	0.007777629	0.0047193	0.02985326	0.1478064	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.0284404	0.04964657	0.0298533	0.00777763	0.0047193	0.04235019	0.671552
4184	0	-95.05942	-103.4026	8.343206	0.02354642	0.0404489	0.009220871	0.07330514	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.0581162	0.1069618	0.00922087	0.0235464	0.0404489	0.07321619	0.7937615
4185	1	-95.34364	-104.079	8.735364	0.01375188	0.008961731	0.0429313	0.1445635	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.045158	0.08790467	0.0429313	0.0137519	0.00896173	0.06564491	0.6879127
4186	0	-95.35815	-104.131	8.772883	0.0304863	0.0404489	0.00428082	0.04498888	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.064962	0.06816402	0.00428082	0.0304863	0.0404489	0.07521602	0.8636729
4187	1	-96.13703	-105.6616	9.524565	0.02235008	0.003015034	0.02348177	0.1876437	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.0336024	0.1687269	0.0234818	0.0223501	0.00301503	0.04884688	0.6879127
4188	0	-98.197	-112.5294	14.33242	0.003067358	0.003668813	0.02801178	0.0177096	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.0125427	0.02810899	0.0280118	0.00306736	0.00366881	0.03474795	0.3609615
4189	1	-94.22351	-105.0602	10.83665	0.03494415	0.002255104	0.01637711	0.1239081	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.0375777	0.04414976	0.0163771	0.0349441	0.0022551	0.05357636	0.7013867
4190	0	-94.45469	-105.6025	11.14783	0.02712785	0.03016576	0.001993223	0.04881931	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.0390042	0.01917102	0.00199322	0.0271278	0.0301658	0.05928684	0.6578903
4191	1	-94.9167	-104.3384	9.421703	0.03952899	0.01290432	0.01607032	0.1023321	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.0476901	0.02698545	0.0160703	0.039529	0.0129043	0.06850363	0.6961696
4192	0	-97.17962	-104.3248	7.145134	0.04949441	0.03298748	0.009890782	0.04226532	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.0674251	0.02650989	0.00989078	0.0494944	0.0329875	0.09237267	0.7299253
4193	1	-95.0837	-105.3897	10.30602	0.04230316	8.674522e-05	0.01077096	0.1650699	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.0371503	0.06106771	0.010771	0.0423032	8.67452e-05	0.05316086	0.6988282
4194	0	-101.2212	-108.3952	7.173979	0.01183805	0.02240348	0.05805365	0.01877895	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.0911871	0.04804745	0.0580537	0.011838	0.0224035	0.09229518	0.9879947
4195	1	-95.58421	-107.6467	12.06245	0.03168438	0.004644008	0.01139521	0.1082671	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.0201017	0.007877605	0.0113952	0.0316844	0.00464401	0.04772361	0.4212099
4196	0	-94.00894	-106.1218	12.11285	0.008099156	0.03707404	0.005272152	0.02960526	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.032789	0.04863635	0.00527215	0.00809916	0.037074	0.05044535	0.649991
4197	1	-94.75077	-106.3158	11.56502	0.01917556	0.01329008	0.02297329	0.04216795	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.0420659	0.03056321	0.0229733	0.0191756	0.0132901	0.05543892	0.7587796
4198	0	-93.56872	-106.5176	12.94887	0.03131991	0.006685297	0.003872015	0.0472165	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.0243317	0.05087692	0.00387202	0.0313199	0.0066853	0.04187722	0.5810255
4199	1	-94.61111	-104.6515	10.04038	0.02664236	0.01521567	0.02347918	0.04204261	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.0442464	0.06363878	0.0234792	0.0266424	0.0152157	0.0653372	0.677201
