Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_fission	clado_fusion	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	extinction[27]	extinction[28]	extinction[29]	extinction[30]	extinction[31]	extinction[32]	extinction[33]	extinction[34]	extinction[35]	extinction[36]	extinction[37]	extinction[38]	extinction[39]	extinction[40]	gamma	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	total_speciation	turnover
1134	0	-96.19851	-107.8111	11.61256	0.01109698	0.01149128	0.00765929	0.1931014	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.0131839	0.1790411	0.00765929	0.011097	0.0114913	0.03024755	0.4358663
1135	1	-97.0728	-103.6129	6.5401	0.02751217	0.01745264	0.04451228	0.06400635	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.0788684	0.100234	0.0445123	0.0275122	0.0174526	0.08947709	0.8814364
1136	0	-94.98006	-104.9399	9.959795	0.02993565	0.01716306	0.01001761	0.1468843	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.0423605	0.06611665	0.0100176	0.0299356	0.0171631	0.05711632	0.7416532
1137	1	-94.4884	-105.0458	10.5574	0.02905025	0.01476907	0.009838745	0.08397259	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.0360818	0.1110238	0.00983875	0.0290503	0.0147691	0.05365807	0.6724399
1138	0	-94.32471	-106.3441	12.01943	0.02993565	0.01000464	0.004226047	0.06664616	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.0226073	0.09675129	0.00422605	0.0299356	0.0100046	0.04416634	0.5118663
1139	1	-95.90582	-105.2674	9.361598	0.04760008	0.0001076353	0.02290184	0.0513114	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0578215	0.0585893	0.0229018	0.0476001	0.000107635	0.07060956	0.8188902
1140	0	-93.75727	-106.943	13.18569	0.02232882	0.01009042	0.0006433562	0.08442879	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.0132465	0.09641182	0.000643356	0.0223288	0.0100904	0.0330626	0.4006496
1141	1	-94.91158	-104.3217	9.410099	0.05054053	0.003695631	0.01000833	0.09772073	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.0478656	0.08418281	0.0100083	0.0505405	0.00369563	0.06424449	0.7450531
1142	0	-97.82972	-103.4579	5.628166	0.05293035	0.023668	0.01585598	0.1503322	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.070702	0.06915381	0.015856	0.0529304	0.023668	0.09245432	0.7647238
1143	1	-97.53194	-110.971	13.43901	0.008333202	0.009580368	0.009222654	0.07347968	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.00129783	0.1535848	0.00922265	0.0083332	0.00958037	0.02713622	0.04782636
1144	0	-95.99252	-106.1404	10.1479	0.01134208	0.04975735	0.002893578	0.0726871	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0555248	0.0384725	0.00289358	0.0113421	0.0497573	0.06399301	0.8676701
1145	1	-94.91831	-109.9275	15.00918	0.0004203097	0.02399935	0.001260456	0.0456343	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.00379858	0.04199461	0.00126046	0.00042031	0.0239993	0.02568011	0.1479191
1146	0	-94.53228	-105.4016	10.86936	0.01267935	0.001849298	0.04334358	0.08892932	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.0371257	0.02398798	0.0433436	0.0126794	0.0018493	0.05787223	0.6415116
1147	1	-94.33682	-105.3312	10.99434	0.0005702185	0.04569744	0.01277331	0.0378972	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.0418897	0.04841067	0.0127733	0.000570219	0.0456974	0.05904097	0.7095017
1148	0	-97.93985	-104.9852	7.045383	0.03509234	0.01781541	0.01729178	0.2222221	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.0507891	0.1242509	0.0172918	0.0350923	0.0178154	0.07019953	0.723497
1149	1	-94.94694	-107.3818	12.43482	0.008490125	0.01776495	0.01892708	0.06376152	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.0167327	0.04583256	0.0189271	0.00849012	0.0177649	0.04518215	0.3703391
1150	0	-96.66621	-107.0595	10.39324	0.01798352	0.01781541	0.004013709	0.2177214	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.0162863	0.1608625	0.00401371	0.0179835	0.0178154	0.03981264	0.4090739
1151	1	-94.23508	-107.1611	12.92601	0.01447281	0.01671283	0.004484993	0.09059041	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.00989152	0.08472801	0.00448499	0.0144728	0.0167128	0.03567063	0.2773016
1152	0	-95.77673	-106.6493	10.87261	0.02113674	0.008585994	0.009411705	0.1732013	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.0167823	0.1656346	0.0094117	0.0211367	0.00858599	0.03913444	0.4288365
1153	1	-95.7143	-108.2726	12.55835	0.003850054	0.003556797	0.01888785	0.1963566	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.005724	0.1289352	0.0188878	0.00385005	0.0035568	0.0262947	0.2176864
1154	0	-95.2914	-107.8793	12.58786	0.01375021	0.008668523	0.005743735	0.1565531	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.00605988	0.1432356	0.00574374	0.0137502	0.00866852	0.02816246	0.2151759
1155	1	-94.35882	-107.2282	12.86936	0.02765754	0.003556797	0.001218156	0.1084384	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.0135916	0.1116435	0.00121816	0.0276575	0.0035568	0.03243249	0.4190751
1156	0	-93.83183	-105.6195	11.78771	0.01969564	0.008104313	0.01544127	0.09542549	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.0251962	0.1023148	0.0154413	0.0196956	0.00810431	0.04324122	0.5826889
1157	1	-94.44719	-107.1858	12.73862	0.006469042	0.01148278	0.0187804	0.08412462	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.00895617	0.09711486	0.0187804	0.00646904	0.0114828	0.03673223	0.2438232
1158	0	-94.20528	-105.5246	11.31933	0.01969564	0.01266886	0.01435014	0.1134062	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.0321563	0.08923257	0.0143501	0.0196956	0.0126689	0.04671464	0.6883567
1159	1	-94.83696	-104.697	9.859991	0.01311257	0.01148278	0.02858705	0.1293985	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.035184	0.1410817	0.0285871	0.0131126	0.0114828	0.0531824	0.6615729
1160	0	-94.13906	-105.1098	10.97073	0.0250274	0.01084854	0.01397252	0.1166692	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.0327252	0.08299186	0.0139725	0.0250274	0.0108485	0.04984846	0.6564937
1161	1	-97.27876	-103.2961	6.017302	0.006960794	0.04932972	0.02858705	0.1493836	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.0663284	0.1226722	0.0285871	0.00696079	0.0493297	0.08487756	0.7814597
1162	0	-94.23258	-105.9202	11.68764	0.02695701	0.004355806	0.01232878	0.1009213	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.0286504	0.101991	0.0123288	0.026957	0.00435581	0.0436416	0.6564937
1163	1	-96.2263	-105.2912	9.06488	0.003415299	0.0308478	0.03187234	0.07440733	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.0373735	0.1191866	0.0318723	0.0034153	0.0308478	0.06613543	0.5651051
1164	0	-94.35291	-106.3453	11.99239	0.01013629	0.02401802	0.002755202	0.1180826	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.017997	0.1356399	0.0027552	0.0101363	0.024018	0.03690951	0.4875988
1165	1	-93.6079	-107.2572	13.64928	0.009835809	0.01159494	0.01073943	0.09544181	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.0144632	0.04981541	0.0107394	0.00983581	0.0115949	0.03217018	0.4495855
1166	0	-93.65236	-106.7875	13.13512	0.006088451	0.01421605	0.01946843	0.03839441	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.0185699	0.06648167	0.0194684	0.00608845	0.014216	0.03977292	0.4668984
1167	1	-94.15355	-107.3678	13.21422	0.003625873	0.01369438	0.01623241	0.06112463	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.00843781	0.1109459	0.0162324	0.00362587	0.0136944	0.03355266	0.2514797
1168	0	-97.35339	-107.6435	10.29016	0.00149147	0.03022108	0.02674136	0.1204211	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.0477397	0.04339272	0.0267414	0.00149147	0.0302211	0.05845391	0.8167071
1169	1	-95.41683	-107.1939	11.7771	0.00668843	0.01009046	0.02675267	0.1329459	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.0143538	0.06234885	0.0267527	0.00668843	0.0100905	0.04353157	0.3297329
1170	0	-95.24101	-104.0557	8.814718	0.0004913996	0.06591168	0.00286548	0.09196368	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.0549743	0.08881642	0.00286548	0.0004914	0.0659117	0.06926856	0.7936393
1171	1	-93.82991	-106.7064	12.87647	0.00668843	0.01828588	0.01794953	0.04122117	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0266034	0.0514745	0.0179495	0.00668843	0.0182859	0.04292384	0.619782
1172	0	-94.35403	-104.2742	9.920166	0.003971548	0.05649406	0.003809473	0.06304883	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.0473738	0.06747868	0.00380947	0.00397155	0.0564941	0.06427508	0.7370477
1173	1	-94.86055	-104.6365	9.775998	0.02617635	0.01344184	0.02035767	0.1368754	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.0398466	0.05997846	0.0203577	0.0261764	0.0134418	0.05997586	0.6643777
1174	0	-96.40069	-105.9701	9.569396	0.02484637	0.001754416	0.04447539	0.02783893	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.0579977	0.05564785	0.0444754	0.0248464	0.00175442	0.07107618	0.8159938
1175	1	-94.7918	-104.3809	9.589073	0.03211426	0.02624558	0.007603915	0.1082818	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.0464141	0.03496563	0.00760391	0.0321143	0.0262456	0.06596375	0.7036301
