Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_fission	clado_fusion	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	gamma	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	total_speciation	turnover
1220	0	-74.00499	-87.00166	12.99666	0.009850092	0.04395394	0.009306099	0.008881828	0.0326063	0.0326063	0.0326063	0.0326063	0.0326063	0.0326063	0.0326063	0.0326063	0.0326063	0.0326063	0.0326063	0.0326063	0.0326063	0.0326063	0.0326063	0.0326063	0.0326063	0.0326063	0.0326063	0.0326063	0.0326063	0.002238941	0.0093061	0.00985009	0.0439539	0.06311013	0.5166569
1221	1	-73.77266	-88.0556	14.28294	0.0005212198	0.02502238	0.01518823	0.001834806	0.0186524	0.0186524	0.0186524	0.0186524	0.0186524	0.0186524	0.0186524	0.0186524	0.0186524	0.0186524	0.0186524	0.0186524	0.0186524	0.0186524	0.0186524	0.0186524	0.0186524	0.0186524	0.0186524	0.0186524	0.0186524	0.01384011	0.0151882	0.00052122	0.0250224	0.04073183	0.4579315
1222	0	-74.8232	-88.90361	14.0804	0.005582611	0.03643971	0.002835914	0.00716645	0.0340688	0.0340688	0.0340688	0.0340688	0.0340688	0.0340688	0.0340688	0.0340688	0.0340688	0.0340688	0.0340688	0.0340688	0.0340688	0.0340688	0.0340688	0.0340688	0.0340688	0.0340688	0.0340688	0.0340688	0.0340688	0.004204142	0.00283591	0.00558261	0.0364397	0.04485823	0.7594781
1223	1	-77.89534	-88.65841	10.76307	0.006546457	0.07302102	0.01500161	0.005234646	0.0577439	0.0577439	0.0577439	0.0577439	0.0577439	0.0577439	0.0577439	0.0577439	0.0577439	0.0577439	0.0577439	0.0577439	0.0577439	0.0577439	0.0577439	0.0577439	0.0577439	0.0577439	0.0577439	0.0577439	0.0577439	0.04202164	0.0150016	0.00654646	0.073021	0.09456909	0.6106006
1224	0	-75.62859	-88.08693	12.45833	0.009016183	0.01574305	0.04173889	0.005794193	0.0440637	0.0440637	0.0440637	0.0440637	0.0440637	0.0440637	0.0440637	0.0440637	0.0440637	0.0440637	0.0440637	0.0440637	0.0440637	0.0440637	0.0440637	0.0440637	0.0440637	0.0440637	0.0440637	0.0440637	0.0440637	0.03899638	0.0417389	0.00901618	0.015743	0.06649812	0.6626306
1225	1	-76.90764	-87.71012	10.80248	0.03472908	0.04074659	0.01964327	0.003427333	0.0769516	0.0769516	0.0769516	0.0769516	0.0769516	0.0769516	0.0769516	0.0769516	0.0769516	0.0769516	0.0769516	0.0769516	0.0769516	0.0769516	0.0769516	0.0769516	0.0769516	0.0769516	0.0769516	0.0769516	0.0769516	0.03661558	0.0196433	0.0347291	0.0407466	0.09511894	0.8090038
1226	0	-75.62191	-88.38613	12.76422	0.01599147	0.03497023	0.009842705	0.004323002	0.0411609	0.0411609	0.0411609	0.0411609	0.0411609	0.0411609	0.0411609	0.0411609	0.0411609	0.0411609	0.0411609	0.0411609	0.0411609	0.0411609	0.0411609	0.0411609	0.0411609	0.0411609	0.0411609	0.0411609	0.0411609	0.04376483	0.00984271	0.0159915	0.0349702	0.0608044	0.6769399
1227	1	-74.99047	-87.83488	12.84441	0.002470796	0.01814168	0.04305873	0.006911271	0.0420126	0.0420126	0.0420126	0.0420126	0.0420126	0.0420126	0.0420126	0.0420126	0.0420126	0.0420126	0.0420126	0.0420126	0.0420126	0.0420126	0.0420126	0.0420126	0.0420126	0.0420126	0.0420126	0.0420126	0.0420126	0.01609537	0.0430587	0.0024708	0.0181417	0.06367121	0.6598359
1228	0	-78.61598	-89.68841	11.07243	0.01412561	0.01347022	0.05237538	0.02733739	0.0575973	0.0575973	0.0575973	0.0575973	0.0575973	0.0575973	0.0575973	0.0575973	0.0575973	0.0575973	0.0575973	0.0575973	0.0575973	0.0575973	0.0575973	0.0575973	0.0575973	0.0575973	0.0575973	0.0575973	0.0575973	0.0758608	0.0523754	0.0141256	0.0134702	0.07997121	0.7202257
1229	1	-76.31713	-88.65031	12.33318	0.03465464	0.003233053	0.03290583	0.02278697	0.0463496	0.0463496	0.0463496	0.0463496	0.0463496	0.0463496	0.0463496	0.0463496	0.0463496	0.0463496	0.0463496	0.0463496	0.0463496	0.0463496	0.0463496	0.0463496	0.0463496	0.0463496	0.0463496	0.0463496	0.0463496	0.008955567	0.0329058	0.0346546	0.00323305	0.07079353	0.6547156
1230	0	-77.84833	-87.4441	9.59577	0.0145674	0.02515518	0.07404623	0.01052438	0.0985622	0.0985622	0.0985622	0.0985622	0.0985622	0.0985622	0.0985622	0.0985622	0.0985622	0.0985622	0.0985622	0.0985622	0.0985622	0.0985622	0.0985622	0.0985622	0.0985622	0.0985622	0.0985622	0.0985622	0.0985622	0.03919727	0.0740462	0.0145674	0.0251552	0.1137688	0.8663371
1231	1	-76.91405	-89.03976	12.12571	0.04680745	0.01669387	0.007775387	0.02138558	0.0512571	0.0512571	0.0512571	0.0512571	0.0512571	0.0512571	0.0512571	0.0512571	0.0512571	0.0512571	0.0512571	0.0512571	0.0512571	0.0512571	0.0512571	0.0512571	0.0512571	0.0512571	0.0512571	0.0512571	0.0512571	0.02822868	0.00777539	0.0468074	0.0166939	0.0712767	0.7191291
1232	0	-79.22363	-87.44423	8.220601	0.03133936	0.07305931	0.0339877	0.01932932	0.119889	0.119889	0.119889	0.119889	0.119889	0.119889	0.119889	0.119889	0.119889	0.119889	0.119889	0.119889	0.119889	0.119889	0.119889	0.119889	0.119889	0.119889	0.119889	0.119889	0.119889	0.02140106	0.0339877	0.0313394	0.0730593	0.1383864	0.8663371
1233	1	-75.86779	-87.60194	11.73415	0.01735222	0.04421833	0.01869855	0.01432466	0.0642882	0.0642882	0.0642882	0.0642882	0.0642882	0.0642882	0.0642882	0.0642882	0.0642882	0.0642882	0.0642882	0.0642882	0.0642882	0.0642882	0.0642882	0.0642882	0.0642882	0.0642882	0.0642882	0.0642882	0.0642882	0.02092819	0.0186985	0.0173522	0.0442183	0.08026909	0.8009084
1234	0	-77.59243	-88.94775	11.35531	0.04717206	0.01496668	0.02481758	0.02730022	0.0514151	0.0514151	0.0514151	0.0514151	0.0514151	0.0514151	0.0514151	0.0514151	0.0514151	0.0514151	0.0514151	0.0514151	0.0514151	0.0514151	0.0514151	0.0514151	0.0514151	0.0514151	0.0514151	0.0514151	0.0514151	0.006038301	0.0248176	0.0471721	0.0149667	0.08695632	0.591275
1235	1	-79.25683	-89.24815	9.991318	0.009176045	0.06153421	0.02934465	0.04014889	0.0664663	0.0664663	0.0664663	0.0664663	0.0664663	0.0664663	0.0664663	0.0664663	0.0664663	0.0664663	0.0664663	0.0664663	0.0664663	0.0664663	0.0664663	0.0664663	0.0664663	0.0664663	0.0664663	0.0664663	0.0664663	0.05163451	0.0293446	0.00917605	0.0615342	0.1000549	0.6642988
1236	0	-75.36286	-88.0517	12.68884	0.01873052	0.0277466	0.01764341	0.02133155	0.034084	0.034084	0.034084	0.034084	0.034084	0.034084	0.034084	0.034084	0.034084	0.034084	0.034084	0.034084	0.034084	0.034084	0.034084	0.034084	0.034084	0.034084	0.034084	0.034084	0.034084	0.01455855	0.0176434	0.0187305	0.0277466	0.06412053	0.5315616
1237	1	-76.3981	-89.78889	13.39079	0.02474801	0.005096492	0.01960841	0.02320209	0.0248057	0.0248057	0.0248057	0.0248057	0.0248057	0.0248057	0.0248057	0.0248057	0.0248057	0.0248057	0.0248057	0.0248057	0.0248057	0.0248057	0.0248057	0.0248057	0.0248057	0.0248057	0.0248057	0.0248057	0.0248057	0.02978566	0.0196084	0.024748	0.00509649	0.04945292	0.5016021
1238	0	-76.23926	-89.55767	13.31841	0.02522518	0.0108976	0.01649287	0.02749878	0.0151596	0.0151596	0.0151596	0.0151596	0.0151596	0.0151596	0.0151596	0.0151596	0.0151596	0.0151596	0.0151596	0.0151596	0.0151596	0.0151596	0.0151596	0.0151596	0.0151596	0.0151596	0.0151596	0.0151596	0.0151596	0.01390431	0.0164929	0.0252252	0.0108976	0.05261566	0.2881196
1239	1	-76.02986	-90.36685	14.337	0.002539316	0.01227646	0.01949316	0.002572344	0.0118308	0.0118308	0.0118308	0.0118308	0.0118308	0.0118308	0.0118308	0.0118308	0.0118308	0.0118308	0.0118308	0.0118308	0.0118308	0.0118308	0.0118308	0.0118308	0.0118308	0.0118308	0.0118308	0.0118308	0.0118308	0.04592195	0.0194932	0.00253932	0.0122765	0.03430893	0.3448303
1240	0	-77.19859	-88.74757	11.54898	0.004707161	0.02392926	0.05178327	0.04192624	0.0461524	0.0461524	0.0461524	0.0461524	0.0461524	0.0461524	0.0461524	0.0461524	0.0461524	0.0461524	0.0461524	0.0461524	0.0461524	0.0461524	0.0461524	0.0461524	0.0461524	0.0461524	0.0461524	0.0461524	0.0461524	0.0109478	0.0517833	0.00470716	0.0239293	0.08041969	0.5738947
1241	1	-78.28983	-91.86804	13.57821	0.02484775	0.006041456	0.01473655	0.002643134	0.0274431	0.0274431	0.0274431	0.0274431	0.0274431	0.0274431	0.0274431	0.0274431	0.0274431	0.0274431	0.0274431	0.0274431	0.0274431	0.0274431	0.0274431	0.0274431	0.0274431	0.0274431	0.0274431	0.0274431	0.0274431	0.05437919	0.0147365	0.0248477	0.00604146	0.04562575	0.6014831
1242	0	-77.45501	-91.67454	14.21953	0.01593051	0.002016683	0.01516568	0.0498564	0.00608705	0.00608705	0.00608705	0.00608705	0.00608705	0.00608705	0.00608705	0.00608705	0.00608705	0.00608705	0.00608705	0.00608705	0.00608705	0.00608705	0.00608705	0.00608705	0.00608705	0.00608705	0.00608705	0.00608705	0.00608705	0.01750236	0.0151657	0.0159305	0.00201668	0.03311288	0.1838271
1243	1	-76.41502	-89.70326	13.28824	0.02484775	0.02198008	0.004463103	0.0009976695	0.0187241	0.0187241	0.0187241	0.0187241	0.0187241	0.0187241	0.0187241	0.0187241	0.0187241	0.0187241	0.0187241	0.0187241	0.0187241	0.0187241	0.0187241	0.0187241	0.0187241	0.0187241	0.0187241	0.0187241	0.0187241	0.05130568	0.0044631	0.0248477	0.0219801	0.05129093	0.365057
1244	0	-77.56954	-88.1243	10.55475	0.01553651	0.02500342	0.05425716	0.04256918	0.0731244	0.0731244	0.0731244	0.0731244	0.0731244	0.0731244	0.0731244	0.0731244	0.0731244	0.0731244	0.0731244	0.0731244	0.0731244	0.0731244	0.0731244	0.0731244	0.0731244	0.0731244	0.0731244	0.0731244	0.0731244	0.02416179	0.0542572	0.0155365	0.0250034	0.09479709	0.7713778
1245	1	-75.51737	-89.67174	14.15437	0.009923009	0.02470685	0.005858632	0.0003089362	0.027095	0.027095	0.027095	0.027095	0.027095	0.027095	0.027095	0.027095	0.027095	0.027095	0.027095	0.027095	0.027095	0.027095	0.027095	0.027095	0.027095	0.027095	0.027095	0.027095	0.027095	0.02967111	0.00585863	0.00992301	0.0247069	0.04048849	0.6692032
1246	0	-79.89377	-91.90802	12.01425	0.01806405	0.01789177	0.0162174	0.1190805	0.0310546	0.0310546	0.0310546	0.0310546	0.0310546	0.0310546	0.0310546	0.0310546	0.0310546	0.0310546	0.0310546	0.0310546	0.0310546	0.0310546	0.0310546	0.0310546	0.0310546	0.0310546	0.0310546	0.0310546	0.0310546	0.05537124	0.0162174	0.0180641	0.0178918	0.05217323	0.5952209
1247	1	-77.68238	-89.41364	11.73125	0.04528444	0.01230035	0.02247295	0.001080375	0.0521754	0.0521754	0.0521754	0.0521754	0.0521754	0.0521754	0.0521754	0.0521754	0.0521754	0.0521754	0.0521754	0.0521754	0.0521754	0.0521754	0.0521754	0.0521754	0.0521754	0.0521754	0.0521754	0.0521754	0.0521754	0.03572003	0.022473	0.0452844	0.0123004	0.08005774	0.6517224
1248	0	-78.16229	-90.09138	11.92909	0.01444734	0.01721784	0.03151537	0.07200503	0.0402272	0.0402272	0.0402272	0.0402272	0.0402272	0.0402272	0.0402272	0.0402272	0.0402272	0.0402272	0.0402272	0.0402272	0.0402272	0.0402272	0.0402272	0.0402272	0.0402272	0.0402272	0.0402272	0.0402272	0.0402272	0.04545424	0.0315154	0.0144473	0.0172178	0.06318056	0.6367017
1249	1	-75.39171	-90.0873	14.69559	0.006586874	0.01163972	0.01166556	0.000555787	0.000442976	0.000442976	0.000442976	0.000442976	0.000442976	0.000442976	0.000442976	0.000442976	0.000442976	0.000442976	0.000442976	0.000442976	0.000442976	0.000442976	0.000442976	0.000442976	0.000442976	0.000442976	0.000442976	0.000442976	0.000442976	0.03836453	0.0116656	0.00658687	0.0116397	0.02989215	0.01481914
1250	0	-79.28867	-90.90818	11.61951	0.02004189	0.0008888393	0.05023805	0.09349468	0.040443	0.040443	0.040443	0.040443	0.040443	0.040443	0.040443	0.040443	0.040443	0.040443	0.040443	0.040443	0.040443	0.040443	0.040443	0.040443	0.040443	0.040443	0.040443	0.040443	0.040443	0.007382033	0.050238	0.0200419	0.000888839	0.07116877	0.5682693
1251	1	-74.04896	-87.9045	13.85554	0.003273554	0.03584141	0.007527367	0.001126447	0.0237097	0.0237097	0.0237097	0.0237097	0.0237097	0.0237097	0.0237097	0.0237097	0.0237097	0.0237097	0.0237097	0.0237097	0.0237097	0.0237097	0.0237097	0.0237097	0.0237097	0.0237097	0.0237097	0.0237097	0.0237097	0.02211301	0.00752737	0.00327355	0.0358414	0.04664233	0.508331
1252	0	-77.29364	-88.42951	11.13587	0.0225779	0.009207471	0.0542912	0.05728911	0.0646883	0.0646883	0.0646883	0.0646883	0.0646883	0.0646883	0.0646883	0.0646883	0.0646883	0.0646883	0.0646883	0.0646883	0.0646883	0.0646883	0.0646883	0.0646883	0.0646883	0.0646883	0.0646883	0.0646883	0.0646883	0.003229704	0.0542912	0.0225779	0.00920747	0.08607657	0.7515199
1253	1	-74.9537	-87.77429	12.82059	0.01538921	0.01706912	0.03346446	0.001712789	0.0274208	0.0274208	0.0274208	0.0274208	0.0274208	0.0274208	0.0274208	0.0274208	0.0274208	0.0274208	0.0274208	0.0274208	0.0274208	0.0274208	0.0274208	0.0274208	0.0274208	0.0274208	0.0274208	0.0274208	0.0274208	0.01027596	0.0334645	0.0153892	0.0170691	0.06592279	0.415953
1254	0	-78.28471	-88.68689	10.40218	0.03585761	0.005326026	0.05711334	0.05780006	0.0829518	0.0829518	0.0829518	0.0829518	0.0829518	0.0829518	0.0829518	0.0829518	0.0829518	0.0829518	0.0829518	0.0829518	0.0829518	0.0829518	0.0829518	0.0829518	0.0829518	0.0829518	0.0829518	0.0829518	0.0829518	0.00335897	0.0571133	0.0358576	0.00532603	0.09829698	0.8438894
1255	1	-76.5173	-86.47627	9.958966	0.01675708	0.0435366	0.05409014	0.005738623	0.102142	0.102142	0.102142	0.102142	0.102142	0.102142	0.102142	0.102142	0.102142	0.102142	0.102142	0.102142	0.102142	0.102142	0.102142	0.102142	0.102142	0.102142	0.102142	0.102142	0.102142	0.00400327	0.0540901	0.0167571	0.0435366	0.1143838	0.8929751
1256	0	-75.42131	-90.40425	14.98295	0.009024353	0.01120202	0.006275502	0.02432409	0.00374692	0.00374692	0.00374692	0.00374692	0.00374692	0.00374692	0.00374692	0.00374692	0.00374692	0.00374692	0.00374692	0.00374692	0.00374692	0.00374692	0.00374692	0.00374692	0.00374692	0.00374692	0.00374692	0.00374692	0.00374692	0.006037788	0.0062755	0.00902435	0.011202	0.02650188	0.141383
1257	1	-76.25456	-88.20253	11.94797	0.04345224	0.03400478	0.00106789	0.01282847	0.0476152	0.0476152	0.0476152	0.0476152	0.0476152	0.0476152	0.0476152	0.0476152	0.0476152	0.0476152	0.0476152	0.0476152	0.0476152	0.0476152	0.0476152	0.0476152	0.0476152	0.0476152	0.0476152	0.0476152	0.0476152	0.01142289	0.00106789	0.0434522	0.0340048	0.07852491	0.6063703
1258	0	-76.62815	-90.61488	13.98673	0.005108245	0.02026993	0.009969242	0.0656041	0.00934113	0.00934113	0.00934113	0.00934113	0.00934113	0.00934113	0.00934113	0.00934113	0.00934113	0.00934113	0.00934113	0.00934113	0.00934113	0.00934113	0.00934113	0.00934113	0.00934113	0.00934113	0.00934113	0.00934113	0.00934113	0.01173668	0.00996924	0.00510825	0.0202699	0.03534742	0.2642662
1259	1	-76.40025	-87.2274	10.82715	0.003915215	0.02120218	0.07251216	0.01564661	0.0735576	0.0735576	0.0735576	0.0735576	0.0735576	0.0735576	0.0735576	0.0735576	0.0735576	0.0735576	0.0735576	0.0735576	0.0735576	0.0735576	0.0735576	0.0735576	0.0735576	0.0735576	0.0735576	0.0735576	0.0735576	0.006987718	0.0725122	0.00391521	0.0212022	0.09762955	0.7534362
1260	0	-74.71474	-88.83511	14.12037	0.0124729	0.006892002	0.02303324	0.01295124	0.00619282	0.00619282	0.00619282	0.00619282	0.00619282	0.00619282	0.00619282	0.00619282	0.00619282	0.00619282	0.00619282	0.00619282	0.00619282	0.00619282	0.00619282	0.00619282	0.00619282	0.00619282	0.00619282	0.00619282	0.00619282	0.009063806	0.0230332	0.0124729	0.006892	0.04239814	0.1460634
1261	1	-74.85449	-89.28811	14.43362	0.003166262	0.02605519	0.008169486	0.01602935	0.0231977	0.0231977	0.0231977	0.0231977	0.0231977	0.0231977	0.0231977	0.0231977	0.0231977	0.0231977	0.0231977	0.0231977	0.0231977	0.0231977	0.0231977	0.0231977	0.0231977	0.0231977	0.0231977	0.0231977	0.0231977	0.004459944	0.00816949	0.00316626	0.0260552	0.03739094	0.6204108
1262	0	-75.28311	-87.57859	12.29548	0.002503161	0.05873493	0.00955935	0.007834546	0.0441747	0.0441747	0.0441747	0.0441747	0.0441747	0.0441747	0.0441747	0.0441747	0.0441747	0.0441747	0.0441747	0.0441747	0.0441747	0.0441747	0.0441747	0.0441747	0.0441747	0.0441747	0.0441747	0.0441747	0.0441747	0.02765459	0.00955935	0.00250316	0.0587349	0.07079744	0.6239586
1263	1	-75.60424	-87.69573	12.0915	0.01602473	0.02161098	0.03604507	0.03789096	0.0514816	0.0514816	0.0514816	0.0514816	0.0514816	0.0514816	0.0514816	0.0514816	0.0514816	0.0514816	0.0514816	0.0514816	0.0514816	0.0514816	0.0514816	0.0514816	0.0514816	0.0514816	0.0514816	0.0514816	0.0514816	0.0008367673	0.0360451	0.0160247	0.021611	0.07368078	0.698711
1264	0	-76.47687	-87.63178	11.15491	0.0335356	0.05873493	0.00159074	0.008245821	0.0838008	0.0838008	0.0838008	0.0838008	0.0838008	0.0838008	0.0838008	0.0838008	0.0838008	0.0838008	0.0838008	0.0838008	0.0838008	0.0838008	0.0838008	0.0838008	0.0838008	0.0838008	0.0838008	0.0838008	0.0838008	0.0040391	0.00159074	0.0335356	0.0587349	0.09386127	0.8928157
1265	1	-75.49719	-88.86314	13.36596	0.03888429	0.01547893	0.0008589046	0.02033157	0.0336724	0.0336724	0.0336724	0.0336724	0.0336724	0.0336724	0.0336724	0.0336724	0.0336724	0.0336724	0.0336724	0.0336724	0.0336724	0.0336724	0.0336724	0.0336724	0.0336724	0.0336724	0.0336724	0.0336724	0.0336724	0.0008044887	0.000858905	0.0388843	0.0154789	0.05522212	0.6097629
1266	0	-77.0018	-89.06717	12.06538	0.008529021	0.06107815	0.008361082	0.00558055	0.0306352	0.0306352	0.0306352	0.0306352	0.0306352	0.0306352	0.0306352	0.0306352	0.0306352	0.0306352	0.0306352	0.0306352	0.0306352	0.0306352	0.0306352	0.0306352	0.0306352	0.0306352	0.0306352	0.0306352	0.0306352	0.01024289	0.00836108	0.00852902	0.0610782	0.07796826	0.3929186
1267	1	-75.90041	-88.83789	12.93748	0.01832161	0.03682684	0.008444565	0.01338156	0.0174389	0.0174389	0.0174389	0.0174389	0.0174389	0.0174389	0.0174389	0.0174389	0.0174389	0.0174389	0.0174389	0.0174389	0.0174389	0.0174389	0.0174389	0.0174389	0.0174389	0.0174389	0.0174389	0.0174389	0.0174389	0.0007838395	0.00844456	0.0183216	0.0368268	0.06359302	0.2742265
1268	0	-77.90212	-90.18695	12.28482	0.01193682	0.0169389	0.03913477	0.0153599	0.0226507	0.0226507	0.0226507	0.0226507	0.0226507	0.0226507	0.0226507	0.0226507	0.0226507	0.0226507	0.0226507	0.0226507	0.0226507	0.0226507	0.0226507	0.0226507	0.0226507	0.0226507	0.0226507	0.0226507	0.0226507	0.03778143	0.0391348	0.0119368	0.0169389	0.06801049	0.3330469
1269	1	-76.47037	-88.33882	11.86845	0.05584894	0.009822551	0.01707483	0.004613241	0.0514906	0.0514906	0.0514906	0.0514906	0.0514906	0.0514906	0.0514906	0.0514906	0.0514906	0.0514906	0.0514906	0.0514906	0.0514906	0.0514906	0.0514906	0.0514906	0.0514906	0.0514906	0.0514906	0.0514906	0.0514906	0.002466356	0.0170748	0.0558489	0.00982255	0.08274633	0.6222709
1270	0	-75.9452	-89.49696	13.55176	0.007875697	0.0297	0.008811827	0.004248695	0.00929205	0.00929205	0.00929205	0.00929205	0.00929205	0.00929205	0.00929205	0.00929205	0.00929205	0.00929205	0.00929205	0.00929205	0.00929205	0.00929205	0.00929205	0.00929205	0.00929205	0.00929205	0.00929205	0.00929205	0.00929205	0.05088496	0.00881183	0.0078757	0.0297	0.04638752	0.2003135
1271	1	-76.26927	-88.26335	11.99408	0.04027293	0.01643512	0.02214144	0.01369207	0.0437725	0.0437725	0.0437725	0.0437725	0.0437725	0.0437725	0.0437725	0.0437725	0.0437725	0.0437725	0.0437725	0.0437725	0.0437725	0.0437725	0.0437725	0.0437725	0.0437725	0.0437725	0.0437725	0.0437725	0.0437725	0.004016201	0.0221414	0.0402729	0.0164351	0.07884948	0.5551402
1272	0	-74.50526	-88.72024	14.21498	8.251633e-06	0.0297	0.009891008	0.002460388	0.00521597	0.00521597	0.00521597	0.00521597	0.00521597	0.00521597	0.00521597	0.00521597	0.00521597	0.00521597	0.00521597	0.00521597	0.00521597	0.00521597	0.00521597	0.00521597	0.00521597	0.00521597	0.00521597	0.00521597	0.00521597	0.0267507	0.00989101	8.25163e-06	0.0297	0.03959926	0.1317188
1273	1	-75.17937	-87.51323	12.33386	0.004540241	0.01147644	0.05870309	0.00781484	0.0519002	0.0519002	0.0519002	0.0519002	0.0519002	0.0519002	0.0519002	0.0519002	0.0519002	0.0519002	0.0519002	0.0519002	0.0519002	0.0519002	0.0519002	0.0519002	0.0519002	0.0519002	0.0519002	0.0519002	0.0519002	0.0004928656	0.0587031	0.00454024	0.0114764	0.07471977	0.6945979
1274	0	-74.3833	-87.70181	13.31851	0.0002155349	0.03463054	0.02026933	0.00389862	0.0259858	0.0259858	0.0259858	0.0259858	0.0259858	0.0259858	0.0259858	0.0259858	0.0259858	0.0259858	0.0259858	0.0259858	0.0259858	0.0259858	0.0259858	0.0259858	0.0259858	0.0259858	0.0259858	0.0259858	0.0259858	0.0226172	0.0202693	0.000215535	0.0346305	0.0551154	0.4714806
1275	1	-74.23359	-88.01006	13.77647	0.005437572	0.01582141	0.02875987	0.01090438	0.0128144	0.0128144	0.0128144	0.0128144	0.0128144	0.0128144	0.0128144	0.0128144	0.0128144	0.0128144	0.0128144	0.0128144	0.0128144	0.0128144	0.0128144	0.0128144	0.0128144	0.0128144	0.0128144	0.0128144	0.0128144	0.0001470494	0.0287599	0.00543757	0.0158214	0.05001886	0.2561904
1276	0	-75.32741	-87.38517	12.05776	0.0001920877	0.04472346	0.03223342	0.003370398	0.0436162	0.0436162	0.0436162	0.0436162	0.0436162	0.0436162	0.0436162	0.0436162	0.0436162	0.0436162	0.0436162	0.0436162	0.0436162	0.0436162	0.0436162	0.0436162	0.0436162	0.0436162	0.0436162	0.0436162	0.0436162	0.01809008	0.0322334	0.000192088	0.0447235	0.07714897	0.5653508
1277	1	-75.69982	-88.02098	12.32116	0.0339312	0.0335119	0.006820802	0.01149966	0.0634911	0.0634911	0.0634911	0.0634911	0.0634911	0.0634911	0.0634911	0.0634911	0.0634911	0.0634911	0.0634911	0.0634911	0.0634911	0.0634911	0.0634911	0.0634911	0.0634911	0.0634911	0.0634911	0.0634911	0.0634911	0.0007913592	0.0068208	0.0339312	0.0335119	0.0742639	0.8549385
1278	0	-75.15132	-89.8824	14.73108	0.00712638	0.02531308	0.001384456	0.002190724	0.0215971	0.0215971	0.0215971	0.0215971	0.0215971	0.0215971	0.0215971	0.0215971	0.0215971	0.0215971	0.0215971	0.0215971	0.0215971	0.0215971	0.0215971	0.0215971	0.0215971	0.0215971	0.0215971	0.0215971	0.0215971	0.009782065	0.00138446	0.00712638	0.0253131	0.03382392	0.6385143
1279	1	-75.21127	-87.74587	12.5346	0.01777138	0.05041428	0.002490561	0.009340331	0.0334984	0.0334984	0.0334984	0.0334984	0.0334984	0.0334984	0.0334984	0.0334984	0.0334984	0.0334984	0.0334984	0.0334984	0.0334984	0.0334984	0.0334984	0.0334984	0.0334984	0.0334984	0.0334984	0.0334984	0.0334984	0.002958073	0.00249056	0.0177714	0.0504143	0.07067622	0.4739703
1280	0	-73.19059	-87.77763	14.58704	0.00173618	0.01709622	0.01855154	0.00289255	0.00704293	0.00704293	0.00704293	0.00704293	0.00704293	0.00704293	0.00704293	0.00704293	0.00704293	0.00704293	0.00704293	0.00704293	0.00704293	0.00704293	0.00704293	0.00704293	0.00704293	0.00704293	0.00704293	0.00704293	0.00704293	0.002296376	0.0185515	0.00173618	0.0170962	0.03738394	0.1883945
1281	1	-74.89771	-89.38112	14.48341	0.01084229	0.01932341	0.003959756	0.03097581	0.0100341	0.0100341	0.0100341	0.0100341	0.0100341	0.0100341	0.0100341	0.0100341	0.0100341	0.0100341	0.0100341	0.0100341	0.0100341	0.0100341	0.0100341	0.0100341	0.0100341	0.0100341	0.0100341	0.0100341	0.0100341	0.003969178	0.00395976	0.0108423	0.0193234	0.03412545	0.2940344
1282	0	-76.07754	-91.37959	15.30205	0.00261262	0.005385693	0.01601351	0.01133549	0.00471406	0.00471406	0.00471406	0.00471406	0.00471406	0.00471406	0.00471406	0.00471406	0.00471406	0.00471406	0.00471406	0.00471406	0.00471406	0.00471406	0.00471406	0.00471406	0.00471406	0.00471406	0.00471406	0.00471406	0.00471406	0.001935234	0.0160135	0.00261262	0.00538569	0.02401182	0.1963225
1283	1	-77.31109	-90.29253	12.98144	0.02555828	0.004319495	0.02885128	0.02836647	0.0150963	0.0150963	0.0150963	0.0150963	0.0150963	0.0150963	0.0150963	0.0150963	0.0150963	0.0150963	0.0150963	0.0150963	0.0150963	0.0150963	0.0150963	0.0150963	0.0150963	0.0150963	0.0150963	0.0150963	0.0150963	0.0103497	0.0288513	0.0255583	0.00431949	0.05872906	0.2570501
1284	0	-76.06765	-89.51479	13.44713	0.008696259	0.02103663	0.02439255	0.01254259	0.00497609	0.00497609	0.00497609	0.00497609	0.00497609	0.00497609	0.00497609	0.00497609	0.00497609	0.00497609	0.00497609	0.00497609	0.00497609	0.00497609	0.00497609	0.00497609	0.00497609	0.00497609	0.00497609	0.00497609	0.00497609	0.007002531	0.0243926	0.00869626	0.0210366	0.05412544	0.0919363
1285	1	-74.64621	-89.20108	14.55486	0.01087817	0.012493	0.01084995	0.0185214	0.000921948	0.000921948	0.000921948	0.000921948	0.000921948	0.000921948	0.000921948	0.000921948	0.000921948	0.000921948	0.000921948	0.000921948	0.000921948	0.000921948	0.000921948	0.000921948	0.000921948	0.000921948	0.000921948	0.000921948	0.000921948	0.008708848	0.01085	0.0108782	0.012493	0.03422112	0.02694091
