Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_fission	clado_fusion	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	gamma	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	total_speciation	turnover
801	1	-62.2681	-74.06865	11.80056	0.001638018	0.008252968	0.04552365	0.0983364	0.0154594	0.0154594	0.0154594	0.0154594	0.0154594	0.0154594	0.0154594	0.0154594	0.0154594	0.0154594	0.0154594	0.0154594	0.0154594	0.0154594	0.0154594	0.0154594	0.0154594	0.0154594	0.07848848	0.0455236	0.00163802	0.00825297	0.05541463	0.2789766
802	0	-47.56928	-60.56568	12.99641	0.0001014223	0.002980751	0.06089472	0.003362499	0.000937623	0.000937623	0.000937623	0.000937623	0.000937623	0.000937623	0.000937623	0.000937623	0.000937623	0.000937623	0.000937623	0.000937623	0.000937623	0.000937623	0.000937623	0.000937623	0.000937623	0.000937623	0.003451916	0.0608947	0.000101422	0.00298075	0.06397689	0.01465565
803	1	-60.47215	-71.1822	10.71005	0.009660109	0.02005897	0.05597492	0.05370011	0.0419341	0.0419341	0.0419341	0.0419341	0.0419341	0.0419341	0.0419341	0.0419341	0.0419341	0.0419341	0.0419341	0.0419341	0.0419341	0.0419341	0.0419341	0.0419341	0.0419341	0.0419341	0.05385248	0.0559749	0.00966011	0.020059	0.085694	0.4893472
804	0	-49.72979	-63.69216	13.96237	0.0003304576	0.007557147	0.04038575	0.0005902754	0.00738062	0.00738062	0.00738062	0.00738062	0.00738062	0.00738062	0.00738062	0.00738062	0.00738062	0.00738062	0.00738062	0.00738062	0.00738062	0.00738062	0.00738062	0.00738062	0.00738062	0.00738062	0.002109804	0.0403858	0.000330458	0.00755715	0.04827336	0.1528922
805	1	-60.82597	-72.99594	12.16997	0.004620111	0.006458435	0.05597492	0.04799646	0.0389794	0.0389794	0.0389794	0.0389794	0.0389794	0.0389794	0.0389794	0.0389794	0.0389794	0.0389794	0.0389794	0.0389794	0.0389794	0.0389794	0.0389794	0.0389794	0.0389794	0.0389794	0.02334291	0.0559749	0.00462011	0.00645843	0.06705347	0.5813185
806	0	-47.11891	-59.41532	12.29641	0.003180564	0.001285006	0.07207739	0.0006926271	0.0188675	0.0188675	0.0188675	0.0188675	0.0188675	0.0188675	0.0188675	0.0188675	0.0188675	0.0188675	0.0188675	0.0188675	0.0188675	0.0188675	0.0188675	0.0188675	0.0188675	0.0188675	0.002116768	0.0720774	0.00318056	0.00128501	0.07654296	0.246496
807	1	-59.29248	-69.83472	10.54225	0.03830043	0.001573938	0.05597492	0.04461159	0.0369977	0.0369977	0.0369977	0.0369977	0.0369977	0.0369977	0.0369977	0.0369977	0.0369977	0.0369977	0.0369977	0.0369977	0.0369977	0.0369977	0.0369977	0.0369977	0.0369977	0.0369977	0.01991449	0.0559749	0.0383004	0.00157394	0.09584929	0.3859985
808	0	-47.11369	-59.45923	12.34554	0.002229983	0.001477369	0.07207739	0.0004563555	0.0302817	0.0302817	0.0302817	0.0302817	0.0302817	0.0302817	0.0302817	0.0302817	0.0302817	0.0302817	0.0302817	0.0302817	0.0302817	0.0302817	0.0302817	0.0302817	0.0302817	0.0302817	0.001905637	0.0720774	0.00222998	0.00147737	0.07578474	0.3995755
809	1	-55.33322	-68.48748	13.15426	0.003466249	0.01040801	0.04079937	0.03180022	0.00308415	0.00308415	0.00308415	0.00308415	0.00308415	0.00308415	0.00308415	0.00308415	0.00308415	0.00308415	0.00308415	0.00308415	0.00308415	0.00308415	0.00308415	0.00308415	0.00308415	0.00308415	0.01401833	0.0407994	0.00346625	0.010408	0.05467363	0.05641025
810	0	-45.89851	-58.28586	12.38735	0.001083828	0.002094064	0.07207739	0.000637963	0.0175853	0.0175853	0.0175853	0.0175853	0.0175853	0.0175853	0.0175853	0.0175853	0.0175853	0.0175853	0.0175853	0.0175853	0.0175853	0.0175853	0.0175853	0.0175853	0.0175853	0.0175853	0.0006611202	0.0720774	0.00108383	0.00209406	0.07525528	0.2336758
811	1	-54.79742	-68.61929	13.82187	0.006854444	0.00332885	0.03532176	0.017805	0.00207309	0.00207309	0.00207309	0.00207309	0.00207309	0.00207309	0.00207309	0.00207309	0.00207309	0.00207309	0.00207309	0.00207309	0.00207309	0.00207309	0.00207309	0.00207309	0.00207309	0.00207309	0.01524872	0.0353218	0.00685444	0.00332885	0.04550506	0.04555731
812	0	-46.28601	-59.90135	13.61533	0.001588131	0.001684466	0.05085283	0.001471822	0.00299998	0.00299998	0.00299998	0.00299998	0.00299998	0.00299998	0.00299998	0.00299998	0.00299998	0.00299998	0.00299998	0.00299998	0.00299998	0.00299998	0.00299998	0.00299998	0.00299998	0.00299998	0.001467839	0.0508528	0.00158813	0.00168447	0.05412542	0.05542643
813	1	-54.98051	-66.691	11.71049	0.008438542	0.0101994	0.0636526	0.01578022	0.0332894	0.0332894	0.0332894	0.0332894	0.0332894	0.0332894	0.0332894	0.0332894	0.0332894	0.0332894	0.0332894	0.0332894	0.0332894	0.0332894	0.0332894	0.0332894	0.0332894	0.0332894	0.01177241	0.0636526	0.00843854	0.0101994	0.08229054	0.4045346
814	0	-45.28284	-58.99989	13.71705	0.0006649365	0.0009718998	0.05085283	0.0009272866	0.00120205	0.00120205	0.00120205	0.00120205	0.00120205	0.00120205	0.00120205	0.00120205	0.00120205	0.00120205	0.00120205	0.00120205	0.00120205	0.00120205	0.00120205	0.00120205	0.00120205	0.00120205	0.001474019	0.0508528	0.000664937	0.0009719	0.05248966	0.02290062
815	1	-52.47384	-64.60882	12.13498	0.0005631648	0.01135324	0.06500783	0.006776502	0.022266	0.022266	0.022266	0.022266	0.022266	0.022266	0.022266	0.022266	0.022266	0.022266	0.022266	0.022266	0.022266	0.022266	0.022266	0.022266	0.022266	0.022266	0.009930531	0.0650078	0.000563165	0.0113532	0.07692423	0.2894532
816	0	-53.09865	-65.66437	12.56573	0.013149	0.006715289	0.05085283	0.001891627	0.000652063	0.000652063	0.000652063	0.000652063	0.000652063	0.000652063	0.000652063	0.000652063	0.000652063	0.000652063	0.000652063	0.000652063	0.000652063	0.000652063	0.000652063	0.000652063	0.000652063	0.000652063	0.008295878	0.0508528	0.013149	0.00671529	0.07071712	0.009220722
817	1	-54.34949	-65.79758	11.44809	0.006979135	0.01713345	0.06500783	0.00737182	0.0353159	0.0353159	0.0353159	0.0353159	0.0353159	0.0353159	0.0353159	0.0353159	0.0353159	0.0353159	0.0353159	0.0353159	0.0353159	0.0353159	0.0353159	0.0353159	0.0353159	0.0353159	0.006197743	0.0650078	0.00697913	0.0171334	0.08912041	0.3962713
818	0	-49.6739	-62.48367	12.80977	0.00109627	0.00494074	0.06042315	0.005058251	0.00800022	0.00800022	0.00800022	0.00800022	0.00800022	0.00800022	0.00800022	0.00800022	0.00800022	0.00800022	0.00800022	0.00800022	0.00800022	0.00800022	0.00800022	0.00800022	0.00800022	0.00800022	0.005795243	0.0604231	0.00109627	0.00494074	0.06646016	0.1203762
819	1	-46.91668	-60.44413	13.52745	0.001252285	0.001272184	0.05255514	0.00261703	3.64807e-05	3.64807e-05	3.64807e-05	3.64807e-05	3.64807e-05	3.64807e-05	3.64807e-05	3.64807e-05	3.64807e-05	3.64807e-05	3.64807e-05	3.64807e-05	3.64807e-05	3.64807e-05	3.64807e-05	3.64807e-05	3.64807e-05	3.64807e-05	0.003491807	0.0525551	0.00125229	0.00127218	0.05507961	0.0006623275
820	0	-48.29005	-61.08266	12.79262	0.001509832	0.0009722415	0.06464983	0.002034843	0.0173283	0.0173283	0.0173283	0.0173283	0.0173283	0.0173283	0.0173283	0.0173283	0.0173283	0.0173283	0.0173283	0.0173283	0.0173283	0.0173283	0.0173283	0.0173283	0.0173283	0.0173283	0.00657791	0.0646498	0.00150983	0.000972242	0.0671319	0.2581238
821	1	-49.51267	-62.76018	13.24751	0.002698843	0.004274325	0.05255514	0.001512015	0.0109074	0.0109074	0.0109074	0.0109074	0.0109074	0.0109074	0.0109074	0.0109074	0.0109074	0.0109074	0.0109074	0.0109074	0.0109074	0.0109074	0.0109074	0.0109074	0.0109074	0.0109074	0.006390557	0.0525551	0.00269884	0.00427432	0.05952831	0.1832299
822	0	-52.62791	-64.89087	12.26296	0.008024125	0.01004821	0.05775141	0.001833483	0.013236	0.013236	0.013236	0.013236	0.013236	0.013236	0.013236	0.013236	0.013236	0.013236	0.013236	0.013236	0.013236	0.013236	0.013236	0.013236	0.013236	0.013236	0.008556588	0.0577514	0.00802412	0.0100482	0.07582375	0.1745622
823	1	-53.99784	-66.86602	12.86818	0.0004262947	0.01933747	0.04435597	0.0007442094	0.0154637	0.0154637	0.0154637	0.0154637	0.0154637	0.0154637	0.0154637	0.0154637	0.0154637	0.0154637	0.0154637	0.0154637	0.0154637	0.0154637	0.0154637	0.0154637	0.0154637	0.0154637	0.01805233	0.044356	0.000426295	0.0193375	0.06411973	0.2411695
824	0	-46.56305	-57.7021	11.13906	0.0006317799	0.0004803397	0.09512161	0.001011181	0.0356647	0.0356647	0.0356647	0.0356647	0.0356647	0.0356647	0.0356647	0.0356647	0.0356647	0.0356647	0.0356647	0.0356647	0.0356647	0.0356647	0.0356647	0.0356647	0.0356647	0.0356647	0.001570037	0.0951216	0.00063178	0.00048034	0.09623373	0.3706045
825	1	-50.29541	-63.93875	13.64334	0.006390656	0.002029132	0.04502999	0.0006656191	0.0130839	0.0130839	0.0130839	0.0130839	0.0130839	0.0130839	0.0130839	0.0130839	0.0130839	0.0130839	0.0130839	0.0130839	0.0130839	0.0130839	0.0130839	0.0130839	0.0130839	0.0130839	0.003452356	0.04503	0.00639066	0.00202913	0.05344978	0.2447886
826	0	-50.14427	-60.84467	10.7004	0.0007858259	0.007906806	0.09512161	0.0005804527	0.0623957	0.0623957	0.0623957	0.0623957	0.0623957	0.0623957	0.0623957	0.0623957	0.0623957	0.0623957	0.0623957	0.0623957	0.0623957	0.0623957	0.0623957	0.0623957	0.0623957	0.0623957	0.001222675	0.0951216	0.000785826	0.00790681	0.1038142	0.6010319
827	1	-49.25671	-62.80634	13.54963	0.003657945	0.006363698	0.04502999	0.0005553185	0.00355975	0.00355975	0.00355975	0.00355975	0.00355975	0.00355975	0.00355975	0.00355975	0.00355975	0.00355975	0.00355975	0.00355975	0.00355975	0.00355975	0.00355975	0.00355975	0.00355975	0.00355975	0.003500271	0.04503	0.00365795	0.0063637	0.05505163	0.06466201
828	0	-48.90026	-59.70665	10.80639	0.0002857255	0.006639827	0.09512161	0.0006129678	0.0408164	0.0408164	0.0408164	0.0408164	0.0408164	0.0408164	0.0408164	0.0408164	0.0408164	0.0408164	0.0408164	0.0408164	0.0408164	0.0408164	0.0408164	0.0408164	0.0408164	0.0408164	0.0009980506	0.0951216	0.000285725	0.00663983	0.1020472	0.3999755
829	1	-48.13124	-60.90509	12.77385	0.0025452	0.004164496	0.0615176	0.0001883058	0.013633	0.013633	0.013633	0.013633	0.013633	0.013633	0.013633	0.013633	0.013633	0.013633	0.013633	0.013633	0.013633	0.013633	0.013633	0.013633	0.013633	0.013633	0.003849997	0.0615176	0.0025452	0.0041645	0.06822729	0.1998181
830	0	-45.6545	-59.34842	13.69392	0.0007917235	0.002589443	0.04972351	0.0004617833	0.00273435	0.00273435	0.00273435	0.00273435	0.00273435	0.00273435	0.00273435	0.00273435	0.00273435	0.00273435	0.00273435	0.00273435	0.00273435	0.00273435	0.00273435	0.00273435	0.00273435	0.00273435	0.0006302392	0.0497235	0.000791724	0.00258944	0.05310468	0.05148988
831	1	-54.23151	-68.67789	14.44638	0.002626291	0.002337655	0.03362524	0.0001718487	0.00772405	0.00772405	0.00772405	0.00772405	0.00772405	0.00772405	0.00772405	0.00772405	0.00772405	0.00772405	0.00772405	0.00772405	0.00772405	0.00772405	0.00772405	0.00772405	0.00772405	0.00772405	0.01116013	0.0336252	0.00262629	0.00233766	0.03858918	0.2001609
832	0	-47.42293	-60.96612	13.54318	0.003562125	0.002412326	0.04972351	0.0003701	0.0111357	0.0111357	0.0111357	0.0111357	0.0111357	0.0111357	0.0111357	0.0111357	0.0111357	0.0111357	0.0111357	0.0111357	0.0111357	0.0111357	0.0111357	0.0111357	0.0111357	0.0111357	0.000523663	0.0497235	0.00356212	0.00241233	0.05569796	0.1999308
833	1	-52.34937	-63.6341	11.28473	0.006692044	0.007470419	0.07887979	6.720324e-05	0.0232967	0.0232967	0.0232967	0.0232967	0.0232967	0.0232967	0.0232967	0.0232967	0.0232967	0.0232967	0.0232967	0.0232967	0.0232967	0.0232967	0.0232967	0.0232967	0.0232967	0.0232967	0.006741936	0.0788798	0.00669204	0.00747042	0.09304226	0.2503879
834	0	-46.66884	-60.30404	13.6352	0.0006411208	0.00272638	0.05066925	0.0005924242	0.0109755	0.0109755	0.0109755	0.0109755	0.0109755	0.0109755	0.0109755	0.0109755	0.0109755	0.0109755	0.0109755	0.0109755	0.0109755	0.0109755	0.0109755	0.0109755	0.0109755	0.0109755	0.000882937	0.0506692	0.000641121	0.00272638	0.05403675	0.2031118
835	1	-48.85513	-61.06105	12.20591	0.00299743	0.000512824	0.07368534	0.0002718158	0.0254343	0.0254343	0.0254343	0.0254343	0.0254343	0.0254343	0.0254343	0.0254343	0.0254343	0.0254343	0.0254343	0.0254343	0.0254343	0.0254343	0.0254343	0.0254343	0.0254343	0.0254343	0.007744006	0.0736853	0.00299743	0.000512824	0.0771956	0.3294789
836	0	-48.62921	-61.25586	12.62665	0.0007467388	0.009165141	0.061262	0.0003990385	0.0124595	0.0124595	0.0124595	0.0124595	0.0124595	0.0124595	0.0124595	0.0124595	0.0124595	0.0124595	0.0124595	0.0124595	0.0124595	0.0124595	0.0124595	0.0124595	0.0124595	0.0124595	0.001006599	0.061262	0.000746739	0.00916514	0.07117388	0.1750568
837	1	-47.27471	-59.42698	12.15227	0.001371488	0.001336902	0.07592119	0.001359356	0.0227839	0.0227839	0.0227839	0.0227839	0.0227839	0.0227839	0.0227839	0.0227839	0.0227839	0.0227839	0.0227839	0.0227839	0.0227839	0.0227839	0.0227839	0.0227839	0.0227839	0.0227839	0.003575151	0.0759212	0.00137149	0.0013369	0.07862958	0.289762
838	0	-45.22858	-58.05496	12.82639	0.0007283296	0.001810039	0.06534258	0.0001525799	0.014487	0.014487	0.014487	0.014487	0.014487	0.014487	0.014487	0.014487	0.014487	0.014487	0.014487	0.014487	0.014487	0.014487	0.014487	0.014487	0.014487	0.014487	0.0006720745	0.0653426	0.00072833	0.00181004	0.06788095	0.2134183
839	1	-49.82824	-61.1115	11.28327	0.002784451	0.004910113	0.08566782	0.001859049	0.0458945	0.0458945	0.0458945	0.0458945	0.0458945	0.0458945	0.0458945	0.0458945	0.0458945	0.0458945	0.0458945	0.0458945	0.0458945	0.0458945	0.0458945	0.0458945	0.0458945	0.0458945	0.003211263	0.0856678	0.00278445	0.00491011	0.09336238	0.4915734
840	0	-56.17497	-68.8484	12.67343	0.04377297	0.000973361	0.02540632	0.0009936261	0.0230103	0.0230103	0.0230103	0.0230103	0.0230103	0.0230103	0.0230103	0.0230103	0.0230103	0.0230103	0.0230103	0.0230103	0.0230103	0.0230103	0.0230103	0.0230103	0.0230103	0.0230103	0.001747917	0.0254063	0.043773	0.000973361	0.07015265	0.3280038
841	1	-53.40774	-65.00143	11.5937	0.0179477	0.000426136	0.06846363	0.005326648	0.0332505	0.0332505	0.0332505	0.0332505	0.0332505	0.0332505	0.0332505	0.0332505	0.0332505	0.0332505	0.0332505	0.0332505	0.0332505	0.0332505	0.0332505	0.0332505	0.0332505	0.0332505	0.007127137	0.0684636	0.0179477	0.000426136	0.08683746	0.3829053
842	0	-48.11567	-62.25415	14.13849	0.003929131	0.00079807	0.04059502	0.001444415	0.00357984	0.00357984	0.00357984	0.00357984	0.00357984	0.00357984	0.00357984	0.00357984	0.00357984	0.00357984	0.00357984	0.00357984	0.00357984	0.00357984	0.00357984	0.00357984	0.00357984	0.00357984	0.001024278	0.040595	0.00392913	0.00079807	0.04532222	0.07898631
843	1	-50.90128	-60.91646	10.01518	0.001599899	0.005799077	0.1074033	0.002633762	0.0536183	0.0536183	0.0536183	0.0536183	0.0536183	0.0536183	0.0536183	0.0536183	0.0536183	0.0536183	0.0536183	0.0536183	0.0536183	0.0536183	0.0536183	0.0536183	0.0536183	0.0536183	0.002979579	0.107403	0.0015999	0.00579908	0.1148023	0.4670493
844	0	-46.62589	-59.38637	12.76047	9.443352e-05	0.001056443	0.06709768	0.0009033462	0.000973649	0.000973649	0.000973649	0.000973649	0.000973649	0.000973649	0.000973649	0.000973649	0.000973649	0.000973649	0.000973649	0.000973649	0.000973649	0.000973649	0.000973649	0.000973649	0.000973649	0.000973649	0.004347663	0.0670977	9.44335e-05	0.00105644	0.06824856	0.01426621
845	1	-51.14506	-61.97428	10.82922	0.01182524	0.002282905	0.08751572	0.0012243	0.0456115	0.0456115	0.0456115	0.0456115	0.0456115	0.0456115	0.0456115	0.0456115	0.0456115	0.0456115	0.0456115	0.0456115	0.0456115	0.0456115	0.0456115	0.0456115	0.0456115	0.0456115	0.0005966073	0.0875157	0.0118252	0.00228291	0.1016239	0.4488264
846	0	-47.07664	-60.70147	13.62483	0.001511498	0.0001271391	0.05210573	0.0007337426	0.0112139	0.0112139	0.0112139	0.0112139	0.0112139	0.0112139	0.0112139	0.0112139	0.0112139	0.0112139	0.0112139	0.0112139	0.0112139	0.0112139	0.0112139	0.0112139	0.0112139	0.0112139	0.003500449	0.0521057	0.0015115	0.000127139	0.05374437	0.2086528
847	1	-47.02836	-59.28971	12.26135	0.00226266	0.00282828	0.07223307	0.0009017696	0.0138342	0.0138342	0.0138342	0.0138342	0.0138342	0.0138342	0.0138342	0.0138342	0.0138342	0.0138342	0.0138342	0.0138342	0.0138342	0.0138342	0.0138342	0.0138342	0.0138342	0.0138342	0.0008142208	0.0722331	0.00226266	0.00282828	0.07732401	0.1789126
848	0	-47.93195	-61.45716	13.52521	0.001163989	0.002410603	0.05210573	0.0003909315	0.0165119	0.0165119	0.0165119	0.0165119	0.0165119	0.0165119	0.0165119	0.0165119	0.0165119	0.0165119	0.0165119	0.0165119	0.0165119	0.0165119	0.0165119	0.0165119	0.0165119	0.0165119	0.002403755	0.0521057	0.00116399	0.0024106	0.05568033	0.2965476
849	1	-47.14865	-59.98629	12.83764	0.003352444	0.0005833676	0.06357863	0.0003037769	0.0241723	0.0241723	0.0241723	0.0241723	0.0241723	0.0241723	0.0241723	0.0241723	0.0241723	0.0241723	0.0241723	0.0241723	0.0241723	0.0241723	0.0241723	0.0241723	0.0241723	0.0241723	0.001553611	0.0635786	0.00335244	0.000583368	0.06751445	0.3580318
850	0	-46.65225	-58.39111	11.73886	0.002439213	0.0003495755	0.08338777	0.0006375285	0.038488	0.038488	0.038488	0.038488	0.038488	0.038488	0.038488	0.038488	0.038488	0.038488	0.038488	0.038488	0.038488	0.038488	0.038488	0.038488	0.038488	0.038488	0.001192434	0.0833878	0.00243921	0.000349575	0.08617655	0.4466178
851	1	-48.17655	-60.88948	12.71293	0.003596039	0.001987127	0.06357863	0.0007836274	0.000368711	0.000368711	0.000368711	0.000368711	0.000368711	0.000368711	0.000368711	0.000368711	0.000368711	0.000368711	0.000368711	0.000368711	0.000368711	0.000368711	0.000368711	0.000368711	0.000368711	0.000368711	0.003843443	0.0635786	0.00359604	0.00198713	0.0691618	0.005331141
852	0	-48.17666	-59.82688	11.65022	0.002901884	0.0007780862	0.08338777	0.002811952	0.0282422	0.0282422	0.0282422	0.0282422	0.0282422	0.0282422	0.0282422	0.0282422	0.0282422	0.0282422	0.0282422	0.0282422	0.0282422	0.0282422	0.0282422	0.0282422	0.0282422	0.0282422	0.002633582	0.0833878	0.00290188	0.000778086	0.08706774	0.3243699
853	1	-54.76388	-67.04842	12.28454	0.01826686	0.008657492	0.04714073	0.001303205	0.0157633	0.0157633	0.0157633	0.0157633	0.0157633	0.0157633	0.0157633	0.0157633	0.0157633	0.0157633	0.0157633	0.0157633	0.0157633	0.0157633	0.0157633	0.0157633	0.0157633	0.0157633	0.01728637	0.0471407	0.0182669	0.00865749	0.07406508	0.2128308
854	0	-50.21692	-61.56008	11.34316	0.001291698	0.009071545	0.08221819	0.002237616	0.0343731	0.0343731	0.0343731	0.0343731	0.0343731	0.0343731	0.0343731	0.0343731	0.0343731	0.0343731	0.0343731	0.0343731	0.0343731	0.0343731	0.0343731	0.0343731	0.0343731	0.0343731	0.001442055	0.0822182	0.0012917	0.00907155	0.09258144	0.3712745
855	1	-58.29634	-70.28192	11.98558	0.005049723	0.01833226	0.04714073	0.0008261179	0.0117559	0.0117559	0.0117559	0.0117559	0.0117559	0.0117559	0.0117559	0.0117559	0.0117559	0.0117559	0.0117559	0.0117559	0.0117559	0.0117559	0.0117559	0.0117559	0.0117559	0.0117559	0.06852113	0.0471407	0.00504972	0.0183323	0.07052271	0.1666967
856	0	-48.92228	-59.31109	10.38881	0.001487155	0.001233495	0.1063691	0.0002766336	0.0330004	0.0330004	0.0330004	0.0330004	0.0330004	0.0330004	0.0330004	0.0330004	0.0330004	0.0330004	0.0330004	0.0330004	0.0330004	0.0330004	0.0330004	0.0330004	0.0330004	0.0330004	0.00161697	0.106369	0.00148716	0.00123349	0.1090897	0.3025067
857	1	-58.74787	-71.40033	12.65246	0.0007818756	0.01019437	0.04714073	0.001269334	0.0115684	0.0115684	0.0115684	0.0115684	0.0115684	0.0115684	0.0115684	0.0115684	0.0115684	0.0115684	0.0115684	0.0115684	0.0115684	0.0115684	0.0115684	0.0115684	0.0115684	0.0115684	0.07445071	0.0471407	0.000781876	0.0101944	0.05811697	0.1990543
858	0	-45.91356	-59.90395	13.99039	0.000510807	0.00196749	0.04544012	0.0007729565	0.000762202	0.000762202	0.000762202	0.000762202	0.000762202	0.000762202	0.000762202	0.000762202	0.000762202	0.000762202	0.000762202	0.000762202	0.000762202	0.000762202	0.000762202	0.000762202	0.000762202	0.000762202	0.001215544	0.0454401	0.000510807	0.00196749	0.04791842	0.01590625
859	1	-56.95045	-68.59891	11.64846	0.003123175	0.01072291	0.06776813	0.001562852	0.0462393	0.0462393	0.0462393	0.0462393	0.0462393	0.0462393	0.0462393	0.0462393	0.0462393	0.0462393	0.0462393	0.0462393	0.0462393	0.0462393	0.0462393	0.0462393	0.0462393	0.0462393	0.03617546	0.0677681	0.00312318	0.0107229	0.08161422	0.566559
860	0	-48.0054	-61.77129	13.76589	0.004969546	0.001289979	0.04544012	0.000890758	0.00644226	0.00644226	0.00644226	0.00644226	0.00644226	0.00644226	0.00644226	0.00644226	0.00644226	0.00644226	0.00644226	0.00644226	0.00644226	0.00644226	0.00644226	0.00644226	0.00644226	0.00644226	0.001279559	0.0454401	0.00496955	0.00128998	0.05169965	0.1246094
861	1	-61.24173	-70.16538	8.923653	0.01818566	0.00889887	0.09713852	0.001993347	0.0592764	0.0592764	0.0592764	0.0592764	0.0592764	0.0592764	0.0592764	0.0592764	0.0592764	0.0592764	0.0592764	0.0592764	0.0592764	0.0592764	0.0592764	0.0592764	0.0592764	0.0592764	0.05729204	0.0971385	0.0181857	0.00889887	0.124223	0.4771773
862	0	-50.08423	-60.38465	10.30042	0.003857367	0.001882168	0.1044343	0.002385258	0.069448	0.069448	0.069448	0.069448	0.069448	0.069448	0.069448	0.069448	0.069448	0.069448	0.069448	0.069448	0.069448	0.069448	0.069448	0.069448	0.069448	0.069448	0.001962472	0.104434	0.00385737	0.00188217	0.1101739	0.6303494
863	1	-55.38936	-65.12271	9.733353	0.0007833259	0.002160777	0.1117188	0.003265948	0.053972	0.053972	0.053972	0.053972	0.053972	0.053972	0.053972	0.053972	0.053972	0.053972	0.053972	0.053972	0.053972	0.053972	0.053972	0.053972	0.053972	0.053972	0.0313515	0.111719	0.000783326	0.00216078	0.1146629	0.4707015
864	0	-49.62174	-60.11816	10.49642	0.0005886503	0.001290449	0.1044343	0.004615561	0.0395851	0.0395851	0.0395851	0.0395851	0.0395851	0.0395851	0.0395851	0.0395851	0.0395851	0.0395851	0.0395851	0.0395851	0.0395851	0.0395851	0.0395851	0.0395851	0.0395851	0.0395851	0.002866937	0.104434	0.00058865	0.00129045	0.1063134	0.3723432
865	1	-55.64981	-65.16958	9.519775	0.001175535	0.005491024	0.1117188	0.006018962	0.0694937	0.0694937	0.0694937	0.0694937	0.0694937	0.0694937	0.0694937	0.0694937	0.0694937	0.0694937	0.0694937	0.0694937	0.0694937	0.0694937	0.0694937	0.0694937	0.0694937	0.0694937	0.02803389	0.111719	0.00117554	0.00549102	0.1183854	0.5870127
866	0	-50.97122	-63.59798	12.62676	0.0003099665	0.006782361	0.0621624	0.006475661	0.0223998	0.0223998	0.0223998	0.0223998	0.0223998	0.0223998	0.0223998	0.0223998	0.0223998	0.0223998	0.0223998	0.0223998	0.0223998	0.0223998	0.0223998	0.0223998	0.0223998	0.0223998	0.006221111	0.0621624	0.000309966	0.00678236	0.06925473	0.3234414
867	1	-49.22043	-62.52502	13.3046	0.0007363763	0.002672016	0.05452429	0.001957616	0.00776256	0.00776256	0.00776256	0.00776256	0.00776256	0.00776256	0.00776256	0.00776256	0.00776256	0.00776256	0.00776256	0.00776256	0.00776256	0.00776256	0.00776256	0.00776256	0.00776256	0.00776256	0.009633698	0.0545243	0.000736376	0.00267202	0.05793268	0.1339928
868	0	-52.24625	-65.00807	12.76182	0.00382224	0.0005214354	0.0621624	0.006641998	0.0300934	0.0300934	0.0300934	0.0300934	0.0300934	0.0300934	0.0300934	0.0300934	0.0300934	0.0300934	0.0300934	0.0300934	0.0300934	0.0300934	0.0300934	0.0300934	0.0300934	0.0300934	0.008736269	0.0621624	0.00382224	0.000521435	0.06650607	0.4524907
869	1	-53.69824	-65.23258	11.53434	0.002436745	0.00339595	0.08154242	0.006382486	0.0556238	0.0556238	0.0556238	0.0556238	0.0556238	0.0556238	0.0556238	0.0556238	0.0556238	0.0556238	0.0556238	0.0556238	0.0556238	0.0556238	0.0556238	0.0556238	0.0556238	0.0556238	0.008841203	0.0815424	0.00243675	0.00339595	0.08737512	0.6366094
870	0	-50.82058	-62.95137	12.13079	0.00382224	0.003255199	0.07091749	0.006502041	0.00722187	0.00722187	0.00722187	0.00722187	0.00722187	0.00722187	0.00722187	0.00722187	0.00722187	0.00722187	0.00722187	0.00722187	0.00722187	0.00722187	0.00722187	0.00722187	0.00722187	0.00722187	0.004318136	0.0709175	0.00382224	0.0032552	0.07799493	0.09259411
871	1	-53.86741	-62.94338	9.075969	0.007185934	0.00124352	0.1206761	0.005352549	0.0787639	0.0787639	0.0787639	0.0787639	0.0787639	0.0787639	0.0787639	0.0787639	0.0787639	0.0787639	0.0787639	0.0787639	0.0787639	0.0787639	0.0787639	0.0787639	0.0787639	0.0787639	0.009946844	0.120676	0.00718593	0.00124352	0.1291056	0.6100735
872	0	-46.46057	-59.04814	12.58757	0.0001505921	4.598976e-05	0.07091749	0.00125067	0.020999	0.020999	0.020999	0.020999	0.020999	0.020999	0.020999	0.020999	0.020999	0.020999	0.020999	0.020999	0.020999	0.020999	0.020999	0.020999	0.020999	0.020999	0.004414866	0.0709175	0.000150592	4.59898e-05	0.07111407	0.2952865
873	1	-52.39878	-64.62746	12.22867	0.008617348	0.001932656	0.06495329	0.004158714	0.0276143	0.0276143	0.0276143	0.0276143	0.0276143	0.0276143	0.0276143	0.0276143	0.0276143	0.0276143	0.0276143	0.0276143	0.0276143	0.0276143	0.0276143	0.0276143	0.0276143	0.0276143	0.01154728	0.0649533	0.00861735	0.00193266	0.0755033	0.365736
