Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_fission	clado_fusion	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	gamma	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	total_speciation	turnover
1424	0	-31.04677	-45.43936	14.39259	0.004521813	0.01000047	0.02531453	0.005229577	0.01165	0.01165	0.01165	0.01165	0.01165	0.01165	0.01165	0.01165	0.01165	0.01165	0.01165	0.01165	0.01165	0.01165	0.01165	0.01165	0.01165	0.01165	0.01111437	0.0253145	0.00452181	0.0100005	0.03983681	0.2924419
1425	1	-35.53256	-49.04215	13.5096	0.01972996	0.004112416	0.02152983	0.01952532	0.018103	0.018103	0.018103	0.018103	0.018103	0.018103	0.018103	0.018103	0.018103	0.018103	0.018103	0.018103	0.018103	0.018103	0.018103	0.018103	0.018103	0.018103	0.0473133	0.0215298	0.01973	0.00411242	0.04537221	0.3989892
1426	0	-31.54199	-45.57607	14.03408	0.01413985	0.007443182	0.02531453	0.0006517653	0.0216648	0.0216648	0.0216648	0.0216648	0.0216648	0.0216648	0.0216648	0.0216648	0.0216648	0.0216648	0.0216648	0.0216648	0.0216648	0.0216648	0.0216648	0.0216648	0.0216648	0.0216648	0.003321045	0.0253145	0.0141399	0.00744318	0.04689756	0.4619607
1427	1	-34.62456	-47.82363	13.19907	0.007611348	0.001398056	0.04264694	0.02416413	0.020752	0.020752	0.020752	0.020752	0.020752	0.020752	0.020752	0.020752	0.020752	0.020752	0.020752	0.020752	0.020752	0.020752	0.020752	0.020752	0.020752	0.020752	0.03080846	0.0426469	0.00761135	0.00139806	0.05165635	0.4017327
1428	0	-31.57669	-46.54411	14.96742	0.00483401	0.009151688	0.01849075	0.002715093	0.0155144	0.0155144	0.0155144	0.0155144	0.0155144	0.0155144	0.0155144	0.0155144	0.0155144	0.0155144	0.0155144	0.0155144	0.0155144	0.0155144	0.0155144	0.0155144	0.0155144	0.0155144	0.00641561	0.0184907	0.00483401	0.00915169	0.03247644	0.4777126
1429	1	-32.37571	-46.08632	13.71061	0.003174127	0.001812485	0.04264694	0.008236925	0.0142567	0.0142567	0.0142567	0.0142567	0.0142567	0.0142567	0.0142567	0.0142567	0.0142567	0.0142567	0.0142567	0.0142567	0.0142567	0.0142567	0.0142567	0.0142567	0.0142567	0.0142567	0.02305583	0.0426469	0.00317413	0.00181248	0.04763356	0.2992994
1430	0	-27.57633	-43.06371	15.48738	0.002556616	0.004221088	0.01849075	0.003635759	0.00190297	0.00190297	0.00190297	0.00190297	0.00190297	0.00190297	0.00190297	0.00190297	0.00190297	0.00190297	0.00190297	0.00190297	0.00190297	0.00190297	0.00190297	0.00190297	0.00190297	0.00190297	0.002727066	0.0184907	0.00255662	0.00422109	0.02526845	0.07531016
1431	1	-34.51644	-47.83621	13.31978	0.006029987	0.016231	0.0321739	0.003341465	0.0168205	0.0168205	0.0168205	0.0168205	0.0168205	0.0168205	0.0168205	0.0168205	0.0168205	0.0168205	0.0168205	0.0168205	0.0168205	0.0168205	0.0168205	0.0168205	0.0168205	0.0168205	0.02058364	0.0321739	0.00602999	0.016231	0.05443488	0.3090015
1432	0	-28.45089	-43.61855	15.16766	0.008605851	0.002585957	0.01849075	0.004030496	0.000489673	0.000489673	0.000489673	0.000489673	0.000489673	0.000489673	0.000489673	0.000489673	0.000489673	0.000489673	0.000489673	0.000489673	0.000489673	0.000489673	0.000489673	0.000489673	0.000489673	0.000489673	0.004157579	0.0184907	0.00860585	0.00258596	0.02968255	0.01649701
1433	1	-33.32589	-46.81348	13.48759	0.005148644	0.003507083	0.04388833	0.002551874	0.0104198	0.0104198	0.0104198	0.0104198	0.0104198	0.0104198	0.0104198	0.0104198	0.0104198	0.0104198	0.0104198	0.0104198	0.0104198	0.0104198	0.0104198	0.0104198	0.0104198	0.0104198	0.01750561	0.0438883	0.00514864	0.00350708	0.05254405	0.1983062
1434	0	-30.63284	-45.29208	14.65924	0.001220855	0.005324121	0.02745682	0.01535034	0.00427984	0.00427984	0.00427984	0.00427984	0.00427984	0.00427984	0.00427984	0.00427984	0.00427984	0.00427984	0.00427984	0.00427984	0.00427984	0.00427984	0.00427984	0.00427984	0.00427984	0.00427984	0.01418029	0.0274568	0.00122085	0.00532412	0.03400179	0.125871
1435	1	-26.86068	-41.42042	14.55974	0.001550091	0.000867107	0.03629833	0.002964582	0.00201719	0.00201719	0.00201719	0.00201719	0.00201719	0.00201719	0.00201719	0.00201719	0.00201719	0.00201719	0.00201719	0.00201719	0.00201719	0.00201719	0.00201719	0.00201719	0.00201719	0.00201719	0.004322827	0.0362983	0.00155009	0.000867107	0.03871553	0.05210276
1436	0	-32.69109	-47.06107	14.36997	0.00517268	0.0001577647	0.03091389	0.02227744	0.0147906	0.0147906	0.0147906	0.0147906	0.0147906	0.0147906	0.0147906	0.0147906	0.0147906	0.0147906	0.0147906	0.0147906	0.0147906	0.0147906	0.0147906	0.0147906	0.0147906	0.0147906	0.02086401	0.0309139	0.00517268	0.000157765	0.03624433	0.4080814
1437	1	-27.56086	-42.20253	14.64167	0.0006297156	0.0009086935	0.03559082	0.009085591	0.0103102	0.0103102	0.0103102	0.0103102	0.0103102	0.0103102	0.0103102	0.0103102	0.0103102	0.0103102	0.0103102	0.0103102	0.0103102	0.0103102	0.0103102	0.0103102	0.0103102	0.0103102	0.0008424511	0.0355908	0.000629716	0.000908694	0.03712923	0.2776853
1438	0	-31.25711	-46.10139	14.84428	0.003932974	0.01460778	0.0147816	0.007096588	0.00782337	0.00782337	0.00782337	0.00782337	0.00782337	0.00782337	0.00782337	0.00782337	0.00782337	0.00782337	0.00782337	0.00782337	0.00782337	0.00782337	0.00782337	0.00782337	0.00782337	0.00782337	0.008570309	0.0147816	0.00393297	0.0146078	0.03332236	0.2347783
1439	1	-31.78456	-46.70846	14.92391	0.004750578	0.01924752	0.007996652	0.01657429	0.00319456	0.00319456	0.00319456	0.00319456	0.00319456	0.00319456	0.00319456	0.00319456	0.00319456	0.00319456	0.00319456	0.00319456	0.00319456	0.00319456	0.00319456	0.00319456	0.00319456	0.00319456	0.0001971527	0.00799665	0.00475058	0.0192475	0.03199475	0.09984631
1440	0	-30.26251	-45.56951	15.307	0.007043195	0.004317898	0.01577017	0.003985949	0.00614808	0.00614808	0.00614808	0.00614808	0.00614808	0.00614808	0.00614808	0.00614808	0.00614808	0.00614808	0.00614808	0.00614808	0.00614808	0.00614808	0.00614808	0.00614808	0.00614808	0.00614808	0.007692264	0.0157702	0.00704319	0.0043179	0.02713126	0.2266051
1441	1	-29.98718	-44.75357	14.76639	0.008772419	0.006345145	0.02012427	0.00987162	0.00635522	0.00635522	0.00635522	0.00635522	0.00635522	0.00635522	0.00635522	0.00635522	0.00635522	0.00635522	0.00635522	0.00635522	0.00635522	0.00635522	0.00635522	0.00635522	0.00635522	0.00635522	0.0004749791	0.0201243	0.00877242	0.00634514	0.03524183	0.1803317
1442	0	-29.28894	-44.14683	14.85788	0.007835745	0.002469188	0.02307616	0.008796291	0.00132751	0.00132751	0.00132751	0.00132751	0.00132751	0.00132751	0.00132751	0.00132751	0.00132751	0.00132751	0.00132751	0.00132751	0.00132751	0.00132751	0.00132751	0.00132751	0.00132751	0.00132751	0.00510921	0.0230762	0.00783574	0.00246919	0.0333811	0.03976823
1443	1	-28.89059	-43.53023	14.63964	0.00491849	0.002174677	0.02978439	0.0111818	0.00354295	0.00354295	0.00354295	0.00354295	0.00354295	0.00354295	0.00354295	0.00354295	0.00354295	0.00354295	0.00354295	0.00354295	0.00354295	0.00354295	0.00354295	0.00354295	0.00354295	0.00354295	0.0006686628	0.0297844	0.00491849	0.00217468	0.03687756	0.09607331
1444	0	-30.28377	-45.04203	14.75826	0.00377607	0.009144393	0.02124733	0.001889795	0.0008193	0.0008193	0.0008193	0.0008193	0.0008193	0.0008193	0.0008193	0.0008193	0.0008193	0.0008193	0.0008193	0.0008193	0.0008193	0.0008193	0.0008193	0.0008193	0.0008193	0.0008193	0.01660479	0.0212473	0.00377607	0.00914439	0.03416779	0.02397873
1445	1	-27.48159	-42.75562	15.27403	0.0004818388	0.004676833	0.02283745	0.00527415	0.00218274	0.00218274	0.00218274	0.00218274	0.00218274	0.00218274	0.00218274	0.00218274	0.00218274	0.00218274	0.00218274	0.00218274	0.00218274	0.00218274	0.00218274	0.00218274	0.00218274	0.00218274	0.003794252	0.0228374	0.000481839	0.00467683	0.02799612	0.07796573
1446	0	-30.91994	-46.62583	15.70589	0.002523875	0.01050321	0.00806752	0.002634025	0.000286843	0.000286843	0.000286843	0.000286843	0.000286843	0.000286843	0.000286843	0.000286843	0.000286843	0.000286843	0.000286843	0.000286843	0.000286843	0.000286843	0.000286843	0.000286843	0.000286843	0.000286843	0.01038423	0.00806752	0.00252387	0.0105032	0.0210946	0.01359794
1447	1	-28.07018	-43.20559	15.13541	0.00152448	0.00358178	0.02590908	0.001395608	0.016001	0.016001	0.016001	0.016001	0.016001	0.016001	0.016001	0.016001	0.016001	0.016001	0.016001	0.016001	0.016001	0.016001	0.016001	0.016001	0.016001	0.016001	0.000914551	0.0259091	0.00152448	0.00358178	0.03101534	0.5159049
1448	0	-28.25202	-42.799	14.54699	0.001976191	0.002462505	0.0341225	0.003271039	0.0121655	0.0121655	0.0121655	0.0121655	0.0121655	0.0121655	0.0121655	0.0121655	0.0121655	0.0121655	0.0121655	0.0121655	0.0121655	0.0121655	0.0121655	0.0121655	0.0121655	0.0121655	0.006345665	0.0341225	0.00197619	0.00246251	0.0385612	0.3154866
1449	1	-27.54233	-43.34012	15.79779	0.0002871239	0.004985472	0.01554481	0.002394077	3.66656e-05	3.66656e-05	3.66656e-05	3.66656e-05	3.66656e-05	3.66656e-05	3.66656e-05	3.66656e-05	3.66656e-05	3.66656e-05	3.66656e-05	3.66656e-05	3.66656e-05	3.66656e-05	3.66656e-05	3.66656e-05	3.66656e-05	3.66656e-05	0.003327282	0.0155448	0.000287124	0.00498547	0.0208174	0.001761297
1450	0	-28.05062	-42.02182	13.9712	0.0007155877	0.002001757	0.0448008	0.004307222	0.0256023	0.0256023	0.0256023	0.0256023	0.0256023	0.0256023	0.0256023	0.0256023	0.0256023	0.0256023	0.0256023	0.0256023	0.0256023	0.0256023	0.0256023	0.0256023	0.0256023	0.0256023	0.001714624	0.0448008	0.000715588	0.00200176	0.04751815	0.5387896
1451	1	-27.18787	-42.18631	14.99844	0.00156807	0.001744937	0.02860646	0.003844733	0.00430949	0.00430949	0.00430949	0.00430949	0.00430949	0.00430949	0.00430949	0.00430949	0.00430949	0.00430949	0.00430949	0.00430949	0.00430949	0.00430949	0.00430949	0.00430949	0.00430949	0.00430949	0.005987759	0.0286065	0.00156807	0.00174494	0.03191947	0.1350113
1452	0	-26.77397	-41.67672	14.90276	0.001307037	0.001399729	0.03080049	0.007340579	0.003549	0.003549	0.003549	0.003549	0.003549	0.003549	0.003549	0.003549	0.003549	0.003549	0.003549	0.003549	0.003549	0.003549	0.003549	0.003549	0.003549	0.003549	0.001216018	0.0308005	0.00130704	0.00139973	0.03350726	0.1059173
1453	1	-29.26926	-44.32029	15.05102	0.0007174631	0.0009943177	0.02860646	0.009945238	0.0105653	0.0105653	0.0105653	0.0105653	0.0105653	0.0105653	0.0105653	0.0105653	0.0105653	0.0105653	0.0105653	0.0105653	0.0105653	0.0105653	0.0105653	0.0105653	0.0105653	0.0105653	0.005564995	0.0286065	0.000717463	0.000994318	0.03031824	0.3484807
1454	0	-28.09038	-42.81838	14.728	0.004680586	0.0002369246	0.03080049	0.01037957	0.00255469	0.00255469	0.00255469	0.00255469	0.00255469	0.00255469	0.00255469	0.00255469	0.00255469	0.00255469	0.00255469	0.00255469	0.00255469	0.00255469	0.00255469	0.00255469	0.00255469	0.00255469	0.0005539253	0.0308005	0.00468059	0.000236925	0.035718	0.07152384
1455	1	-30.95056	-45.37656	14.42599	0.006356307	0.004772645	0.02860646	0.005763608	0.0177686	0.0177686	0.0177686	0.0177686	0.0177686	0.0177686	0.0177686	0.0177686	0.0177686	0.0177686	0.0177686	0.0177686	0.0177686	0.0177686	0.0177686	0.0177686	0.0177686	0.0177686	0.00793293	0.0286065	0.00635631	0.00477264	0.03973541	0.4471723
1456	0	-29.87875	-43.86868	13.98992	0.007712748	0.00337028	0.03609972	0.003650431	0.01805	0.01805	0.01805	0.01805	0.01805	0.01805	0.01805	0.01805	0.01805	0.01805	0.01805	0.01805	0.01805	0.01805	0.01805	0.01805	0.01805	0.01805	0.002789834	0.0360997	0.00771275	0.00337028	0.04718274	0.3825549
1457	1	-26.30956	-41.49089	15.18133	0.0007811391	0.0006337468	0.02860646	0.002556198	0.0122945	0.0122945	0.0122945	0.0122945	0.0122945	0.0122945	0.0122945	0.0122945	0.0122945	0.0122945	0.0122945	0.0122945	0.0122945	0.0122945	0.0122945	0.0122945	0.0122945	0.0122945	0.001950686	0.0286065	0.000781139	0.000633747	0.03002134	0.4095254
1458	0	-28.55275	-43.54821	14.99546	0.004780919	0.0009473163	0.02606272	0.01061818	0.0074004	0.0074004	0.0074004	0.0074004	0.0074004	0.0074004	0.0074004	0.0074004	0.0074004	0.0074004	0.0074004	0.0074004	0.0074004	0.0074004	0.0074004	0.0074004	0.0074004	0.0074004	0.0003900758	0.0260627	0.00478092	0.000947316	0.03179096	0.2327832
1459	1	-27.12569	-42.02277	14.89708	0.001056128	0.004344286	0.02841992	0.004582252	0.0038878	0.0038878	0.0038878	0.0038878	0.0038878	0.0038878	0.0038878	0.0038878	0.0038878	0.0038878	0.0038878	0.0038878	0.0038878	0.0038878	0.0038878	0.0038878	0.0038878	0.0038878	0.00240395	0.0284199	0.00105613	0.00434429	0.03382033	0.1149545
1460	0	-27.24373	-42.56577	15.32204	0.003636122	0.001608101	0.02231903	0.004816942	0.00355168	0.00355168	0.00355168	0.00355168	0.00355168	0.00355168	0.00355168	0.00355168	0.00355168	0.00355168	0.00355168	0.00355168	0.00355168	0.00355168	0.00355168	0.00355168	0.00355168	0.00355168	0.002407191	0.022319	0.00363612	0.0016081	0.02756325	0.1288556
1461	1	-28.36846	-42.3979	14.02944	0.001049622	0.004237467	0.04140116	0.005002222	0.0162759	0.0162759	0.0162759	0.0162759	0.0162759	0.0162759	0.0162759	0.0162759	0.0162759	0.0162759	0.0162759	0.0162759	0.0162759	0.0162759	0.0162759	0.0162759	0.0162759	0.0162759	0.0008633028	0.0414012	0.00104962	0.00423747	0.04668825	0.3486082
1462	0	-33.46965	-46.20822	12.73857	0.01585253	0.003689929	0.04643648	0.001019153	0.0298181	0.0298181	0.0298181	0.0298181	0.0298181	0.0298181	0.0298181	0.0298181	0.0298181	0.0298181	0.0298181	0.0298181	0.0298181	0.0298181	0.0298181	0.0298181	0.0298181	0.0298181	0.002183925	0.0464365	0.0158525	0.00368993	0.06597894	0.4519331
1463	1	-26.23764	-41.29696	15.05931	0.00191486	0.000743468	0.02940529	0.001849545	0.0142736	0.0142736	0.0142736	0.0142736	0.0142736	0.0142736	0.0142736	0.0142736	0.0142736	0.0142736	0.0142736	0.0142736	0.0142736	0.0142736	0.0142736	0.0142736	0.0142736	0.0142736	0.000911048	0.0294053	0.00191486	0.000743468	0.03206362	0.4451645
1464	0	-28.70047	-43.76101	15.06055	0.003200795	0.001767932	0.02644457	0.000736834	0.0128479	0.0128479	0.0128479	0.0128479	0.0128479	0.0128479	0.0128479	0.0128479	0.0128479	0.0128479	0.0128479	0.0128479	0.0128479	0.0128479	0.0128479	0.0128479	0.0128479	0.0128479	0.00634211	0.0264446	0.0032008	0.00176793	0.0314133	0.4089967
1465	1	-26.78716	-41.53395	14.74679	0.0003907415	0.004948445	0.03086863	0.0005955926	0.00120743	0.00120743	0.00120743	0.00120743	0.00120743	0.00120743	0.00120743	0.00120743	0.00120743	0.00120743	0.00120743	0.00120743	0.00120743	0.00120743	0.00120743	0.00120743	0.00120743	0.00120743	0.005113442	0.0308686	0.000390742	0.00494844	0.03620782	0.03334718
1466	0	-28.47118	-43.94198	15.47079	1.935006e-05	0.002350442	0.022716	0.001968051	0.00789754	0.00789754	0.00789754	0.00789754	0.00789754	0.00789754	0.00789754	0.00789754	0.00789754	0.00789754	0.00789754	0.00789754	0.00789754	0.00789754	0.00789754	0.00789754	0.00789754	0.00789754	0.007301154	0.022716	1.93501e-05	0.00235044	0.02508579	0.3148211
1467	1	-27.74608	-42.24789	14.50181	0.008799158	0.0006355026	0.03086863	0.001032069	0.0066601	0.0066601	0.0066601	0.0066601	0.0066601	0.0066601	0.0066601	0.0066601	0.0066601	0.0066601	0.0066601	0.0066601	0.0066601	0.0066601	0.0066601	0.0066601	0.0066601	0.0066601	0.001204033	0.0308686	0.00879916	0.000635503	0.04030329	0.1652494
1468	0	-32.27057	-46.25231	13.98175	1.935006e-05	0.02361258	0.02300997	0.00221255	0.0153958	0.0153958	0.0153958	0.0153958	0.0153958	0.0153958	0.0153958	0.0153958	0.0153958	0.0153958	0.0153958	0.0153958	0.0153958	0.0153958	0.0153958	0.0153958	0.0153958	0.0153958	0.008739406	0.02301	1.93501e-05	0.0236126	0.0466419	0.3300848
1469	1	-34.81227	-46.9783	12.16603	0.01383472	0.0131364	0.04731544	0.002758513	0.0469373	0.0469373	0.0469373	0.0469373	0.0469373	0.0469373	0.0469373	0.0469373	0.0469373	0.0469373	0.0469373	0.0469373	0.0469373	0.0469373	0.0469373	0.0469373	0.0469373	0.0469373	0.0009595651	0.0473154	0.0138347	0.0131364	0.07428656	0.6318416
1470	0	-30.88813	-46.30615	15.41802	3.722036e-05	0.01510247	0.009849986	0.002414684	0.00210151	0.00210151	0.00210151	0.00210151	0.00210151	0.00210151	0.00210151	0.00210151	0.00210151	0.00210151	0.00210151	0.00210151	0.00210151	0.00210151	0.00210151	0.00210151	0.00210151	0.00210151	0.01278837	0.00984999	3.72204e-05	0.0151025	0.02498967	0.08409516
1471	1	-32.40804	-44.85128	12.44324	0.0005068614	0.0131364	0.05677737	0.001876415	0.0443645	0.0443645	0.0443645	0.0443645	0.0443645	0.0443645	0.0443645	0.0443645	0.0443645	0.0443645	0.0443645	0.0443645	0.0443645	0.0443645	0.0443645	0.0443645	0.0443645	0.0443645	0.0005242689	0.0567774	0.000506861	0.0131364	0.07042063	0.6299932
1472	0	-30.87189	-46.46446	15.59257	0.007133384	0.00716588	0.008860588	0.001951396	0.0025927	0.0025927	0.0025927	0.0025927	0.0025927	0.0025927	0.0025927	0.0025927	0.0025927	0.0025927	0.0025927	0.0025927	0.0025927	0.0025927	0.0025927	0.0025927	0.0025927	0.0025927	0.008293562	0.00886059	0.00713338	0.00716588	0.02315985	0.1119481
1473	1	-30.55133	-44.74029	14.18896	0.0002489869	0.008525833	0.03480335	0.01090115	0.00358167	0.00358167	0.00358167	0.00358167	0.00358167	0.00358167	0.00358167	0.00358167	0.00358167	0.00358167	0.00358167	0.00358167	0.00358167	0.00358167	0.00358167	0.00358167	0.00358167	0.00358167	0.0002537146	0.0348034	0.000248987	0.00852583	0.04357817	0.08218949
1474	0	-30.5902	-45.70479	15.11459	0.0009197491	0.01735114	0.01132325	0.002314696	0.00186377	0.00186377	0.00186377	0.00186377	0.00186377	0.00186377	0.00186377	0.00186377	0.00186377	0.00186377	0.00186377	0.00186377	0.00186377	0.00186377	0.00186377	0.00186377	0.00186377	0.00186377	0.0117845	0.0113232	0.000919749	0.0173511	0.02959414	0.06297762
1475	1	-29.53227	-44.9303	15.39803	0.004617668	0.006325683	0.01480483	0.0117235	0.00168508	0.00168508	0.00168508	0.00168508	0.00168508	0.00168508	0.00168508	0.00168508	0.00168508	0.00168508	0.00168508	0.00168508	0.00168508	0.00168508	0.00168508	0.00168508	0.00168508	0.00168508	0.000298118	0.0148048	0.00461767	0.00632568	0.02574818	0.06544476
1476	0	-27.85426	-43.09482	15.24056	0.002400184	0.003459228	0.02298561	0.004632516	0.00701506	0.00701506	0.00701506	0.00701506	0.00701506	0.00701506	0.00701506	0.00701506	0.00701506	0.00701506	0.00701506	0.00701506	0.00701506	0.00701506	0.00701506	0.00701506	0.00701506	0.00701506	0.001985387	0.0229856	0.00240018	0.00345923	0.02884502	0.2431982
1477	1	-31.23928	-46.77195	15.53267	0.002636276	0.004718104	0.01480483	0.0223873	0.00279966	0.00279966	0.00279966	0.00279966	0.00279966	0.00279966	0.00279966	0.00279966	0.00279966	0.00279966	0.00279966	0.00279966	0.00279966	0.00279966	0.00279966	0.00279966	0.00279966	0.00279966	0.0006823703	0.0148048	0.00263628	0.0047181	0.02215921	0.1263431
1478	0	-31.95413	-46.5584	14.60428	0.009088084	0.0009242618	0.02465252	0.01434209	0.0121513	0.0121513	0.0121513	0.0121513	0.0121513	0.0121513	0.0121513	0.0121513	0.0121513	0.0121513	0.0121513	0.0121513	0.0121513	0.0121513	0.0121513	0.0121513	0.0121513	0.0121513	0.01615634	0.0246525	0.00908808	0.000924262	0.03466487	0.3505376
1479	1	-31.84091	-46.49563	14.65473	0.01625292	0.005705684	0.01480483	0.01012853	0.013374	0.013374	0.013374	0.013374	0.013374	0.013374	0.013374	0.013374	0.013374	0.013374	0.013374	0.013374	0.013374	0.013374	0.013374	0.013374	0.013374	0.013374	0.000992402	0.0148048	0.0162529	0.00570568	0.03676343	0.3637862
1480	0	-29.21542	-42.53745	13.32203	0.00176153	0.001446673	0.05373788	0.004468679	0.0228232	0.0228232	0.0228232	0.0228232	0.0228232	0.0228232	0.0228232	0.0228232	0.0228232	0.0228232	0.0228232	0.0228232	0.0228232	0.0228232	0.0228232	0.0228232	0.0228232	0.0228232	0.002080166	0.0537379	0.00176153	0.00144667	0.05694609	0.4007854
1481	1	-31.49516	-45.2462	13.75104	0.004498501	0.006371714	0.03855353	0.01366795	0.020611	0.020611	0.020611	0.020611	0.020611	0.020611	0.020611	0.020611	0.020611	0.020611	0.020611	0.020611	0.020611	0.020611	0.020611	0.020611	0.020611	0.020611	0.001355609	0.0385535	0.0044985	0.00637171	0.04942374	0.4170265
1482	0	-25.02672	-40.20301	15.17629	0.002120637	0.001042794	0.02712677	0.00144513	0.00524398	0.00524398	0.00524398	0.00524398	0.00524398	0.00524398	0.00524398	0.00524398	0.00524398	0.00524398	0.00524398	0.00524398	0.00524398	0.00524398	0.00524398	0.00524398	0.00524398	0.00524398	0.001729751	0.0271268	0.00212064	0.00104279	0.0302902	0.1731247
1483	1	-33.68518	-47.71669	14.03151	3.848116e-05	0.006230707	0.03136937	0.06124534	0.0119716	0.0119716	0.0119716	0.0119716	0.0119716	0.0119716	0.0119716	0.0119716	0.0119716	0.0119716	0.0119716	0.0119716	0.0119716	0.0119716	0.0119716	0.0119716	0.0119716	0.0119716	0.006220209	0.0313694	3.84812e-05	0.00623071	0.03763856	0.3180671
1484	0	-25.86188	-40.45422	14.59234	0.0009308546	0.005652114	0.03261531	0.0002479251	0.00445719	0.00445719	0.00445719	0.00445719	0.00445719	0.00445719	0.00445719	0.00445719	0.00445719	0.00445719	0.00445719	0.00445719	0.00445719	0.00445719	0.00445719	0.00445719	0.00445719	0.00445719	0.0004821079	0.0326153	0.000930855	0.00565211	0.03919828	0.1137089
1485	1	-33.00548	-47.55928	14.5538	0.001896795	0.007334719	0.02147999	0.0371335	0.0053424	0.0053424	0.0053424	0.0053424	0.0053424	0.0053424	0.0053424	0.0053424	0.0053424	0.0053424	0.0053424	0.0053424	0.0053424	0.0053424	0.0053424	0.0053424	0.0053424	0.0053424	0.02541285	0.02148	0.00189679	0.00733472	0.03071151	0.1739545
1486	0	-25.47315	-39.92577	14.45262	0.001416903	0.003255642	0.03650811	0.0001310092	0.00508803	0.00508803	0.00508803	0.00508803	0.00508803	0.00508803	0.00508803	0.00508803	0.00508803	0.00508803	0.00508803	0.00508803	0.00508803	0.00508803	0.00508803	0.00508803	0.00508803	0.00508803	0.001032311	0.0365081	0.0014169	0.00325564	0.04118066	0.1235539
1487	1	-33.63372	-48.29511	14.66138	0.005628936	0.007403505	0.02014596	0.02199928	0.0159011	0.0159011	0.0159011	0.0159011	0.0159011	0.0159011	0.0159011	0.0159011	0.0159011	0.0159011	0.0159011	0.0159011	0.0159011	0.0159011	0.0159011	0.0159011	0.0159011	0.0159011	0.0129407	0.020146	0.00562894	0.00740351	0.0331784	0.4792612
1488	0	-25.9961	-40.48946	14.49336	0.003003151	0.00104287	0.03650811	0.0001394319	0.0182663	0.0182663	0.0182663	0.0182663	0.0182663	0.0182663	0.0182663	0.0182663	0.0182663	0.0182663	0.0182663	0.0182663	0.0182663	0.0182663	0.0182663	0.0182663	0.0182663	0.0182663	0.001228972	0.0365081	0.00300315	0.00104287	0.04055413	0.4504172
1489	1	-33.33494	-48.22059	14.88565	0.005342457	0.008077999	0.01160422	0.0271362	8.34233e-05	8.34233e-05	8.34233e-05	8.34233e-05	8.34233e-05	8.34233e-05	8.34233e-05	8.34233e-05	8.34233e-05	8.34233e-05	8.34233e-05	8.34233e-05	8.34233e-05	8.34233e-05	8.34233e-05	8.34233e-05	8.34233e-05	8.34233e-05	0.04106453	0.0116042	0.00534246	0.008078	0.02502468	0.00333364
1490	0	-26.13768	-40.58636	14.44867	0.0006508843	0.005357343	0.03519808	0.0002955531	0.00849042	0.00849042	0.00849042	0.00849042	0.00849042	0.00849042	0.00849042	0.00849042	0.00849042	0.00849042	0.00849042	0.00849042	0.00849042	0.00849042	0.00849042	0.00849042	0.00849042	0.00849042	0.001087339	0.0351981	0.000650884	0.00535734	0.04120631	0.2060466
1491	1	-32.14203	-46.61064	14.46862	0.00533602	0.0007419444	0.02815576	0.02676974	0.0079445	0.0079445	0.0079445	0.0079445	0.0079445	0.0079445	0.0079445	0.0079445	0.0079445	0.0079445	0.0079445	0.0079445	0.0079445	0.0079445	0.0079445	0.0079445	0.0079445	0.0079445	0.02023941	0.0281558	0.00533602	0.000741944	0.03423372	0.2320665
1492	0	-27.54849	-43.28349	15.73501	0.001368371	0.003504528	0.01736397	0.001238657	0.00580313	0.00580313	0.00580313	0.00580313	0.00580313	0.00580313	0.00580313	0.00580313	0.00580313	0.00580313	0.00580313	0.00580313	0.00580313	0.00580313	0.00580313	0.00580313	0.00580313	0.00580313	0.001066606	0.017364	0.00136837	0.00350453	0.02223687	0.260969
1493	1	-39.54826	-51.98768	12.43942	0.0006430647	0.04186494	0.0135169	0.0118392	0.0148821	0.0148821	0.0148821	0.0148821	0.0148821	0.0148821	0.0148821	0.0148821	0.0148821	0.0148821	0.0148821	0.0148821	0.0148821	0.0148821	0.0148821	0.0148821	0.0148821	0.0148821	0.08926184	0.0135169	0.000643065	0.0418649	0.0560249	0.2656331
1494	0	-31.27255	-45.84918	14.57663	0.01191846	0.01163793	0.0155144	0.001615042	0.0146431	0.0146431	0.0146431	0.0146431	0.0146431	0.0146431	0.0146431	0.0146431	0.0146431	0.0146431	0.0146431	0.0146431	0.0146431	0.0146431	0.0146431	0.0146431	0.0146431	0.0146431	0.001556703	0.0155144	0.0119185	0.0116379	0.03907079	0.3747841
1495	1	-33.51354	-46.5736	13.06006	0.001592244	0.008294846	0.04838276	0.009406418	0.0359871	0.0359871	0.0359871	0.0359871	0.0359871	0.0359871	0.0359871	0.0359871	0.0359871	0.0359871	0.0359871	0.0359871	0.0359871	0.0359871	0.0359871	0.0359871	0.0359871	0.0359871	0.01429841	0.0483828	0.00159224	0.00829485	0.05826985	0.6175936
