Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_fission	clado_fusion	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	gamma	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	total_speciation	turnover
194	0	-22.6757	-34.54719	11.87149	0.01712251	0.0304523	0.001018833	0.07304125	0.00161645	0.00161645	0.00161645	0.00161645	0.00161645	0.00161645	0.00161645	0.00161645	0.00161645	0.00161645	0.00161645	0.00161645	0.00161645	0.00161645	0.00161645	0.00161645	0.00161645	0.00161645	0.00161645	0.00161645	0.00161645	0.00161645	0.00161645	0.1317348	0.00101883	0.0171225	0.0304523	0.04859364	0.0332646
195	1	-23.1997	-35.82579	12.62609	0.01600562	0.02717266	7.980557e-05	0.03821726	0.00967686	0.00967686	0.00967686	0.00967686	0.00967686	0.00967686	0.00967686	0.00967686	0.00967686	0.00967686	0.00967686	0.00967686	0.00967686	0.00967686	0.00967686	0.00967686	0.00967686	0.00967686	0.00967686	0.00967686	0.00967686	0.00967686	0.00967686	0.1181502	7.98056e-05	0.0160056	0.0271727	0.04325809	0.2237006
196	0	-22.86114	-35.13826	12.27713	0.01354811	0.0304523	0.01140533	0.02947499	0.00226599	0.00226599	0.00226599	0.00226599	0.00226599	0.00226599	0.00226599	0.00226599	0.00226599	0.00226599	0.00226599	0.00226599	0.00226599	0.00226599	0.00226599	0.00226599	0.00226599	0.00226599	0.00226599	0.00226599	0.00226599	0.00226599	0.00226599	0.1002001	0.0114053	0.0135481	0.0304523	0.05540574	0.04089804
197	1	-23.1236	-35.09306	11.96946	0.01017509	0.01603615	0.02399531	0.04061587	0.000710967	0.000710967	0.000710967	0.000710967	0.000710967	0.000710967	0.000710967	0.000710967	0.000710967	0.000710967	0.000710967	0.000710967	0.000710967	0.000710967	0.000710967	0.000710967	0.000710967	0.000710967	0.000710967	0.000710967	0.000710967	0.000710967	0.000710967	0.1461854	0.0239953	0.0101751	0.0160361	0.05020655	0.01416084
198	0	-23.99178	-36.46995	12.47817	0.02663544	0.02292956	0.01144343	0.01489058	0.0197459	0.0197459	0.0197459	0.0197459	0.0197459	0.0197459	0.0197459	0.0197459	0.0197459	0.0197459	0.0197459	0.0197459	0.0197459	0.0197459	0.0197459	0.0197459	0.0197459	0.0197459	0.0197459	0.0197459	0.0197459	0.0197459	0.0197459	0.06627458	0.0114434	0.0266354	0.0229296	0.06100843	0.3236579
199	1	-25.36595	-35.94595	10.57999	0.0251753	0.0135566	0.04686684	0.07110954	0.0408476	0.0408476	0.0408476	0.0408476	0.0408476	0.0408476	0.0408476	0.0408476	0.0408476	0.0408476	0.0408476	0.0408476	0.0408476	0.0408476	0.0408476	0.0408476	0.0408476	0.0408476	0.0408476	0.0408476	0.0408476	0.0408476	0.0408476	0.07519974	0.0468668	0.0251753	0.0135566	0.08559874	0.4771984
200	0	-23.59345	-36.01288	12.41942	0.04158951	0.002772098	0.001950179	0.04542887	0.00969164	0.00969164	0.00969164	0.00969164	0.00969164	0.00969164	0.00969164	0.00969164	0.00969164	0.00969164	0.00969164	0.00969164	0.00969164	0.00969164	0.00969164	0.00969164	0.00969164	0.00969164	0.00969164	0.00969164	0.00969164	0.00969164	0.00969164	0.116123	0.00195018	0.0415895	0.0027721	0.04631179	0.2092693
201	1	-24.70543	-36.11587	11.41044	0.04878617	0.018425	0.007023904	0.09475166	0.0418734	0.0418734	0.0418734	0.0418734	0.0418734	0.0418734	0.0418734	0.0418734	0.0418734	0.0418734	0.0418734	0.0418734	0.0418734	0.0418734	0.0418734	0.0418734	0.0418734	0.0418734	0.0418734	0.0418734	0.0418734	0.0418734	0.0418734	0.02612719	0.0070239	0.0487862	0.018425	0.07423507	0.5640653
202	0	-24.39315	-35.55728	11.16412	0.05051397	0.02535849	0.0002980486	0.04348602	0.0195191	0.0195191	0.0195191	0.0195191	0.0195191	0.0195191	0.0195191	0.0195191	0.0195191	0.0195191	0.0195191	0.0195191	0.0195191	0.0195191	0.0195191	0.0195191	0.0195191	0.0195191	0.0195191	0.0195191	0.0195191	0.0195191	0.0195191	0.0922119	0.000298049	0.050514	0.0253585	0.07617051	0.2562556
203	1	-23.19442	-35.206	12.01158	0.001506408	0.04202084	0.01795117	0.07461592	0.0179413	0.0179413	0.0179413	0.0179413	0.0179413	0.0179413	0.0179413	0.0179413	0.0179413	0.0179413	0.0179413	0.0179413	0.0179413	0.0179413	0.0179413	0.0179413	0.0179413	0.0179413	0.0179413	0.0179413	0.0179413	0.0179413	0.0179413	0.05082484	0.0179512	0.00150641	0.0420208	0.06147842	0.2918309
204	0	-24.58334	-35.68136	11.09803	0.01851856	0.03305195	0.01343727	0.1487873	0.0313633	0.0313633	0.0313633	0.0313633	0.0313633	0.0313633	0.0313633	0.0313633	0.0313633	0.0313633	0.0313633	0.0313633	0.0313633	0.0313633	0.0313633	0.0313633	0.0313633	0.0313633	0.0313633	0.0313633	0.0313633	0.0313633	0.0313633	0.05011546	0.0134373	0.0185186	0.033052	0.06500778	0.4824544
205	1	-23.7809	-35.55553	11.77462	0.01545681	0.004186433	0.03967173	0.0830779	0.0186404	0.0186404	0.0186404	0.0186404	0.0186404	0.0186404	0.0186404	0.0186404	0.0186404	0.0186404	0.0186404	0.0186404	0.0186404	0.0186404	0.0186404	0.0186404	0.0186404	0.0186404	0.0186404	0.0186404	0.0186404	0.0186404	0.0186404	0.07702753	0.0396717	0.0154568	0.00418643	0.05931497	0.3142606
206	0	-25.08548	-37.72984	12.64437	0.004012992	0.004575997	0.03225801	0.1200385	0.0213715	0.0213715	0.0213715	0.0213715	0.0213715	0.0213715	0.0213715	0.0213715	0.0213715	0.0213715	0.0213715	0.0213715	0.0213715	0.0213715	0.0213715	0.0213715	0.0213715	0.0213715	0.0213715	0.0213715	0.0213715	0.0213715	0.0213715	0.04672568	0.032258	0.00401299	0.004576	0.040847	0.5232093
207	1	-24.60617	-38.27196	13.66579	0.009475228	0.01488775	0.01874564	0.02968133	0.0130419	0.0130419	0.0130419	0.0130419	0.0130419	0.0130419	0.0130419	0.0130419	0.0130419	0.0130419	0.0130419	0.0130419	0.0130419	0.0130419	0.0130419	0.0130419	0.0130419	0.0130419	0.0130419	0.0130419	0.0130419	0.0130419	0.0130419	0.02347357	0.0187456	0.00947523	0.0148877	0.04310862	0.3025356
208	0	-25.21297	-35.4001	10.18713	5.149173e-05	0.0436125	0.03543267	0.1235757	0.0161078	0.0161078	0.0161078	0.0161078	0.0161078	0.0161078	0.0161078	0.0161078	0.0161078	0.0161078	0.0161078	0.0161078	0.0161078	0.0161078	0.0161078	0.0161078	0.0161078	0.0161078	0.0161078	0.0161078	0.0161078	0.0161078	0.0161078	0.09498576	0.0354327	5.14917e-05	0.0436125	0.07909665	0.2036473
209	1	-24.61318	-37.42341	12.81022	0.006652647	0.01379638	0.03757492	0.02278688	0.00925422	0.00925422	0.00925422	0.00925422	0.00925422	0.00925422	0.00925422	0.00925422	0.00925422	0.00925422	0.00925422	0.00925422	0.00925422	0.00925422	0.00925422	0.00925422	0.00925422	0.00925422	0.00925422	0.00925422	0.00925422	0.00925422	0.00925422	0.04030424	0.0375749	0.00665265	0.0137964	0.05802394	0.1594896
210	0	-26.55562	-36.0448	9.489184	0.01475037	0.0217377	0.03305299	0.1854611	0.0409313	0.0409313	0.0409313	0.0409313	0.0409313	0.0409313	0.0409313	0.0409313	0.0409313	0.0409313	0.0409313	0.0409313	0.0409313	0.0409313	0.0409313	0.0409313	0.0409313	0.0409313	0.0409313	0.0409313	0.0409313	0.0409313	0.0409313	0.1513419	0.033053	0.0147504	0.0217377	0.06954106	0.5885915
211	1	-26.36655	-36.72508	10.35853	0.04683403	0.0416006	0.006410512	0.02991277	0.0659871	0.0659871	0.0659871	0.0659871	0.0659871	0.0659871	0.0659871	0.0659871	0.0659871	0.0659871	0.0659871	0.0659871	0.0659871	0.0659871	0.0659871	0.0659871	0.0659871	0.0659871	0.0659871	0.0659871	0.0659871	0.0659871	0.0659871	0.09166314	0.00641051	0.046834	0.0416006	0.09484514	0.6957348
212	0	-25.17196	-35.14093	9.968971	0.02001	0.002017167	0.03433451	0.1793519	0.0182839	0.0182839	0.0182839	0.0182839	0.0182839	0.0182839	0.0182839	0.0182839	0.0182839	0.0182839	0.0182839	0.0182839	0.0182839	0.0182839	0.0182839	0.0182839	0.0182839	0.0182839	0.0182839	0.0182839	0.0182839	0.0182839	0.0182839	0.1762921	0.0343345	0.02001	0.00201717	0.05636168	0.3244031
213	1	-25.0083	-35.52176	10.51346	0.01724893	0.01958638	0.04437006	0.1179132	0.0381658	0.0381658	0.0381658	0.0381658	0.0381658	0.0381658	0.0381658	0.0381658	0.0381658	0.0381658	0.0381658	0.0381658	0.0381658	0.0381658	0.0381658	0.0381658	0.0381658	0.0381658	0.0381658	0.0381658	0.0381658	0.0381658	0.0381658	0.05732434	0.0443701	0.0172489	0.0195864	0.08120537	0.4699906
214	0	-23.66114	-34.6163	10.95517	0.006337273	0.004385896	0.04146864	0.1241133	0.00456096	0.00456096	0.00456096	0.00456096	0.00456096	0.00456096	0.00456096	0.00456096	0.00456096	0.00456096	0.00456096	0.00456096	0.00456096	0.00456096	0.00456096	0.00456096	0.00456096	0.00456096	0.00456096	0.00456096	0.00456096	0.00456096	0.00456096	0.1540523	0.0414686	0.00633727	0.0043859	0.05219181	0.0873885
215	1	-23.44302	-35.24571	11.80268	0.0200246	0.04930451	0.002019287	0.08684507	0.022659	0.022659	0.022659	0.022659	0.022659	0.022659	0.022659	0.022659	0.022659	0.022659	0.022659	0.022659	0.022659	0.022659	0.022659	0.022659	0.022659	0.022659	0.022659	0.022659	0.022659	0.022659	0.022659	0.009444954	0.00201929	0.0200246	0.0493045	0.0713484	0.3175826
216	0	-24.35498	-35.25475	10.89977	0.02357879	0.02896899	0.0215215	0.092684	0.017804	0.017804	0.017804	0.017804	0.017804	0.017804	0.017804	0.017804	0.017804	0.017804	0.017804	0.017804	0.017804	0.017804	0.017804	0.017804	0.017804	0.017804	0.017804	0.017804	0.017804	0.017804	0.017804	0.08010229	0.0215215	0.0235788	0.028969	0.07406928	0.2403692
217	1	-23.4387	-35.34389	11.90519	0.00344398	0.05206239	0.00768545	0.1181755	0.0121568	0.0121568	0.0121568	0.0121568	0.0121568	0.0121568	0.0121568	0.0121568	0.0121568	0.0121568	0.0121568	0.0121568	0.0121568	0.0121568	0.0121568	0.0121568	0.0121568	0.0121568	0.0121568	0.0121568	0.0121568	0.0121568	0.0121568	0.009217285	0.00768545	0.00344398	0.0520624	0.06319182	0.1923793
218	0	-22.50614	-34.56016	12.05402	0.006277542	0.02233117	0.02018435	0.1176916	0.00130528	0.00130528	0.00130528	0.00130528	0.00130528	0.00130528	0.00130528	0.00130528	0.00130528	0.00130528	0.00130528	0.00130528	0.00130528	0.00130528	0.00130528	0.00130528	0.00130528	0.00130528	0.00130528	0.00130528	0.00130528	0.00130528	0.00130528	0.06782019	0.0201843	0.00627754	0.0223312	0.04879306	0.02675132
219	1	-22.66569	-35.49724	12.83154	0.0139307	0.004068122	0.02864624	0.1095066	0.00743821	0.00743821	0.00743821	0.00743821	0.00743821	0.00743821	0.00743821	0.00743821	0.00743821	0.00743821	0.00743821	0.00743821	0.00743821	0.00743821	0.00743821	0.00743821	0.00743821	0.00743821	0.00743821	0.00743821	0.00743821	0.00743821	0.00743821	0.009143502	0.0286462	0.0139307	0.00406812	0.04664506	0.1594641
220	0	-25.46061	-35.22019	9.759582	0.01998712	0.0372584	0.02415779	0.155121	0.0273226	0.0273226	0.0273226	0.0273226	0.0273226	0.0273226	0.0273226	0.0273226	0.0273226	0.0273226	0.0273226	0.0273226	0.0273226	0.0273226	0.0273226	0.0273226	0.0273226	0.0273226	0.0273226	0.0273226	0.0273226	0.0273226	0.0273226	0.09450049	0.0241578	0.0199871	0.0372584	0.08140331	0.3356454
221	1	-25.99203	-36.06604	10.07401	0.01631203	0.08215004	0.003432029	0.08955844	0.0435545	0.0435545	0.0435545	0.0435545	0.0435545	0.0435545	0.0435545	0.0435545	0.0435545	0.0435545	0.0435545	0.0435545	0.0435545	0.0435545	0.0435545	0.0435545	0.0435545	0.0435545	0.0435545	0.0435545	0.0435545	0.0435545	0.0435545	0.02473177	0.00343203	0.016312	0.08215	0.1018941	0.4274489
222	0	-23.71802	-34.83876	11.12073	0.005306581	0.03852925	0.01579659	0.1207428	0.0159396	0.0159396	0.0159396	0.0159396	0.0159396	0.0159396	0.0159396	0.0159396	0.0159396	0.0159396	0.0159396	0.0159396	0.0159396	0.0159396	0.0159396	0.0159396	0.0159396	0.0159396	0.0159396	0.0159396	0.0159396	0.0159396	0.0159396	0.1031421	0.0157966	0.00530658	0.0385293	0.05963243	0.267298
223	1	-23.0855	-35.54941	12.46391	0.04465717	0.004441407	0.01029898	0.07111777	0.0035956	0.0035956	0.0035956	0.0035956	0.0035956	0.0035956	0.0035956	0.0035956	0.0035956	0.0035956	0.0035956	0.0035956	0.0035956	0.0035956	0.0035956	0.0035956	0.0035956	0.0035956	0.0035956	0.0035956	0.0035956	0.0035956	0.0035956	0.01964058	0.010299	0.0446572	0.00444141	0.05939755	0.06053456
224	0	-23.20187	-35.97693	12.77506	0.003494497	0.04064377	0.00754663	0.06373988	0.0187898	0.0187898	0.0187898	0.0187898	0.0187898	0.0187898	0.0187898	0.0187898	0.0187898	0.0187898	0.0187898	0.0187898	0.0187898	0.0187898	0.0187898	0.0187898	0.0187898	0.0187898	0.0187898	0.0187898	0.0187898	0.0187898	0.0187898	0.03500656	0.00754663	0.0034945	0.0406438	0.0516849	0.3635455
225	1	-24.91602	-36.04566	11.12964	0.05455708	0.01010825	0.003219293	0.07765953	0.0363863	0.0363863	0.0363863	0.0363863	0.0363863	0.0363863	0.0363863	0.0363863	0.0363863	0.0363863	0.0363863	0.0363863	0.0363863	0.0363863	0.0363863	0.0363863	0.0363863	0.0363863	0.0363863	0.0363863	0.0363863	0.0363863	0.0363863	0.103496	0.00321929	0.0545571	0.0101082	0.06788461	0.5360027
226	0	-23.78174	-35.72966	11.94792	0.001134009	0.02583075	0.03871668	0.09045587	0.0269065	0.0269065	0.0269065	0.0269065	0.0269065	0.0269065	0.0269065	0.0269065	0.0269065	0.0269065	0.0269065	0.0269065	0.0269065	0.0269065	0.0269065	0.0269065	0.0269065	0.0269065	0.0269065	0.0269065	0.0269065	0.0269065	0.0269065	0.02004172	0.0387167	0.00113401	0.0258308	0.06568145	0.4096516
227	1	-25.9983	-36.01237	10.01407	0.02767472	0.04754391	0.01884221	0.07182992	0.032031	0.032031	0.032031	0.032031	0.032031	0.032031	0.032031	0.032031	0.032031	0.032031	0.032031	0.032031	0.032031	0.032031	0.032031	0.032031	0.032031	0.032031	0.032031	0.032031	0.032031	0.032031	0.032031	0.08816883	0.0188422	0.0276747	0.0475439	0.09406084	0.3405347
228	0	-22.99583	-34.59361	11.59779	8.315009e-06	0.02040714	0.02726292	0.07892117	0.00106714	0.00106714	0.00106714	0.00106714	0.00106714	0.00106714	0.00106714	0.00106714	0.00106714	0.00106714	0.00106714	0.00106714	0.00106714	0.00106714	0.00106714	0.00106714	0.00106714	0.00106714	0.00106714	0.00106714	0.00106714	0.00106714	0.00106714	0.1578659	0.0272629	8.31501e-06	0.0204071	0.04767837	0.02238206
229	1	-22.13394	-35.13007	12.99612	0.02767472	0.01442054	0.001025969	0.0845702	0.00119023	0.00119023	0.00119023	0.00119023	0.00119023	0.00119023	0.00119023	0.00119023	0.00119023	0.00119023	0.00119023	0.00119023	0.00119023	0.00119023	0.00119023	0.00119023	0.00119023	0.00119023	0.00119023	0.00119023	0.00119023	0.00119023	0.00119023	0.03548774	0.00102597	0.0276747	0.0144205	0.04312123	0.02760184
230	0	-25.79163	-38.96794	13.17631	0.0008938456	0.01260364	0.01443273	0.1299387	0.0133449	0.0133449	0.0133449	0.0133449	0.0133449	0.0133449	0.0133449	0.0133449	0.0133449	0.0133449	0.0133449	0.0133449	0.0133449	0.0133449	0.0133449	0.0133449	0.0133449	0.0133449	0.0133449	0.0133449	0.0133449	0.0133449	0.0133449	0.04911938	0.0144327	0.000893846	0.0126036	0.02793021	0.4777941
231	1	-23.7618	-35.89266	12.13087	0.03270846	0.0007674884	0.0008837143	0.2015285	0.00234	0.00234	0.00234	0.00234	0.00234	0.00234	0.00234	0.00234	0.00234	0.00234	0.00234	0.00234	0.00234	0.00234	0.00234	0.00234	0.00234	0.00234	0.00234	0.00234	0.00234	0.00234	0.00234	0.04947664	0.000883714	0.0327085	0.000767488	0.03435967	0.06810324
232	0	-25.49412	-36.53466	11.04054	0.01193823	0.01718257	0.02770461	0.192543	0.028276	0.028276	0.028276	0.028276	0.028276	0.028276	0.028276	0.028276	0.028276	0.028276	0.028276	0.028276	0.028276	0.028276	0.028276	0.028276	0.028276	0.028276	0.028276	0.028276	0.028276	0.028276	0.028276	0.05359297	0.0277046	0.0119382	0.0171826	0.05682541	0.4975947
233	1	-21.9159	-34.68987	12.77397	0.002477059	0.0389568	0.008013094	0.0919494	0.000440276	0.000440276	0.000440276	0.000440276	0.000440276	0.000440276	0.000440276	0.000440276	0.000440276	0.000440276	0.000440276	0.000440276	0.000440276	0.000440276	0.000440276	0.000440276	0.000440276	0.000440276	0.000440276	0.000440276	0.000440276	0.000440276	0.000440276	0.0182529	0.00801309	0.00247706	0.0389568	0.04944695	0.008904011
234	0	-24.38045	-35.07308	10.69263	0.01886736	0.008516395	0.04167908	0.1354292	0.0214947	0.0214947	0.0214947	0.0214947	0.0214947	0.0214947	0.0214947	0.0214947	0.0214947	0.0214947	0.0214947	0.0214947	0.0214947	0.0214947	0.0214947	0.0214947	0.0214947	0.0214947	0.0214947	0.0214947	0.0214947	0.0214947	0.0214947	0.08345413	0.0416791	0.0188674	0.0085164	0.06906283	0.3112334
235	1	-26.46491	-36.00728	9.542373	0.01252423	0.03158492	0.05333658	0.1185404	0.0615423	0.0615423	0.0615423	0.0615423	0.0615423	0.0615423	0.0615423	0.0615423	0.0615423	0.0615423	0.0615423	0.0615423	0.0615423	0.0615423	0.0615423	0.0615423	0.0615423	0.0615423	0.0615423	0.0615423	0.0615423	0.0615423	0.0615423	0.07146668	0.0533366	0.0125242	0.0315849	0.09744573	0.6315547
236	0	-25.26065	-35.58761	10.32695	0.009548066	0.003880134	0.03865927	0.141617	0.0193479	0.0193479	0.0193479	0.0193479	0.0193479	0.0193479	0.0193479	0.0193479	0.0193479	0.0193479	0.0193479	0.0193479	0.0193479	0.0193479	0.0193479	0.0193479	0.0193479	0.0193479	0.0193479	0.0193479	0.0193479	0.0193479	0.0193479	0.1998991	0.0386593	0.00954807	0.00388013	0.05208747	0.3714497
237	1	-25.05116	-35.68962	10.63846	0.04113848	0.01161706	0.0304624	0.08395408	0.0336095	0.0336095	0.0336095	0.0336095	0.0336095	0.0336095	0.0336095	0.0336095	0.0336095	0.0336095	0.0336095	0.0336095	0.0336095	0.0336095	0.0336095	0.0336095	0.0336095	0.0336095	0.0336095	0.0336095	0.0336095	0.0336095	0.0336095	0.06857957	0.0304624	0.0411385	0.0116171	0.08321794	0.4038727
238	0	-22.82691	-34.98904	12.16212	0.02163062	0.02357365	0.002075796	0.09912296	0.00738032	0.00738032	0.00738032	0.00738032	0.00738032	0.00738032	0.00738032	0.00738032	0.00738032	0.00738032	0.00738032	0.00738032	0.00738032	0.00738032	0.00738032	0.00738032	0.00738032	0.00738032	0.00738032	0.00738032	0.00738032	0.00738032	0.00738032	0.08324967	0.0020758	0.0216306	0.0235737	0.04728007	0.156098
239	1	-24.43567	-34.88364	10.44797	0.02645076	0.003006148	0.03147586	0.1085099	0.000872558	0.000872558	0.000872558	0.000872558	0.000872558	0.000872558	0.000872558	0.000872558	0.000872558	0.000872558	0.000872558	0.000872558	0.000872558	0.000872558	0.000872558	0.000872558	0.000872558	0.000872558	0.000872558	0.000872558	0.000872558	0.000872558	0.000872558	0.1760587	0.0314759	0.0264508	0.00300615	0.06093277	0.01432001
240	0	-23.09152	-35.51721	12.42569	0.00506833	0.01715153	0.02499991	0.04761873	0.00789012	0.00789012	0.00789012	0.00789012	0.00789012	0.00789012	0.00789012	0.00789012	0.00789012	0.00789012	0.00789012	0.00789012	0.00789012	0.00789012	0.00789012	0.00789012	0.00789012	0.00789012	0.00789012	0.00789012	0.00789012	0.00789012	0.00789012	0.108703	0.0249999	0.00506833	0.0171515	0.04721977	0.1670937
241	1	-24.29633	-37.88489	13.58856	0.02125173	0.0009439333	0.02025723	0.02826785	0.00332635	0.00332635	0.00332635	0.00332635	0.00332635	0.00332635	0.00332635	0.00332635	0.00332635	0.00332635	0.00332635	0.00332635	0.00332635	0.00332635	0.00332635	0.00332635	0.00332635	0.00332635	0.00332635	0.00332635	0.00332635	0.00332635	0.00332635	0.03593475	0.0202572	0.0212517	0.000943933	0.04245289	0.07835396
242	0	-25.85206	-36.33255	10.48049	0.001355589	0.02128258	0.0623224	0.04840676	0.0198701	0.0198701	0.0198701	0.0198701	0.0198701	0.0198701	0.0198701	0.0198701	0.0198701	0.0198701	0.0198701	0.0198701	0.0198701	0.0198701	0.0198701	0.0198701	0.0198701	0.0198701	0.0198701	0.0198701	0.0198701	0.0198701	0.0198701	0.1110887	0.0623224	0.00135559	0.0212826	0.08496057	0.2338744
243	1	-23.08431	-35.24848	12.16418	0.01698298	0.02906441	0.002604093	0.04174927	0.00909398	0.00909398	0.00909398	0.00909398	0.00909398	0.00909398	0.00909398	0.00909398	0.00909398	0.00909398	0.00909398	0.00909398	0.00909398	0.00909398	0.00909398	0.00909398	0.00909398	0.00909398	0.00909398	0.00909398	0.00909398	0.00909398	0.00909398	0.133465	0.00260409	0.016983	0.0290644	0.04865148	0.1869209
244	0	-23.0072	-34.714	11.70681	0.01436274	0.03562707	0.004599631	0.05200572	0.00583505	0.00583505	0.00583505	0.00583505	0.00583505	0.00583505	0.00583505	0.00583505	0.00583505	0.00583505	0.00583505	0.00583505	0.00583505	0.00583505	0.00583505	0.00583505	0.00583505	0.00583505	0.00583505	0.00583505	0.00583505	0.00583505	0.00583505	0.1388401	0.00459963	0.0143627	0.0356271	0.05458944	0.1068897
245	1	-25.36212	-36.99868	11.63656	0.02396615	0.01040147	0.01348516	0.1037676	0.0257751	0.0257751	0.0257751	0.0257751	0.0257751	0.0257751	0.0257751	0.0257751	0.0257751	0.0257751	0.0257751	0.0257751	0.0257751	0.0257751	0.0257751	0.0257751	0.0257751	0.0257751	0.0257751	0.0257751	0.0257751	0.0257751	0.0257751	0.1282577	0.0134852	0.0239661	0.0104015	0.04785277	0.5386326
246	0	-23.01341	-35.29658	12.28316	0.004317802	0.02504188	0.02710004	0.04610498	0.00153507	0.00153507	0.00153507	0.00153507	0.00153507	0.00153507	0.00153507	0.00153507	0.00153507	0.00153507	0.00153507	0.00153507	0.00153507	0.00153507	0.00153507	0.00153507	0.00153507	0.00153507	0.00153507	0.00153507	0.00153507	0.00153507	0.00153507	0.07762258	0.0271	0.0043178	0.0250419	0.05645972	0.02718885
247	1	-25.26172	-35.23566	9.973936	0.02396615	0.02958686	0.02133814	0.1152219	0.0119588	0.0119588	0.0119588	0.0119588	0.0119588	0.0119588	0.0119588	0.0119588	0.0119588	0.0119588	0.0119588	0.0119588	0.0119588	0.0119588	0.0119588	0.0119588	0.0119588	0.0119588	0.0119588	0.0119588	0.0119588	0.0119588	0.0119588	0.1459809	0.0213381	0.0239661	0.0295869	0.07489115	0.1596818
248	0	-24.73688	-35.24069	10.50381	0.01123006	0.0585288	0.001935799	0.07228319	0.0321022	0.0321022	0.0321022	0.0321022	0.0321022	0.0321022	0.0321022	0.0321022	0.0321022	0.0321022	0.0321022	0.0321022	0.0321022	0.0321022	0.0321022	0.0321022	0.0321022	0.0321022	0.0321022	0.0321022	0.0321022	0.0321022	0.0321022	0.1521389	0.0019358	0.0112301	0.0585288	0.07169466	0.4477635
249	1	-26.97716	-35.6616	8.684438	0.02838322	0.0030898	0.06102043	0.1998743	0.051354	0.051354	0.051354	0.051354	0.051354	0.051354	0.051354	0.051354	0.051354	0.051354	0.051354	0.051354	0.051354	0.051354	0.051354	0.051354	0.051354	0.051354	0.051354	0.051354	0.051354	0.051354	0.051354	0.1010343	0.0610204	0.0283832	0.0030898	0.09249346	0.5552173
250	0	-24.05983	-34.95499	10.89516	0.001941168	0.04643127	0.004481908	0.1098977	0.0143397	0.0143397	0.0143397	0.0143397	0.0143397	0.0143397	0.0143397	0.0143397	0.0143397	0.0143397	0.0143397	0.0143397	0.0143397	0.0143397	0.0143397	0.0143397	0.0143397	0.0143397	0.0143397	0.0143397	0.0143397	0.0143397	0.0143397	0.1709102	0.00448191	0.00194117	0.0464313	0.05285434	0.2713058
251	1	-27.17694	-35.14638	7.969444	0.03577629	0.01410995	0.01776697	0.3096053	0.0198202	0.0198202	0.0198202	0.0198202	0.0198202	0.0198202	0.0198202	0.0198202	0.0198202	0.0198202	0.0198202	0.0198202	0.0198202	0.0198202	0.0198202	0.0198202	0.0198202	0.0198202	0.0198202	0.0198202	0.0198202	0.0198202	0.0198202	0.1887432	0.017767	0.0357763	0.0141099	0.06765321	0.2929672
252	0	-27.04768	-37.40987	10.36219	0.02960356	0.03406865	0.03526642	0.04319655	0.0250422	0.0250422	0.0250422	0.0250422	0.0250422	0.0250422	0.0250422	0.0250422	0.0250422	0.0250422	0.0250422	0.0250422	0.0250422	0.0250422	0.0250422	0.0250422	0.0250422	0.0250422	0.0250422	0.0250422	0.0250422	0.0250422	0.0250422	0.05726017	0.0352664	0.0296036	0.0340687	0.09893863	0.2531085
253	1	-26.37156	-35.54545	9.17389	0.003061563	0.02228235	0.06308678	0.1087326	0.0453081	0.0453081	0.0453081	0.0453081	0.0453081	0.0453081	0.0453081	0.0453081	0.0453081	0.0453081	0.0453081	0.0453081	0.0453081	0.0453081	0.0453081	0.0453081	0.0453081	0.0453081	0.0453081	0.0453081	0.0453081	0.0453081	0.0453081	0.1638291	0.0630868	0.00306156	0.0222824	0.08843069	0.5123575
254	0	-28.55623	-38.46658	9.910346	0.0601222	0.03294231	0.03139557	0.007602127	0.0730407	0.0730407	0.0730407	0.0730407	0.0730407	0.0730407	0.0730407	0.0730407	0.0730407	0.0730407	0.0730407	0.0730407	0.0730407	0.0730407	0.0730407	0.0730407	0.0730407	0.0730407	0.0730407	0.0730407	0.0730407	0.0730407	0.0730407	0.008644462	0.0313956	0.0601222	0.0329423	0.1244601	0.5868609
255	1	-24.23546	-34.81904	10.58359	0.007315372	0.01278234	0.02345301	0.2111303	0.00395622	0.00395622	0.00395622	0.00395622	0.00395622	0.00395622	0.00395622	0.00395622	0.00395622	0.00395622	0.00395622	0.00395622	0.00395622	0.00395622	0.00395622	0.00395622	0.00395622	0.00395622	0.00395622	0.00395622	0.00395622	0.00395622	0.00395622	0.148004	0.023453	0.00731537	0.0127823	0.04355073	0.09084174
256	0	-29.70253	-37.59007	7.887544	0.007975674	0.135905	0.01571996	0.03371604	0.107024	0.107024	0.107024	0.107024	0.107024	0.107024	0.107024	0.107024	0.107024	0.107024	0.107024	0.107024	0.107024	0.107024	0.107024	0.107024	0.107024	0.107024	0.107024	0.107024	0.107024	0.107024	0.107024	0.00664763	0.01572	0.00797567	0.135905	0.1596006	0.670576
