Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_fission	clado_fusion	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	gamma	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	total_speciation	turnover
726	0	-32.38365	-44.50544	12.12179	0.0098964	0.02488764	0.03981618	0.01309106	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.0119852	0.03316096	0.0398162	0.0098964	0.0248876	0.07460022	0.1606586
727	1	-32.93098	-44.7341	11.80312	0.01664284	0.05234611	0.01278505	0.03313926	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.0106786	0.02306162	0.0127851	0.0166428	0.0523461	0.08177401	0.1305863
728	0	-35.06472	-45.74361	10.67889	0.03371373	0.0233259	0.06670038	0.01651036	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.0484899	0.02389222	0.0667004	0.0337137	0.0233259	0.12374	0.3918696
729	1	-34.33019	-45.59982	11.26963	0.008920853	0.05471952	0.02880562	0.05328333	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0289726	0.0236599	0.0288056	0.00892085	0.0547195	0.09244599	0.3133999
730	0	-31.69024	-43.87543	12.18519	0.02043454	0.03344248	0.02454672	0.005072571	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.00248859	0.02315752	0.0245467	0.0204345	0.0334425	0.07842373	0.03173258
731	1	-35.16497	-46.08381	10.91884	0.007923926	0.01320453	0.08060253	0.008313791	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.00529609	0.07533934	0.0806025	0.00792393	0.0132045	0.101731	0.05205979
732	0	-33.46884	-44.81874	11.3499	0.0130918	0.01855186	0.06837742	0.003507254	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.0179241	0.04226439	0.0683774	0.0130918	0.0185519	0.1000211	0.1792037
733	1	-38.75771	-47.9734	9.215693	0.01470692	0.001118141	0.08060253	0.03378016	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.2363913	0.0806025	0.0147069	0.00111814	0.09642759	0.1900462
734	0	-32.62169	-44.44823	11.82654	0.02244773	0.009015727	0.05790553	0.001095456	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.0125006	0.02955802	0.0579055	0.0224477	0.00901573	0.08936899	0.1398763
735	1	-40.18358	-48.49787	8.314288	0.02431313	0.0402932	0.07299786	0.05706744	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.0609199	0.1774348	0.0729979	0.0243131	0.0402932	0.1376042	0.4427187
736	0	-32.82926	-45.30108	12.47182	0.001553097	0.03336317	0.02955628	0.004441835	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.0112173	0.03775181	0.0295563	0.0015531	0.0333632	0.06447255	0.1739857
737	1	-38.13184	-50.4403	12.30846	0.0100122	0.04207161	0.006355183	0.02658484	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.0269309	0.05037906	0.00635518	0.0100122	0.0420716	0.058439	0.4608374
738	0	-34.69596	-46.55807	11.86211	0.03697726	0.02039772	0.02955628	0.006040422	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.0385207	0.02850434	0.0295563	0.0369773	0.0203977	0.08693125	0.4431171
739	1	-34.75472	-46.29543	11.54071	0.003073752	0.02734283	0.04586928	0.05745757	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.0236224	0.04175286	0.0458693	0.00307375	0.0273428	0.07628585	0.3096564
740	0	-33.13403	-44.94056	11.80653	0.04040657	0.03004288	0.01332839	0.00418904	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.0130865	0.04554853	0.0133284	0.0404066	0.0300429	0.08377784	0.1562051
741	1	-33.80218	-45.39908	11.5969	0.007394179	0.01938182	0.04707342	0.04209241	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.0130624	0.05894351	0.0470734	0.00739418	0.0193818	0.07384942	0.1768794
742	0	-33.01318	-44.92284	11.90967	0.001721576	0.06097708	0.008211134	0.003704429	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.00454636	0.07503587	0.00821113	0.00172158	0.0609771	0.07090979	0.06411471
743	1	-33.44267	-45.87845	12.43578	0.003775285	0.009678978	0.04707342	0.01289233	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.00977892	0.04495805	0.0470734	0.00377528	0.00967898	0.06052768	0.1615611
744	0	-34.83179	-45.77206	10.94027	0.002890063	0.08901979	0.02119054	0.005360049	0.033541	0.033541	0.033541	0.033541	0.033541	0.033541	0.033541	0.033541	0.033541	0.033541	0.033541	0.033541	0.033541	0.033541	0.033541	0.033541	0.033541	0.033541	0.033541	0.033541	0.033541	0.033541	0.033541	0.033541	0.033541	0.04141229	0.0211905	0.00289006	0.0890198	0.1131004	0.2965595
745	1	-33.07225	-44.69573	11.62348	0.02978502	0.01676043	0.04516598	0.01875571	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.0103475	0.02504645	0.045166	0.029785	0.0167604	0.09171143	0.1128264
746	0	-34.29965	-46.68525	12.38561	0.02751795	0.01863012	0.01575303	0.007963965	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.0126221	0.05070747	0.015753	0.0275179	0.0186301	0.06190109	0.2039083
747	1	-33.07396	-44.89321	11.81925	0.05696764	0.003889347	0.02771433	0.0288159	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00911553	0.00500334	0.0277143	0.0569676	0.00388935	0.08857132	0.1029174
748	0	-34.05723	-45.42941	11.37219	0.04690202	0.02314301	0.02085718	0.02795459	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.00824705	0.04344962	0.0208572	0.046902	0.023143	0.09090221	0.09072444
749	1	-33.22334	-46.21593	12.9926	0.01345008	0.03078982	0.006572225	0.02332107	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.00185721	0.008532131	0.00657223	0.0134501	0.0307898	0.05081213	0.0365505
750	0	-35.1838	-46.2294	11.0456	0.0345683	0.008421827	0.03806791	0.1104933	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0192615	0.0236476	0.0380679	0.0345683	0.00842183	0.08105803	0.2376257
751	1	-33.11731	-45.03088	11.91357	0.002346219	0.01168505	0.06001363	0.03483104	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.0162685	0.03394015	0.0600136	0.00234622	0.0116851	0.0740449	0.2197109
752	0	-38.71351	-47.34403	8.63052	0.006123021	0.0211417	0.1473869	0.06873917	0.10179	0.10179	0.10179	0.10179	0.10179	0.10179	0.10179	0.10179	0.10179	0.10179	0.10179	0.10179	0.10179	0.10179	0.10179	0.10179	0.10179	0.10179	0.10179	0.10179	0.10179	0.10179	0.10179	0.10179	0.10179	0.02094622	0.147387	0.00612302	0.0211417	0.1746516	0.5828162
753	1	-35.9529	-47.11245	11.15956	0.007225542	0.00297223	0.05949146	0.05615464	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.0186108	0.1013261	0.0594915	0.00722554	0.00297223	0.06968924	0.2670543
754	0	-32.97282	-44.93285	11.96003	0.04196051	0.008507321	0.02878973	0.02174594	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.0131177	0.02645275	0.0287897	0.0419605	0.00850732	0.07925757	0.1655072
755	1	-33.57612	-44.83112	11.255	0.009203979	0.009902172	0.06664833	0.04376843	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.00956717	0.05508284	0.0666483	0.00920398	0.00990217	0.08575448	0.1115646
756	0	-32.60783	-44.80002	12.19219	0.02134768	0.02847719	0.01862078	0.01936568	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.00494773	0.0386514	0.0186208	0.0213477	0.0284772	0.06844565	0.07228699
757	1	-34.36812	-45.24614	10.87801	0.003206311	0.01447899	0.08570741	0.0466016	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.0208072	0.03605693	0.0857074	0.00320631	0.014479	0.1033927	0.2012441
758	0	-34.6907	-46.58492	11.89422	0.02492122	0.03093626	0.01112018	0.03951317	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.0137625	0.05278578	0.0111202	0.0249212	0.0309363	0.06697766	0.2054784
759	1	-35.20301	-46.23467	11.03166	0.001880507	0.008646688	0.06261157	0.08945852	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.0148999	0.07027216	0.0626116	0.00188051	0.00864669	0.07313877	0.2037211
760	0	-33.72848	-45.5839	11.85542	0.03898757	0.02275219	0.004412888	0.02036236	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.00197571	0.07833799	0.00441289	0.0389876	0.0227522	0.06615265	0.02986595
761	1	-39.61869	-49.42643	9.807744	0.01884833	0.03039945	0.06261157	0.06789765	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.0733058	0.09591903	0.0626116	0.0188483	0.0303995	0.1118594	0.6553389
762	0	-32.79847	-45.10922	12.31075	0.008816104	0.009730946	0.05001015	0.01132563	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0125438	0.0344946	0.0500102	0.0088161	0.00973095	0.0685572	0.1829682
763	1	-39.58999	-48.8015	9.211512	0.002911352	0.08518935	0.05752676	0.05179125	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.0523362	0.06847446	0.0575268	0.00291135	0.0851894	0.1456275	0.3593844
764	0	-33.37991	-44.95663	11.57672	0.0398499	0.008317052	0.05001015	0.008890627	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.0281629	0.01983281	0.0500102	0.0398499	0.00831705	0.09817711	0.2868585
765	1	-33.23859	-44.66853	11.42994	0.00138691	0.03958897	0.04891459	0.03928468	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.00787842	0.02943595	0.0489146	0.00138691	0.039589	0.08989047	0.08764464
766	0	-31.27618	-43.73857	12.46239	0.001064851	0.02176293	0.04633331	0.007228963	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.00395176	0.02158206	0.0463333	0.00106485	0.0217629	0.06916109	0.05713844
767	1	-34.7671	-45.9486	11.1815	0.03824366	0.03958897	0.0296919	0.02225491	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.0167882	0.01743082	0.0296919	0.0382437	0.039589	0.1075245	0.1561339
768	0	-31.81864	-44.17383	12.3552	0.02757325	0.03017553	0.02111928	0.001662638	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.0130796	0.008209245	0.0211193	0.0275732	0.0301755	0.07886805	0.165841
769	1	-34.5807	-45.6634	11.0827	0.01961257	0.0557673	0.01235331	0.01028089	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.00696853	0.09975421	0.0123533	0.0196126	0.0557673	0.08773318	0.07942872
770	0	-34.91476	-45.49726	10.58251	0.01626361	0.02559239	0.09481688	0.004866288	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.0748274	0.005659606	0.0948169	0.0162636	0.0255924	0.1366729	0.5474927
771	1	-35.10512	-45.88973	10.78461	0.01533666	0.04434732	0.03772511	0.02754514	0.027033	0.027033	0.027033	0.027033	0.027033	0.027033	0.027033	0.027033	0.027033	0.027033	0.027033	0.027033	0.027033	0.027033	0.027033	0.027033	0.027033	0.027033	0.027033	0.027033	0.027033	0.027033	0.027033	0.027033	0.027033	0.08273597	0.0377251	0.0153367	0.0443473	0.09740909	0.2775204
772	0	-33.41522	-45.05047	11.63525	0.02255989	0.0113092	0.06865335	0.002301828	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.0365393	0.007292235	0.0686534	0.0225599	0.0113092	0.1025224	0.3564033
773	1	-34.60875	-45.70043	11.09168	0.01487194	0.04689615	0.0267223	0.02371039	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.0203991	0.08311377	0.0267223	0.0148719	0.0468962	0.0884904	0.2305232
774	0	-32.15533	-44.81155	12.65621	0.01791252	0.04107426	0.005816017	0.01431407	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.00705633	0.008430798	0.00581602	0.0179125	0.0410743	0.0648028	0.1088892
775	1	-34.6846	-46.3215	11.63691	0.03974033	0.05456794	0.005889478	0.003454175	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.0482522	0.01307672	0.00588948	0.0397403	0.0545679	0.1001977	0.4815699
776	0	-31.94929	-44.02811	12.07883	0.004611872	0.04830815	0.02296429	0.02324703	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.00338145	0.02337846	0.0229643	0.00461187	0.0483082	0.07588432	0.04456055
777	1	-34.7462	-45.69396	10.94776	0.005719337	0.05456794	0.01996009	0.002305234	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.00613984	0.1440962	0.0199601	0.00571934	0.0545679	0.08024737	0.07651146
778	0	-35.05443	-46.06788	11.01344	0.05213848	0.01122147	0.03549786	0.01562682	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.0346494	0.06734441	0.0354979	0.0521385	0.0112215	0.09885781	0.3504978
779	1	-39.66876	-51.05192	11.38316	0.003968331	0.008880644	0.06337031	0.0034766	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.0498629	0.1116922	0.0633703	0.00396833	0.00888064	0.07621929	0.6542029
780	0	-32.15082	-44.46244	12.31162	0.03223799	0.02089667	0.01851102	0.01712971	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.00536001	0.01916669	0.018511	0.032238	0.0208967	0.07164568	0.07481276
781	1	-34.96156	-45.86028	10.89872	0.02354047	0.03305539	0.02985553	0.002286238	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.0156584	0.1300635	0.0298555	0.0235405	0.0330554	0.0864514	0.1811234
782	0	-36.82131	-47.79964	10.97834	0.03223799	0.05180348	0.02937751	0.009327491	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.0711811	0.03266457	0.0293775	0.032238	0.0518035	0.113419	0.6275944
783	1	-35.06412	-45.8966	10.83248	0.01425204	0.00538279	0.07763053	0.01499018	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.00552577	0.09094256	0.0776305	0.014252	0.00538279	0.09726536	0.05681125
784	0	-34.48798	-46.61335	12.12538	0.02430506	0.04991584	0.0003329229	0.01591868	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.0249717	0.03011681	0.000332923	0.0243051	0.0499158	0.07455382	0.334948
