Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_fission	clado_fusion	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	gamma	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	total_speciation	turnover
3513	1	-32.80396	-44.57733	11.77337	0.003175463	0.04859734	0.02391944	0.02115459	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.00389143	0.05660349	0.0239194	0.00317546	0.0485973	0.07569224	0.05141116
3514	0	-35.75672	-47.25188	11.49516	0.01477843	0.005495347	0.0343371	0.01708723	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.00160918	0.1529028	0.0343371	0.0147784	0.00549535	0.05461088	0.02946625
3515	1	-31.21068	-43.72374	12.51305	0.001684514	0.06146933	0.006497216	0.009004446	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.00143479	0.01324318	0.00649722	0.00168451	0.0614693	0.06965106	0.02059965
3516	0	-33.92921	-46.06472	12.13551	0.03113015	0.01829784	0.01325833	0.005409329	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.00663379	0.07587289	0.0132583	0.0311301	0.0182978	0.06268632	0.1058251
3517	1	-32.71876	-45.76487	13.04611	0.02195219	0.02177138	0.01101777	0.005623386	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.00416324	0.008873829	0.0110178	0.0219522	0.0217714	0.05474134	0.07605286
3518	0	-36.91935	-47.37107	10.45172	0.04463081	0.06133156	0.02465476	0.004069684	0.08037	0.08037	0.08037	0.08037	0.08037	0.08037	0.08037	0.08037	0.08037	0.08037	0.08037	0.08037	0.08037	0.08037	0.08037	0.08037	0.08037	0.08037	0.08037	0.08037	0.08037	0.08037	0.08037	0.08037	0.08037	0.0380376	0.0246548	0.0446308	0.0613316	0.1306171	0.6153101
3519	1	-37.03663	-47.23011	10.19348	0.003351861	0.1061127	0.01052578	0.09210451	0.057111	0.057111	0.057111	0.057111	0.057111	0.057111	0.057111	0.057111	0.057111	0.057111	0.057111	0.057111	0.057111	0.057111	0.057111	0.057111	0.057111	0.057111	0.057111	0.057111	0.057111	0.057111	0.057111	0.057111	0.057111	0.008295129	0.0105258	0.00335186	0.106113	0.1199903	0.4759638
3520	0	-35.39698	-46.78534	11.38836	0.03950416	0.01684668	0.04990968	0.002708744	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.00130424	0.02015316	0.0499097	0.0395042	0.0168467	0.1062605	0.01227396
3521	1	-37.06216	-47.83808	10.77591	0.01844227	0.05040457	0.03006169	0.1026204	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.0524259	0.003948995	0.0300617	0.0184423	0.0504046	0.09890853	0.5300446
3522	0	-34.66696	-46.18691	11.51995	0.008010053	0.04018458	0.04990968	0.006924166	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.0498504	0.02769834	0.0499097	0.00801005	0.0401846	0.09810432	0.5081365
3523	1	-33.9482	-45.31865	11.37045	0.00610341	0.03808282	0.03563439	0.08803765	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.0133223	0.01739845	0.0356344	0.00610341	0.0380828	0.07982062	0.1669027
3524	0	-36.37762	-48.18961	11.81199	0.008368934	0.0534501	0.02487359	0.0248031	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0496179	0.0154823	0.0248736	0.00836893	0.0534501	0.08669262	0.5723432
3525	1	-33.30311	-44.991	11.68788	0.050961	0.0002216897	0.0286958	0.06342952	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.00419072	0.01008667	0.0286958	0.050961	0.00022169	0.07987849	0.05246373
3526	0	-34.0502	-45.33495	11.28475	0.03328894	0.04896726	0.02321701	0.02621231	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.0327353	0.00941591	0.023217	0.0332889	0.0489673	0.1054732	0.3103665
3527	1	-36.40809	-48.37425	11.96616	0.01437772	0.05279844	0.01133601	0.042879	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.0403719	0.006984156	0.011336	0.0143777	0.0527984	0.07851216	0.5142115
3528	0	-32.53295	-44.93299	12.40004	0.005364143	0.001968766	0.06259296	0.0115096	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.0096557	0.02119956	0.062593	0.00536414	0.00196877	0.06992587	0.1380848
3529	1	-35.607	-46.4691	10.86211	0.01620821	0.07348828	0.007371869	0.09428147	0.034645	0.034645	0.034645	0.034645	0.034645	0.034645	0.034645	0.034645	0.034645	0.034645	0.034645	0.034645	0.034645	0.034645	0.034645	0.034645	0.034645	0.034645	0.034645	0.034645	0.034645	0.034645	0.034645	0.034645	0.034645	0.009290849	0.00737187	0.0162082	0.0734883	0.09706836	0.3569134
3530	0	-32.0963	-44.38789	12.29158	0.01684064	0.01384251	0.03761258	0.00775308	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.00370711	0.0407827	0.0376126	0.0168406	0.0138425	0.06829573	0.0542803
3531	1	-34.63641	-45.76696	11.13055	0.01284623	0.06205652	0.007371869	0.1161388	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.0111912	0.005790028	0.00737187	0.0128462	0.0620565	0.08227461	0.1360222
3532	0	-34.19608	-45.35074	11.15466	0.008594268	0.01874935	0.0650222	0.01767741	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.00198928	0.07100777	0.0650222	0.00859427	0.0187493	0.09236582	0.02153701
3533	1	-32.54955	-44.28638	11.73683	0.001378895	0.06205652	0.02907936	0.02683198	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.0165326	0.003181263	0.0290794	0.00137889	0.0620565	0.09251477	0.1787019
3534	0	-33.40162	-44.78016	11.37854	0.007104924	0.008075472	0.0650222	0.03929929	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.00894516	0.06416104	0.0650222	0.00710492	0.00807547	0.0802026	0.1115321
3535	1	-34.79336	-45.8358	11.04244	0.01117251	0.06205652	0.01210084	0.1194214	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.0138106	0.001983224	0.0121008	0.0111725	0.0620565	0.08532987	0.161849
3536	0	-34.48709	-45.70784	11.22075	0.007794153	0.001668703	0.05863919	0.01344272	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.00520276	0.1427686	0.0586392	0.00779415	0.0016687	0.06810205	0.07639647
3537	1	-33.05363	-44.7098	11.65617	0.02134773	0.03038628	0.02598401	0.08153639	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.000381212	0.001752415	0.025984	0.0213477	0.0303863	0.07771802	0.004905066
3538	0	-33.14496	-44.63344	11.48848	0.005936994	0.0152065	0.05863919	0.02848575	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.00748886	0.06526309	0.0586392	0.00593699	0.0152065	0.07978268	0.09386577
3539	1	-32.71353	-44.26275	11.54922	0.008486185	0.03038628	0.06219821	0.02010884	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.0295542	0.002523543	0.0621982	0.00848618	0.0303863	0.1010707	0.2924112
3540	0	-33.58118	-45.11673	11.53554	0.01431684	0.02707079	0.03767077	0.036806	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.0125144	0.05444963	0.0376708	0.0143168	0.0270708	0.0790584	0.1582935
3541	1	-34.45633	-45.95202	11.49569	0.02727386	0.00587309	0.06283886	0.02700395	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.0435675	0.01651765	0.0628389	0.0272739	0.00587309	0.09598581	0.4538947
3542	0	-32.97567	-44.60964	11.63397	0.0261508	0.01310797	0.04795649	0.03475347	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.0124358	0.02173768	0.0479565	0.0261508	0.013108	0.08721525	0.1425873
3543	1	-34.33701	-45.53383	11.19682	0.02248199	0.01919334	0.0425551	0.09434684	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.0172827	0.01497918	0.0425551	0.022482	0.0191933	0.08423043	0.2051837
3544	0	-34.92666	-46.08185	11.15519	0.028668	0.01282148	0.06622966	0.02973191	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.0553023	0.01199034	0.0662297	0.028668	0.0128215	0.1077191	0.5133938
3545	1	-37.71863	-47.36333	9.644704	0.06642398	0.0105889	0.01909865	0.1514075	0.022506	0.022506	0.022506	0.022506	0.022506	0.022506	0.022506	0.022506	0.022506	0.022506	0.022506	0.022506	0.022506	0.022506	0.022506	0.022506	0.022506	0.022506	0.022506	0.022506	0.022506	0.022506	0.022506	0.022506	0.022506	0.07682853	0.0190986	0.066424	0.0105889	0.09611153	0.2341652
3546	0	-34.53229	-45.48221	10.94991	0.02494827	0.04743678	0.04636977	0.01749554	0.051061	0.051061	0.051061	0.051061	0.051061	0.051061	0.051061	0.051061	0.051061	0.051061	0.051061	0.051061	0.051061	0.051061	0.051061	0.051061	0.051061	0.051061	0.051061	0.051061	0.051061	0.051061	0.051061	0.051061	0.051061	0.01103617	0.0463698	0.0249483	0.0474368	0.1187548	0.42997
3547	1	-35.92823	-46.57234	10.64412	0.06642398	0.007342053	0.01909865	0.0723448	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.00689112	0.0658703	0.0190986	0.066424	0.00734205	0.09286468	0.07420601
3548	0	-33.9369	-45.83022	11.89332	0.02551009	0.009614702	0.04067552	0.02592853	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.0210353	0.03950404	0.0406755	0.0255101	0.0096147	0.07580031	0.2775094
3549	1	-38.26233	-47.55414	9.291803	0.0499379	0.003987631	0.01465731	0.2223254	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.00111556	0.1253111	0.0146573	0.0499379	0.00398763	0.06858284	0.01626591
3550	0	-32.68122	-44.71413	12.03291	0.04698825	0.006191152	0.01977761	0.04195852	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.000923664	0.01820287	0.0197776	0.0469882	0.00619115	0.07295701	0.01266039
3551	1	-36.15357	-46.19968	10.04611	0.004802921	0.0004738492	0.08317705	0.1218553	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.0109964	0.08963774	0.083177	0.00480292	0.000473849	0.08845382	0.1243184
3552	0	-33.98589	-45.45636	11.47046	0.05464939	0.02102258	0.01960147	0.0212973	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.0102454	0.02692336	0.0196015	0.0546494	0.0210226	0.09527344	0.1075363
3553	1	-35.90057	-46.69903	10.79846	0.05330442	0.006218756	0.04262042	0.06441993	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.00817475	0.03001028	0.0426204	0.0533044	0.00621876	0.1021436	0.08003198
3554	0	-34.1126	-45.9894	11.8768	0.01197437	0.0458996	0.00256493	0.08375771	0.00102	0.00102	0.00102	0.00102	0.00102	0.00102	0.00102	0.00102	0.00102	0.00102	0.00102	0.00102	0.00102	0.00102	0.00102	0.00102	0.00102	0.00102	0.00102	0.00102	0.00102	0.00102	0.00102	0.00102	0.00102	0.03026172	0.00256493	0.0119744	0.0458996	0.0604389	0.0168766
3555	1	-35.40446	-47.99782	12.59336	0.006099485	0.04050076	0.01491178	0.01829774	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.0227248	0.02078681	0.0149118	0.00609949	0.0405008	0.06151202	0.369437
3556	0	-39.92216	-48.76099	8.838823	0.09066457	0.04174608	0.03062655	0.07357618	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.0850473	0.03076523	0.0306265	0.0906646	0.0417461	0.1630372	0.5216435
3557	1	-33.33976	-45.05613	11.71637	0.02927963	0.04050076	0.01192928	0.03519283	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.0123404	0.02987954	0.0119293	0.0292796	0.0405008	0.08170966	0.1510269
3558	0	-34.42559	-47.04858	12.62298	0.03111182	0.01164484	0.01268798	0.01841574	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.00768738	0.0362449	0.012688	0.0311118	0.0116448	0.05544464	0.1386496
3559	1	-33.43923	-45.86038	12.42115	0.01394078	0.02724985	0.02017966	0.008456998	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.00853416	0.04828142	0.0201797	0.0139408	0.0272499	0.0613703	0.1390601
3560	0	-37.19833	-48.59777	11.39944	0.04832147	0.01790396	0.007806348	0.04668	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0301372	0.0735447	0.00780635	0.0483215	0.017904	0.07403178	0.4070853
3561	1	-33.01793	-44.52425	11.50632	0.0008652924	0.03428546	0.05000711	0.004340889	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.00538564	0.07120111	0.0500071	0.000865292	0.0342855	0.08515787	0.06324297
3562	0	-36.41826	-46.57019	10.15193	0.01702167	0.02420807	0.05550568	0.02649335	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.0125346	0.149114	0.0555057	0.0170217	0.0242081	0.09673541	0.1295756
3563	1	-33.50549	-44.84221	11.33673	0.01907486	0.002817319	0.06856858	0.005190881	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.0101858	0.07110798	0.0685686	0.0190749	0.00281732	0.09046076	0.1125995
3564	0	-33.67883	-45.36163	11.6828	0.02486093	0.01344857	0.03028703	0.01658672	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.00393424	0.09190816	0.030287	0.0248609	0.0134486	0.06859653	0.05735333
3565	1	-37.63612	-47.26344	9.627318	0.03282019	0.0395472	0.07277418	0.004288664	0.065686	0.065686	0.065686	0.065686	0.065686	0.065686	0.065686	0.065686	0.065686	0.065686	0.065686	0.065686	0.065686	0.065686	0.065686	0.065686	0.065686	0.065686	0.065686	0.065686	0.065686	0.065686	0.065686	0.065686	0.065686	0.07588103	0.0727742	0.0328202	0.0395472	0.1451416	0.4525652
3566	0	-34.66022	-45.76113	11.10092	0.002883262	0.02461985	0.0722718	0.01407561	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.00368817	0.05734602	0.0722718	0.00288326	0.0246198	0.09977492	0.0369649
3567	1	-32.44489	-44.87676	12.43187	0.003845137	0.03965832	0.02434489	0.003498307	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.0113077	0.03237581	0.0243449	0.00384514	0.0396583	0.06784834	0.1666607
3568	0	-34.72002	-46.03879	11.31877	0.0270906	0.003500556	0.04464897	0.07039107	0.015395	0.015395	0.015395	0.015395	0.015395	0.015395	0.015395	0.015395	0.015395	0.015395	0.015395	0.015395	0.015395	0.015395	0.015395	0.015395	0.015395	0.015395	0.015395	0.015395	0.015395	0.015395	0.015395	0.015395	0.015395	0.05420811	0.044649	0.0270906	0.00350056	0.07524012	0.2046111
3569	1	-32.88851	-44.76965	11.88114	0.01569057	0.05808787	0.01659165	0.009753448	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.0264096	0.01238092	0.0165916	0.0156906	0.0580879	0.09037009	0.2922387
3570	0	-33.39939	-44.90221	11.50282	0.03152016	0.009677604	0.04433358	0.02939528	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.00322987	0.04535569	0.0443336	0.0315202	0.0096776	0.08553135	0.03776239
3571	1	-33.06524	-44.92277	11.85752	0.05882779	0.01436986	0.01823003	0.004541729	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.0107354	0.01672321	0.01823	0.0588278	0.0143699	0.09142768	0.1174198
3572	0	-36.38267	-46.59774	10.21507	0.01756576	0.01250393	0.08269587	0.09005813	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.0545447	0.03025697	0.0826959	0.0175658	0.0125039	0.1127656	0.4837004
